"business_type","id","name","start_date","physical_address","mailing_address","mailing_city","business_phone","email","owner"
"BANK - BRANCH OFFICE","44388","AMERIS BANK","2020-06-01T00:00:00.000","4510 NW 6TH PL, 2ND FLR","3490 PIEDMONT RD NE, SUITE 1550","ATLANTA","404-693-6524","SYDNEE.WILSON@AMERISBANK.COM","AMERIS BANK"
"LOAN OR FINANCE COMPANY CHAPTER 560","36306","ADVANCE AMERICA #521","2009-06-01T00:00:00.000","2026 SW 34TH ST","251 LITTLE FALLS DRIVE","WILMINGTON","352-378-0146","ADVANCEAMERICA@CSCGLOBAL.COM","ADVANCE AMERICA  CASH ADVANCE CENTERS OF FLORIDA LLC"
"BANK - BRANCH OFFICE","39603","WELLS FARGO BANK, N.A.","2011-06-11T00:00:00.000","6301 W NEWBERRY RD","2030 MAIN ST, FL 10 #E2231-101","IRVINE","352-335-3480","BUSINESSLICENSES@WELLSFARGO.COM","WELLS FARGO BANK, N.A."
"BANK - MAIN OFFICE","45019","PNC BANK, N.A.","2021-10-08T00:00:00.000","2814 SW 34TH ST","2875 PGA BLVD , SUITE 200","PALM BEACH GARDENS","561-622-2600","FRANK.MARTINO@PNC.COM","PNC BANK, N.A."
"ACCOUNTANT/AUDITOR","18573","POOLE, DEAN G., CPA","1988-11-15T00:00:00.000","2531 NW 41ST ST, STE. D","2531 NW 41ST ST, STE. D","GAINESVILLE","352-377-7905","DEAN@DEANOFACCOUNTING.COM","DEAN  POOLE"
"ACCOUNTANT/AUDITOR","44378","MICHAEL TURNER CPA LLC","2020-06-01T00:00:00.000","7311 NW 4TH BLVD","7311 NW 4TH BLVD","GAINESVILLE","352-373-1099","M_TURNER@LIBERTYTAX.COM","MICHAEL  TURNER CPA LLC"
"ACCOUNTANT/AUDITOR","39215","BROCKDORF, MELCHAR & BOWIE P.A.","2011-02-09T00:00:00.000","2627 NW 43RD ST, STE 300","2627 NW 43RD ST, STE 301","GAINESVILLE","904-651-4690","CPASOREN@GMAIL.COM","BROCKDORF  MELCHAR & BOWIE P.A."
"BANK - BRANCH OFFICE","43718","SOUTH STATE BANK, N.A","2018-05-18T00:00:00.000","3535 SW 34TH ST","3535 SW 34TH ST","GAINESVILLE","352-339-7270","JELEBOSADA@SOUTHSTATEBANK.COM","SOUTH STATE BANK, N.A"
"ACCOUNTANT/AUDITOR","37331","TAYLOR, ANDREW J","2009-07-09T00:00:00.000","500 NW 43RD ST, STE 4","500 NW 43RD ST, STE 4","GAINESVILLE","352-262-7735","TAYLORCPA@WEDGECONSULTING.COM","WEDGE CONSULTING LLC"
"ACCOUNTANT/AUDITOR","44267","MCDAVID, JONES & COMPANY, CPAS","2019-09-01T00:00:00.000","4711 NW 53RD AVE","4711 NW 53RD AVE","GAINESVILLE","352-373-1080","WJONES@MJCO.CPA","WILLIAM   JONES & COMPANY CPAS, PA"
"ACCOUNTANT/AUDITOR","29016","ADDISON, BETTY","2003-01-15T00:00:00.000","519 NW 60TH ST, STE A","519 NW 60TH ST, STE A","GAINESVILLE","352-331-1620","BJADDISON@MSN.COM","BETTY  ADDISON"
"BANK - MAIN OFFICE","44660","DRUMMOND COMMUNITY BANK","2016-03-28T00:00:00.000","3436 W UNIVERSITY AVE","3436 W UNIVERSITY AVE","GAINESVILLE","352-221-3366","THALL@DRUMMONDBANK.COM","DRUMMOND COMMUNITY BANK"
"ACCOUNTANT/AUDITOR","23093","J.J. LUCKEY & COMPANY, CPA'S PLLC","1997-01-04T00:00:00.000","4045 NW 43RD ST, SUITE A","4045 NW 43RD ST, SUITE A","GAINESVILLE","352-377-7171","CHERYL@JJLUCKEY-CPA.COM","J.J. LUCKEY & COMPANY, CPA'S PLLC"
"BANK - BRANCH OFFICE","39604","WELLS FARGO BANK, N.A.","2011-06-11T00:00:00.000","834 MUSEUM RD","2030 MAIN ST, FL 10 #E2231-101","IRVINE","352-335-3314","BUSINESSLICENSES@WELLSFARGO.COM","WELLS FARGO BANK, N.A."
"BANK - BRANCH OFFICE","44661","DRUMMOND COMMUNITY BANK","2021-03-17T00:00:00.000","3833 SW 37TH BLVD","3833 SW 37TH BLVD","GAINESVILLE","352-327-9545","THALL@DRUMMONDBANK.COM","DRUMMOND COMMUNITY BANK"
