"case_number","arrest_date","arrest_day_of_week","arr_chrg","chrgdesc","name_id","race","sex","age"
"220015786","2020-11-04T00:00:00.000","Wednesday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","200182","White","Female","39"
"220015826","2020-11-05T00:00:00.000","Thursday","812-014(1)     |2","PETIT THEFT (RETAIL)","674671","Black","Female","52"
"220015826","2020-11-05T00:00:00.000","Thursday","810-09(2)(B)","TRESPASS AFTER WARNING","674671","Black","Female","52"
"520000315","2020-11-03T00:00:00.000","Tuesday","320-261","ILLEGAL LICENSE PLATE/ATTACHED MOBILE HOME STICKER","90537","White","Male","48"
"520000315","2020-11-03T00:00:00.000","Tuesday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","90537","White","Male","48"
"520000315","2020-11-03T00:00:00.000","Tuesday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","90537","White","Male","48"
"220015832","2020-11-05T00:00:00.000","Thursday","817-034","SCHEME TO DEFRAUD AND OBTAIN PROPERTY","233639","Black","Female","25"
"220015839","2020-11-05T00:00:00.000","Thursday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","732112","Black","Male","72"
"220015848","2020-11-05T00:00:00.000","Thursday","812-014/2C6","THEFT GRAND -  AUTO","553994","White","Female","23"
"220015866","2020-11-06T00:00:00.000","Friday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","478645","Black","Female","48"
"220015866","2020-11-06T00:00:00.000","Friday","893-13/2(A)","PURCHASE OF A CONTROLLED SUBSTANCE","478645","Black","Female","48"
"220015866","2020-11-06T00:00:00.000","Friday","810-09(2)(B)","TRESPASS AFTER WARNING","478645","Black","Female","48"
"220015865","2020-11-06T00:00:00.000","Friday","810-02/4B","BURGLARY TO UNOCCUPIED CONVEYANCE (UNARMED)","147234","Black","Male","30"
"220015865","2020-11-06T00:00:00.000","Friday","812-014/2C6","THEFT GRAND -  AUTO","147234","Black","Male","30"
"220015886","2020-11-06T00:00:00.000","Friday","812-014/3(C)","THEFT- PETIT 3RD SUBSEQUENT OFFENSE","52234","Black","Male","54"
"220015903","2020-11-06T00:00:00.000","Friday","790-01/2|1","CONCEALED FIREARM: A PERSON WHO CARRIES A CONCEALED FIREARM","92833","Black","Male","26"
"220015913","2020-11-06T00:00:00.000","Friday","794-011","SEXUAL BATTERY","354443","Black","Male","56"
"220015925","2020-11-06T00:00:00.000","Friday","784-03     |1","SIMPLE BATTERY","702689","White","Female","21"
"220015918","2020-11-06T00:00:00.000","Friday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","500822","White","Male","25"
"220015918","2020-11-06T00:00:00.000","Friday","784-011     DOM","SIMPLE ASSAULT (DOMESTIC)","500822","White","Male","25"
"220015932","2020-11-07T00:00:00.000","Saturday","893-13/1(A)1","SALE/POSS W/INTENT SELL/MANUF/DELIVER A CONTROLLED SUBSTANCE","62869","Black","Male","55"
"220015932","2020-11-07T00:00:00.000","Saturday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","62869","Black","Male","55"
"220015932","2020-11-07T00:00:00.000","Saturday","901-36(1)","GIVING FALSE NAME OR FALSE ID TO LEO","62869","Black","Male","55"
"220015934","2020-11-07T00:00:00.000","Saturday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","600119","Black","Male","29"
"220015934","2020-11-07T00:00:00.000","Saturday","812-014(1)     |1","THEFT PETIT","600119","Black","Male","29"
"220015934","2020-11-07T00:00:00.000","Saturday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","600119","Black","Male","29"
"220015945","2020-11-07T00:00:00.000","Saturday","784-03  |DATE","SIMPLE BATTERY (DATING VIOLENCE)","720122","Black","Male","36"
"220015805","2020-11-07T00:00:00.000","Saturday","316-1935","FLEE/ATTEMPT TO ELUDE A POLICE OFFICER","3238","Black","Male","26"
"220015805","2020-11-07T00:00:00.000","Saturday","812-014/2C6","THEFT GRAND -  AUTO","3238","Black","Male","26"
"220015805","2020-11-07T00:00:00.000","Saturday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","3238","Black","Male","26"
"220015805","2020-11-07T00:00:00.000","Saturday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","3238","Black","Male","26"
"220015971","2020-11-07T00:00:00.000","Saturday","784-041     DOM","FELONY BATTERY (DOMESTIC)","732313","Black","Male","41"
"220015881","2020-11-08T00:00:00.000","Sunday","812-014/2C6","THEFT GRAND -  AUTO","1963","Black","Male","39"
"220015881","2020-11-08T00:00:00.000","Sunday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","1963","Black","Male","39"
"220015881","2020-11-08T00:00:00.000","Sunday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","1963","Black","Male","39"
"220016000","2020-11-08T00:00:00.000","Sunday","893-131(E)1     |3","POSS W/INT TO SELL A CONT. SUBSTANCE W/N 1000` OF A CHURCH","211383","Black","Male","24"
"220016000","2020-11-08T00:00:00.000","Sunday","790-01/2","CONCEALED FIREARM","211383","Black","Male","24"
"220016000","2020-11-08T00:00:00.000","Sunday","790-23","POSSESS FIREARM/CONCEALED WEAPON BY CONVICTED FELON","211383","Black","Male","24"
"220016000","2020-11-08T00:00:00.000","Sunday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","211383","Black","Male","24"
"220016016","2020-11-08T00:00:00.000","Sunday","784-045  |DATE","AGGRAVATED BATTERY (DATING VIOLENCE)","364388","White","Female","28"
"220016036","2020-11-09T00:00:00.000","Monday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","391038","Black","Female","27"
"220016086","2020-11-10T00:00:00.000","Tuesday","787-02/2","FALSE IMPRISONMENT","732546","White","Female","26"
"220016086","2020-11-10T00:00:00.000","Tuesday","784-021     DOM","AGGRAVATED ASSAULT (DOMESTIC)","732546","White","Female","26"
"220016095","2020-11-10T00:00:00.000","Tuesday","784-021","AGGRAVATED ASSAULT","13152","Black","Female","49"
"220016095","2020-11-10T00:00:00.000","Tuesday","800-04(5)(A)","LEWD OR LASCIVIOUS MOLESTATION OF A PERSON UNDER 16 YOA","13152","Black","Female","49"
"220016130","2020-11-10T00:00:00.000","Tuesday","741-31","VIOLATION DOMESTIC VIOLENCE INJUNCTION","166474","Black","Male","27"
"220016128","2020-11-10T00:00:00.000","Tuesday","812-015(7)","RESIST MERCHANT USE ANTISHOPLIFTING CNTRL DVC COUNTERMEASURE","547381","Black","Male","24"
"220016128","2020-11-10T00:00:00.000","Tuesday","812-014(1)     |2","PETIT THEFT (RETAIL)","547381","Black","Male","24"
"220016128","2020-11-10T00:00:00.000","Tuesday","806-13","CRIMINAL MISCHIEF","547381","Black","Male","24"
"220016128","2020-11-10T00:00:00.000","Tuesday","817-034","SCHEME TO DEFRAUD AND OBTAIN PROPERTY","547381","Black","Male","24"
"220015947","2020-11-10T00:00:00.000","Tuesday","812-014/2C1","THEFT GRAND - VALUE 750 TO 4,999","323293","White","Male","50"
"220015947","2020-11-10T00:00:00.000","Tuesday","812-019","DEAL IN STOLEN PROPERTY-ORGANIZED","323293","White","Male","50"
"220015947","2020-11-10T00:00:00.000","Tuesday","538-04","FALSE INFORMATION TO SECOND-HAND PROPERTY DEALER","323293","White","Male","50"
"220016185","2020-11-12T00:00:00.000","Thursday","784-03     |1","SIMPLE BATTERY","732639","White","Male","20"
"220016189","2020-11-12T00:00:00.000","Thursday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","14688","Black","Male","54"
"220016189","2020-11-12T00:00:00.000","Thursday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","14688","Black","Male","54"
"220016226","2020-11-12T00:00:00.000","Thursday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","54478","White","Male","54"
"220016228","2020-11-12T00:00:00.000","Thursday","784-08/2A","AGGRAVATED BATTERY ON PERSON 65 YOA OR OLDER","211248","White","Male","53"
"220016228","2020-11-12T00:00:00.000","Thursday","810-02/2A","ASSAULT/BATTERY DURING BURGLARY","211248","White","Male","53"
"220016250","2020-11-13T00:00:00.000","Friday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","292318","White","Male","28"
"220016280","2020-11-13T00:00:00.000","Friday","810-09(2)(B)","TRESPASS AFTER WARNING","248758","White","Male","55"
"220015947","2020-11-11T00:00:00.000","Wednesday","812-019","DEAL IN STOLEN PROPERTY-ORGANIZED","638169","White","Male","38"
"220015947","2020-11-11T00:00:00.000","Wednesday","817-034","SCHEME TO DEFRAUD AND OBTAIN PROPERTY","638169","White","Male","38"
"220016310","2020-11-14T00:00:00.000","Saturday","784-041     DOM","FELONY BATTERY (DOMESTIC)","653533","Black","Male","49"
"220016310","2020-11-14T00:00:00.000","Saturday","784-041     DOM|1","DOMESTIC BATTERY BY STRANGULATION","653533","Black","Male","49"
"220016314","2020-11-14T00:00:00.000","Saturday","316-193/1A","DRIVE UNDER INFLUENCE ALCOHOL OR DRUGS","642411","White","Male","19"
"220016330","2020-11-14T00:00:00.000","Saturday","787-02/2","FALSE IMPRISONMENT","636907","Black","Male","36"
"220016330","2020-11-14T00:00:00.000","Saturday","784-021     DOM","AGGRAVATED ASSAULT (DOMESTIC)","636907","Black","Male","36"
"220016355","2020-11-15T00:00:00.000","Sunday","784-045/2/B","AGGRAVATED BATTERY ON PREGNANT FEMALE","130547","Black","Male","36"
"220016355","2020-11-15T00:00:00.000","Sunday","787-02/2","FALSE IMPRISONMENT","130547","Black","Male","36"
"220016380","2020-11-15T00:00:00.000","Sunday","810-09(2)(B)","TRESPASS AFTER WARNING","674904","Black","Female","53"
"220016352","2020-11-15T00:00:00.000","Sunday","784-041","FELONY BATTERY","732882","White","Male","22"
"220016391","2020-11-15T00:00:00.000","Sunday","784-021","AGGRAVATED ASSAULT","34028","Black","Male","32"
"220016485","2020-11-17T00:00:00.000","Tuesday","810-09(2)(B)","TRESPASS AFTER WARNING","22690","White","Male","52"
"220016485","2020-11-17T00:00:00.000","Tuesday","843-01","RESIST OFFICER WITH VIOLENCE","22690","White","Male","52"
"220016485","2020-11-17T00:00:00.000","Tuesday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","22690","White","Male","52"
"220016498","2020-11-17T00:00:00.000","Tuesday","784-08/2B","AGGRAVATED ASSAULT ON PERSON 65 YOA OR OLDER","207079","Black","Male","37"
"220016498","2020-11-17T00:00:00.000","Tuesday","914-22/1E","HINDER, DELAY, PREVENT COMMUNICATION TO LAW ENFORCEMENT","207079","Black","Male","37"
"220016498","2020-11-17T00:00:00.000","Tuesday","784-08/2A","AGGRAVATED BATTERY ON PERSON 65 YOA OR OLDER","207079","Black","Male","37"
"220016506","2020-11-17T00:00:00.000","Tuesday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","733071","White","Female","21"
"220016501","2020-11-17T00:00:00.000","Tuesday","784-045  |DATE","AGGRAVATED BATTERY (DATING VIOLENCE)","386979","White","Female","42"
"220016501","2020-11-17T00:00:00.000","Tuesday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","386979","White","Female","42"
"220016515","2020-11-17T00:00:00.000","Tuesday","782-051","ATTEMPTED FELONY MURDER","59906","Black","Female","32"
"220016533","2020-11-18T00:00:00.000","Wednesday","316-193","DRIVING UNDER THE INFLUENCE","18954","Black","Male","37"
"220016540","2020-11-18T00:00:00.000","Wednesday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","215449","Black","Male","38"
"520000318","2020-11-17T00:00:00.000","Tuesday","893-13/1(A)1","SALE/POSS W/INTENT SELL/MANUF/DELIVER A CONTROLLED SUBSTANCE","733145","White","Male","21"
"520000318","2020-11-17T00:00:00.000","Tuesday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","733145","White","Male","21"
"520000318","2020-11-17T00:00:00.000","Tuesday","893-1351","LEASE/RENT STRUCTURE/CONVEYANCE FOR DRUG TRAFFICKING","733145","White","Male","21"
"520000318","2020-11-17T00:00:00.000","Tuesday","934-215","UNLAWFUL USE OF A TWO WAY COMMUNICATIONS DEVICE","733145","White","Male","21"
"220016572","2020-11-19T00:00:00.000","Thursday","893-13/7A5","MAINTAINING DRUG DWELLING","270890","Black","Male","35"
"220016572","2020-11-19T00:00:00.000","Thursday","322-34/2","DWLSR WITH KNOWLEDGE","270890","Black","Male","35"
"220016572","2020-11-19T00:00:00.000","Thursday","812-014/2C6","THEFT GRAND -  AUTO","270890","Black","Male","35"
"220016572","2020-11-19T00:00:00.000","Thursday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","270890","Black","Male","35"
"220016585","2020-11-19T00:00:00.000","Thursday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","258776","White","Female","29"
"220016599","2020-11-19T00:00:00.000","Thursday","784-021","AGGRAVATED ASSAULT","135081","White","Female","32"
"220016599","2020-11-19T00:00:00.000","Thursday","784-03     |1","SIMPLE BATTERY","135081","White","Female","32"
"220016615","2020-11-19T00:00:00.000","Thursday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","706538","Black","Male","40"
"220016615","2020-11-19T00:00:00.000","Thursday","784-07(2)(B)","BATTERY ON A LEO","706538","Black","Male","40"
"220016615","2020-11-19T00:00:00.000","Thursday","948-06     |1","VIOLATION OF PROBATION","706538","Black","Male","40"
"220016618","2020-11-19T00:00:00.000","Thursday","784-03  |DATE","SIMPLE BATTERY (DATING VIOLENCE)","89689","Black","Male","38"
"220016618","2020-11-19T00:00:00.000","Thursday","806-13","CRIMINAL MISCHIEF","89689","Black","Male","38"
"220016634","2020-11-20T00:00:00.000","Friday","812-014/2C6","THEFT GRAND -  AUTO","12278","Black","Male","48"
"220016639","2020-11-20T00:00:00.000","Friday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","691244","Black","Male","27"
"220016685","2020-11-21T00:00:00.000","Saturday","810-09(2)(B)","TRESPASS AFTER WARNING","733284","White","Male","36"
"220016685","2020-11-21T00:00:00.000","Saturday","784-07(2)(B)","BATTERY ON A LEO","733284","White","Male","36"
"220016680","2020-11-21T00:00:00.000","Saturday","316-193","DRIVING UNDER THE INFLUENCE","428721","Black","Male","26"
"220016687","2020-11-21T00:00:00.000","Saturday","741-29","VIOLATION OF PRETRIAL RELEASE CONDITION","652673","Black","Male","42"
"220016700","2020-11-21T00:00:00.000","Saturday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","689194","White","Male","38"
"220016700","2020-11-21T00:00:00.000","Saturday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","689194","White","Male","38"
"220016700","2020-11-21T00:00:00.000","Saturday","784-03     |1","SIMPLE BATTERY","689194","White","Male","38"
"220016700","2020-11-21T00:00:00.000","Saturday","948-06     |1","VIOLATION OF PROBATION","689194","White","Male","38"
"220016695","2020-11-21T00:00:00.000","Saturday","810-09(2)(B)","TRESPASS AFTER WARNING","723474","White","Male","37"
"220016732","2020-11-22T00:00:00.000","Sunday","790-23","POSSESS FIREARM/CONCEALED WEAPON BY CONVICTED FELON","733352","White","Male","18"
"220016732","2020-11-22T00:00:00.000","Sunday","790-01/2|1","CONCEALED FIREARM: A PERSON WHO CARRIES A CONCEALED FIREARM","733353","White","Male","22"
"220016761","2020-11-22T00:00:00.000","Sunday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","544408","White","Female","23"
"220016752","2020-11-22T00:00:00.000","Sunday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","733379","Black","Female","21"
"220016771","2020-11-23T00:00:00.000","Monday","316-193","DRIVING UNDER THE INFLUENCE","339559","White","Male","41"
"220016716","2020-11-21T00:00:00.000","Saturday","784-045","AGGRAVATED BATTERY","144606","White","Male","34"
"220016716","2020-11-23T00:00:00.000","Monday","782-07","MANSLAUGHTER","144606","White","Male","34"
"220016838","2020-11-24T00:00:00.000","Tuesday","784-07(2)(B)|1","BATTERY ON A SECURITY GUARD","712052","Black","Male","51"
"220016891","2020-11-25T00:00:00.000","Wednesday","948-06     |1","VIOLATION OF PROBATION","665983","White","Male","35"
"220016891","2020-11-25T00:00:00.000","Wednesday","901-36(1)","GIVING FALSE NAME OR FALSE ID TO LEO","665983","White","Male","35"
"220016891","2020-11-25T00:00:00.000","Wednesday","856-021","LOITERING AND PROWLING","665983","White","Male","35"
"220016891","2020-11-25T00:00:00.000","Wednesday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","665983","White","Male","35"
"220015991","2020-11-25T00:00:00.000","Wednesday","812-13","ROBBERY FIREARM/DEADLY WEAPON","1215","Black","Male","37"
"220016920","2020-11-25T00:00:00.000","Wednesday","812-014(1)     |2","PETIT THEFT (RETAIL)","1215","Black","Male","37"
"220016900","2020-11-25T00:00:00.000","Wednesday","812-014(1)     |2","PETIT THEFT (RETAIL)","1215","Black","Male","37"
"220016931","2020-11-25T00:00:00.000","Wednesday","948-06     |1","VIOLATION OF PROBATION","149679","Black","Male","27"
"220016931","2020-11-25T00:00:00.000","Wednesday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","149679","Black","Male","27"
"220016931","2020-11-25T00:00:00.000","Wednesday","322-34/2","DWLSR WITH KNOWLEDGE","149679","Black","Male","27"
"220016931","2020-11-25T00:00:00.000","Wednesday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","149679","Black","Male","27"
"220016931","2020-11-25T00:00:00.000","Wednesday","893-13/6A","POSSESSION OF A CONTROLLED SUBSTANCE","258438","Black","Male","25"
"220016931","2020-11-25T00:00:00.000","Wednesday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","258438","Black","Male","25"
"220016949","2020-11-26T00:00:00.000","Thursday","790-23/1A","POSSESSION OF FIREARM/WEAPON BY STATE CONVICTED FELON","532050","Black","Male","22"
"220016949","2020-11-26T00:00:00.000","Thursday","812-014/2C","GRAND THEFT - OF A FIREARM","532050","Black","Male","22"
"220016949","2020-11-26T00:00:00.000","Thursday","790-23/1A","POSSESSION OF FIREARM/WEAPON BY STATE CONVICTED FELON","562365","Black","Male","21"
"220016949","2020-11-26T00:00:00.000","Thursday","812-014/2C","GRAND THEFT - OF A FIREARM","562365","Black","Male","21"
"220016949","2020-11-26T00:00:00.000","Thursday","790-23/1A","POSSESSION OF FIREARM/WEAPON BY STATE CONVICTED FELON","501380","Black","Male","23"
"220016949","2020-11-26T00:00:00.000","Thursday","812-014/2C","GRAND THEFT - OF A FIREARM","501380","Black","Male","23"
"220016963","2020-11-26T00:00:00.000","Thursday","784-03     |1","SIMPLE BATTERY","592994","White","Female","57"
"220016962","2020-11-26T00:00:00.000","Thursday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","12783","Black","Male","51"
"220016962","2020-11-26T00:00:00.000","Thursday","784-03     |1","SIMPLE BATTERY","12783","Black","Male","51"
"220016965","2020-11-26T00:00:00.000","Thursday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","259347","Black","Male","23"
"220016965","2020-11-26T00:00:00.000","Thursday","893-13/1(A)2","SALE/POSS W/INTENT SELL/MANUF/DELIVER CONTROLLED SUBSTANCE","259347","Black","Male","23"
"220016972","2020-11-26T00:00:00.000","Thursday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","733714","White","Male","30"
"220016972","2020-11-26T00:00:00.000","Thursday","787-02/2","FALSE IMPRISONMENT","733714","White","Male","30"
"220016970","2020-11-26T00:00:00.000","Thursday","784-021","AGGRAVATED ASSAULT","564085","Black","Female","21"
"220016970","2020-11-26T00:00:00.000","Thursday","790-19","SHOOTING/THROWING A DEADLY MISSILE INTO A DWELLING/VEHICLE","564085","Black","Female","21"
"220016970","2020-11-26T00:00:00.000","Thursday","806-13","CRIMINAL MISCHIEF","564085","Black","Female","21"
"220016970","2020-11-26T00:00:00.000","Thursday","812-014/2C","GRAND THEFT - OF A FIREARM","564085","Black","Female","21"
"220016970","2020-11-26T00:00:00.000","Thursday","790-01/2","CONCEALED FIREARM","564085","Black","Female","21"
"220016970","2020-11-26T00:00:00.000","Thursday","893-13/6(B)","POSSESSION OF LESS THAN 20G OF CANNABIS","564085","Black","Female","21"
"220016970","2020-11-26T00:00:00.000","Thursday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","564085","Black","Female","21"
"220016982","2020-11-26T00:00:00.000","Thursday","810-09(2)(B)","TRESPASS AFTER WARNING","115738","Black","Male","29"
"220016982","2020-11-26T00:00:00.000","Thursday","893-147/1","POSSESS/USE DRUG PARAPHERNALIA","115738","Black","Male","29"
"220016976","2020-11-26T00:00:00.000","Thursday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","733719","Black","Male","18"
"220016976","2020-11-26T00:00:00.000","Thursday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","733719","Black","Male","18"
"220016991","2020-11-27T00:00:00.000","Friday","790-01/2|1","CONCEALED FIREARM: A PERSON WHO CARRIES A CONCEALED FIREARM","236367","Black","Male","22"
"220016991","2020-11-27T00:00:00.000","Friday","893-13/6(B)","POSSESSION OF LESS THAN 20G OF CANNABIS","236367","Black","Male","22"
"220016994","2020-11-27T00:00:00.000","Friday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","733742","Asian","Female","21"
"220017028","2020-11-27T00:00:00.000","Friday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","630841","White","Male","38"
"220017033","2020-11-28T00:00:00.000","Saturday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","89430","Black","Male","40"
"220017016","2020-11-27T00:00:00.000","Friday","316-193/1A","DRIVE UNDER INFLUENCE ALCOHOL OR DRUGS","109260","Black","Male","46"
"220017037","2020-11-28T00:00:00.000","Saturday","812-014(1)     |2","PETIT THEFT (RETAIL)","481781","Black","Female","26"
"220017037","2020-11-28T00:00:00.000","Saturday","901-36(1)","GIVING FALSE NAME OR FALSE ID TO LEO","481781","Black","Female","26"
"220017034","2020-11-28T00:00:00.000","Saturday","316-061","ACCIDENT INVOLVE DAMAGE TO VEHICLE/PROPERTY-LEAVE SCENE","35951","Black","Male","27"
"220017034","2020-11-28T00:00:00.000","Saturday","843-02","RESIST/OBSTRUCT/OPPOSE OF OFFICER WITHOUT VIOLENCE","35951","Black","Male","27"
"220017036","2020-11-28T00:00:00.000","Saturday","562-111","ALCOHOL BEVERAGE-POSSESS BY PERSON UNDER 21 YOA","733780","White","Female","20"
"220017036","2020-11-28T00:00:00.000","Saturday","322-32/3","DISPLAY ANOTHER`S DRIVER LICENSE","733780","White","Female","20"
"220017036","2020-11-28T00:00:00.000","Saturday","322-212/1A","UNAUTH USE/POSSESSION OF BLANK/STOLEN/FORGED DRIVERS LICENSE","733780","White","Female","20"
"220017057","2020-11-28T00:00:00.000","Saturday","784-03     DOM","SIMPLE BATTERY (DOMESTIC)","263574","White","Female","34"
"220017064","2020-11-28T00:00:00.000","Saturday","812-014(1)     |2","PETIT THEFT (RETAIL)","154291","Black","Male","33"
"220017064","2020-11-28T00:00:00.000","Saturday","812-015","RESISTING MERCHANT DETAINMENT","154291","Black","Male","33"
"220017074","2020-11-29T00:00:00.000","Sunday","893-13/6(B)","POSSESSION OF LESS THAN 20G OF CANNABIS","493100","Black","Male","24"
"220017074","2020-11-29T00:00:00.000","Sunday","893-13/7A5","MAINTAINING DRUG DWELLING","493100","Black","Male","24"
