"business_type","id","name","start_date","physical_address","mailing_address","mailing_city","business_phone","email","owner"
"BOOKKEEPING OR INCOME TAX SERVICE","43220","ULTIMATE TAX RELIEF, INC.","2018-02-26T00:00:00.000","5200 W NEWBERRY RD, D-4","5200 W NEWBERRY RD, D-4","GAINESVILLE","352-246-8679","ULTIMATETAXRELIEF@GMAIL.COM","ULTIMATE TAX RELIEF, INC."
"ACCOUNTANT/AUDITOR","10445","AMERICAN ACCOUNTING AND TAX CO., PA","1985-07-01T00:00:00.000","3463 NW 13TH ST, SUITE A","3463 NW 13TH ST, SUITE A","GAINESVILLE","352-378-5233","JOHN@AAT.CPA","AMERICAN  ACCOUNTING AND TAX COMPANY, P.A."
"BOOKKEEPING OR INCOME TAX SERVICE","40953","STUBBS, KRISTINA A","2014-01-01T00:00:00.000","4646 NE 16TH TER","4646 NE 16TH TER","GAINESVILLE","352-328-5889","kstubbsquickbooks@gmail.com","CORPORATION  KRISTINA A STUBBS LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","28987","J TAX & BOOKKEEPING","2003-01-22T00:00:00.000","2632 NW 43RD ST, #1126","2430 SE 15TH ST","GAINESVILLE","352-225-3102","JTAXBOOKKEEPING@YAHOO.COM","JUDY  WILLIAMS"
"BOOKKEEPING OR INCOME TAX SERVICE","45079","MAYES, CHANDA","2022-01-29T00:00:00.000","2211 NE 7TH PL","2211 NE 7TH PL","GAINESVILLE","352-681-0147","KMAYESENTERPRISE@GMAIL.COM","K MAYES ENTERPRISE LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","36117","H & R BLOCK","2009-01-02T00:00:00.000","5141 NW 43RD ST, SUITE 103","P.O. BOX 32208","KANSAS CITY","877-880-5222","OCOEBUSINESSLICENSE@HRBLOCK.COM","HRB TAX GROUP, INC."
"ACCOUNTANT/AUDITOR","44584","ROSS, CHARLES A.","2020-12-21T00:00:00.000","2501 NW 30TH TER","2501 NW 30TH TER","GAINESVILLE","305-710-6629","CHUCK.ROSSCPA@COMCAST.NET","CHARLES ALAN ROSS, PA"
"ACCOUNTANT/AUDITOR","39886","MCGRAW CERTIFIED PUBLIC ACCOUNTING, INC.","2012-10-01T00:00:00.000","01216 NW 13TH ST","1216 NW 13TH STREET","GAINESVILLE","352-374-6789","maurer1216@yahoo.com","RICHARD  MCGRAW"
"BOOKKEEPING OR INCOME TAX SERVICE","45149","CARTER, INGRID","2022-02-01T00:00:00.000","2701 SW 13TH ST, APT M14","2701 SW 13TH ST, APT M14","GAINESVILLE","678-200-6526",,"INGRID  CARTER"
"BOOKKEEPING OR INCOME TAX SERVICE","28666","BARBARA L. ROLLER ACCOUNTING SVCS INC.","2002-11-04T00:00:00.000","4631 NW 53RD AVE, STE. 101","4631 NW 53RD AVE, STE. 101","GAINESVILLE","352-219-2089","ROLLERSBALANCINGACT@GMAIL.COM","BARBARA L ROLLER  ACCOUNTING SERVICES, INC."
"BOOKKEEPING OR INCOME TAX SERVICE","41648","RPS SERVICES LLC","2015-06-29T00:00:00.000","4731 NW 53RD AVE, SUITE 2","4731 NW 53RD AVE, SUITE 2","GAINESVILLE","352-375-0271","ROBYNSEKULA@GMAIL.COM","RPS SERVICES LLC"
"ACCOUNTANT/AUDITOR","38560","CARR, RIGGS & INGRAM, LLC","2010-01-01T00:00:00.000","4010 NW 25TH PL","4010 NW 25TH PL","GAINESVILLE","352-372-6300","PESTIS@CRICPA.COM","CARR, RIGGS & INGRAM, LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","41973","BETTER QUALITY BOOKKEEPING & TAX PREP","2015-12-29T00:00:00.000","901 NW 8TH AVE, STE B-10","430 NW 146TH DR, APT 168","NEWBERRY","352-283-9144","MONIQUEBJRICH@YAHOO.COM","MONIQUE  BRUMFIELD"
"BOOKKEEPING OR INCOME TAX SERVICE","32484","WILLIAMS, JAMES D., INC.","2004-05-10T00:00:00.000","4424 NW 13TH ST, SUITE B1","4424 NW 13TH ST, SUITE B1","GAINESVILLE","352-376-2406",,"JAMES  WILLIAMS"
"BOOKKEEPING OR INCOME TAX SERVICE","45268","GIAVIC CONSULTING, LLC","2021-04-15T00:00:00.000","4623 NW 53RD AVE, STE 6A","4623 NW 53RD AVE, STE 6A","GAINESVILLE","352-554-8702","GIANCARLO@GIAVIC.COM","GIAVIC CONSULTING, LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","36250","ONE SOURCE ACCOUNTING LLC","2009-03-27T00:00:00.000","4509 NW 23RD AVE, #14","5200 NW 43RD ST #102-233","GAINESVILLE","352-219-1520","STEPHANIE@ONESOURCEACCOUNTING.COM","ONE  SOURCE ACCOUNTING LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","43679","LIBERTY TAX SERVICE","2018-10-01T00:00:00.000","1105 N MAIN ST","4110 SW 34TH ST, STE 16","GAINESVILLE","352-505-5525","MGLASPEY@LIBERTYTAX.COM","DANIEL  MANNWEILER"
"ACCOUNTANT/AUDITOR","24771","DONALD G FOREMAN & COMPANY","1999-01-04T00:00:00.000","711 NW 23RD AVE, SUITE 2","711 NW 23RD AVE, SUITE 2","GAINESVILLE","352-375-2448","NIGHTRIDER269000@YAHOO.COM","DONALD G FOREMAN & COMPANY CPA'S & FINANCIAL CONSU"
"ABSTRACTS OF TITLE","33515","UNIVERSITY CITY TITLE LLC","2006-03-10T00:00:00.000","309 NE 1ST ST","309 NE 1ST ST","GAINESVILLE","352-575-3966","UCTLLC@GRU.NET","UNIVERSITY CITY TITLE LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","37372","MAGNARELLA, SUSAN J","2009-08-04T00:00:00.000","5116 NW 75TH LN","5116 NW 75TH LN","GAINESVILLE","352-377-9660","SUEJMAG@GMAIL.COM","A BOOKKEEPER 2 COUNT ON LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","12685","CRAIG, BEVERLY A.","1994-02-01T00:00:00.000","2503 NE 11TH PL","2503 NE 11TH PL","GAINESVILLE","352-246-5415","BCRAIG778@GMAIL.COM","BEVERLY  CRAIG"
"BOOKKEEPING OR INCOME TAX SERVICE","24830","TAX SERVICES OF AMERICA, INC","1999-02-24T00:00:00.000","2460 N MAIN ST","ATTN: MARIA SATTIZAHN, P O BOX 941290","MAITLAND","407-691-0004","JTAX@RETAILTAXSOLUTIONS.COM","TAX  SERVICES OF AMERICA, INC"
"BOOKKEEPING OR INCOME TAX SERVICE","41787","ALL COUNTY TAX SERVICE","2015-09-01T00:00:00.000","1731 NW 6TH ST, STE H","1731 NW 6TH ST, STE H","GAINESVILLE","352-375-7030","BDIVITO@AOL.COM","BONNIE  DIVITO"
"ACCOUNTANT/AUDITOR","32189","KATTELL AND COMPANY, P.L.","2004-10-18T00:00:00.000","00808 NW 16TH AVE, B","808-B NW 16TH AVE","GAINESVILLE","352-395-6565","SKATTELL@KATTELL.COM","KATTELL AND COMPANY, P.L."
"ACCOUNTANT/AUDITOR","17283","METZLER, MICHAEL C.P.A., P.A.","1987-11-15T00:00:00.000","2630 NW 41ST ST, STE. A","P.O. BOX 357295","GAINESVILLE","352-374-9717","DONNA@METZLERCPA.COM","MICHAEL  METZLER"
"ACCOUNTANT/AUDITOR","18754","PURVIS, GRAY, & COMPANY","1995-09-25T00:00:00.000","222 NE 1ST ST","PO BOX 141270","GAINESVILLE","352-378-2461","LEAH@PURVISGRAY.COM","PURVIS GRAY AND COMPANY"
"ACCOUNTANT/AUDITOR","13184","DOCTORS MANAGEMENT,LLC","2000-01-01T00:00:00.000","2631 NW 41ST ST, SUITE A","2631 NW 41ST ST, SUITE A","GAINESVILLE","352-642-1242","PEVANS@DRSMGMT.COM","CORPORATION  DOCTORS MANAGEMENT, LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","32117","MELANIE WHITE TAX SERVICE LLC","2005-01-12T00:00:00.000","4631 NW 53RD AVE, STE 101","4631 NW 53RD AVE, STE 101","GAINESVILLE","352-316-5056","MELANIECWHITE@BELLSOUTH.NET","MELANIE WHITE TAX SERVICE LLC"
"ACCOUNTANT/AUDITOR","10687","ARVIN, JOHN P.","1990-02-05T00:00:00.000","2731 NW 41ST ST, SUITE B3","2731 NW 41ST ST, SUITE B-3","GAINESVILLE","352-372-6586","JPACPA@EARTHLINK.NET","JOHN P ARVIN, CPA PA"
"BOOKKEEPING OR INCOME TAX SERVICE","35768","H & R BLOCK","2008-06-01T00:00:00.000","3212 SW 35TH BLVD","P.O. BOX 32208","KANSAS CITY","877-880-5222","OCOEBUSINESSLICENSE@HRBLOCK.COM","HRB TAX GROUP, INC."
"BOOKKEEPING OR INCOME TAX SERVICE","32344","BLOCK ADVISORS","2004-04-01T00:00:00.000","5010 W NEWBERRY RD, STE A","PO BOX 32208","KANSAS CITY","877-880-5222","OCOEBUSINESSLICENSE@HRBLOCK.COM","HRB TAX GROUP, INC."
"BOOKKEEPING OR INCOME TAX SERVICE","30257","A.F. OVERHEAD, INC.","2004-02-24T00:00:00.000","1650 NE 23RD AVE","2606 NE 17TH TER","GAINESVILLE","352-378-6014","MIKEG@ALLFLORIDAELECTRIC.COM","A.F. OVERHEAD, INC."
"BOOKKEEPING OR INCOME TAX SERVICE","40754","PERKS FAMILY TAX SERVICE LLC","2014-01-21T00:00:00.000","739 NW 5TH AVE","739 NW 5TH AVE","GAINESVILLE","352-316-0995","perksfamilytax@gmail.com","PERKS FAMILY TAX SERVICE LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","30098","H & R BLOCK","1996-12-20T00:00:00.000","1150 N MAIN ST","P.O. BOX 32208","KANSAS CITY","877-880-5222","OCOEBUSINESSLICENSE@HRBLOCK.COM","HRB TAX GROUP, INC."
"BOOKKEEPING OR INCOME TAX SERVICE","30225","SPIRITED INVESTING","2004-01-01T00:00:00.000","118 NW 14TH AVE, SUITE A","118 NW 14TH AVE, SUITE A","GAINESVILLE","352-219-6690","rhett@spiritteam.com","RHETT  LEWIS"
"ACCOUNTANT/AUDITOR","40843","ABA PRO INC","2014-04-01T00:00:00.000","2631 NW 41ST ST, STE. A","2631 NW 41ST ST, STE. A","GAINESVILLE","352-443-3532","BKING@ABA-ADVISORS.COM","ABA PRO INC"
"BOOKKEEPING OR INCOME TAX SERVICE","12472","COMPUTING SERVICES, INC.","1979-07-07T00:00:00.000","2339 NE 19TH DR","2339 NE 19TH DR","GAINESVILLE","352-372-3822","csigatorpayroll352@gmail.com","COMPUTING SERVICES INC."
"BOOKKEEPING OR INCOME TAX SERVICE","43962","K MAYES ENTERPRISE LLC","2019-01-14T00:00:00.000","2153 SE HAWTHORNE RD, STE 217","2211 NE 7TH PL","GAINESVILLE","352-681-0147","KMAYESENTERPRISE@GMAIL.COM","K MAYES  ENTERPRISE LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","36305","ACCOUNTING SOLUTIONS OF GAINESVILLE LLC","2009-06-01T00:00:00.000","802 NW 16TH AVE, SUITE A","802 NW 16TH AVE, SUITE A","GAINESVILLE","352-376-0600","MOLLMANASG@YAHOO.COM","ACCOUNTING  SOLUTIONS OF GAINESVILLE LLC"
"ACCOUNTANT/AUDITOR","20902","LINDA F. TRIPLETT, C.P.A, P.A.","1996-01-02T00:00:00.000","2630 NW 41ST ST, SUITE B","2630 NW 41ST ST, SUITE B","GAINESVILLE","352-378-4126","LINDA@TRIPLETTCPA.COM","LINDA F. TRIPLETT, C.P.A, P.A."
"BOOKKEEPING OR INCOME TAX SERVICE","39314","TAX SERVICES OF AMERICA INC","2011-10-03T00:00:00.000","05700 NW 23RD ST","ATTN: MARIA SATTIZAHN, P O BOX 941290","MAITLAND","407-691-0004","JTAX@RETAILTAXSOLUTIONS.COM","TAX SERVICES OF AMERICA, INC"
"BOOKKEEPING OR INCOME TAX SERVICE","41961","LIBERTY TAX SERVICE","2015-12-02T00:00:00.000","4110 SW 34TH ST, SUITE 16","4110 SW 34TH ST, SUITE 16","GAINESVILLE","352-672-6300","MGLASPEY@LIBERTYTAX.COM","D & M ENTERPRISES"
"ACCOUNTANT/AUDITOR","15730","JAMES MOORE & CO., P.L.","1995-09-11T00:00:00.000","5931 NW 1ST PL","5931 NW 1ST PL","GAINESVILLE","352-378-1331","JOSHUA.KIMMELL@JMCO.COM","JAMES MOORE & CO., P.L."
"BOOKKEEPING OR INCOME TAX SERVICE","44055","GENERATIONS FAMILY SERVICES INC","2019-09-17T00:00:00.000","1001 NW 5TH AVE, STE C","PO BOX 5174","GAINESVILLE","352-281-8202","REVPAT55@AOL.COM","GENERATIONS  FAMILY SERVICES INC"
"ACCOUNTANT/AUDITOR","17069","WILLIAM MCDAVID CO., P.A.","1981-07-01T00:00:00.000","2531 NW 41ST ST, STE E","3521 NW 42ND TER","GAINESVILLE","352-373-7505","MCDAVIDCO@AOL.COM","WILLIAM MCDAVID CO., P.A."
"BOOKKEEPING OR INCOME TAX SERVICE","41981","LIBERTY TAX SERVICE","2016-01-08T00:00:00.000","7311 NW 4TH BLVD","7311 NW 4TH BLVD","GAINESVILLE","352-373-1099","m_turner@libertytax.com","TURNER  ADVISORY G LLC"
"ACCOUNTANT/AUDITOR","20325","DANIEL J. CHALMERS, CPA, PA","1995-10-03T00:00:00.000","2750 NW 43RD ST, SUITE 101","2750 NW 43RD ST, SUITE 101","GAINESVILLE","352-376-6686","DCCPA1040@AOL.COM","DANIEL J. CHALMERS, CPA, PA"
"BOOKKEEPING OR INCOME TAX SERVICE","41167","PUCCI, LEAH B","2014-08-25T00:00:00.000","1421 NE 20TH AVE","3171 MAPLE LANE","ALPHARETTA","561-801-6144","ALTBILLING@YAHOO.COM","ALTERNATIVE BILLING LLC"
"ACCOUNTANT/AUDITOR","18573","POOLE, DEAN G., CPA","1988-11-15T00:00:00.000","2531 NW 41ST ST, STE. D","2531 NW 41ST ST, STE. D","GAINESVILLE","352-377-7905","DEAN@DEANOFACCOUNTING.COM","DEAN  POOLE"
"ACCOUNTANT/AUDITOR","44378","MICHAEL TURNER CPA LLC","2020-06-01T00:00:00.000","7311 NW 4TH BLVD","7311 NW 4TH BLVD","GAINESVILLE","352-373-1099","M_TURNER@LIBERTYTAX.COM","MICHAEL  TURNER CPA LLC"
"ACCOUNTANT/AUDITOR","39215","BROCKDORF, MELCHAR & BOWIE P.A.","2011-02-09T00:00:00.000","2627 NW 43RD ST, STE 300","2627 NW 43RD ST, STE 301","GAINESVILLE","904-651-4690","CPASOREN@GMAIL.COM","BROCKDORF  MELCHAR & BOWIE P.A."
"BOOKKEEPING OR INCOME TAX SERVICE","41786","BONNIE DIVITO LLC","2015-09-01T00:00:00.000","1731 NW 6TH ST, STE H","1731 NW 6TH ST, STE H","GAINESVILLE","352-375-7030","BDIVITO@AOL.COM","BONNIE DIVITO LLC"
"ACCOUNTANT/AUDITOR","37331","TAYLOR, ANDREW J","2009-07-09T00:00:00.000","500 NW 43RD ST, STE 4","500 NW 43RD ST, STE 4","GAINESVILLE","352-262-7735","TAYLORCPA@WEDGECONSULTING.COM","WEDGE CONSULTING LLC"
"ACCOUNTANT/AUDITOR","44267","MCDAVID, JONES & COMPANY, CPAS","2019-09-01T00:00:00.000","4711 NW 53RD AVE","4711 NW 53RD AVE","GAINESVILLE","352-373-1080","WJONES@MJCO.CPA","WILLIAM   JONES & COMPANY CPAS, PA"
"ACCOUNTANT/AUDITOR","29016","ADDISON, BETTY","2003-01-15T00:00:00.000","519 NW 60TH ST, STE A","519 NW 60TH ST, STE A","GAINESVILLE","352-331-1620","BJADDISON@MSN.COM","BETTY  ADDISON"
"BOOKKEEPING OR INCOME TAX SERVICE","43669","MARCIA L. THURMAN, ERO LLC","2019-01-01T00:00:00.000","2630 NW 41ST ST, UNIT D-2","2630 NW 41ST ST, UNIT D-2","GAINESVILLE","352-377-6116","MEASSOCIATES2015@GMAIL.COM","MARCIA L.  THURMAN ERO LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","12212","CIRULLI, JOE","1995-02-03T00:00:00.000","4035 NW 43RD ST","4035 NW 43RD ST","GAINESVILLE","352-377-4955","MKLINE@GHFC.COM","JOSEPH  CIRULLI"
"BOOKKEEPING OR INCOME TAX SERVICE","41884","SAFETY OF WEALTH TAX SERVICES LLC","2015-11-15T00:00:00.000","2114 NW 6TH ST","2114 NW 6TH ST","GAINESVILLE","352-339-2982","INFO@SAFETYOFWEALTH.COM","SAFETY OF  WEALTH, TAX SERVICES LLC"
"ACCOUNTANT/AUDITOR","23093","J.J. LUCKEY & COMPANY, CPA'S PLLC","1997-01-04T00:00:00.000","4045 NW 43RD ST, SUITE A","4045 NW 43RD ST, SUITE A","GAINESVILLE","352-377-7171","CHERYL@JJLUCKEY-CPA.COM","J.J. LUCKEY & COMPANY, CPA'S PLLC"
"BOOKKEEPING OR INCOME TAX SERVICE","44740","FAST TAX","2021-01-01T00:00:00.000","330 NE 39TH AVE, STE C","2811 NW 41ST PL","GAINESVILLE","352-451-4272","SARAHKCHERRY@GMAIL.COM","CHERRY TREE LLC"
"BOOKKEEPING OR INCOME TAX SERVICE","11719","SWEAT, REGINA","1988-07-25T00:00:00.000","4734 NW 78TH RD","4734 NW 78TH RD","GAINESVILLE","352-375-2797","REGINA@BUSBKP.COM","BUSINESS BOOKKEEPING SERV. INC."
