"business_type","id","name","start_date","physical_address","mailing_address","mailing_city","business_phone","email","owner"
"REFERENCE OUT OF BUSINESS","43818","ADAMS, KATHALAE Y","2019-04-09T00:00:00.000","MOBILE ONLY","626 SW 4TH ST","GAINESVILLE","352-281-0997",,"KATHALAE Y ADAMS"
"REFERENCE OUT OF BUSINESS","43012","BRADLEY, ANDRANIQUE N.","2017-10-05T00:00:00.000","MOBILE ONLY","P.O. BOX 85","MICANOPY","352-870-5897","ANDRANIQUEWEBSTER@GMAIL.COM","ANDRANIQUE N BRADLEY"
"REFERENCE OUT OF BUSINESS","42985","COLLINS, ESTHER L","2017-10-02T00:00:00.000","MOBILE ONLY","3123 SW 26TH DR, APT B","GAINESVILLE","352-215-9310","ESTHERCOLLINS@YAHOO.COM","ESTHER  COLLINS"
"REFERENCE OUT OF BUSINESS","41842","EMPLOYERS MUTUAL CASUALTY COMPANY","2015-10-13T00:00:00.000","OUT OF STATE","717 MULBERRY ST","DES MOINES","515-345-2788",,"EMPLOYERS MUTUAL CASUALTY COMPANY"
"REFERENCE OUT OF BUSINESS","44069","FRANKLIN, BHAKTIVINODE T.","2019-09-24T00:00:00.000","3055 NE 28TH DR","3055 NE 28TH DR","GAINESVILLE","352-501-0729",,"BHAKTIVINODE  FRANKLIN"
"REFERENCE OUT OF BUSINESS","43924","GALLOWAY, MONICA A","2019-06-19T00:00:00.000","MOBILE ONLY","3709 NW 28TH TER","GAINESVILLE","352-441-6948","MONICAGALLOWAY74@GMAIL.COM","MONICA A GALLOWAY"
"REFERENCE OUT OF BUSINESS","39184","GREAT DIVIDE INSURANCE COMPANY","2008-10-01T00:00:00.000","OUT OF STATE","PO BOX 9190","DES MOINES","404-443-2104","TAXFILINGS@BERKLEYSUM.COM","GREAT DIVIDE INSURANCE COMPANY"
"REFERENCE OUT OF BUSINESS","43452","HORVATH, KIM PHUONG","2017-10-01T00:00:00.000","5230 SW 34TH ST","12531 W NEWBERRY RD","GAINESVILLE","352-692-4394",,"KIM P HORVATH"
"REFERENCE OUT OF BUSINESS","42784","LAUNDR LLC","2017-03-20T00:00:00.000","555 FRATERNITY ROW","2647 NE 204TH TER","MIAMI","786-325-3183","KYLE.LAUNDR@GMAIL.COM","LAUNDR LLC"
"REFERENCE OUT OF BUSINESS","42792","MAIDS & MORE LLC","2017-05-22T00:00:00.000","4118 NW 6TH ST","4118 NW 6TH ST","GAINESVILLE","352-215-4711",,"MAIDS & MORE LLC"
"REFERENCE OUT OF BUSINESS","16959","MASSACHUSETTS MUTUAL LIFE INS. CO.","1995-09-25T00:00:00.000","OUT OF STATE","1295  STATE ST","SPRINGFIELD","413-744-3378",,"MASSACHUSETTS  MUTUAL LIFE INS. CO."
"REFERENCE OUT OF BUSINESS","43406","PAGE, SANIKA L.","2018-06-14T00:00:00.000","MOBILE ONLY","608 NW 1ST ST","GAINESVILLE","609-677-3949","SANIKAPAGE602@GMAIL.COM","SANIKA L PAGE"
"REFERENCE OUT OF BUSINESS","45287","PEACHTREE CASUALTY INSURANCE COMPANY","2017-10-01T00:00:00.000","OUT OF STATE","6 CONCOURSE PKWY , STE 1460","ATLANTA","770-284-6448",,"PEACHTREE  CASUALTY INSURANCE COMPANY"
"REFERENCE OUT OF BUSINESS","39741","PNC BANK, NA","2012-07-19T00:00:00.000","04340 W NEWBERRY RD, STE 101","2875 PGA BLVD, #200","PALM BEACH GARDENS","561-622-3788","FRANK.MARTINO@PNC.COM","PNC BANK, NA"
"REFERENCE OUT OF BUSINESS","25832","STARBUCKS  # 8330","2000-04-01T00:00:00.000","207 SE 1ST ST, STE. 107-108","P.O. BOX 34442","SEATTLE","206-318-8705","LICENSESERVICES@STARBUCKS.COM","STARBUCKS"
"REFERENCE OUT OF BUSINESS","41493","SUMPTER, FRANK","2015-03-16T00:00:00.000","MOBILE ONLY","619 NE 18TH ST","GAINESVILLE","352-231-3055",,"FRANK  SUMPTER"
"REFERENCE OUT OF BUSINESS","42979","TAYLOR, KLARIKA","2017-09-29T00:00:00.000","MOBILE ONLY","P.O. BOX 13141","GAINESVILLE","352-870-9335","KLARIKAT@YAHOO.COM","KLARIKA  TAYLOR"
"REFERENCE OUT OF BUSINESS","20882","TRAVIS, ROSA M.","1988-09-08T00:00:00.000","03947 W NEWBERRY RD","3947 NEWBERRY RD","GAINESVILLE","352-372-3930","ROSA@MATCHMAKERREALTY.COM","ROSA  TRAVIS"
"REFERENCE OUT OF BUSINESS","42298","WEILER, MATTHEW","2016-08-03T00:00:00.000","MOBILE ONLY","606 NE 8TH TERR","GAINESVILLE","407-867-7883",,"MATTHEW  WEILER"
"REFERENCE OUT OF BUSINESS","43022","WILCOX, ARDELL","2017-10-06T00:00:00.000","MOBILE ONLY","1506 SE 28TH PL","GAINESVILLE","352-377-0121",,"ARDELL  WILCOX"
"RESTAURANT","41476","CHINA ONE YU INC","2015-03-01T00:00:00.000","3720 NW 13TH ST, ST 14","3720 NW 13TH ST, ST 14","GAINESVILLE","352-374-8886",,"CHINA ONE YU INC"
"RETAIL MERCHANT","44722","CROWN WIRELESS CORP","2020-12-10T00:00:00.000","2803 SW 42ND ST, STE 60 #E-11","3000 ALTAMESA BLVD, STE 300","FORT WORTH","817-921-9200","COMPLIANCE@CELLUALRWORLD.NET","CROWN WIRELESS CORP"
"REFERENCE OUT OF BUSINESS","42429","PHILLYS BEST","2016-10-05T00:00:00.000","MOBILE ONLY","554 SW HILLCREST ST","LAKE CITY","904-349-1479","BESTPHILLYS@YAHOO.COM","CARMEN  CASERTA"
"TATTOO/PERM MAKEUP ARTIST","44814","TATTOOS BY J M HOCE, LLC","2021-08-01T00:00:00.000","5200 W NEWBERRY RD, SUITE E8 & E9","PO BOX 358454","GAINESVILLE","615-664-9722","HASHTAGGTATTOOS@GMAIL.COM","TATTOOS BY J M HOCE, LLC"
"VETERINARIAN","44522","SUBURBAN ANIMAL HOSPITAL","2019-11-19T00:00:00.000","3831 W NEWBERRY RD","2204 LAKESHORE DR, SUITE 325","HOMEWOOD","205-453-1373","JENNIFER.SCHMITT@SVP.VET","SOUTHERN VETERINARY PARTNERS, LLC"
"EXTERMINATORS - PEST CONTROL","45116","BROOKER PEST CONTROL","2021-10-01T00:00:00.000","4454 SW 41ST BLVD","PO BOX 357671","GAINESVILLE","352-378-2433","ABURGESS@TURNERPEST.COM","TURNER PEST CONTROL LLC"
"WRECKER SERVICE","31058","SUPERIOR TOWING LLC","2004-11-05T00:00:00.000","1300 S MAIN ST","1300 S MAIN ST","GAINESVILLE","352-373-7374","superiortowingllc@yahoo.com","SUPERIOR  TOWING LLC"
"BEAUTY PARLOR","39640","AMBER'S NAIL ART & BEAUTY STUDIO","2012-04-30T00:00:00.000","3601 SW 2ND AVE, STE P","4131 NW 18TH PL","GAINESVILLE","352-870-9312","AMBERELIZABETH.84@GMAIL.COM","AMBER  MILLER"
"REFERENCE OUT OF BUSINESS","42911","J D CABLE CONNECTIONS LLC","2017-09-01T00:00:00.000","3637 NE 2ND ST, STE A","2510 NE 9TH ST, APT 415","GAINESVILLE","347-981-6088","JOSEMALAVE1993@GMAIL.COM","J D CABLE CONNECTIONS LLC"
"REFERENCE OUT OF BUSINESS","42647","MOBLEY, SHAMEKA S","2017-02-27T00:00:00.000","2263 NW 40TH PL","2263 NW 40TH PL","GAINESVILLE","352-364-3917","SHAMEKAMOBLEY85@YAHOO.COM","CLASSY CLEANING SERVICES LLC"
"RETAIL MERCHANT","35708","ARC DOCUMENT SOLUTIONS, LLC","2008-07-01T00:00:00.000","3239 SW 47TH AVE, STE. 300","PO BOX 460","BRASELTON","813-286-8520","LPHILLIPS@VISIONARYFS.COM","ARC DOCUMENT SOLUTIONS, LLC"
"REFERENCE OUT OF BUSINESS","43606","MALDONADO, JHOAN S.","2018-11-01T00:00:00.000","2930 SW 23RD TER, #908","2930 SW 23RD TER, #908","GAINESVILLE","786-470-7226","HANDYMANSERVICESGNV@GMAIL.COM","J&P FLORIDA  HANDYMAN SERVICES, LLC"
"USED CAR SALES","43252","WHOLESALE CAR NETWORK, LLC","2018-04-01T00:00:00.000","3637 NE 2ND ST, STE B","10301 SW 52ND AVE","GAINESVILLE","352-448-0574","PABLOESPINAL@HOTMAIL.COM","WHOLESALE  CAR NETWORK, LLC"
"REFERENCE OUT OF BUSINESS","43315","JOHNSON, SHIRLEY","2018-05-03T00:00:00.000","484 SE 24TH DR, APT 161","484 SE 24TH DR, APT 161","GAINESVILLE","352-284-6918",,"COURTHOUSE WEDDINGS, LLC"
"RESTAURANT","40090","HUMBLE WOOD FIRE LLC","2013-01-29T00:00:00.000","307 SW 4TH AVE","307 SW 4TH AVE","GAINESVILLE","850-766-4467","HUMBLEWOODFIRE@GMAIL.COM","HUMBLE  WOOD FIRE LLC"
"CONTRACTOR-GENERAL-UNLIMITED","39734","PARRISH MCCALL CONSTRUCTORS, INC","2012-05-01T00:00:00.000","3455 SW 42ND AVE","PO BOX 142002","GAINESVILLE","352-378-1571","MWALSH@PARRISH-MCCALL.COM","PARRISH MCCALL  CONSTRUCTORS, INC"
"REFERENCE OUT OF BUSINESS","42769","KIRKLAND, DENISE","2017-04-15T00:00:00.000","7412 NW 21ST CT","7412 NW 21ST CT","GAINESVILLE","352-256-8003","KIRKDEN70@AOL.COM","CLEAN ACRES  HOME SERVICES INC"
"REFERENCE OUT OF BUSINESS","45190","MARTINEZ, TAMESHA","2022-05-10T00:00:00.000","4730 NW 25TH DR","4730 NW 25TH DR","GAINESVILLE","352-328-9939","TKEITH01@YAHOO.COM","TAMESHA L MARTINEZ"
"BOOKKEEPING OR INCOME TAX SERVICE","39410","EXCELLENT MULTI SERVICES INC.","2011-12-01T00:00:00.000","714 NW 23RD AVE","714 NW 23RD AVE","GAINESVILLE","352-377-7674","EXCELLENTMULTISERVICES@GMAIL.COM","EXCELLENT MULTI SERVICES INC."
"INTERIOR JANITORIAL AND CLEANING SERVICES","42355","BROWN, DONALD","2016-09-01T00:00:00.000","1540 NE 5TH PL","1540 NE 5TH PL","GAINESVILLE","352-256-8270","DONALDWITH5@GMAIL.COM","DONALD  BROWN"
"INSURANCE COMPANY OR BROKER","39186","LIBERTY BANKERS LIFE INSURANCE CO.","2008-10-01T00:00:00.000","OUT OF STATE","1605 LBJ FWY, SUITE 700","DALLAS","469-522-4400","LBLIC1957@LIBERTYBANKERSLIFE.COM","LIBERTY  BANKERS LIFE INSURANCE CO."
"REFERENCE OUT OF BUSINESS","42806","REIMTYME SOLUTIONS LLC","2017-06-02T00:00:00.000","3637 NE 2ND ST, STE A","4910 NW 156TH AVE","GAINESVILLE","352-514-3742","REIMERDANIEL15@GMAIL.COM","REIMTYME SOLUTIONS LLC"
"RETAIL MERCHANT","43775","CHERRY HILL PROGRAMS, INC","2019-03-12T00:00:00.000","6419 W NEWBERRY RD","4 E. STOW RD, STE 1","MARLTON","856-663-1616","LICENSING@CHERRYHILLPROGRAMS.COM","CHERRY HILL PROGRAMS, INC"
"REAL ESTATE BROKER","20635","TEISS, LARAINE R/E","1995-11-30T00:00:00.000","4141 NW 37TH PL","4141 NW 37TH PL","GAINESVILLE","352-225-4622","MOVEWITHTEISS@GMAIL.COM","LARAINE  TEISS"
"CONTRACTOR-BUILDING","29977","SCHUMAN, KURT A","2003-11-20T00:00:00.000","3301 NW 30TH PL","3301 NW 30TH PL","GAINESVILLE","352-316-0572","KSCHUMAN2424@GMAIL.COM","KURT A SCHUMAN INCORPORATED"
"CONSULTANT","44425","BEYOND GRIEVING, LLC","2020-07-06T00:00:00.000","1225 NW 10TH AVE","1225 NW 10TH AVE","GAINESVILLE","352-410-9344","tedwards@beyondgrieving.us","BEYOND  GRIEVING, LLC"
"REFERENCE OUT OF BUSINESS","41037","#1 HAIR CHOICE & SPA LLC","2014-07-20T00:00:00.000","7253 NW 4TH BLVD","6425 NW 29TH TER","GAINESVILLE","352-331-3000","MINHTHA2000@YAHOO.COM","#1 HAIR CHOICE & SPA LLC"
"INSURANCE COMPANY OR BROKER","29872","AMERICAN ECONOMY INS. COMPANY","2003-10-01T00:00:00.000","OUT OF STATE","175 BERKELEY ST","BOSTON","617-357-9500","LISA.REDDICK@LIBERTYMUTUAL.COM","AMERICAN ECONOMY INS. CO."
"BARBER/COSMETOLOGIST/NAIL TECH","42588","LEONARD, DANIELLE","2017-01-01T00:00:00.000","490 NW 60TH ST, STE 5","15314 NW 93RD ST","ALACHUA","727-667-5557","lifeawake@yahoo.com","ROOTS STUDIO SALON LLC"
"RETAIL MERCHANT","32514","APPLIANCE PARTS OF GAINESVILLE","2005-04-01T00:00:00.000","2814 NW 6TH ST","2417 NORTH PINE AVE","OCALA","352-371-9898","APPLIANCEPARTSINC@EMBARQMAIL.COM","RICHARD  THOMPSON"
"REFERENCE OUT OF BUSINESS","42980","CALHOUN, TAMERA","2017-10-02T00:00:00.000","1130 NE 24TH TER","1130 NE 24TH TER","GAINESVILLE","352-222-3383",,"CALHOUN MASTER  CLEANING LLC"
"WHOLESALE MERCHANT","42874","PARTS PROFESSIONAL, INC.","2016-05-01T00:00:00.000","600 NE 23RD AVE","600 NE 23RD AVE","GAINESVILLE","352-336-8010","JDISTERHAUPT@COX.NET","PARTS PROFESSONAL, INC."
"REFERENCE OUT OF BUSINESS","43159","BENJAMIN A. MILLS, MA, LMHC","2017-07-01T00:00:00.000","2830 NW 41ST ST, SUITE G-1","2830 NW 41ST ST, SUITE G-1","GAINESVILLE","352-474-2331","BEN@BENMILLSCOUNSELING.COM","BENJAMIN  MILLS"
"PHYSICIAN/SURGEON MD","23668","NORTH FLORIDA WOMEN'S PHYSICIAN","1997-01-01T00:00:00.000","724 NW 43RD ST","724 NW 43RD ST","GAINESVILLE","352-332-7222","SHAR.PRESLAR@FLORIDAWOMANCARE.COM","NORTH FLORIDA  WOMEN'S PHYSICIAN"
"CONTRACTOR-PAINTER/PAPERHANGER","29935","PEYER, CURTIS J.","2003-09-01T00:00:00.000","418 NW 29TH ST","418 NW 29TH ST","GAINESVILLE","352-222-5664","peyerpainting@gmail.com","PEYER PAINTING CO. INC"
"REFERENCE OUT OF BUSINESS","41575","JMB PEROSI INC","2015-05-07T00:00:00.000","3637 NE 2ND ST, STE A","4151 NW 43RD ST , APT 525","GAINESVILLE","352-281-9042","PEROSIRAY@GMAIL.COM","JMB PEROSI INC"
"RESTAURANT","39439","TIJUANA FLATS #169 LLC","2012-01-02T00:00:00.000","3205 CLARK BUTLER BLVD","2300 MAITLAND CENTER PKWY, STE 306","MAITLAND","407-339-2222","ACCOUNTSPAYABLE@TIJUANAFLATS.COM","TIJUANA FLATS #169 LLC"
"MANUFACTURER'S REPRESENTATIVE","45006","D & G CABINETS AND GRANITE LLC","2021-12-06T00:00:00.000","331 NE 33RD AVE, BAY #B","4349 NW 36TH ST","GAINESVILLE","352-451-3600","DGCABINETSGRANITE@GMAIL.COM","D & G  CABINETS AND GRANITE LLC"
"ENGINEER","44132","KIMLEY-HORN AND ASSOCIATES, INC","2018-11-12T00:00:00.000","747 SW 2ND AVE, STE 171","421 FAYETTEVILLE ST","RALEIGH","352-374-3274","JAIME.ROBINSON@KIMLEY-HORN.COM","KIMLEY-HORN AND ASSOCIATES, INC"
"RETAIL MERCHANT","38843","CHAIN RING DRIVE LLC","2010-07-24T00:00:00.000","3409 W UNIVERSITY AVE","3409 W UNIVERSITY AVE","GAINESVILLE","352-373-4052","RALEIGHFAUST@GMAIL.COM","CHAIN RING DRIVE LLC"
"REFERENCE OUT OF BUSINESS","40694","K & P CLA ASSOCIATES, INC","2013-12-20T00:00:00.000","4131 NW 13TH ST, STE 105B","2011 SW 42ND AVE","GAINESVILLE","407-616-7438","CHANCE.UNSEENHOPE@GMAIL.COM","CORPORATION  K & P CLA ASSOCIATES, INC"
"PHYSICIAN/SURGEON MD","18311","GAINESVILLE PEDIATRIC ASSOCIATES, INC.","1977-06-01T00:00:00.000","6440 NEWBERRY RD, STE. 402","6440 NEWBERRY RD, STE. 402","GAINESVILLE","352-333-5500","SWYATT@GNVPA.COM","GAINESVILLE  PEDIATRIC ASSOCIATES INC"
"LAUNDRY-SELF SERVICE OR AUTOMATIC","36340","EXTENDED STAY AMERICA #381","2009-06-01T00:00:00.000","3600 SW 42ND ST","PO BOX 49550, ATTN: TAX DEPARTMENT","CHARLOTTE","352-375-0073","GAN@EXTENDEDSTAY.COM","ESA P PORTFOLIO  OPERATING LESSEE LLC"
"RETAIL MERCHANT","12080","CHAMPS SPORTS #14911","1988-01-30T00:00:00.000","6419 W NEWBERRY RD, B004","PO BOX 2731","HARRISBURG","717-972-5236","DELPHINE.PETTWAY@FOOTLOCKER.COM","FOOTLOCKER RETAIL INC."
"REFERENCE OUT OF BUSINESS","42656","INNOVATIVE BACK SOLUTIONS","2017-03-01T00:00:00.000","3842 W NEWBERRY RD, STE 1-K","3842 W NEWBERRY RD, STE 1-K","GAINESVILLE","352-505-3993","DCBOB@COX.NET","INNOVATIVE BACK SOLUTIONS LLC"
"REFERENCE OUT OF BUSINESS","35749","T-MOBILE SOUTH, LLC","2008-06-01T00:00:00.000","3606 SW ARCHER RD","12920 SE 38TH ST","BELLEVUE","630-857-2106","US-TAXSALTTMOBILEBL@KPMG.COM","T-MOBILE  SOUTH LLC"
"SERVICE-OTHER","32968","PUBLIX SUPER MARKETS INC #1038","2005-09-08T00:00:00.000","5200 SW 34TH ST","PO BOX 32027","LAKELAND","352-375-1094","PUBLIXLICENSING@PUBLIX.COM","PUBLIX SUPER MARKETS, INC."
"PHOTOGRAPHER","41253","JONES, TYLER","2014-10-01T00:00:00.000","1920 NE 17TH DR","1920 NE 17TH DR","GAINESVILLE","352-682-6540","TYLERLJONES81@GMAIL.COM","TYLER  JONES"
"REFERENCE OUT OF BUSINESS","14462","GENERAL NUTRITION CORPORATION","1978-02-22T00:00:00.000","6419 W NEWBERRY RD, D1","300 SIXTH AVE","PITTSBURGH","412-288-4767","JACOB-GIFFEN@GNC-HQ.COM","GENERAL NUTRITION CORPORATION"
"REFERENCE OUT OF BUSINESS","43613","TD AMERITRADE","2018-02-26T00:00:00.000","3832 W NEWBERRY RD, STE 1D","200 S 108TH AVE, HOTC 11TH FL","OMAHA","800-237-8692","ZTEAMCORPORATETAX@TDAMERITRADE.COM","TD AMERITRADE, INC"
"REFERENCE OUT OF BUSINESS","42805","LAZERART, INC","2017-06-01T00:00:00.000","6419 W NEWBERRY RD, C003","10750 NE 60TH ST","BRONSON","321-251-0690","LAZERART@YAHOO.COM","CORPORATION  LAZERART, INC"
"RESTAURANT","34428","CHUNKYS CHICKEN N SUBS","2015-10-01T00:00:00.000","1445 SE HAWTHORNE RD","PO BOX 5224","GAINESVILLE","352-338-3663","JAMSHAER@GMAIL.COM","CHUNKY'S CHICKEN N SUBS, INC"
"INSURANCE COMPANY OR BROKER","15505","IDEALIFE INS. CO.","1995-09-14T00:00:00.000","OUT OF STATE","120 LONG RIDGE RD, FL 2 SOUTH","STAMFORD","203-328-5614","AMAXSON@GENRE.COM","IDEALIFE INSURANCE COMPANY"
"PROFESSIONAL-ARTIST","44725","STUDIO TM LLC","2020-01-01T00:00:00.000","2618 NE 18TH TER","4215 NW 32ND ST","GAINESVILLE","270-996-7789","sbtruman@gmail.com","STUDIO  TM LLC"
"REFERENCE OUT OF BUSINESS","19574","SCOTT, STEPHEN A.","1995-09-27T00:00:00.000","728 NW 8TH AVE","PO BOX 358867","GAINESVILLE","352-378-3056",,"STEPHEN  SCOTT"
"BOOKKEEPING OR INCOME TAX SERVICE","45267","ACCOUNTING PERSONALIZED INC","2021-01-01T00:00:00.000","4210 NW 37TH PL, STE 300","4210 NW 37TH PL, STE 300","GAINESVILLE","352-224-9530","MICHAEL@ACCOUNTINGPERSONALIZED.COM","ACCOUNTING PERSONALIZED INC"
"REFERENCE OUT OF BUSINESS","40770","NUKUNYA, BENSA","2014-01-31T00:00:00.000","4636 NW 82ND RD","4636 NW 82ND RD","GAINESVILLE","352-871-4167","FIAGA123@YAHOO.COM","BENSATECH, INC."
"COMPUTER ANALYSTS","43857","ALTAMUS INC","2019-04-26T00:00:00.000","4014 NW 13TH ST, STE A","PO BOX 6069","GAINESVILLE","352-283-8003","KSHASKO@ALTAMUSINC.COM","ALTAMUS, INC"
"ATTORNEY/LAWYER","34106","CAWTHON, HENRI C","2006-10-20T00:00:00.000","604 SW 43RD TER","2112 SW 34TH ST, SUITE 132","GAINESVILLE","352-374-0668","HENRICAWTHON@GMAIL.COM","HENRI  CAWTHON"
"REFERENCE OUT OF BUSINESS","44524","GATHER AND FEAST CATERING, INC","2020-10-15T00:00:00.000","MOBILE ONLY","5408 SW 82ND TERR","GAINESVILLE","352-222-4018","EATGATHERANDFEAST@GMAIL.COM","GATHER  AND FEAST CATERING, INC"
"INSURANCE COMPANY OR BROKER","24775","STATE FARM FLORIDA INS. CO.","1999-02-01T00:00:00.000","OUT OF STATE","1 STATE FARM PLAZA","BLOOMINGTON","309-766-2016","HOME.ACCT-PREMIUMTAX.244L00@STATEFARM.COM","STATE FARM FLORIDA INS. CO."
"PROFESSIONAL-ACUPUNCTURE","44636","ACUSUXI","2021-02-01T00:00:00.000","4056 W NEWBERRY RD","4331 W. UNIVERSITY AVE","GAINESVILLE","352-339-3520","SUXI.LYONS@GMAIL.COM","SUSIE E LYONS"
"REFERENCE OUT OF BUSINESS","33574","DIRECT GENERAL CONSUMER PRODUCTS, INC..","2006-04-01T00:00:00.000","1330 NW 13TH ST","1281 MURFREESBORO RD","NASHVILLE","615-399-4700","GREGORY.OREILLY@NGIC.COM","DIRECT   GENERAL CONSUMER PRODUCTS, INC"
"APARTMENT OR CONDO RENTALS","13019","DEERWOOD APARTMENTS","1991-05-21T00:00:00.000","2220 NW 55TH BLVD","10611 ABERCORN STREET","SAVANNAH","352-374-8839","jv@fulcrumrealestate.com","CORPORATION  FULCRUM PROPERTIES, INC"
"REFERENCE OUT OF BUSINESS","42110","WILLIAMS, SYLVIA D","2016-04-01T00:00:00.000","611 SE 12TH TER","611 SE 12TH TER","GAINESVILLE","352-672-6881",,"SYLVIA  WILLIAMS"
"REFERENCE OUT OF BUSINESS","36396","SUPERCUTS #9650","2009-06-01T00:00:00.000","2024 SW 34TH ST, #206","7201 METRO BLVD","MINNEAPOLIS","352-375-3767","ALISON.PEARCE@REGISCORP.COM","SUPERCUTS  CORPORATE SHOPS, INC"
"INTERIOR JANITORIAL AND CLEANING SERVICES","44665","NORMAN, TANGY L.","2021-04-02T00:00:00.000","2812 NW 62ND AVE","2812 NW 62ND AVE","GAINESVILLE","352-420-0417","TANGY2CUTE@YAHOO.COM","TANGY  CLEANING SERVICES, LLC"
"RETAIL MERCHANT","39750","UNIVERSITY AVENUE CHEVRON INC","2012-08-05T00:00:00.000","1024 W UNIVERSITY AVE","1024 W UNIVERSITY AVE","GAINESVILLE","352-372-3907","NICKPATEL408@GMAIL.COM","UNIVERSITY AVENUE  CHEVRON INC"
"LAWN/YARD MAINTENANCE w/o LANDSCAPING","43366","REED, MONTRELL K.","2018-04-12T00:00:00.000","1504 SE 12TH AVE","1504 SE 12TH AVE","GAINESVILLE","352-792-9349","TRELLREED24@YAHOO.COM","MONTRELL  REED"
"GYMNASIUM,ATHLETIC CLUB OR HEALTH SALON","41485","AMERICAN BARBELL CLUB","2015-03-07T00:00:00.000","1724 NE 2ND ST","1724 NE 2ND ST","GAINESVILLE","352-792-6620","AMERICANBARBELLCLUB@GMAIL.COM","AMERICAN BARBELL CLUB LLC"
"SCHOOL NOT OTHERWISE LISTED","44581","SWIM TECH GAINESVILLE LLC","2020-12-10T00:00:00.000","7010 NW 23RD WAY, STE B","13721 NW 10TH PL","NEWBERRY","319-471-5054","ROBERTPINTER@YAHOO.COM","SWIM  TECH GAINESVILLE LLC"
"SCHOOL NOT OTHERWISE LISTED","43981","WEST END MARTIAL ARTS, LLC","2019-08-01T00:00:00.000","7415 NW 4TH BLVD, SUITE 20","1609 SW 86TH TERR","GAINESVILLE","352-214-8252","DOUG@WESTENDMARTIALARTS.COM","WEST  END MARTIAL ARTS, LLC"
"REFERENCE OUT OF BUSINESS","42029","CANDEE GLAM HAIR STUDIO & MORE LLC","2016-02-08T00:00:00.000","4908 NW 34TH BLVD, STE 4","5400 NW 2ND PL","GAINESVILLE","352-642-5731","DEEDEEH49@AOL.COM","CANDEE GLAM HAIR STUDIO & MORE LLC"
"PROFESSIONALS-2 OR MORE","29682","ROBINSON AVIATION (RVA), INC.","2001-03-02T00:00:00.000","3420 NE 39TH AVE","1601 NORTHWEST EXP, STE. 850","OKLAHOMA CITY","405-840-3771","TAXES.ACCOUNTING@RVAINC.COM","ROBINSON AVIATION (RVA), INC."
"REFERENCE OUT OF BUSINESS","40329","BERKLEY LIFE & HEALTH INSURANCE COMPANY","2010-10-01T00:00:00.000","OUT OF STATE","P.O. BOX 9190","DES MOINES","609-584-6990","PJONSON@BERKLEYAH.COM","BERKLEY  LIFE & HEALTH INSURANCE COMPANY"
