"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Treasurer, Oregon State",Oregon Investment Council,Private Equity Workshop,08/21/2012 01:00:00 PM,08/21/2012 04:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a special meeting at the time, date, and location listed.

The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to the Oregon State Treasurer’s Office – Investment Division, Attention:  Michelle Winegar at 503-378-4111.",,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,http://treasury.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-%28OIC%29.aspx,"http://maps.google.com/maps?q=11410+Southwest+68th+Parkway,+Tigard,+Oregon&hl=en&sll=44.145447,-120.583402&sspn=4.477964,13.348389&oq=11410+S.W.+68th+Parkway,+Tigard,+Oregon&hnear=11410+SW+68th+Pkwy,+Tigard,+Oregon+97223&t=m&z=16",,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,,,,http://treasury.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-%28OIC%29.aspx#OICMin,,,,
"Treasurer, Oregon State",CANCELLED - Oregon Growth Account,CANCELLED - Regular Meeting,09/11/2012 09:30:00 AM,09/11/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Growth Account will hold a regular meeting at the time, date, and location listed.  

The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Michelle Winegar at the Oregon State Treasurer’s Office – Investment Division, 503-378-4111.  In Michelle's absence, other staff will assist with these requests. The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OGA/MinutesAndAgendas.asp or by calling the phone number listed above.",,Michelle Winegar,,michelle.winegar@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,,Michelle Winegar,503-378-4111,,,,,http://www.ost.state.or.us/About/OGA/MinutesAndAgendas.asp,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,09/19/2012 09:00:00 AM,09/19/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting loction is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by called the phone number listed above.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,10/11/2012 10:00:00 AM,10/11/2012 12:00:00 PM,"Orrick, Herrington & Sutcliffe LLP", Portland,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contat Heidi Rawe at 503-378-4552 for call-in information,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,10/31/2012 09:00:00 AM,10/31/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting loction is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by called the phone number listed above.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,,,,
"Treasurer, Oregon State",Oregon Growth Account,Regular Meeting,11/09/2012 01:00:00 PM,11/09/2012 04:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Growth Account will hold a regular meeting at the time, date, and location listed.  he meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Michelle Winegar at the Oregon State Treasurer's Office - Investment Division, 503-378-4111.  In Michelle's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Growth-Account-(OGA).aspx#OGAMA or by calling the phone number mentioned above.",,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Growth-Account-(OGA).aspx#OGAMA,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Growth-Account-(OGA).aspx#OGAMA,"11410 68th Pkwy
Tigard, OR 97223
(45.437969271593, -122.746033078638)",35,18,724
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,12/05/2012 09:00:00 AM,12/05/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting loction is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp or by called the phone number listed above.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,http://www.ost.state.or.us/News/calendar/Month.asp,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.ost.state.or.us/About/OIC/AgendasAndMinutes.asp,,,,
"Treasurer, Oregon State",CANCELLED - Oregon Growth Account,CANCELLED - Regular Meeting,12/12/2012 09:30:00 AM,12/12/2012 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Growth Account will hold a regular meeting at the time, date, and location listed.  

The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Michelle Winegar at the Oregon State Treasurer’s Office – Investment Division, 503-378-4111.  In Michelle's absence, other staff will assist with these requests. The agenda may be accessed one week prior to the scheduled meeting on web site http://www.ost.state.or.us/About/OGA/MinutesAndAgendas.asp or by calling the phone number listed above.",,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,http://www.ost.state.or.us/About/Investment/,http://www.ost.state.or.us/Contact/Directions/Pers.asp,,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,,,,http://www.ost.state.or.us/About/OGA/MinutesAndAgendas.asp,,,,
"Treasurer, Oregon State",Private Activity Bond Committee Meeting,Private Activity Bond Committee Meeting,01/08/2013 09:30:00 AM,01/08/2013 10:00:00 AM,Teleconference, Salem,OR,Contact the Office of the Oregon State Treasurer at 503-378-4930 for teleconference dial-in information,,Matthew Harris,503-378-4930,DMD@ost.state.or.us,,,,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,01/10/2013 10:00:00 AM,01/10/2013 12:00:00 PM,Oregon State Treasury, Salem,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial-in information,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,01/23/2013 09:00:00 AM,01/23/2013 01:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location.  Meeting end time is approximate.  The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111.  In Martha's absence, other staff will assist with these requests.  The agenda may be accessed on our website one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,,,,
"Treasurer, Oregon State",Private Activity Bond Committee,Carryforward Meeting,01/28/2013 09:45:00 AM,01/28/2013 10:45:00 AM,Oregon State Treasurer's Columbia Conference Room, Salem,OR,,,Matthew Harris,(503) 378-4930,dmd@ost.state.or.us,,,,,,,,,,http://www.oregon.gov/treasury/Divisions/DebtManagement/Documents/PAB/2013-01-28%20Agenda%20FINAL.pdf,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,02/20/2013 09:00:00 AM,02/20/2012 01:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha's absence, other staff will assist with these requests. The agenda may be accessed on our website one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,,,,
"Treasurer, Oregon State",Oregon Growth Account,Regular Meeting,03/12/2013 09:30:00 AM,03/12/2013 12:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Growth Account will hold a regular meeting at the time, date, and location listed.  The meeting location is accessible to persons with disabilities.  A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Michelle Winegar at the Oregon State Treasurer's Office - Investment Division, 503-378-4111.  In Michelle's absence, other staff will assist with these requests.  The agenda may be accessed one week prior to the scheduled meeting on web site http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Growth-Account-(OGA).aspx#OGAMA or by called the phone number mentioned above.",,Michelle Winegar,503-378-4111,michelle.winegar@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Growth-Account-(OGA).aspx,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,,,,,,,,,,,
"Treasurer, Oregon State",Oregon Short Term Fund (OSTF) Board Meeting,The OSTF Board will review and comment on various entities Investment Policies,04/11/2013 10:00:00 AM,04/11/2013 12:00:00 PM,"Orrick, Herrington & Sutcliffe, LLP", Portland,OR,,,Heidi Rawe,503-378-4552,heidi.rawe@ost.state.or.us,,,,,,,,Please contact Heidi Rawe at 503-378-4552 for dial-in information,,,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,05/01/2013 09:00:00 AM,05/01/2013 01:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha's absence, other staff will assist with these requests. The agenda may be accessed on our website one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,,,,
"Treasurer, Oregon State",Oregon Investment Council,Investment Beliefs Project Workshop,05/01/2013 01:00:00 PM,05/01/2013 05:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a workshop at the time, date, and location listed. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to the Oregon State Treasurer's Office - Investment Division, Attention: Martha Kellams at 503-378-4111.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Documents/PUBLIC%20-%20IBP%20Public%20Notice%20and%20Agenda_050113%20FINAL.pdf,,,,
"Treasurer, Oregon State",Oregon Investment Council,Regular Meeting,05/29/2013 09:00:00 AM,05/29/2013 01:00:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a regular meeting at the listed date, time and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha's absence, other staff will assist with these requests. The agenda may be accessed on our website one week prior to the scheduled meeting.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,,,,
"Treasurer, Oregon State",Oregon Investment Council,Operational Review Workshop,05/29/2013 12:45:00 PM,05/29/2013 03:45:00 PM,PERS Headquarters, Tigard,OR,"The Oregon Investment Council will hold a workshop meeting at the listed date, time, and location. Meeting end time is approximate. The meeting location is accessible to persons with disabilities. A request for an interpreter for the hearing impaired or for other accommodations for persons with disabilities should be made at least 48 hours before the meeting to Oregon State Treasury - Investment Division, Attention: Martha Kellams at 503-378-4111. In Martha's absence, other staff will assist with these requests. The agenda may be accessed on our website.",,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx,http://maps.google.com/maps?q=11410+Southwest+68th+Parkway%2c+Tigard%2c+OR+97223&hl=en&oq=11410+SW+68th+Parkway%2c+Tigard%2c+OR+97223&hnear=11410+SW+68th+Pkwy%2c+Tigard%2c+Oregon+97223&t=m&z=16,http://www.oregon.gov/treasury/Newsroom/Pages/Calendar.aspx,Martha Kellams,503-378-4111,martha.kellams@ost.state.or.us,,,,http://www.oregon.gov/treasury/Divisions/Investment/Pages/Oregon-Investment-Council-(OIC).aspx#OICMin,,,,
