"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
"Black Affairs, Commission on",Regular Meeting,Topic of interests to the OCBA will be discussed.,05/19/2012 09:00:00 AM,05/19/2012 11:00:00 AM,"PCC Cascade Campus, 705 N. Killingsworth St., Terrell Hall room 112", Portland,OR,"Topics of interest to the OCBA will be discussed, and also OCBA Officer candidates will be presenting speeches for Chair and Vice Chair.",Yes,Nancy Kramer,5033029725,nancy.kramer@state.or.us,,,,Nancy Kramer,5033029725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Advocacy Committee Meeting,Advocacy Committee Meeting,03/25/2014 01:00:00 PM,03/25/2014 02:00:00 PM,"Lincoln Building, 421 SW Oak St., Oak Room (1st fl), ZIP 97204", Portland,OR,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Advocacy Committee meeting,Advocacy Committee meeting,03/25/2014 01:00:00 PM,03/25/2014 02:00:00 PM,Location to be announced, Portland,OR,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,02/16/2013 09:00:00 AM,01/16/2013 11:00:00 AM,"PCC Cascade campus, Terrell Hall, Room 112, 705 N. Killingsworth, Portland OR 97217", Portland,OR,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,The meeting will cover topics of interest to the OCBA,03/17/2012 09:00:00 AM,03/17/2012 11:00:00 AM,"PCC Cascade, Terrell Hall Rm 112, 705 N. Killingsworth St., Portland 97217", Portland,OR,More info coming soon.,Yes,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,08/15/2015 09:00:00 AM,08/15/2015 12:00:00 PM,"Portland Community College Cascade Campus, Terrell Hall, Room 112, 705 N. Killingsworth St., ZIP 97217",Portland,OR,,Y,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,12/06/2014 09:00:00 AM,12/06/2014 12:00:00 PM,"Portland Community College Cascade Campus, Student Center Room 302, 705 N. Killingsworth, ZIP 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,02/15/2014 09:00:00 AM,02/15/2014 11:00:00 AM,"PCC Cascade Campus, Terrell Hall room 100, 705 N. Killingsworth St, ZIP 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Advocacy Committee,Advocacy Committee,09/24/2013 01:00:00 PM,09/24/2013 02:00:00 PM,"Lincoln Building, Oak Room on 1st floor, 421 SW Oak St., zip 97204", Portland,OR,,,Nancy Kramer,503.302.9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503.302.9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,10/20/2012 09:00:00 AM,10/20/2012 11:00:00 AM,"PCC Cascade, 705 N. Killingsworth St., Terrell Hall Room 112, Portland 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,04/20/2013 09:00:00 AM,04/20/2013 11:00:00 AM,"Portland Community College Cascade Campus, exact location TBA, 705 N. Killingsworth", Portland,OR,,Yes,Nancy Kramer,503.302.9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503.302.9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,04/18/2015 09:00:00 AM,04/18/2015 12:00:00 PM,"Portland Community College Cascade CAmpus, Terrell Hall Room 208, 705 N. Killingsworth St, ZIP 97217", Portland,OR,,Y,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Legislative Committee Meeting,Legislative Committee Meeting,12/13/2012 02:00:00 PM,12/13/2012 03:00:00 PM,"Oregon Advocacy Commissions Office, 1515 SW 5th Avenue, Suite 1050-S", Portland,OR,"The Oregon Commission on Black Affairs (OCBA) Legislative Committee will hold a meeting at 2:00PM at the Oregon Advocacy Commissions Office.

The meeting is with Diane Schwartz Sykes, Assistant Attorney General, and Aaron Knott, Legislative Liaison, from the Oregon Department of Justice.

The meeting location is accessible to persons with disabilities.  Requests for accommodations for people with disabilities should be made at least 48 hours in advance. Contact Nancy Kramer at nancy.kramer@state.or.us or 503.302.9725 regarding accessibility or any other concerns.
",,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,12/07/2013 09:00:00 AM,12/07/2013 11:00:00 AM,"PCC Cascade campus, 705 N. Killingsworth St., Terrell Hall room 112", Portland,OR,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular meeting,Regular meeting,04/19/2014 09:00:00 AM,04/19/2014 12:00:00 PM,"Portland Community College Cascade Campus, Terrell Hall Room 112, 705 N. Killingsworth St., ZIP 97217", Portland,OR,,Yes,Nancy Kramer,5033029725,nancy.kramer@state.or.us,,,,Nancy Kramer,5033029725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,10/19/2013 09:00:00 AM,10/19/2013 12:00:00 PM,"705 N. Killingsworth St., Terrell Hall Room 202", Portland,OR,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Advocacy Committee,Advocacy Committee,11/26/2013 01:00:00 PM,11/26/2013 02:00:00 PM,"Lincoln Building, Pine Room, 1st floor, 421 SW Oak St., ZIP 97204 ", Portland,OR,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503 302 9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,10/31/2015 09:00:00 AM,10/31/2015 12:00:00 PM,"Portland Community College, Cascade Campus, Cacade Hall Rm 310, 705 N. Killingsworth St., ZIP 97217 ", Portland,OR,,Y,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Special Meeting,Officer nominations and Vice Chair replacement,04/28/2012 09:00:00 AM,04/25/2012 09:30:00 AM,"OACO, 527 SW Hall St., #308U, 97201", Portland,OR,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Legislative Committee,Legislative Committee,10/05/2012 10:00:00 AM,10/05/2012 11:00:00 AM,"OAC Office, Suite 1050-S, 1515 SW 5th Avenue, Portland 97201", Portland,OR,,,Lucy Baker,503.250.2698,lucy.baker@state.or.us,,,,Lucy Baker,503.250.2698,lucy.baker@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,12/01/2012 09:00:00 AM,12/01/2012 11:00:00 AM,"PCC Cascade, 705 N. Killingsworth, Terrell Hall, Room 112, Portland 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,Nancy Kramer,503-302-9725,nancy.kramer@state.or.us,,,,,,nancy.kramer@state.or.us,,,,,,
"Black Affairs, Commission on",Regular meeting,,10/12/2018 11:30:00 AM,10/12/2018 01:30:00 PM,"Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., ZIP 97224", Tigard,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,https://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,02/24/2018 09:00:00 AM,02/24/2018 12:00:00 PM,"Concordia University, 2811 NE Holman St., White Library, Room 120, ZIP 97211", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,http://www.oregon.gov/OCBA/PDFs/Concordia%20Campus%20Map%20-%20George%20White%20Library.pdf,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular OCBA Meeting,Regular OCBA Meeting,06/17/2017 09:00:00 AM,06/17/2017 12:00:00 PM,"Concordia University, White Library room 120, 2811 NE Holman St, ZIP 97211",Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,04/13/2018 11:30:00 AM,04/13/2018 01:30:00 PM,"OAC Office, Suite 770 Conference Rm, 421 SW Oak Street, ZIP 97204",Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,http://www.oregon.gov/OCBA/PDFs/Concordia%20Campus%20Map%20-%20George%20White%20Library.pdf,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,04/16/2016 09:00:00 AM,04/16/2016 12:00:00 PM,"Portland Community College Cascade Campus, Margaret Carter Technology Education Building (TEB), Room 224, 705 N. Killingsworth St., ZIP 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular OCBA Meeting,Regular OCBA Meeting,04/22/2017 09:00:00 AM,04/22/2017 12:00:00 PM,"Concordia University, White Library Rm 318B, 2811 NE Holman St., ZIP 97211", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,06/18/2016 09:00:00 AM,06/18/2016 12:00:00 PM,"George White Library Room 120, Concordia University, 2811 NE Holman Street, ZIP 97211", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular OCBA Meeting,Regular OCBA Meeting,08/19/2017 09:00:00 AM,08/19/2017 12:00:00 PM,"Concordia University, White Library room 120, 2811 NE Holman St, ZIP 97211", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,08/20/2016 09:00:00 AM,08/20/2016 11:00:00 AM,"Portland Community College Cascade Campus, 705 N. Killingsworth St., Terrell Hall Room 112, ZIP 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,02/20/2016 09:00:00 AM,02/20/2016 12:00:00 PM,"Portland Community College Cascade Campus, 705 N. Killingsworth St., Margaret Carter Technology Education Building (TEB), Room 113, ZIP 97217", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular OCBA Meeting,Regular OCBA Meeting,10/06/2017 12:15:00 PM,10/21/2017 12:00:00 PM,"Capitol Building, Room TBA, 900 Court Street NE, ZIP 97301 ", Salem,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting & Strategic Planning Session,"Regular Meeting 9AM - 9:30AM, Strategic PLanning Session 9:30AM - 11:30AM",08/11/2018 09:00:00 AM,08/11/2018 11:30:00 AM,"Oregon State Bar, Sandy Room, 16037 SW Upper Boones Ferry Rd., OR 97224", Tigard,OR,,Yes during regular meeting,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,https://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular Meeting,Regular Meeting,06/15/2018 11:30:00 AM,06/15/2018 01:30:00 PM,"Oregon State Bar, Sandy Room, 16037 SW Upper Boone's Ferry Road, ZIP 97224", Tigard,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,https://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular OCBA Meeting,Regular OCBA Meeting,02/18/2017 09:00:00 AM,02/18/2017 12:00:00 PM,"Concordia University, George White Library Room 120, 2811 NE Holman Street, ZIP 97211", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
"Black Affairs, Commission on",Regular OCBA Meeting,Regular OCBA Meeting,12/02/2017 09:00:00 AM,12/02/2017 12:00:00 PM,"Concordia University, White Library Room 120, 2811 NE Holman St, ZIP 97211", Portland,OR,,Yes,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,Nancy Kramer,503-302-9725,nancy.kramer@oregon.gov,,,,,,,,,http://www.oregon.gov/OCBA/Pages/meetings.aspx,,,
