"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,05/09/2019 08:30:00 AM,05/09/2019 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://meet.lync.com/odot.state.or.us/tara.l.caton/DNL90BP6,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/May2019Agenda.pdf,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/14/2019 08:30:00 AM,03/14/2019 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/March2019Agenda.pdf,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,01/10/2019 08:30:00 AM,01/10/2019 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/January2019.pdf,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,11/08/2018 08:30:00 AM,11/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://join.me/mctd.admin,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/November2018MCTACAgenda.pdf,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,10/11/2018 08:30:00 AM,10/11/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://join.me/mctd.admin,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/October2018MCTACAgenda.pdf,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,08/09/2018 08:30:00 AM,08/09/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon department of Transportation, Oregon state Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://join.me/mctd.admin,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/August2018MCTACAgenda.pdf,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,06/14/2018 08:30:00 AM,06/14/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://join.me/mctd.admin,1-888-204-5984,1401540##,https://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/June2018MCTACagenda.pdf,,,,https://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/08/2018 08:30:00 AM,03/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://join.me/mctd.admin,1-888-204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/March2018MCTACagenda.pdf,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/08/2018 08:30:00 AM,03/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,https://join.me/mctd.admin,1-888-204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/March2018MCTACagenda.pdf,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,02/08/2018 08:30:00 AM,02/08/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,1-888-204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/February2018MCTACagenda.pdf,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,C:\Users\mcss103\Desktop\February2018MCTACagenda.pdf (https://data.oregon.gov/views/gs36-7t8m/files/a45ffa99-3a04-403b-9f01-f802c10a8e00?download=true&filename=C:\Users\mcss103\Desktop\February2018MCTACagenda.pdf),,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,01/11/2018 08:30:00 AM,01/11/2018 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,888 204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/January2018MCTACagenda.pdf,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,11/09/2017 08:30:00 PM,11/09/2017 11:30:00 PM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,888 204-5984,1401540##,http://www.oregon.gov/ODOT/MCT/MCTAC%20Minutes/11-09-17MCTACAGENDA.pdf,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,10/12/2017 08:30:00 AM,10/12/2017 11:30:00 AM,3930 Fairview Industrial Dr. SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/Pages/MCTAC.aspx,F:\WORD\MCTAC\2017\10-12-17MCTACAGENDA.docx (https://data.oregon.gov/views/gs36-7t8m/files/085b9fad-7da6-4ce7-99aa-01f8c1a96655?download=true&filename=F:\WORD\MCTAC\2017\10-12-17MCTACAGENDA.docx),,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,06/08/2017 08:30:00 AM,06/08/2017 11:30:00 AM,3930 Fairview Industrial Drive SE, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,04/19/2017 08:30:00 AM,04/19/2017 11:30:00 AM,3930 Fairview Industrial Drive SE, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,Tara.L.Caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/09/2017 08:30:00 AM,03/09/2017 11:30:00 AM,3930 Fairview Industrial Drive SE, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/mct/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,02/09/2017 08:30:00 AM,02/09/2017 11:30:00 AM,3930 Fairview Industrial Drive SE (2nd Floor - Ashland Conf. Rm.), Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,Tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/mct/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,MEETING CANCELLED,01/12/2017 08:30:00 AM,01/12/2017 11:30:00 AM,MEETING CANCELLED, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/mct/pages/mctac.aspx,F:\WORD\MCTAC\01-12-17MCTACAGENDA.docx (https://data.oregon.gov/views/gs36-7t8m/files/0a3fafe6-8cb4-46d0-9880-9ebc081fe182?download=true&filename=F:\WORD\MCTAC\01-12-17MCTACAGENDA.docx),,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,09/08/2016 08:30:00 AM,09/08/2016 11:30:00 AM,3930 Fairview Industrial Drive SE, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,Tara.L.Caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,07/14/2016 08:30:00 AM,07/14/2016 11:30:00 AM,3930 Fairveiw Industrial Dr. SE 97302; 2nd Floor - Ashland Conf. Rm., Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,Tara.L.Caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,04/14/2016 08:30:00 AM,04/14/2016 11:30:00 AM,3930 Fairview Industrial Dr. SE 97302; 2nd Floor - Ashland Conf. Rm., Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,"Meeting between ODOT, Trucking Industry representatives, law enforcement, and city/state/county representatives to provide information and to discuss issues/concerns.",08/13/2015 08:30:00 AM,08/13/2015 11:30:00 AM,3930 Fairview Industrial Dr. SE; 2nd floor - Ashland Conf. Rm. (NW corner), Salem,OR,,,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,"Meeting between ODOT, Trucking Industry representatives, law enforcement, and city/state/county representatives to provide information and to discuss issues/concerns.",05/14/2015 08:30:00 AM,05/14/2015 11:30:00 AM,3930 Fairview Industrial Drive SE; 2nd floor hearing room, Salem,OR,,,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,10/09/2014 08:30:00 AM,10/09/2014 11:30:00 AM,ODOT/MCTD HQ 3930 Fairview Industrial Drive SE 97302; 2ND FLOOR MAIN HEARING ROOM, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,,,,,,,,tara.l.caton@odot.state.or.us,https://data.oregon.gov/views/cb9i-bcnq/files/xxNmOurVr1rfXOGPM3xwU1QS_Zkz6SK-DBVOv12JRaQ?filename=application%2Fmsword%3B+charset%3Dbinary,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,06/12/2014 08:30:00 AM,06/12/2014 11:30:00 AM,Natural Resource Center 3415 Commercial St. SE  97302, Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,,,,,,,,tara.l.caton@odot.state.or.us,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,04/19/2012 08:30:00 AM,,"Natural Resource Center, 3415 Commercial St. SE", Salem,OR,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,http://www.oregon.gov/ODOT/MCT/MCTAC.shtml,,,,,,,,,,,david.j.house@odot.state.or.us,,,,,,,
