"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,September LCDC Meeting,09/20/2012 08:30:00 AM,,Salem or Independence, Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,July LCDC Meeting,07/20/2012 08:30:00 AM,,"Lakeview, Location TBD", Lakeview,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,July LCDC Meeting,07/19/2012 08:30:00 AM,,"Lakeview, Location TBD", Lakeview,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,July LCDC Meeting,07/18/2012 08:30:00 AM,,"Lakeview, Location TBD", Lakeview,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,June LCDC Meeting,06/14/2012 08:30:00 AM,,"635 Capitol St NE, Basement Hearing Room", Salem,OR,,,Leslie C. Roth,,leslie.c.roth@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,May LCDC Meeting,05/11/2012 08:30:00 AM,,"635 Capitol St NE, Basement Hearing Room", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,May LCDC Meeting,05/10/2012 08:30:00 AM,,"635 Capitol St NE, Basement Hearing Room", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,March LCDC Meeting,03/16/2012 08:30:00 AM,,"Newport, Location TBD", Newport,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,March LCDC Meeting,03/15/2012 08:30:00 AM,,"Newport, Location TBD", Newport,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,March LCDC Meeting,03/14/2012 08:30:00 AM,,"Newport, Location TBD", Newport,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,January LCDC Meeting,01/27/2012 08:30:00 AM,,"635 Capitol St NE, Basement Hearing Room", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf,,,,,,,,,,jon.dunsmore@state.or.us,,"635 Capitol St
Basement Hearing Room Salem, OR
(44.943917721577, -123.025821155174)",,,21,11,2409
Land Conservation & Development Commission,Land Conservation and Development Commission Meeting,January LCDC Meeting,01/26/2012 08:30:00 AM,,"635 Capitol St NE, Basement Hearing Room", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf,,,,,,,,,,jon.dunsmore@state.or.us,,"635 Capitol St
Basement Hearing Room Salem, OR
(44.943917721577, -123.025821155174)",,,21,11,2409
