"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Justice Department,Task Force on Profiling by Law Enforcement,Public Hearing,10/27/2015 06:00:00 PM,10/27/2015 08:00:00 PM,"Portland Building, 1120 SW 5th Avenue, Room C ", Portland,OR,"Attorney General Ellen Rosenblum will give a summary of the work of the Task Force followed by brief statements from attendees. She wants to hear from the community about how police profiling affects you and any suggestions you may have for the Task Force to consider. You may bring or send in written testimony instead of, or in addition to, your oral statement.  Please try to keep statements to no longer than five minutes. Thank you. 
 
Contact Sandi Lopez, sandi.lopez@doj.state.or.us or (503) 378-6002.  You may send your statement via email or U.S. mail to Department of Justice, Office of the Attorney General, re: Profiling Task Force; 1162 Court St NE, Salem, OR 97301.
 
The meeting location is accessible to persons with disabilities.  Please make requests for any special needs at least 48 hours in advance. Thank you.
",Yes,Sandi Lopez,503 378 6002,sandi.lopez@doj.state.or.us,,,,Sandi Lopez,503 378 6002,,,,,,,,,,,,,
Justice Department,Law Enforcement Profiling (HB 2002) Task Force,Subcommittee on Accountability & Monitoring,11/03/2015 01:00:00 PM,11/03/2015 04:00:00 PM,"1515 SW Fifth Avenue, Ste. 410",Portland,OR,Broadway Conference Room – 4th Floor,No - there will be future opportunity for public comment,Aaron Knott,,aaron.d.knott@doj.state.or.us,,,,Sandi Lopez,,sandi.lopez@doj.state.or.us,,,(641) 715-3580,872-952 ,,,,,,,,
Justice Department,HB 2002 Task Force on Law Enforcement Profiling ,Subcommittee on Data,11/04/2015 02:00:00 PM,11/04/2015 05:00:00 PM,1162 Court St NE, Salem,OR,"Myers Conference Room, - 3rd Floor",No ,Aaron Knott,503 378 6002,aaron.d.knott@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force Subgroup,,01/20/2016 01:00:00 PM,01/20/2016 03:00:00 PM,"Oregon State Capitol, Room 343, 900 Court Street NE", Salem,OR,"Public attendance is welcome and encouraged.

Agenda:
I.          Introductions
II.          Discuss exemptions preliminarily categorized under “Public Safety”
III.         Discuss exemptions preliminarily categorized under “Administration”
IV.        Discuss future subgroup meetings
V.         Adjourn

Meeting materials are available on the Public Records Law Reform Task Force website.

Please note that public testimony will not be taken at this meeting.

The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.  ",No,Michael Kron,503 378 6002,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force,,11/18/2015 01:00:00 PM,11/18/2015 03:00:00 PM,"Governor's Conference Room, Oregon State Capitol, 900 Court St NE", Salem,OR,"Public attendance is welcome and encouraged.

Agenda and other materials will be available at http://www.doj.state.or.us/releases/Pages/2015/rel110415.aspx once available.

The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.
",No,Michael Kron,503 378 6002,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,http://www.doj.state.or.us/releases/Pages/2015/rel110415.aspx,,,
Justice Department,Attorney General's Public Records Law Reform Task Force,,01/13/2016 04:00:00 PM,01/13/2016 06:00:00 PM,"155 Cottage Street NE, Conference Room B", Salem,OR,"Members of the Attorney General’s Public Records Law Reform Task Force will be accepting public comments on the Oregon Public Records Law, and the work of the task force, on Wednesday, January 13, from 4:00 to 6:00 PM. Please join us next door to the Oregon State Capitol to share your experiences, suggestions, or other thoughts with task force members.

&#8203;Location:
Department of Administrative Services Executive Building
155 Cottage Street NE 
Salem, OR 97301

All are welcome to attend.

Information about the work of the task force is available on the Public Records Law Reform Task Force website. Currently, that work is focused primarily on the hundreds of disclosure exemptions that keep information out of public hands – and can make the law difficult to implement. Other issues that the task force expects to examine include the cost and timeliness of public records disclosures. The task force wants to hear from Oregonians on these and other public records law subjects.

Questions about this announcement, and requests for accommodations by individuals with disabilities, can be directed to Michael Kron, Michael.C.Kron@doj.state.or.us.
",Yes,Michael Kron,,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Law Enforcement Profiling (HB 2002) Task Force,Subcommittee on Law Enforcement Response,11/03/2015 08:00:00 AM,11/03/2015 09:30:00 AM,1162 Court St NE, Salem,OR,Myers Conference Room - 3rd Floor,No,Aaron Knott,503 378 6002,aaron.d.knott@doj.state.or.us,,,,Sandi Lopez,503 378 6002,,,,(641) 715-3580,872-952  ,,,,,,,,
Justice Department,Law Enforcement Profiling Work Group,"The Law Enforcement Profiling Work Group was established by House Bill 2002, and signed into law by Governor Kate Brown on July 13, 2015. The work group was created to propose ways to detect patterns of improper profiling, and to help eliminate the practice.",11/17/2015 09:00:00 AM,11/17/2015 12:00:00 PM,1162 Court St NE, Salem,OR,"Justice Building, Kulongoski conference room",No,Aaron Knott,503 378 6002,aaron.d.knott@doj.state.or.us,,,,,,,,,(641) 715-3580,872-952  ,,,,,,,,
Justice Department,Law Enforcement Profiling (HB 2002) Task Force,Subcommittee on Law Enforcement Response,10/12/2015 03:30:00 PM,10/12/2015 05:00:00 PM,1162 Court Street NE, Salem,OR,Myers Conference Room - 3rd Floor,No - there will be a future opportunity for public comment,Aaron Knott,,aaron.d.knott@doj.state.or.us,,,,Chrystal Bader,,chrystal.m.bader@doj.state.or.us,,,712-775-7031,622-624-527,,,,,,,,
Justice Department,Oregon Attorney General's Public Records Law Reform Task Force ,,10/29/2015 09:00:00 AM,10/29/2015 12:00:00 PM,"Oregon State Capitol, Room 343, 900 Court St NE",Salem,OR,"Public attendance is welcome and encouraged.

Agenda and other materials will be added to this site once available.

Please note that public testimony will not be taken at this meeting.

The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.
",No,Michael Kron,503 378 6002,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Law Enforcement Profiling (HB 2002) Task Force,Subcommittee on Procedural Justice,04/27/2016 09:30:00 AM,04/27/2016 12:00:00 PM,1162 Court Street NE, Salem,OR,Justice Building - Frohnmayer conference room,no,Aaron Knott,503.378.6002,aaron.d.knott@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Task Force on Law Enforcement Profiling,Public Meeting,05/09/2016 07:30:00 PM,05/09/2016 09:00:00 PM,"U of O School of Journalism - Allen Hall, Room 141 ", Eugene,OR,"Attorney General Ellen Rosenblum and other participants on the State Task Force on Law Enforcement Profiling will give a summary of the work of the Task Force and will conduct a discussion in a Q & A format regarding profiling by police and how the legislature should continue to address this issue in 2017.

If you are not able to attend, but have questions or comments for the Task Force please send them via email or U.S. mail to Department of Justice, Office of the Attorney General, re: Profiling Task Force; 1162 Court St NE, Salem, OR 97301.

An interactive campus map can be accessed at http://admissions.uoregon.edu/visit/maps  Please use this to find your way around campus.   U of O is a campus so street addresses are for reference only.  Please reference the campus maps.  

MEETING will be held in Allan Hall:  street address is 1275 University Street.  The closest intersection is University and 13th Avenue.  Allen Hall is about 1.5 blocks west of the Matt Knight Arena, which can be used for parking.  

PARKING:  Visitors can park for free at the Matt Knight Arena parking garage, which is accessed via 1390 Villard Street.  Driving directions to the parking arena can be accessed at http://matthewknightarena.com/directions.php

Parking stub can be validated at the Ford Alumni Center located at 1720 East 13th Street (next to the Matt Knight Arena parking garage).

If you need additional information please contact Joan at 503.378.6002.",Yes,Aaron Knott,,aaron.d.knott@doj.state.or.us,,"https://www.google.com/maps/place/School+of+Journalism+and+Communication/@44.0461881,-123.0739609,17z/data=!4m7!1m4!3m3!1s0x54c11e3ba269caad:0xb8def3398a3d924a!2s1020+University+St,+Eugene,+OR+97403!3b1!3m1!1s0x0000000000000000:0x1d8e8e34726ca467?hl=en",,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force,Public hearing,05/26/2016 05:00:00 PM,05/26/2016 07:00:00 PM,"70 NW Couch St, 3rd Floor, Room 350 (Shirley Pape Forum)", Portland,OR,"Members of the Attorney General's Public Records Law Reform Task Force will be accepting public comments on the Oregon Public Records Law, and the work of the task force. Please join us to share your experiences, suggestions, or other thoughts with task force members.

 All are welcome to attend.

 Information about the work of the task force is available on the Public Records Law Reform Task Force website. Currently, that work is focused primarily on the hundreds of disclosure exemptions that keep information out of public hands - and can make the law difficult to implement. Other issues that the task force expects to examine include the cost and timeliness of public records disclosures. The task force wants to hear from Oregonians on these and other public records law subjects.

Parking information:  There is a SmartPark lot on Naito Parkway and Davis Street.

Questions about this announcement, and requests for accommodations by individuals with disabilities, can be directed to Michael Kron, Michael.C.Kron@doj.state.or.us.",Yes,Michael Kron,,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force,Public Hearing,08/18/2016 04:30:00 PM,08/18/2016 06:00:00 PM,Public Library in the Brooks Room located at 601 N.W. Wall Street ,Bend,OR,"Members of the Attorney General's Public Records Law Reform Task Force will be accepting public comments on the Oregon Public Records Law, and the work of the task force. Please join us to share your experiences, suggestions, or other thoughts with task force members.

All are welcome to attend.

Information about the work of the task force is available on the Public Records Law Reform Task Force website. Currently, that work is focused primarily on the hundreds of disclosure exemptions that keep information out of public hands - and can make the law difficult to implement. Other issues that the task force expects to examine include the cost and timeliness of public records disclosures. The task force wants to hear from Oregonians on these and other public records law subjects.

Here is a link to a map of downtown Bend: http://www.downtownbend.org/explore-downtown/map-of-downtown/ 

We are meeting in the Brooks room of the Library marked on the lower left of the map. There is public parking across the street from the library.

Questions about this announcement, and requests for accommodations by individuals with disabilities, can be directed to Michael Kron, Michael.C.Kron@doj.state.or.us. ",Yes,Michael Kron,,Michael.C.Kron@doj.state.or.us,,http://www.downtownbend.org/explore-downtown/map-of-downtown/,,,,,,,,,,,,,,,,
Justice Department,Law Enforcement Profiling Work Group,"The Law Enforcement Profiling Work Group was established by House Bill 2002, and signed into law by Governor Kate Brown on July 13, 2015. The work group was created to propose ways to detect patterns of improper profiling, and to help eliminate the practice.",03/15/2016 01:00:00 PM,03/15/2016 04:00:00 PM,2250 McGhilchrist Street SE, Salem,OR,"Crater Conference Room, Spinnaker Plaza, 4th Floor
",No,Aaron Knott,503.378.6002,aaron.d.knott@doj.state.or.us,,,,,,,true,,(641) 715-3580,872-952,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force Subgroup,,03/15/2016 01:00:00 PM,03/15/2016 03:00:00 PM,"Justice Building Johnson Conference Room, 1162 Court Street NE", Salem,OR,"
Public attendance is welcome and encouraged.

Please note that public testimony will not be taken at this meeting.

The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.  ",No,Michael Kron,503 378 6002,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Oregon Sunshine Committee 2018,,03/21/2018 01:00:00 PM,03/21/2018 03:00:00 PM,Oregon State Capitol - Hearing Room 343, Salem,OR,"The Oregon Sunshine Committee will hold its second meeting on Wednesday, March 21 at 1:00 PM. The meeting will be held at the Oregon State Capitol (900 Court St NE, Salem, OR 97301) in Hearing Room 343. The meeting will also be streamed live on the Citizen Engagement Legislative Video website.
Agenda
•	Choosing a vice chair; vice chair duties. (Discussion, probable vote.)
•	Organizing review of exemptions. (Discussion, probable vote.)
•	Where, specifically, to begin with exemption review. (Possible discussion, possible vote.)
•	Content of report due July 1, 2018. (Discussion, possible vote.)
•	Communicating with stakeholders and the public. (Discussion, possible vote.)
•	Approval of prior meeting’s minutes. (Possible discussion, vote.)

Questions about this notice, including questions about accommodations for individuals with disabilities, can be directed to Michael Kron (michael.c.kron@doj.state.or.us).",,Michael Kron,,michael.c.kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force ,,04/25/2016 02:00:00 PM,04/25/2016 04:00:00 PM,Hearing rm. 343 at Oregon State Capitol 900 Court St NE,Salem,OR,"Public attendance is welcome and encouraged.

 Agenda and other materials will be available at http://www.doj.state.or.us/releases/Pages/2015/rel... once available.

 The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.",No,Michael Kron,503.378.6002,michael.c.kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Oregon Sunshine Committee 2018,,01/31/2018 01:00:00 PM,01/31/2018 03:00:00 PM,HR D, Salem,OR,"The Oregon Sunshine Committee will hold its first meeting on Wednesday, January 31 at 1:00 PM. The meeting will be held at the Oregon State Capitol (900 Court St NE, Salem, OR 97301) in Hearing Room D. The meeting will also be streamed live on the legislative website.

Agenda
Welcome by Attorney General Rosenblum
Member self-introductions
Discussion: function of Sunshine Committee
Discussion: organizing and scheduling review of exemptions
Discussion: future meeting dates

Useful background information
HB 2101, which created the Oregon Sunshine Committee and describes its duties, can be found here.
A beta version of the electronic catalogue of public records exemptions can be found here.

Questions about this notice, including questions about accommodations for individuals with disabilities, can be directed to Michael Kron (michael.c.kron@doj.state.or.us).
",Yes,Michael Kron,,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force,Public hearing,05/09/2016 04:30:00 PM,05/09/2016 06:00:00 PM,"U of O School of Journalism and Communication - Allen Hall, Room 141", Eugene,OR,"Members of the Attorney General's Public Records Law Reform Task Force will be accepting public comments on the Oregon Public Records Law, and the work of the task force. Please join us to share your experiences, suggestions, or other thoughts with task force members.

All are welcome to attend.

Information about the work of the task force is available on the Public Records Law Reform Task Force website. Currently, that work is focused primarily on the hundreds of disclosure exemptions that keep information out of public hands - and can make the law difficult to implement. Other issues that the task force expects to examine include the cost and timeliness of public records disclosures. The task force wants to hear from Oregonians on these and other public records law subjects.

Campus map: http://admissions.uoregon.edu/visit/maps

Parking information: http://visit.uoregon.edu/
Visitors can park for free at the Matt Knight Arena parking garage. They can get their parking stub validated at the Ford Alumni Center (right next to the arena).

Allen Hall is about 1.5 blocks west of the arena, (nearest cross street is 13th and University Street).

Questions about this announcement, and requests for accommodations by individuals with disabilities, can be directed to Michael Kron, Michael.C.Kron@doj.state.or.us.",Yes,Michael Kron,,Michael.C.Kron@doj.state.or.us,,"https://www.google.com/maps/place/School+of+Journalism+and+Communication/@44.0461881,-123.0739609,17z/data=!4m7!1m4!3m3!1s0x54c11e3ba269caad:0xb8def3398a3d924a!2s1020+University+St,+Eugene,+OR+97403!3b1!3m1!1s0x0000000000000000:0x1d8e8e34726ca467?hl=en",,,,,,,,,,,,,,,,
Justice Department,Oregon Attorney General's Public Records Law Reform Task Force,,03/28/2016 01:00:00 PM,03/28/2016 03:00:00 PM,"Oregon State Capitol, Room 343, 900 Court Street NE", Salem,OR,"Public attendance is welcome and encouraged.

Agenda and other materials will be added to this site once available.

Please note that public testimony will not be taken at this meeting.

The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.  ",No,Michael Kron,503 378 6002,Michael.C.Kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Task Force on Profiling by Law Enforcement ,Public Hearing,02/21/2017 05:30:00 PM,02/21/2017 08:00:00 PM,Hillsboro Public Library - 2850 NE Brookwood Parkway, Hillsboro,OR,"The listening session will be co-hosted by the Attorney General, Representative Susan McLain, and UniteOregon.  A summary of the work of the Task Force will be given followed by brief statements from attendees. The panel wants to hear from the community about how police profiling affects you. You may bring or send in written testimony instead of, or in addition to, your oral statement. Please try to keep statements to no longer than five minutes. Thank you. 

Contact Sandi Lopez, sandi.lopez@doj.state.or.us or (503) 378-6002. You may send your statement via email or U.S. mail to Department of Justice, Office of the Attorney General, re: Profiling Task Force; 1162 Court St NE, Salem, OR 97301.",Yes,Sandi Lopez,503.378.6002,sandi.lopez@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Attorney General's Public Records Law Reform Task Force Sub-Committee,,04/13/2016 01:00:00 PM,04/13/2016 03:00:00 PM,Frohmayer Conference rm. Justice Bldg. 1162 Court St. NE. , Salem,OR,"Public attendance is welcome and encouraged.

 Agenda and other materials will be available at http://www.doj.state.or.us/releases/Pages/2015/rel... once available.

 The meeting location is accessible to persons with disabilities. Requests for accommodations for people with disabilities should be made at least 48 hours in advance.",No,Michael Kron,503.378.6002,michael.c.kron@doj.state.or.us,,,,,,,,,,,,,,,,,,
Justice Department,Law Enforcement Profiling Work Group,"The Law Enforcement Profiling Work Group was established by House Bill 2002, and signed into law by Governor Kate Brown on July 13, 2015. The work group was created to propose ways to detect patterns of improper profiling, and to help eliminate the practice.",05/19/2016 09:00:00 AM,05/19/2016 11:30:00 AM,4190 Aumsville Hwy SE, Salem,OR,"Department Of Public Safety Standards And Training, Room A234

Directions:  http://www.oregon.gov/dpsst/docs/microsoft%20word%20-%20drivingdirections.pdf",No,Aaron Knott,503.378.6002,aaron.d.knott@doj.state.or.us,,,,,,,,,(888) 270-9936,3049024,,,,,,,,
Justice Department,Law Enforcement Profiling Work Group,"The Law Enforcement Profiling Work Group was established by House Bill 2002, and signed into law by Governor Kate Brown on July 13, 2015. The work group was created to propose ways to detect patterns of improper profiling, and to help eliminate the practice.",06/28/2016 01:00:00 PM,06/28/2016 04:00:00 PM,2250 McGhilchrist Street SE, Salem,OR,"Crater Conference Room, Spinnaker Plaza, 4th Floor",No,Aaron Knott,503 378 6002,aaron.d.knott@doj.state.or.us,,,,,,,,,(641) 715-3580,872-952,,,,,,,,
Justice Department,Law Enforcement Profiling Work Group,"The Law Enforcement Profiling Work Group was established by House Bill 2002, and signed into law by Governor Kate Brown on July 13, 2015. The work group was created to propose ways to detect patterns of improper profiling, and to help eliminate the practice.",04/22/2016 01:00:00 PM,04/22/2016 04:00:00 PM,2250 McGhilchrist Street SE, Salem,OR,"Crater Conference Room, Spinnaker Plaza, 4th Floor",No,Aaron Knott,503.378.6002,aaron.d.knott@doj.state.or.us,,,,,,,,,(641) 715-3580,872-952  ,,,,,,,,
