"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Early Learning Council,"Measuring Success Committee October 4, 2017 meeting",,10/04/2017 01:00:00 PM,10/04/2017 03:00:00 PM,"OCDC - 9140 SW Pioneer Ct, Suite E - Training Room 2", Wilsonville,OR,,,Sue Parrish,503-930-0473,sue.parrish@ode.state.or.us,,,,,,,true,https://global.gotomeeting.com/join/949140733 (https://global.gotomeeting.com/join/949140733%20),888-585-9008,719-660-767,,,,,,,,
Early Learning Council,Early Learning Council April 2017 Meeting,,04/27/2017 09:00:00 AM,04/21/2017 02:30:00 PM,"Somerville Large Conference Room, 775 Court St NE", Salem,OR,,Yes,Alyssa Chatterjee,971-701-1535,alyssa.chatterjee@state.or.us,,,,,,,true,https://livestream.com/accounts/5476400/EarlyLearningCouncil,,,https://oregonearlylearning.com/early-learning-council/meeting-calendar/?term=82,,,,,,,
Early Learning Council,Early Learning Council 2017 2-day Retreat & Business Meeting,,09/27/2017 08:30:00 AM,09/28/2017 04:00:00 PM,Eola Viticulture Center - 215 Doaks Ferry Rd NW, Salem,OR,"The Council will hold it's annual retreat:

September 27: 8:30am-4:00pm
September 28: 8:00am-12:30pm

The Council will reconvene on September 28 for a business meeting:

September 28: 1:00-4:00pm",,Alyssa Chatterjee,5033730066,alyssa.chatterjee@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/early-learning-council-meetings#calendar,,,,,,,
Early Learning Council,Healthy Families Oregon (HFO)  Sub Committee (workgroup),Subcommittee (work group) of the Best Beginnings HFO Advisory ,09/06/2017 09:00:00 AM,09/06/2017 01:00:00 PM,"State Lands Building - 775 Summer Street, Room 304 (third floor)", Salem,OR,This work group will be reviewing HFA Best Practice Standards ,,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,917134,,,,,,,,
Early Learning Council,"Best Beginnings March 16, 2017 Meeting",,03/16/2017 01:00:00 PM,03/16/2017 04:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room 2", Wilsonville,OR,,yes,Linda Jones,5033730004,linda.p.jones@state.or.us,,,,,,,,,1-877-810-9415,917134,,,,,,,,
Early Learning Council,"Cancelled:  Equity Implementation Committee Meeting October 17, 2017",,10/17/2017 09:30:00 AM,09/22/2017 11:45:00 AM,Meeting Cancelled,Salem,OR,,Yes,Sharon Kraw,5033731044,sharon.kraw@ode.state.or.us,,,,,,,,,Number will be posted on our website one week prior to the meeting.,Number will be posted on our website one week prior to the meeting.,,,,,https://oregonearlylearning.com/equity-implementation,,,
Early Learning Council,Child Care and Education Committee January 2018 Meeting,,01/11/2018 01:00:00 PM,01/11/2018 03:00:00 PM,Virtual Meeting via Zoom link,Salem,OR,Zoom link and call in number will be posted on our website.,Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,,,Will be posted on our website,,,,,,https://oregonearlylearning.com/child-care-education,,,
Early Learning Council,Equity Implementation Committee,March meeting,03/21/2017 09:00:00 AM,03/21/2017 11:00:00 AM,E-Meeting, Salem,OR,"https://global.gotomeeting.com/join/826356533 

You can also dial in using your phone. 
United States (Toll Free): 1 866 899 4679 
United States: +1 (669) 224-3318 

Access Code: 826-356-533 
",,Lillian Green,,lillian.green@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/826356533 (https://global.gotomeeting.com/join/826356533%20),1 866 899 4679,826-356-533 ,https://oregonearlylearning.com/public-meetings/equity-implementation-committee/,,,,,,,
Early Learning Council,"Measuring Success Committee September 6, 2017",,09/06/2017 01:00:00 PM,09/06/2017 03:00:00 PM,"OCDC - 9140 W Pioneer Ct, Training Room 2", Wilsonville,OR,,,Linda P Jones,5033730004,linda.p.jones@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/980945773 (https://global.gotomeeting.com/join/980945773%20),1-888-585-9008,719-660-767,,,,,,,,
Early Learning Council,Child Care and Education Committee Meeting,,11/09/2017 01:00:00 PM,11/09/2017 03:00:00 PM,Virtual Meeting,Salem,OR,"Join : https://zoom.us/j/412661763

Or Telephone&#65306;1 408 638 0968  
Meeting ID: 412 661 763
",Yes,Cassandra Ferder,,cassandra.l.ferder@state.or.us,,,,,,,,,,,,,,,https://oregonearlylearning.com/child-care-education,,,
Early Learning Council,"Spark/QRIS Revision Ad Hoc Advisory Committee Meeting - June 16, 2017",,06/16/2017 09:00:00 AM,06/16/2017 12:00:00 PM,"9140 SW Pioneer Ct, Suite E", Wilsonville,OR,Training Room 3,,Kristyn Keefer,,kristyn.keefer@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/851000565,1-866-899-4679,851-000-565,https://oregonearlylearning.com/sparkqris-revision-ad-hoc-advisory-committee#calendar,,,,,,,
Early Learning Council,March ELC Meeting,,03/23/2017 09:00:00 AM,03/23/2017 03:00:00 PM,"State Lands Board Room, 775 Summer St NE", Salem,OR,,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@state.or.us,,,,,,,,,,,https://oregonearlylearning.com/public-meetings/,,,,,,,
"Health Authority, Oregon",Conference of Local Health Officials,,06/15/2017 09:30:00 AM,06/15/2017 11:45:00 AM,"Local Government Center, 1201 Court Street NE, Suite 300", Salem,OR,"What: The monthly public meeting of the Conference of Local Health Officials

Agenda: Implementation and funding scenarios for public health modernization; epinephrine and school districts; prevention integration update; public health modernization rulemaking update; OSU letter of support; OHA updates

When: Thursday, June 15, 9:30-11:40 a.m. 

Where: Local Government Center, 1201 Court Street NE, Salem. No conference call option is available for the public.

The Conference of Local Health Officials provides recommendations to the Oregon Health Authority on the state public health system's foundational capabilities and programs and other public health programs and activities, as authorized under ORS 431.147 and ORS 431.340.

Program contact: Danna Drum, 971-673-1223, danna.k.drum@state.or.us

# # #
",d,Danna Drum,971-673-1223,danna.k.drum@state.or.us,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Primary Care Payment Reform Collaborative Meeting,,04/28/2017 09:00:00 AM,04/28/2017 12:00:00 PM,"CareOregon Building: 315 SW 5th Ave, 4th Floor, Fritz Rankin Room", Portland,OR,,Yes,Tom Cogswell,,thomas.cogswell@state.or.us,,,,,,,,,877-336-1829,3100151,,,,,http://www.oregon.gov/oha/Transformation-Center/Pages/SB231-Primary-Care-Payment-Reform-Collaborative.aspx,,,
"Health Authority, Oregon",Radiation Advisory Committee,The Director of the Oregon Health Authority shall appoint a Radiation Advisory Committee to advise the Oregon Health Authority on matters relating to radiological health and radiation protection. The committee shall consist of eight persons who because of their training and experience are qualified to advise the authority on such matters and they shall serve at the pleasure of the director. The members of the Radiation Advisory Committee are entitled to compensation and expenses as provided in ORS 292.495 (Compensation and expenses of members of state boards and commissions). [1961 c.664 §4a; 1969 c.314 §47; 1973 c.90 §2; 2009 c.595 §901],10/11/2017 10:30:00 AM,10/11/2017 03:00:00 PM,"800 NE Oregon St., Room 1E",Portland,OR,,,Lee Lind,971-673-0495,lee.lind@state.or.us,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Administrative rulemaking hearing - Public Health Modernization,Standards for State and Local Public Health Authorities,11/27/2017 09:00:00 AM,11/27/2017 09:00:00 AM,"Jackson County Health Department, 140 S Holly St. Room HHS1EDCTR1009", Medford,OR,"To take public comment on proposed adoption of OAR 333-014 relating to standards for state and local public health authorities (HB 3100, 2015 & HB 2310, 2017)",Yes,Brittany Hall,,publichealth.rules@state.or.us,,,,,,,,,,,,,,,www.healthoregon.org/modernization (http://www.healthoregon.org/modernization),,,
"Health Authority, Oregon",Conference of Local Health Officials,CLHO officer elections; CLHO committee annual reports; Tobacco Prevention and Education Program funding update; Public Health Modernization process measures; program element template changes timeline; Community Health Assessment and Improvement Plan training,10/19/2017 09:30:00 AM,10/19/2017 12:00:00 PM,"Portland State Office Building (PSOB), 800 NE Oregon St., Room 1E", Portland,OR,"What: The monthly public meeting of the Conference of Local Health Officials (CLHO)

Agenda: CLHO officer elections; CLHO committee annual reports; Tobacco Prevention and Education Program funding update; Public Health Modernization process measures; program element template changes timeline; Community Health Assessment and Improvement Plan training

When: Thursday, Oct. 19, 9:30 a.m. to 12:05 p.m. No conference call option is available for the public.

Where: Portland State Office Building, 800 NE Oregon Street, Room 1E, Portland

The Conference of Local Health Officials provides recommendations to the Oregon Health Authority on the foundational capabilities and programs and any other public health program or activity under ORS 431.147. (ORS 431.340)

Program contact: Danna Drum, 971-673-1223, danna.k.drum@state.or.us

# # #

Everyone has a right to know about and use Oregon Health Authority (OHA) programs and services.  OHA provides free help.  Some examples of the free help OHA can provide are:
•	Sing language and spoken language interpreters
•	Written materials in other languages
•	Braille
•	Large print
•	Audio and other formats

If you need help or have questions, please contact Danna Drum at 971-673-1223, 711 TTY or danna.k.drum@state.or.us at least 48 hours before the meeting.
",Yes,Danna Drum,971-673-1223,danna.k.drum@state.or.us,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Health Systems Division Rule Advisory Committee,Standards for Alcohol and Other Drug Screening Specialists (ADSS) and of DUII Education Programs and Certification of Behavioral Health Treatment Services,10/03/2017 09:00:00 AM,10/03/2017 01:00:00 PM,"Barbara Roberts Human Services Building, Room 166, 500 Summer St NE,",Salem,OR,"•	Program: 415-054 Standards for Alcohol and Other Drug Screening Specialists (ADSS) and of DUII Education Programs and 309-008 Certification of Behavioral Health Treatment Services
•	Meeting description: Discuss proposed rule changes effective no later than March 13, 2018
•	Meeting date and time: October 3, 2017, 9 a.m. to 1 p.m.
•	Meeting location: Barbara Roberts Human Services Building, Room 166
•	Meeting call-in number (125 ports available): 877-336-1828
•	Call-in participant code: 907760
•	Seeking RAC members? Yes
",,Marisha L. Elkins,503-949-5822,marisha.l.elkins@dhsoha.state.or.us,,,,,,,,,877-336-1828,907760,,,,,,,,
"Health Authority, Oregon",Oregon Cannabis Commission ,Presentation by the Oregon Department of Justice on commission ethics and communication; election of the chair; creation of bylaws; legislative report; meeting dates,12/08/2017 01:00:00 PM,12/08/2017 03:00:00 PM,"Portland State Office Building, Room 1E, 800 NE Oregon St.", Portland,OR,"What: The first quarterly meeting of the Oregon Cannabis Commission as a newly established commission

Agenda: Presentation by the Oregon Department of Justice on commission ethics and communication; election of the chair; creation of bylaws; legislative report; meeting dates

When: Friday, Dec. 8, 1-3 p.m. There will be time allotted at the end of the meeting for public comment; comments are limited to three minutes.

Where: Portland State Office Building, Room 1E (first floor), 800 NE Oregon St., Portland

Background: The Oregon Cannabis Commission was established in the 2017 legislative session though HB 2198. The commission consists of the state public health officer or the public health officer’s designee, and an eight-member panel appointed by the Governor and confirmed by the Senate. The commission is tasked with determining: a possible framework for future governance of the Oregon Medical Marijuana Program; steps to address research on cannabis in areas of public health policy and public safety policy; agronomic and horticultural best practices; and medical and pharmacopoeia best practices. Along with this, it will advise the Oregon Health Authority and the Oregon Liquor Control Commission on statutes governing medical and retail cannabis.

# # #

",Yes,Shannon McFadden ,971-673-3181,shannon.m.mcfadden@state.or.us,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",State EMS Committee,,07/14/2017 08:30:00 AM,07/14/2017 12:00:00 PM,"Portland State Office Building, 800 NE Oregon Street, Room 1-B", Portland,OR,,,Stella Rausch-Scott,,stella.m.rausch-scott@state.or.us,,,,,,,true,,,,,,,,http://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/Pages/ems-com.aspx,,,
"Health Authority, Oregon",Work session(Brainstorm) to develop HCI concepts for 2019 Legislative session,This HCI community advisory group meeting is designed to brainstorm ideas and inputs for legislative concepts that would be presented to the 2019 legislature for consideration.,12/04/2017 02:30:00 PM,12/04/2017 04:00:00 PM,"Lincoln Building, OEI Conference Room, 421 SW Oak Street Suite 750, ", Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/377978685,1-888-251-2909,301558,,,,,https://global.gotomeeting.com/join/377978685,,,
"Health Authority, Oregon",All Payers All Claims Technical Advisory Group,,12/14/2017 01:00:00 PM,12/14/2017 03:00:00 PM,"421 SW Oak, Lincoln Building, Suite 775, Transformation Center Training Room", Portland,OR,,Yes,Stacey Schubert,,Stacey.S.Shuebert@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/2190799295908144387,1-888-204-5984,1277166,http://www.oregon.gov/oha/HPA/ANALYTICS/Pages/All-Payer-All-Claims-TAG.aspx,,,,http://www.oregon.gov/oha/HPA/ANALYTICS/Pages/All-Payer-All-Claims-TAG.aspx,,,
"Health Authority, Oregon",State EMS Committee,,10/13/2017 08:30:00 AM,10/13/2017 12:00:00 PM,"Portland State Office Building, 800 NE Oregon Street, Room 1-B", Portland,OR,,,Stella Rausch-Scott,,stella.m.rausch-scott@state.or.us,,,,,,,true,,,,,,,,http://public.health.oregon.gov/ProviderPartnerResources/EMSTraumaSystems/Pages/ems-com.aspx,,,
"Health Authority, Oregon",HCI Legislative and Policy Committee Meeting,"This community advisory group meeting makes recommendations to the Oregon Health Authority on the laws, administrative rules, and policies governing health care interpreters in Oregon.",06/07/2017 03:00:00 PM,06/07/2017 04:30:00 PM,"OEI Conference Room, Lincoln Building, 421 SW Oak Street, Suite 750 Portland OR. 97204", Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,true,,1-888-2512909,301558,,,,,,,,
"Health Authority, Oregon",Certificate of Need Program,,09/25/2017 01:30:00 PM,09/25/2017 03:30:00 PM,"Hermiston Conference Center, Rotary Altrusa Room, 415 State Highway 395", Hermiston,OR,"What: The Oregon Health Authority Certificate of Need Program will hold a public hearing to consider a certificate of need application by Lifeways, Inc. The company is proposing a 16-bed psychiatric hospital to be located in Hermiston and known as Aspen Springs Hospital. 

When: Monday, Sept. 25, 1:30 p.m. Any person can speak at the public meeting; those speaking may be questioned by the presiding officer or other OHA Public Health Division staff members. Testimony is limited to the proposal under review.

Where: Hermiston Conference Center, Rotary Altrusa Room, 415 State Highway 395, Hermiston.

Background: Under state rules (OAR 333-570-0060) a public meeting must be held to consider certificate of need applications. The purpose of the state’s certificate of need law is to ensure that health services are adequately distributed in the state without unnecessary duplication of services or excessive cost to patients.

Contact: For more information about this project, contact Jana Fussell, certificate of need coordinator, Public Health Division, 971-673-1108.

# # #
",Yes,Jana Fussell,971-673-1108,jana.fussell@state.or.us,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Tobacco Reduction Advisory Committee,,05/09/2017 02:00:00 PM,05/09/2017 04:00:00 PM,"Portland State Office Building, Room 1A, 800 NE Oregon St.",Portland,OR,"What: Public meeting of the Tobacco Reduction Advisory Committee. 

Agenda items include: TPEP 20th Anniversary update and coordination; Rapid Response Survey addressing tobacco preemption; legislative efforts check-in

When: Tuesday, May 9, 2-4 p.m.

Where: Portland State Office Building, 800 NE Oregon St., Room 1A, Portland.

Who: The Tobacco Reduction Advisory Committee is appointed by the Governor and comprises representatives from private organizations and state agencies dedicated to the reduction of the harmful impact of Oregonians’ tobacco use. 

Details: The meeting is open to the public. Please note that space is limited.

Individuals may request alternate formats, sign language interpreters, physical accessibility, or other reasonable accommodations by calling the Oregon Health Authority at 1-800-282-8096 at least 48 hours before the meeting.

# # #
",Yes,Jonathan Modie,971-246-9139,PHD.Communications@state.or.us,,,,,,,,,,,,,,,,,,
"Health Authority, Oregon",Work session(Brainstorm) to develop HCI concepts for 2019 Legislative session., This HCI community advisory group meeting is designed to brainstorm ideas and inputs for legislative concepts that would be presented to the 2019 legislature for consideration.,11/06/2017 02:30:00 PM,11/06/2017 04:00:00 PM,"Lincoln Building, OEI Conference Room, 421 SW Oak Street Suite 750, ", Portland,OR,,Yes,Kweku Wilson,971-673-3328,kweku.wilson@state.or.us,,,,,,,true,https://global.gotomeeting.com/join/377978685,1-888-251-2909,301558,,,,,https://global.gotomeeting.com/join/377978685,,,
"Health Authority, Oregon",Provider Directory Advisory Committee,,01/10/2018 01:00:00 PM,01/10/2018 04:00:00 PM,Portland State Office Building – Room 1D; 800 NE Oregon St. , Portland,OR,,Yes,Karen Hale,,Karen.Hale@state.or.us,,,,,,,true,http://www.oregon.gov/oha/HPA/OHIT/Pages/PDAC.aspx,,,http://www.oregon.gov/oha/HPA/OHIT/Pages/PDAC.aspx,,,,http://www.oregon.gov/oha/HPA/OHIT/Pages/PDAC.aspx,,,
"Health Authority, Oregon",Rule Advisory Committee – CCO Member Information Requirements,,08/31/2017 09:00:00 AM,08/31/2017 11:00:00 AM,"Barbara Roberts Human Services Building, Room 160, 500 Summer St NE,", Salem,OR,"Details: The Rules Advisory Committee (RAC) is seeking members to discuss proposed rule changes related to CMS 2390-F Managed Care effective 01/01/2018
Public call-in: 888-273-3658 
Call in access code: 902279
Contact: Kellie Skenandore, 503-947-5530, Kellie.M.Skenandore@dhsoha.state.or.us
",,Kellie Skenandore,503-947-5530,Kellie.M.Skenandore@dhsoha.state.or.us,,,,,,,,,888-273-3658,902279,,,,,,,,
"Health Authority, Oregon",Medicaid Advisory Committee,Medicaid Advisory Committee,11/03/2017 09:00:00 AM,11/03/2017 12:30:00 PM,Oregon State Library, Salem,OR,,Yes,Amanda Peden,503-208-1010,amanda.m.peden@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/6050377577263604227,1-888-398-2342,3732275,,,,,http://www.oregon.gov/oha/HPA/HP-MAC/Pages/index.aspx,,,
"Health Authority, Oregon",Medicaid Advisory Committee,Medicaid Advisory Committee,05/24/2017 09:00:00 AM,05/24/2017 12:00:00 PM,Oregon State library,Salem,OR,,Yes,Amanda Peden,503-2081010,amanda.peden@state.or.us,,,,,,,true,https://attendee.gotowebinar.com/register/8197099256253318658,"888.398.2342,",access code: 3732275.,,,,,https://www.oregon.gov/oha/OHPR/MAC/Pages/index.aspx,,,
