"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
"Energy, Department of",Energy Facility Siting Council Meeting,,04/22/2022 08:30:00 AM,04/22/2022 05:00:00 PM,Virtual,Salem,OR,,,Nancy Hatch,,nancy.hatch@energy.oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Code Stakeholder Panel,,03/15/2022 01:30:00 PM,03/15/2022 03:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,,02/25/2022 08:00:00 AM,02/25/2022 05:00:00 PM,Virtual,Salem,OR,,,Nancy Hatch,,nancy.hatch@energy.oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Community Renewable Energy Project Grant Program Rules Public Hearing,,01/26/2022 09:00:00 AM,01/26/2022 10:00:00 AM,Virtual,Salem,OR,,,Wendy Simons,,wendy.simons@energy.oregon.gov,,,,,,,true,https://www.oregon.gov/energy/Get-Involved/Pages/CREP-Rulemaking.aspx,,,https://www.oregon.gov/energy/Get-Involved/Pages/CREP-Rulemaking.aspx,,,,https://www.oregon.gov/energy/Get-Involved/Pages/CREP-Rulemaking.aspx,,,,
"Energy, Department of",Oregon Hanford Cleanup Board Meeting,,01/18/2022 08:00:00 AM,01/18/2022 02:00:00 PM,Virtual,Salem,OR,,,Mark Reese,,Mark.Reese@energy.oregon.gov,,,,,,,true,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,,,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,01/06/2022 01:00:00 PM,01/06/2022 05:00:00 PM,Virtual,Salem,OR,,,OGWC,,Oregon.GWC@Oregon.gov,,,,,,,true,https://www.keeporegoncool.org/meeting-calendar/2022/1/6/oregon-global-warming-commission-meeting-virtual,,,,,,,https://www.keeporegoncool.org/meeting-calendar/2022/1/6/oregon-global-warming-commission-meeting-virtual,,,,
"Energy, Department of",Energy Efficient Wildfire Rebuilding Incentive Program Public Hearing,,01/05/2022 04:00:00 PM,01/05/2022 05:00:00 PM,Virtual,Salem,OR,,Yes,Michael Freels,,Wildfire.Recovery@energy.oregon.gov,,,,,,,true,https://www.oregon.gov/energy/Get-Involved/Pages/EEWR-Rulemaking.aspx,,,https://www.oregon.gov/energy/Get-Involved/Pages/EEWR-Rulemaking.aspx,,,,https://www.oregon.gov/energy/Get-Involved/Pages/EEWR-Rulemaking.aspx,,,,
"Energy, Department of",Oregon Hanford Cleanup Board,,10/04/2021 08:00:00 AM,10/04/2021 02:15:00 PM,Virtual,Salem,OR,,Yes,Mark Reese,,Mark.Reese@oregon.gov,,,,,,,true,https://oregonenergy.webex.com/oregonenergy/j.php?MTID=me6c34ca0d82dbb2fa26904cf39c810df,,,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,,
"Energy, Department of",Oregon Energy Code Stakeholder Panel,,09/21/2021 01:30:00 PM,09/21/2021 03:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,true,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx,,,,,,,,
"Energy, Department of",Energy Advisory Work Group,,08/30/2021 01:30:00 PM,08/30/2021 04:30:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,true,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx,,,,,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,,08/27/2021 08:30:00 AM,08/27/2021 03:30:00 PM,Virtual,Salem,OR,,Yes,ODOE,,energy.siting@oregon.gov,,,,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,08/04/2021 01:00:00 PM,08/04/2021 05:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=eba97615bd5bd33dd7f9bd5610f623d94,,,https://www.keeporegoncool.org/meeting-calendar/2021/8/4/oregon-global-warming-commission-meeting-virtual,,,,https://www.keeporegoncool.org/meeting-calendar/2021/8/4/oregon-global-warming-commission-meeting-virtual,,,,
"Energy, Department of"," Public Workshop for the Protected Areas, Scenic Resources, and Recreation Rulemaking",,07/28/2021 01:00:00 PM,07/28/2021 04:00:00 PM,Virtual,Salem,OR,,,Christopher Clark,,christopher.clark@energy.oregon.gov,,,,,,,true,https://oregonenergy.webex.com/oregonenergy/j.php?MTID=m4abfa3fe3303420db7b612f1234afd09,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Facility-Siting-Council-Rulemaking.aspx#PASRR,,,,,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,,07/23/2021 08:30:00 AM,07/23/2021 02:00:00 PM,Virtual,Salem,OR,,,ODOE,,energy.siting@oregon.gov,,,,,,,true,https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2021-07-23-Meeting-Agenda.pdf,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,,06/24/2021 08:00:00 AM,06/25/2021 05:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Code Stakeholder Panel,,06/15/2021 01:30:00 PM,06/15/2021 03:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/j.php?MTID=m321be0d7b3b452853d6819996e6936ec,,,,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,06/04/2021 01:00:00 PM,06/04/2021 05:00:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,,,,,,,,,https://www.keeporegoncool.org/meeting-calendar/2021/6/4/oregon-global-warming-commission-meeting-virtual,,,,
"Energy, Department of",Energy Advisory Work Group,,06/02/2021 03:00:00 PM,06/02/2021 04:30:00 PM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,05/07/2021 01:00:00 PM,05/07/2021 05:00:00 PM,Virtual,Salem,OR,,,OGWC,,info@keeporegoncool.org,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=eeb10725dfd39abc7a4f619382a085433,,,,,,,https://www.keeporegoncool.org/meeting-calendar/2021/5/7/oregon-global-warming-commission-meeting-virtual,,,,
"Energy, Department of",Oregon Hanford Cleanup Board,,03/22/2021 08:00:00 AM,03/22/2021 01:30:00 PM,Virtual,Salem,OR,,Yes,Mark Reese,,Mark.Reese@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=e26560f364a48887842226765f3bb23e3,,,,,,,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,10/30/2020 09:30:00 AM,10/30/2020 02:30:00 AM,Virtual,Salem,OR,,,OGWC,,Oregon.GWC@Oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=e254e7d53cb1a2ba0ca4df1f7147090ac,,,,,,,https://www.keeporegoncool.org/meeting-calendar/2020/10/30/oregon-global-warming-commission-meeting-virtual,,,,
"Energy, Department of",(In-person)Public Meeting on Chemical Waste Management Risk Assessment and Corrective Action Plan,,09/30/2020 06:00:00 PM,09/30/2020 08:00:00 PM,1200 Main Street , Arlington,OR,"In-Person Meeting September 30, 2020, 6 – 8 p.m. ODOE will host an in-person meeting outdoors at the Arlington High School football stadium (1200 Main Street in Arlington). Attendees are required to practice COVID-19 physical distancing guidelines and to wear face coverings outdoors whenever six feet of physical space is not possible. The school district will capture attendee information for contact-tracing purposes. ",,ODOE,,askenergy@oregon.gov,,,,,,,true,,,,,,,,https://energyinfo.oregon.gov/blog/2020/9/17/oregon-department-of-energy-to-host-public-meetings-september-30-on-chemical-waste-management-risk-assessment-and-corrective-action-plan,,,,
"Energy, Department of",(Virtual)Public Meeting on Chemical Waste Management Risk Assessment and Corrective Action Plan,,09/30/2020 09:00:00 AM,09/30/2020 11:00:00 AM,Virtual,Salem,OR,"Virtual Meeting September 30, 2020, 9 – 11 a.m. ODOE will host a virtual meeting beginning at 9 a.m. via the online platform WebEx. 
•	WebEx Link: https://odoe.webex.com/odoe/onstage/g.php?MTID=e61386b210821d632ebf60b962f87e41a 
•	If prompted for a password, enter Managers
We encourage participants to join online, if possible, so they may view presentation materials and submit questions through the chat function. An alternate phone number is available for call-in: 1-408-418-9388 (access code 173 016 8425).
",,ODOE,,askenergy@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=e61386b210821d632ebf60b962f87e41a,1-408-418-9388,173 016 8425,,,,,https://energyinfo.oregon.gov/blog/2020/9/17/oregon-department-of-energy-to-host-public-meetings-september-30-on-chemical-waste-management-risk-assessment-and-corrective-action-plan,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,,09/25/2020 08:30:00 AM,09/25/2020 04:00:00 AM,Virtual,Salem,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Oregon Energy Code Stakeholder Panel,,09/22/2020 01:30:00 AM,09/22/2020 03:00:00 AM,Virtual,Salem,OR,,,ODOE,,askenergy@oregon.gov,,,,,,,true,https://odoe.webex.com/webappng/sites/odoe/meeting/download/692022904f2f4f3c86cedf989f9275b3?siteurl=odoe&MTID=m1e97e008776939b5f258a0f3877cafe2,,,,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx,,,,
"Energy, Department of",Radioactive Materials Enforcement Rulemaking Advisory Committee,,08/26/2020 01:00:00 PM,08/26/2020 04:00:00 PM,Virtual, Salem,OR,,,Christopher Clark,,christopher.clark@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=e9d75c6456db190dbb3b47bd655043a00,1-408-418-9388,129 410 1589,https://www.oregon.gov/energy/Get-Involved/rulemakingdocs/2020-08-26-R195-029-RAC2-Agenda.pdf,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Facility-Siting-Council-Rulemaking.aspx#Waste,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,,08/21/2020 08:30:00 AM,08/21/2020 02:30:00 PM,Virtual, Salem,OR,,,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=e313c3e3b2089ac20b251b67831cef6f7,1-408-418-9388,129 363 3552,https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-08-21-EFSC-FINAL-Meeting-Agenda.pdf,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Advisory Work Group Virtual Meeting ,,06/29/2020 01:00:00 PM,06/29/2020 03:00:00 PM,Virtual, Salem,OR,"The Oregon Department of Energy will hold an Energy Advisory Work Group meeting on June 29, 2020. 
 
Please note this will be a virtual meeting with an option for remote online participation. Connection details will be available on ODOE's website ahead of the meeting.
 
Meeting Details:
Monday, June 29, 2020 |  1 - 3 p.m.
 
An agenda and materials for the EAWG meeting will be posted in advance on our website. We plan to discuss ODOE's budget, the 2020 Biennial Energy Report, and updates on other ODOE activities. 
 
The meeting will be open to the public in listen-only mode. Information from prior Energy Advisory Work Group meetings is available online. 
",,ODOE,,askenergy@oregon.gov,,,,,,,,https://odoe.webex.com/odoe/onstage/g.php?MTID=e34b6e34144faa3fd9c412dc3244e800d,,,https://www.oregon.gov/energy/Get-Involved/Documents/2020-06-29-EAWG-Mtg-Materials.pdf,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx,,,,
"Energy, Department of",Energy Facility Siting Council,,06/26/2020 08:30:00 AM,06/26/2020 11:30:00 AM,Virtual, Salem,OR,Regular public meeting of the Energy Facility Siting Council.,Yes,Michiko Mata,,Michiko.Mata@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=e8b3510c2e3c90c1329ad6e58f4aad857,,,https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-06-25-26-EFSC-Meeting-Agenda.pdf,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council ,,06/25/2020 04:30:00 PM,06/24/2020 06:30:00 PM,Virtual, Salem,OR,Regular public meeting of the Energy Facility Siting Council.,Yes,Michiko Mata,,Michiko.Mata@oregon.gov,,,,,,,true,https://odoe.webex.com/odoe/onstage/g.php?MTID=ecf51c04620fc5d782053a3a4c77afded,,,https://www.oregon.gov/energy/facilities-safety/facilities/Council%20Meetings/2020-06-25-26-EFSC-Meeting-Agenda.pdf,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,06/24/2020 01:00:00 PM,06/24/2020 04:00:00 PM,Virtual, Salem,OR,"The Oregon Global Warming Commission will meet virtually, Wednesday, June 24, 2020. 

OGWC Meeting- Virtual WebEX Event
You can join the WebEX Event as an attendee by registering via the link below. Registration does not open until meeting starts. You will be asked to enter your first and last name, email address and then click the Submit button to be connected to the meeting.

Event Registration Link: : https://odoe.webex.com/odoe/onstage/g.php?MTID=e5a0705ee59c0a62c1ec065209a715732

Members of the public are welcome to provide written comments for distribution to Commissioners in advance of the meeting through the contact form online or by email (Oregon.GWC@oregon.gov) through June 17, 2020, 11:59 p.m. Time will be reserved for additional public comment beginning at approximately 3:45 p.m.",Yes,Catherine MacDonald,503-475-6782,info@keeporegoncool.org,,,,,,,,https://odoe.webex.com/odoe/onstage/g.php?MTID=e5a0705ee59c0a62c1ec065209a715732,,,https://www.keeporegoncool.org/s/Oregon_GWC_June-24-2020-Agenda.pdf,,,,https://www.keeporegoncool.org/meeting-calendar/2020/6/24/oregon-global-warming-commission-meeting-virtual,,,,
"Energy, Department of",Oregon Energy Code Stakeholder Panel,,06/16/2020 01:00:00 AM,06/16/2020 02:30:00 PM,Virtual, Salem,OR,"​In an effort to achieve directives included in Governor Brown's Executive Order 20-04, the Oregon Department of Energy is convening monthly stakeholder meetings to discuss energy code development and code specifications and calculations, and to inform our code consultation to Oregon’s Building Codes Division.

https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx?fbclid=IwAR1wYdP6t0teLTHeTSpysucpK7-7pWcMzfMUaYLgLl_wLHZF6uCFgxPejt8",,Roger Kainu,,Roger.Kainu@oregon.gov,,,,,,,,https://odoe.webex.com/odoe/onstage/g.php?MTID=e70fa02c45023fcbab6e360c7d4252061,,,https://www.oregon.gov/energy/Get-Involved/Documents/2020-06-16-Code-Stakeholder-Mtg-Agenda.pdf,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Code-Stakeholder-Panel.aspx?fbclid=IwAR1wYdP6t0teLTHeTSpysucpK7-7pWcMzfMUaYLgLl_wLHZF6uCFgxPejt8,,,,
"Energy, Department of",RESCHEDULED FOR LATER DATE - EFSC Public Hearing on the DPO - Obsidian Solar Facility,,05/21/2020 05:30:00 PM,05/21/2020 07:00:00 PM,Virtual,Lake County,OR,"A public hearing, to be held remotely via webinar/teleconference. 

Zoom Presentation: https://zoom.us/j/99010585686

The Department strongly recommends joining the Zoom meeting via the online webinar, if possible. When you join, please use your full name so it is easier to identify attendees and manage public comments. Public participants will be in listen-only mode but can use the Zoom tool to “raise your hand"" to share public comments. Additional instructions will be provided during the hearing for comments over the phone.

Join Webinar by Phone: +1-253-215-8782
Webinar ID for Call-In Feature: 990 1058 5686

For more details visit: https://www.oregon.gov/energy/facilities-safety/facilities/Pages/OSC.aspx",Yes,Kellen Tardaewether,,kellen.tardaewether@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/OSC.aspx,,,,
"Energy, Department of",Oregon Global Warming Commission Meeting,,05/13/2020 01:00:00 PM,05/13/2020 04:00:00 PM,Virtual, Salem,OR,"The Oregon Global Warming Commission will meet virtually, Thursday, May 13, 2020. 

You can join the WebEX Event as an attendee by registering via the link below. Registration does not open until meeting starts. You will be asked to enter your name, email and the event password then select “Join by browser” to be connected to the meeting.
  
Event Registration Link: https://odoe.webex.com/odoe/onstage/g.php?MTID=ec089f43851f3fa0f32a376eb17e0fe9b
Event password: ODOE

For more details, including meeting materiel visit: https://www.keeporegoncool.org/meeting-calendar/2020/5/13/oregon-global-warming-commission-meeting ",Yes,Linda Ross,,linda.ross@oregon.gov,,,,,,,true,,,,,,,,https://www.keeporegoncool.org/meeting-calendar/2020/5/13/oregon-global-warming-commission-meeting,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,04/24/2020 08:30:00 AM,04/24/2020 02:30:00 PM,Oregon Department of Energy, Salem,OR,Meeting will be held by webinar -- details forthcoming.,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,04/24/2020 08:30:00 AM,04/24/2020 02:30:00 PM,Oregon Department of Energy, Salem,OR,Meeting will be held by webinar -- details forthcoming.,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Advisory Work Group,,04/09/2020 01:00:00 PM,04/09/2020 03:00:00 PM,Remote Zoom Meeting,Salem,OR,"Join the meeting via Zoom: 
https://zoom.us/j/477537692
Please enter your full name when joining the meeting. Participants will be in listen-only mode, but will have an opportunity to ask questions or make comments. ",,Jennifer Kalez,503-378-5054,jennifer.kalez@oregon.gov,,,,,,,true,https://zoom.us/j/477537692,,,,,,,https://www.oregon.gov/energy/Get-Involved/Pages/Energy-Advisory-Work-Group.aspx,,,,
"Energy, Department of",Oregon Hanford Cleanup Board Meeting: CANCELLED,This is a regular meeting of the Board.,03/31/2020 08:30:00 AM,03/31/2020 01:00:00 PM,Best Western Plus Inn, Hood River,OR,This meeting has been cancelled.,Yes,Mark Reese,,mark.reese@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,,
"Energy, Department of",Oregon Hanford Cleanup Board Meeting: CANCELLED,This is a regular meeting of the Board.,03/30/2020 01:00:00 PM,03/30/2020 05:00:00 PM,Best Western Plus Inn, Hood River,OR,This meeting has been cancelled.,Yes,Mark Reese,,mark.reese@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/safety-resiliency/Pages/OHCB-Meetings.aspx,,,,
"Energy, Department of",Zero Emission Vehicle Interagency Working Group,This is a regular meeting of the Work Group.,03/20/2020 10:30:00 AM,03/20/2020 12:00:00 PM,800 NE Oregon Street, Portland,OR,,,Evan Elias,,evan.m.elias@oregon.gov,,,,,,,,,,,,,,,https://www.oregon.gov/energy/Get-Involved/Pages/ZEVIWG-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,03/13/2020 08:30:00 AM,03/13/2020 02:00:00 PM,Columbia Gorge Discovery Center & Museum, The Dalles,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,03/13/2020 08:30:00 AM,03/13/2020 02:00:00 PM,Columbia Gorge Discovery Center & Museum, The Dalles,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,01/24/2020 08:00:00 AM,01/24/2020 02:30:00 PM,Best Western Plus Inn, Hood River,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,"https://www.google.com/maps/place/Best+Western+Plus+Hood+River+Inn/@45.7118912,-121.5009495,16z/data=!4m8!3m7!1s0x54960e145fdc62a3:0x11ea36160a88f395!5m2!4m1!1i2!8m2!3d45.7118875!4d-121.4987555",,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,01/23/2020 05:00:00 PM,01/23/2020 07:00:00 PM,Best Western Plus Inn, Hood River,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,"https://www.google.com/maps/place/Best+Western+Plus+Hood+River+Inn/@45.7118912,-121.5009495,16z/data=!4m8!3m7!1s0x54960e145fdc62a3:0x11ea36160a88f395!5m2!4m1!1i2!8m2!3d45.7118875!4d-121.4987555",,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,12/20/2019 08:00:00 AM,12/20/2019 01:00:00 PM,Red Lion Inn, Pendleton,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
"Energy, Department of",Energy Facility Siting Council Meeting,This is a regular meeting of the Council.,12/19/2019 05:00:00 PM,12/19/2019 07:00:00 PM,Red Lion Inn, Pendleton,OR,,Yes,Michiko Mata,,michiko.mata@oregon.gov,,,,,,,true,,,,,,,,https://www.oregon.gov/energy/facilities-safety/facilities/Pages/Council-Meetings.aspx,,,,
