"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Agriculture Department,Oregon Invasive Species Council Meeting,OISC Summer Meeting,07/09/2013 08:00:00 AM,07/10/2013 03:30:00 PM,BLM North Bend Office 1300 Airport Lane, North Bend,OR,"<p>- Sudden Oak Death – Ellen Goheen, USFS Plant Pathologist at the Southwest Oregon Forest Insect and Disease Service Center. - Local Topics—Several speakers will inform Council members of their challenges addressing invasive species issues in the Coos Bay/Charleston area. Discussion with local legislators—Sen. Arnie Roblan, Rep. Caddy McKeown. Wrinkled Dune Snail—Ann Ferguson, USDA-APHIS PPQ. Smallmouth bass in the Coquille Basin—Rick Boatner, ODFW. Biocontrol for Himalayan Blackberry and Gorse—Tim Butler, ODA. Spartina along the Coast of Oregon—Vanessa Howard, PSU. WORKING LUNCH—Council Hot Topics—Council members will discuss existing and emerging hot topics (lunch catered); presentation on the Institute for Applied Ecology cookoff (status and update)—All Council members. FISO—Council members will discuss the status of the invasive species funding initiative for Oregon. Council Administrative Updates—Council members will discuss: • Status of new OISC beta website • Status of OISC budget • Pest risk assessments for 100 Worst List (select 6 for December 2013). Boat Inspection Stations update will be provided on the 2013 boat inspection station program, and members will discuss how to advance regional concepts • JULY 10 – FIELD TRIP- Leave Hotel at 7:30am. Stop One – Charleston Boat Basin (8:00am–9:45am). Richard Emlet (OIMB) and the Tunicate team will discuss the tunicate issue in the basin. Travel to Stop Two – 9:45am–10:15am. South Slough National Estuarine Research Reserve (10:15am–noon). Craig Cornu and Steve Rumrill, Scott Groth will discuss the local area and the management plan for South Slough NERR, including their approaches to addressing invasive species issues. Focus on estuarine snail invaders Travel to Stop Three (1:00pm–1:30pm).Shore Acres State Park (1:30pm–3:30pm). Glenn Dolphin on boating, AIS, and coastal aquatic lakes – new boat wash station at Ten Mile Lake.</p>",,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,http://www.oregon.gov/oisc/docs/pdf/oisc_mtgagenda_july2013.pdf,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,OISC meeting,12/10/2014 09:00:00 AM,12/10/2014 05:00:00 PM,"Chemeketa Eola, 215 Doaks Ferry Road NW, Salem, OR 97304 ", Salem,OR,(Merlot Room),,L Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,,,,,
Agriculture Department,Oregon Invasive Species Council Annual Awards Dinner,,12/14/2015 05:00:00 PM,12/14/2015 07:30:00 PM,"Red Lion Hotel, 3301 Market Street NE",Salem,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,http://www.oregoninvasivespeciescouncil.org/,,,,
Agriculture Department,Oregon Invasive Species Council meeting,OISC meeting,10/08/2014 08:30:00 AM,10/08/2014 05:00:00 PM,"Oregon Department of Forestry, Tillamook Conference Room, Building C, 2600 State St, Salem OR ", Salem,OR,,,L Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,Fall Council Meeting,10/14/2015 09:00:00 AM,10/14/2015 05:00:00 PM,Portland State University in the Smith Memorial Student Union (SMSU) building room 29,Portland,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,http://www.oregoninvasivespeciescouncil.org/meeting-information,,,,
Agriculture Department,Oregon Invasive Species Council Winter Meeting,,12/14/2015 09:00:00 AM,12/14/2015 03:00:00 PM,"Red Lion Hotel, 3301 Market Street NE",Salem,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,true,,,http://www.oregoninvasivespeciescouncil.org/meeting-information,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,Fall Council Meeting,10/14/2015 09:00:00 AM,10/14/2015 05:00:00 PM,Portland State University in the Smith Memorial Student Union (SMSU) building room 29,Portland,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,http://www.oregoninvasivespeciescouncil.org/meeting-information,,,,
Agriculture Department,2015 Oregon Invasive Species Council Summer Meeting,,06/30/2015 08:00:00 AM,07/01/2015 05:00:00 PM,U.S. Forest Service JH Stone Nursery,Central Point,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,,,,,
Agriculture Department,Oregon Invasive Species Council Evaluation Committee, Ex_Officios,04/10/2015 08:30:00 AM,04/10/2015 10:30:00 AM,ODA Plant Program Area Conference Room,Salem,OR,Executive Session Ex-Officios Review of RFPs for Coordinator,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,,,,,
Agriculture Department,Oregon Invasive Species Council Special Meeting,,10/30/2014 10:00:00 AM,10/30/2014 11:00:00 AM,"ODA, 635 Capitol Street NE, Plant Program Conference Room, Salem, OR 97301",Salem,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,888-808-6929,Participant Code #268651,,,,,
Agriculture Department,Oregon Invasive Species Council ,Summer Meeting,06/14/2016 09:00:00 AM,06/15/2016 04:00:00 PM,"Deschutes Services Building, 1300 NW Wall Street ", Bend,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,,,,http://www.oregoninvasivespeciescouncil.org,,,,
Agriculture Department,Oregon Invasive Species Council (OISC) Meeting,Oregon Invasive Species Council Fall Meeting. ,11/13/2018 09:00:00 AM,11/14/2018 12:00:00 PM,Portland State University Smith Memorial Student Union Browsing Lounge- Room 238 ,Portland ,OR,,,"Jalene Littlejohn, OISC Coordinator ",,coordinator@oregoninvasivespeciescouncil.org,,,,,,,true,+1 669 900 6833 or +1 646 876 9923,245 171 057,,,,,
Agriculture Department,Oregon Invasive Species Council Summer Meeting,Local Information Forum,06/20/2017 10:00:00 AM,06/20/2017 04:00:00 PM,"Hermiston Agricultural Research Extension Center, 2121 S 1st St", Hermiston,OR,Social Hour following.,,Cara McFetridge,5039864660,cmcfetridge@oda.state.or.us,,,,,5039864660,,true,1-872-240-3412,667-961-157,https://static1.squarespace.com/static/58740d57579fb3b4fa5ce66f/t/5923946d1e5b6c955134c6b2/1495503982140/OISCMeetingAgendaJune2017.pdf,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,,03/15/2016 08:45:00 AM,03/15/2016 04:30:00 PM,"Oregon Department of Forestry, 2600 State Street",Salem,OR,,,Leslie Shaffer,503-986-4660,lshaffer@oda.state.or.us,,,,,,,true,(669) 224­3412,access code: 119­444­021,http://www.oregoninvasivespeciescouncil.org/meetings/,,,,
Agriculture Department,Oregon Invasive Species Council meeting,,10/27/2016 09:00:00 AM,10/27/2016 04:00:00 PM,"2701 NW Vaughn St, Ste. 450",Portland,OR,,,Jalene Littlejohn,(971) 998-0573,jalene@littlejohnenvironmental.com,,https://goo.gl/maps/q8a2dun3htQ2,,,,,true,1 (872) 240-3212,924-052-461,,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,Business Meeting,06/21/2017 08:30:00 AM,06/21/2017 02:30:00 PM,"Oxford Suites Hermiston, 1050 N 1st St", Hermiston,OR,,,Cara McFetridge,5039864660,cmcfetridge@oda.state.or.us,,"https://www.google.com/maps/place/Oxford+Suites+Hermiston/@45.848156,-119.2918337,17z/data=!3m1!4b1!4m5!3m4!1s0x54a2b916e2ce7fe5:0x1581cf250a8ef9ed!8m2!3d45.848156!4d-119.289645",,,,,true,+1 (872) 240-3412,667-961-157,https://static1.squarespace.com/static/58740d57579fb3b4fa5ce66f/t/5923946d1e5b6c955134c6b2/1495503982140/OISCMeetingAgendaJune2017.pdf,,,,
Agriculture Department,Oregon Invasive Species Council Meeting,,12/13/2016 09:00:00 AM,12/13/2016 03:30:00 PM,"ODA Hawthorne Facility, 151 Hawthorne Ave NE", Salem,OR,,,Cara McFetridge,503-986-4660,cmcfetridge@oda.state.or.us,,,,,,,,,,,,,,
Agriculture Department,OISC- Oregon Invasive Species Council,Oregon Invasive Species Council (OISC) Business meeting including committee reports ,02/19/2019 01:00:00 PM,02/19/2019 04:00:00 PM,See agenda for locations & video conferencing options ,"Portland, Salem ",OR,Oregon Invasive Species Council (OISC) Business meeting including committee reports. This business meeting will be available via video conferencing.  See attached agenda for RSVP details & remote access details & video hub sites. RSVP LINK: https://goo.gl/forms/UrwyW2jPlS3dUQoF2,Yes ,Jalene Littlejohn,971-998-0573,j.littlejohn@samarapdx.com,,,,,,,true,1-669-900-6833,869 119 130,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Meeting,OISC Summer Meeting ,06/26/2012 09:45:00 AM,06/27/2012 02:00:00 PM,Inn at Cross Keys Station 66 NW Cedar Street, Madras,OR,,yes,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,503-704-2884,,,,,http://oregon.gov/OISC/,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Meeting,OISC Fall Meeting,11/19/2013 08:30:00 AM,11/20/2013 11:45:00 AM,Oregon Department of Fish and Wildlife 4034 Fairview Industrial Dr SE, Salem,OR,"Welcome & Introduction status of of new OISC Coordinator. Hungry Pest, 2013 EDRR Updates for 100 Worst Species: Tunicates, Sudden Oak Death, Zebra/quagga mussels, “A” Weeds, Japanese Beetle/Gypsy Moth, and Feral Pigs.  Discussion on 
Emerging Pests: Brown Mormorated Stinkbug, Spotted Wing Drosophila, and Azalea Lacebug.  Working Lunch: Committee Reports, ODF&W Tour of new headquarters. Feral Cats panel:Q&A, discussion, and next steps

Wednesday, 11/20 (Business Meeting)
OISC Finances, Year End Business, and
Critical Review (Mark Systma)",,Tristen Berg,503-986-4660,tristen.l.berg@state.or.us,,,,Tristen Berg,503-986-4660,tberg@oda.state.or.us,,,,http://www.oregon.gov/OISC/Pages/index.aspx,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council,,03/08/2022 01:00:00 PM,03/08/2022 04:30:00 PM,https://meet.goto.com/oisc ,Virtual,OR,,Yes,Patrick Sieng,,coordinator@oregoninvasivespeciescouncil.org,,,,,,,true,(872) 240-3412 ,463-999-709,,,,,
"Invasive Species Council, Oregon",Council Meeting,Appoint new chair due to vacancy,07/29/2022 08:30:00 AM,07/29/2022 09:00:00 AM,Virtual,Salem,OR,"Please join my meeting from your computer, tablet or smartphone.
https://meet.goto.com/oisc

You can also dial in using your phone.
United States: +1 (872) 240-3412

Access Code: 463-999-709",Yes,Patrick Sieng,,coordinator@oregoninvasivespeciescouncil.org,,,,,,,true,(872) 240-3412,463-999-709,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Meeting,OISC Fall Meeting,09/12/2012 08:00:00 AM,09/12/2012 12:00:00 PM,"Oregon Department of Forestry, Tillamook Room, 2600 State Street", Salem,OR,,,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,,,,,
"Invasive Species Council, Oregon",Winter Meeting and Awards Dinner,Quarterly meeting ,02/12/2013 10:00:00 AM,02/12/2013 06:00:00 PM,"CCBI Building, 626 High Street NE", Salem,OR,"Introduction to new and existing council members. Review OISC budget, discuss 100 Worst List, update on new smartphone applications for Squeal on Pigs, committee reports and next steps for OISC Advisory Committee. Annual Awards dinner will start at 5:00 pm",,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Summit,Stop the Invasion: Protection through Prevention An Oregon Invasive Species Council Summit,11/16/2012 08:30:00 AM,11/16/2012 04:30:00 PM,Chemeketa Eola Viticulture Center Doak's Ferry Road, Salem,OR,"The Oregon Invasive Species Council is hosting its third statewide invasive species summit. The day-long event will bring together agency, industry, academic, and nonprofit leaders and legislators together to:
Listen from experts about the economic and environmental effects of invasive species that exist in other states/regions and are considered a high risk threat to Oregon;
Give Oregon legislators an opportunity to participate on a panel discussion to share their perspectives and views on funding mechanisms, policy, and public awareness of invasive species issues; 
Give Oregon natural resource agency directors an opportunity to participate on a panel discussion regarding the role of the Invasive Species Council and challenges implementing and prioritizing programs; and
Participate in interactive breakout sessions to develop priority actions to protect Oregon from the introduction and spread of invasive species.
Similar to previous summits, the outcome of this summit will be a set of actions the Oregon Invasive Species Council will take the lead on implementing.
",,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,http://www.oregon.gov/OISC/Pages/index.aspx,,,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,,,,,
"Invasive Species Council, Oregon",Council Meeting,,10/18/2022 08:00:00 AM,10/19/2022 05:00:00 PM,ODFW Commission Room - 4034 Fairview Industrial Dr SE,Salem,OR,,Yes,Patrick Sieng,,coordinator@oregoninvasivespeciescouncil.org,,,,,,,,,,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Meeting,OISC Fall Meeting,09/11/2012 08:00:00 AM,09/11/2012 05:00:00 PM,"Chemeketa Winema, 4001 Winema Place NE Suite 200", Salem,OR,"Report on OISC committee activities to the full Council. Update efforts to engage entities in Japanese beetle eradication funding. Work with aviation industry on messaging to sea plane pilots. Status of Shipping Transport of AIS Task Force request to Senator Dingfelder. Update on Tri-state feral swine outreach campaign. Update on Arundo biofuel project. Asian gypsy moth and ports of entry update.
•	Review of Oregon Attorney General opinion on use of the highway trust fund to support invasives work along Oregon’s highways, and next steps
•	Discuss the budget, fundraising, and pending grants

•	Obtain input on the suggested top 10 2012 stories to include the Oregon Invasive Species Report Card",,Lisa DeBruyckere,(503) 704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,(503)704-2884,lisad@createstrat.com,,,,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Winter Meeting,Winter Meeting and Annual Awards Banquet,02/21/2012 11:00:00 AM,02/21/2012 08:00:00 PM,"CCBI building, Room 115 626 High Street NE", Salem,OR,"Winter Meeting is scheduled 11:00 am to 5:00 pm, followed by the Annual Awards Banquet 5:45 to 8:00 pm.  Please confirm attendance with Lisa DeBruyckere by February 14, 2012.",,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,,"CCBI building Room 115 626 High Street Salem OR, NE
(44.945590460551, -123.034202836487)",21,11,2409
"Invasive Species Council, Oregon",Oregon Invasive Species Council Winter Meeting,Winter Meeting and Annual Awards Banquet,02/22/2012 09:00:00 AM,02/22/2012 02:00:00 PM,"Oregon Dept of Forestry, Santiam Room, Bldg D, 2600 State Street", Salem,OR,,,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,Lisa DeBruyckere,503-704-2884,lisad@createstrat.com,,,,,"Oregon Dept of Forestry Santiam Room Bldg D 2600 State Street Salem, OR
(44.933259999849, -123.043810000031)",21,11,2409
"Invasive Species Council, Oregon",Council Meeting & Field Visits,,06/14/2022 08:30:00 AM,06/15/2022 01:30:00 PM,Southwestern Oregon Community College,Coos Bay,OR,,Yes,Patrick Sieng,,coordinator@oregoninvasivespeciescouncil.org,,,,,,,true,,,,,,,
"Invasive Species Council, Oregon",Oregon Invasive Species Council Meeting,Second Quarter Council Meeting,06/18/2014 09:00:00 AM,06/19/2014 04:00:00 PM,Deschutes County Road Department Large Conference Room, Bend,OR,,,Leslie Shaffer,,leslie.c.shaffer@state.or.us,,,,,,,,,,,,,,
