"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Early Learning Council,Early Learning Council Meeting,February's Early Learning Council Meeting,02/13/2014 11:00:00 AM,,"900 Court St NE, Room 257, Salem, OR 97301", Salem,OR,"PLEASE NOTE THAT THERE IS LIMITED CAPACITY IN ROOM 257.

We will have overflow seating and viewing available in the Somerville Small Conference Room at the Somerville Building, 775 Court St NE, Salem, OR 97301.
",Yes,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,,,,,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/sCemUFmjQ0teAzflgCdzv1Wvrlp3mQk7Hz2tNreTvKU?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Early Learning Council,Early Learning Council Equity Subcommittee,April 2014 Meeting,04/21/2014 10:00:00 AM,,"775 Summer St NE, 2nd Floor", Salem,OR,The Equity Subcommittee of the Early Learning Council will be meeting on April 21st at 10:00 in the Business Oregon Conference Room at the Division of State Lands building in Salem.,Yes,Brett Walker,,brett.walker@state.or.us,,,,,,,,,,,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/8V9ouhdwkmTejcknK5UeonTdqdVTRTcjO4sfi4mh6lU?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Early Learning Council,June Council Meeting,June Council Meeting,06/25/2014 09:00:00 AM,,"State Lands Board Room, 775 Summer St NE", Salem,OR,,,Teresa Waite,503-947-1891,teresa.n.waite@state.or.us,,,,,,,,,,,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/iLAMQ-F4_G7h1Bk5ndcL90kjiYOyrgC1q_fDaA36xlY?filename=application%2Fpdf%3B+charset%3Dbinary,,https://earlylearningcouncil.files.wordpress.com/2013/03/june25councilmaterials_public.pdf,,,
Early Learning Council,The Early Learning Council,Meeting og the Early Learning Council,11/12/2013 10:00:00 AM,11/12/2013 04:00:00 PM,"Portland State University, Smith Memorial Student Union, 3rd floor, 327-9, 1825 SW Broadway", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://www.oregon.gov/Gov/Pages/oeib/OregonEducationInvestmentBoard.aspx,,,
Early Learning Council,OHPB/Early Learning Council,"SB 909 (2011) established the Oregon Education Investment Board (OEIB) and the Early Learning Council (ELC), a nine-member Governor-appointed committee.  The Council is responsible for assisting the OEIB in overseeing a unified system of early learning services for the purpose of ensuring that children enter school ready to learn by kindergarten.  HB 4165 (2012) expanded the Early Learning Council to serve as the state advisory council for the purpose of the federal Head Start Act.  To fulfill this role, the Council was expanded to nineteen members.  By February 2013, the ELC is responsible for submitting a report to the Legislature on a regional system of early learning services including the functions and administration of community-based coordinators.",12/20/2012 09:00:00 AM,12/20/2012 12:00:00 PM,"827 NE Oregon St., Rm. A", Portland,OR,"The Early Learning Council / Oregon Health Policy Board Joint Subcommittee will meet on Thursday, December 20th from 9 a.m. - 12 noon at 827 NE Oregon Street, Room A, Portland, 97232. ",No,Richelle Borden,503-945-6956,richelle.borden@state.or.us,,,,Richelle Borden,503-945-6956,richelle.borden@state.or.us,,,,,,ari.a.ettinger@state.or.us,,,,,,
Early Learning Council,Community Forum,Community Forum,11/14/2012 06:30:00 PM,11/14/2012 08:00:00 PM,"Southwestern Oregon Community College, Oregon Coast Culinary Institute, 1988 Newmark Ave., ", Coos Bay,,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Child Care and Education Committee August Meeting,Standing committee of the Early Learning Council,08/20/2015 01:00:00 PM,08/20/2015 03:00:00 PM,Conference Call, Salem,OR,This will be an electronic meeting only.,,Teresa Waite,503-947-1891,teresa.n.waite@ode.state.or.us,,,,,,,true,,1 866 899 4679,197-742-293,http://oregonearlylearning.com/child-care-education-subccommittee/,,,,,,,
Early Learning Council,Early Learning Council Equity Subcommittee,May/June meeting,06/02/2014 11:00:00 AM,,"Somerville Large Conference Room, 775 Court St NE", Salem,OR,,,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,,,,,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/0dfGJU9Q2AP6dho88VjDUZwEEzmRMAv1fMWSvcsnmPM?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Early Learning Council,Early Learning Council Meeting,"The Early Learning Council will convene their January meeting via WebEx, although the public is welcome to join some members in-person.",01/13/2014 01:00:00 PM,,"Somerville Large Conference Room, 775 Court St NE", Salem,OR,"The Early Learning Council will be reviewing Rules via WebEx. Public testimony many be submitted electronically to earlylearning.oeib@state.or.us and in-person testimony will be accepted after presentations are complete.

You may join the WebEx at https://oregoned.webex.com/oregoned/j.php?ED=266028262&UID=0&RT=MiM0",Yes,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,true,,1-877-668-4493,923 807 784,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/9IhY5WzpMpi-MgT2n78Ch-UiKDZU7xpVgaZFePVB5OM?filename=application%2Fpdf%3B+charset%3Dbinary,,http://oregonearlylearning.com/early-learning-council/public-meetings/,,,
Early Learning Council,Child Care and Education Workgroup,April 2014 Meeting,04/17/2014 01:00:00 PM,,Conference Line, Salem,OR,"The ELC Child Care and Education Workgroup meeting will be held electronically this Thursday, April 17 from 1:00 to 3:00 pm.",Yes,Bobbie Weber,,Bobbie.Weber@oregonstate.edu,,,,,,,,,1-877-668-4493,808 465 547,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/sMZQTBvoUoZFZDliJ1NxmeNREmX8f_nv-bGXKp_qXbY?filename=application%2Fzip%3B+charset%3Dbinary,,,,,
Early Learning Council,Early Learning Council ,Meeting of the Early Learning Council,09/13/2012 09:00:00 PM,09/13/2012 01:00:00 PM,"Columbia Gorge Community College, The dalles campus, Lecture Hall, Building 2, 3rd Floor", The Dalles,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council May Meeting,May 2014 Meeting of the Early Learning Council,05/22/2014 10:00:00 AM,,"InterMountain ESD, Lodgepole/Ponderosa Room, 2001 SW Nye Ave", Pendleton,OR,,Yes,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,,,,,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/0t67dhb9dUuv_4Kjq33VwpsTdewcgxzw51oMXeoidrA?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Early Learning Council,Early Learning Council May Meeting,,05/28/2015 08:00:00 AM,05/28/2015 12:00:00 PM,"Somerville Large Conference Room, 775 Court St NE",Salem,OR,,Yes,Alyssa Chatterjee,5033730066,alyssa.chatterjee@state.or.us,,,,,,,true,http://livestream.com/accounts/4436497/ODEVideo,,,https://www.dropbox.com/s/ykyzkgioszhil20/May%2028%20ELC%20Packet%20-%20Post.pdf?dl=0,,,,,,,
Early Learning Council,Oregon Health Policy Board/Early Learning Council Joint Subcommittee Mtng,,04/23/2015 09:00:00 AM,04/23/2015 12:00:00 PM,"Portland State Office Building, 800 NE Oregon Street, Room 1B", Portland,OR,,No,Leslie Carver,,leslie.a.carver@dhsoha.state.or.us,,,,,,,,,1-888-808-6929,9364768,,,,,,,,
Early Learning Council,Early Learning Council,Meeting of the Early Learning Council,05/09/2013 08:00:00 AM,05/09/2013 12:00:00 PM,"775 Court Street, NE", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council ,Meeting of the Early Learning Council,03/14/2013 08:00:00 AM,03/14/2013 12:00:00 PM,"775 Court Street, NE", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Community-Based Coordinate of Early Learning Services Characteristics Workgroup ,Meeting of Community-Based Coordinate of Early Learning Services Characteristics Workgroup ,10/25/2012 08:00:00 AM,10/25/2012 04:00:00 PM,"Veolia Water, Conference Room, 10350 SW Arrowhead Creek Lane,", Wilsonville,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council ,Meeting of the Early Learning Council,02/22/2012 10:00:00 AM,02/22/2012 02:00:00 PM,"State Library, Rooms 102 & 103, 1st Floor, 250 Winter Street, NE, Salem, OR 97301", Salem,OR,,Yes,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,Leslie Roth,503-986-6520,Leslie.Roth@state.or.us,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Oregon Early Learning Hub Metrics Committee,Hub Metrics Committee Mtg,08/07/2014 09:30:00 AM,,"421 SW Oak St, 7th Floor Training Room", Portland,OR,,,Alyssa Chatterjee,503-373-0066,alyssa.chatterjee@state.or.us,http://oregonearlylearning.com/early-learning-council/public-meetings/,,,,,,,,,,,alyssa.chatterjee@state.or.us,,,,,,
Early Learning Council,Early Learning Council ,Meeting of the Early Learning Council,01/09/2013 01:00:00 PM,01/09/2013 05:00:00 PM,"Somerville Building, 775 Court Street, NE", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council ,Meeting of the Early Learning Council ,09/19/2013 09:00:00 AM,09/19/2013 01:00:00 PM,"Kah Nee Ta Resort, Conference Center, Wasco / Paiute Rooms,6823 HWY 8 ",Warm Springs,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,ELC Community Forum,Community Forum ,09/18/2013 05:00:00 PM,09/18/2013 07:00:00 PM,"Agency Longhouse, 1253 Kotnum Road",Warm Springs,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council Meeting,March Early Learning Council Meeting,03/20/2014 10:00:00 AM,,"Youth Villages Christie Campus, 2507 Christie Drive", Lake Oswego,OR,,Yes,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,,,,,http://oregonearlylearning.com/early-learning-council/public-meetings/,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/Jx_LTNQl5KSxGabNPwtnXc9CubS-tvV45fbHay_PwcM?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Early Learning Council,Early Learning Rules Input Session,The Early Learning Council invites you to provide input into the rule development for the legislatively approved Kindergarten Innovation Grants and the Early Literacy Grants. These grant based programs are part of the Governor's vision and plans for education reform.,01/07/2014 10:00:00 AM,,State Lands Board Room, Salem,OR,"The Early Learning Council invites you to provide input into the rule development for the legislatively approved Kindergarten Innovation Grants and the Early Literacy Grants. These grant based programs are part of the Governor's vision and plans for education reform.
 
The Early Learning Division staff will be hosting input sessions to gather information and guidance into the development of temporary rules focused specifically on the Kindergarten Innovation Funds and the Early Literacy Funds prior to the Request for Applications being released.

 
January 7, 2014 - 10:00 am
State Lands Board Room (capacity 80)
775 Summer St NE
Salem, OR 97301
Phone - listening only:
Call Line: 1-888-251-2909
Participant Code: 9089304
 
 
Metered parking in the front (Summer St.), 90 minute parking in the back (Winter St.)
 
 
Please note that the conference call line is for listening only; we will not accept testimony over the phone. If you are not able to attend this input session in person, you are welcome to provide input electronically and it will be read into the record. Please email your comments to earlylearning.oeib@state.or.us.
 

Kindergarten Innovation Fund: The Legislature established the Kindergarten Partnership & Innovation Fund and tasked the Early Learning Council (ELC) with overseeing the fund. The Kindergarten Partnership and Innovation Fund creates an opportunity to increase the connection between early learning & K-12 by investing in innovative and promising models for P-3 integration across the state and to build a body of  evidence for how Oregon can create stronger alignment between its early childhood and K-3 education  systems. The fund's purpose is to promote community and school partnerships and innovations that result in measurable increase in readiness for kindergarten.  To ensure the fund supports seamless transition between early learning and the K-12 system, the ELC has asked the Oregon Education Investment Board to jointly develop the criteria and process for distributing the fund.
 
Early Literacy Grant: As part of the Oregon Early Reading Program created by Oregon House Bill 3232,the early literacy grant will provide competitive funding to communities throughout the state to implement early literacy programs for the purposes of improving kindergarten readiness and third grade reading proficiency.  Oregon's Early Learning Council, which directs these funds, is seeking applications from communities to either expand the reach of existing early literacy programs or implement new programs that are informed by research-based practices.   ",Yes; please send to EarlyLearning.oeib@state.or.us,Alyssa Chatterjee,,earlylearning.oeib@state.or.us,,,,,,,,,1-888-251-2909,9089304,http://oregonearlylearning.com/early-learning-council/public-meetings/,alyssa.chatterjee@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Kindergarten Readiness Assessment Community Forum,05/29/2012 06:30:00 PM,05/29/2012 08:30:00 PM,"Self Enhancement, Inc., 3920 North Kerby Ave.", Portland,OR,,,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Joint Early Learning Council and State Board of Education Meeting,Joint meeting of the Early Learning Council and Oregon State Board of Education,05/22/2014 07:30:00 AM,,"InterMountain ESD, Lodgepole/Ponderosa Room, 2001 SW Nye Ave", Pendleton,OR,,Yes,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,true,http://new.livestream.com/accounts/4436497/ODEVideo,,,,alyssa.chatterjee@state.or.us,https://data.oregon.gov/views/62jv-bp2w/files/4yOxw7P5jWarKcvxDVkhn4PJ4fyOIpEfxFMTB2RKADs?filename=application%2Fpdf%3B+charset%3Dbinary,,,,,
Early Learning Council,Data Systems Steering Committee,Meeting of the Data Systems Steering Committee,10/28/2013 02:00:00 PM,10/28/2013 05:00:00 PM,"775 Court Street, NE, Large Conference Room", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,http://www.oregon.gov/Gov/Pages/oeib/OregonEducationInvestmentBoard.aspx,,,
Early Learning Council,Early Learning Council April Meeting,April 2014 Meeting,04/16/2014 07:30:00 AM,,Conference Line, Portland,OR,The April 16 ELC meeting will be a conference call at 7:30 AM.,,Alyssa Chatterjee,,alyssa.chatterjee@state.or.us,,,,,,,,,1-888-251-2909,9089304,,alyssa.chatterjee@state.or.us,,,,,,
Early Learning Council,Community Forum,"Early learning Council, Community Forum",09/12/2012 06:30:00 PM,09/12/2012 08:00:00 PM,"Columbia Gorge Community College, The dalles campus, Lecture Hall, Building 2, 3rd Floor", The Dalles,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Community Forum,05/31/2012 06:30:00 PM,05/31/2012 08:30:00 PM,"MA Lynch Elementary School, 1314 Kalama, Redmond, OR 97756 ", Redmond,,,Yes,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,E-meeting of the ELC,E-meeting of the ELC,07/18/2013 12:00:00 PM,07/18/2013 02:00:00 PM,E-meeting (see details), Salem,OR,"To start or join the online meeting, go to
HERE
Audio conference information:
Call-in toll-free number (US/Canada): 1-877-668-4493 
Call-in toll number (US/Canada): 1-650-479-3208
Meeting number and access code: 921 326 033
",,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,ELC Data Systems Steering Committee,Meeting of the ELC Data Systems Steering Committee,07/24/2013 02:00:00 PM,07/24/2013 05:00:00 PM,"775 Court Street, NE, Salem, OR 97301", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Community Forum,05/30/2012 06:30:00 PM,05/30/2012 08:30:00 PM,"Blue Mountain Community College, 2400 N.W. Carden Ave., Pendleton, OR 97801", Pendleton,OR,,,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Oregon Health Policy Board/Early Learning Council joint subcommittee,OHPB/ELC joint subcommittee,10/01/2013 09:00:00 AM,10/01/2013 11:00:00 AM,"800 NE Oregon Street, Room 1D", Portland,OR,"September 30, 2013

Contact: Richelle Borden, 503-945-6956 (meeting information or accommodations)
Christine Stone, 503-602-8027  (media inquiries)

Oregon Health Policy Board/Early Learning Council joint subcommittee to meet October 1 in Portland

What: The Oregon Health Policy Board/Early Learning Council Joint Subcommittee will meet October 1 in Portland. The joint subcommittee will use this meeting to review recommended “straw person” proposal revisions from the Oregon Health Policy Board and Early Learning Council.  This meeting will also discuss how the proposed work will be implemented in 2014 including draft charters. Public testimony will not be heard during the meeting.

When: Tuesday, October 1, 9 – 11 a.m. 

Where: 800 NE Oregon Street, Room 1D, Portland

Public call-in option: 1-888-251-2909 / Participant code: 539618

Agenda: 
•	Meeting minutes
•	Joint subcommittee straw person proposal revisions
•	2014 joint subcommittee charter 
•	Joint ELC/OHPB Technical Advisory Committee
•	Grant updates

The meeting site is accessible to persons with disabilities. 
",No,Richelle Borden,503-945-6956,richelle.borden@state.or.us,,,,,,,,,1-888-251-2909,539618,,gary.whitehouse@state.or.us,,,,,,
Early Learning Council,Public Forum,Public Forum for the Early Learning Council,07/11/2012 05:30:00 PM,07/11/2012 07:00:00 PM,"Douglas County Central Library, 1409 NE Diamond Lake Blvd", Roseburg,OR,,yes,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Kindergarten Readiness Assessment Community Forum,06/13/2012 06:30:00 PM,06/13/2012 08:00:00 PM,"3850 Portland Rd, Ste. 214 Salem OR 97301", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,Seth Allen,503-378-8213,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council January Meeting,http://oregonearlylearning.com/public-meetings/,01/28/2016 09:00:00 AM,01/28/2016 02:00:00 AM,"255 Capitol St NE, Room 251 A/B", Salem,OR,,Yes,Alyssa Chatterjee,9717011535,alyssa.chatterjee@ode.state.or.us,,,,,,,true,http://livestream.com/accounts/4436497/ODEVideo,,,https://www.dropbox.com/sh/3omr44szge0f7uz/AACE23hmvbvjgpDFyw2ioV30a?dl=0,,,,,,,
Early Learning Council,Early Learning Council,Meeting of the Early Learning Council,07/12/2012 09:00:00 AM,07/12/2012 01:00:00 PM,"Douglas County ESD, 1871 Stephens St., ", Roseburg,OR,,yes,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Community-Based Coordinate of Early Learning Services Characteristics Workgroup,Community-Based Coordinate of Early Learning Services Characteristics Workgroup,09/20/2012 08:00:00 AM,09/20/2012 04:00:00 PM,"The Tauchman House, 31240 SW Boones Ferry Rd., ", Wilsonville,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council,Meeting of the Early Learning Council,11/15/2012 09:00:00 AM,11/15/2012 01:00:00 PM,"Southwestern Oregon Community College, Lakeview rooms, 1988 newmark Ave., ", Coos Bay,,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Kindergarten Readiness Assessment Community Forum,06/28/2012 06:30:00 PM,06/28/2012 08:00:00 PM,"Self Enhancement, Inc., 3920 North Kerby Ave.", Portland,OR,,,Seth Allen,,seth.allen@state.or.us,,,,Seth Allen,503-378-8213,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council meeting,Meeting of the Early Learning Council,08/13/2013 12:00:00 PM,08/13/2013 05:00:00 PM,"1300 Broadway St. NE, Peru Room, 3rd Floor", Salem,OR,,,Seth Allen,,seth.allen@state.or.us,,,,,,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Kindergarten Readiness Assessment Community Forum,06/14/2012 06:30:00 PM,06/14/2012 08:00:00 PM,"Douglas County Central Library, 1409 NE Diamond Lake Blvd", Roseburg,OR,,,Seth Allen,,seth.allen@state.or.us,,,,Seth Allen,,seth.allen@state.or.us,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Early Learning Council,Meeting of the Early Learning Council,05/24/2012 09:00:00 AM,05/24/2012 01:00:00 PM,"Harney County ESD, 1225 S. Rock Ave", Burns,OR,,Yes,Seth Allen,503-378-8213,seth.allen@state.or.us,,,,Seth Allen,503-378-8213,,,,,,,seth.allen@state.or.us,,,,,,
Early Learning Council,Kindergarten Readiness Assessment Community Forum,Kindergarten Readiness Assessment Community Forum,06/25/2012 06:30:00 PM,06/25/2012 08:00:00 PM,"Newport High School, 322 Northeast Eads Street,  Newport, OR 97365", Newport,OR,,,Seth Allen,,seth.allen@state.or.us,,,,Seth Allen,503-378-8213,,,,,,,seth.allen@state.or.us,,,,,,
