"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Map Location,2010 House Districts,2010 Senate Districts,Counties
Public Utility Commission,Public Meeting,,02/13/2020 09:30:00 AM,02/13/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED  HB 3065 COLR Implementation Meeting,,06/23/2020 09:00:00 AM,06/23/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,02/25/2020 09:30:00 AM,02/25/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2114 CIVID-19 Paragraph 28 Commission Workshop,,08/25/2021 10:00:00 AM,08/25/2021 12:00:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2114 COVID-19  Arrearage Management Plans,,09/07/2021 01:30:00 PM,09/07/2021 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,01/28/2020 09:30:00 AM,01/28/2020 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 70 PacifiCorp 2019 IRP Commission Work Session,,02/13/2020 01:30:00 PM,02/13/2020 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,06/28/2022 09:30:00 AM,06/28/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,08/28/2018 09:30:00 AM,08/28/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2011 General Capacity Investigation - Discussion of Report from Consultant E3 Commission Workshop,,12/17/2020 02:30:00 PM,12/17/2020 05:00:00 PM,Webinar,Salem,OR,,,Kristi Collins,971-218-1189,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - LC 66 Deliberations,,12/13/2017 09:30:00 AM,12/13/2017 11:00:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/06/2022 01:30:00 PM,09/06/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/22/2016 09:30:00 AM,11/22/2016 12:00:00 PM,"201 High Street SE, Main Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/06/2016 09:30:00 AM,12/06/2016 09:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/20/2022 09:30:00 AM,09/20/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,08/20/2013 09:30:00 AM,08/20/2013 12:00:00 PM,"3930 Fairview Industrial Drive, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Legislative Coordination,05/16/2013 01:30:00 PM,05/16/2013 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,06/10/2014 09:30:00 AM,06/10/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,09/26/2017 09:30:00 AM,09/26/2017 12:00:00 PM,"201 High Street, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Administrative Issues,,12/06/2016 01:30:00 PM,12/06/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room", Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Administrative Issues/Legislative Coordination,,03/21/2017 01:30:00 PM,03/21/2017 02:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled meeting,01/15/2013 09:30:00 AM,01/15/2013 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Canceled,UE 267 Hearing,05/22/2014 09:30:00 AM,05/22/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,CANCELED HB 3065 COLR Public Comment Hearing,,04/16/2020 05:00:00 PM,04/16/2020 08:00:00 PM,SIUSLAW VALLEY FIRE AND RESCUE 2625 Highway 101,Florence,OR,"SIUSLAW VALLEY FIRE AND RESCUE 2625 Highway 101
Florence, OR 97439
Phone: 541-997-3212

2nd floor conference room (there is an elevator)
Contact: Holly Lais
",,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,05/22/2018 09:30:00 AM,05/22/2018 11:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting LC 67 Workshop,,07/10/2017 09:30:00 AM,07/10/2017 12:00:00 PM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting ,,08/08/2017 09:30:00 AM,08/08/2017 12:00:00 PM,"201 High Street, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,08/22/2017 09:30:00 AM,08/22/2017 12:00:00 PM,"201 High Street, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,NW Natural Update,04/15/2013 03:30:00 PM,04/15/2013 05:00:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Executive Session,per ORS 192.660(2)(f) - consider exempt records,08/16/2012 02:30:00 PM,08/16/2012 03:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,bbeier,503-373-1571,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - Admin Issues/Legislative Coordination,,01/29/2018 09:30:00 AM,01/29/2018 10:30:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi,,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/04/2022 09:30:00 AM,10/04/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting Impact to Utility Customers during the COVID-19 Pandemic and Future Economic Recovery,,06/09/2020 09:30:00 AM,06/09/2020 12:00:00 PM,Teleconference,Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,10/09/2012 01:30:00 PM,10/09/2012 02:30:00 PM,"550 Capitol Street NE, Commission Conference Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1050 PacifiCorps MSP Update,,10/31/2017 09:30:00 AM,10/31/2017 11:30:00 AM,"201 High Street SE, Hearing Room", Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - ETO 2019-200 Budget ,,11/08/2018 02:30:00 PM,11/08/2018 03:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033786611,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,09/13/2012 09:30:00 AM,09/13/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,http://cms.oregon.gov/puc/Pages/meetings/pmemos/2012/091312/agenda.aspx,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,10/23/2012 09:30:00 AM,10/23/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,855-463-3863,6782#,http://www.oregon.gov/puc/Pages/meetings/pmemos/2012/102312/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting - ETO 2019-2020 Budget Presentation,,11/07/2019 09:30:00 AM,11/07/2019 11:00:00 AM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,01/07/2014 09:30:00 AM,01/07/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/010714/agenda.aspx,,,,
Public Utility Commission,Public Meeting,,02/26/2019 09:30:00 AM,02/26/2019 12:00:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,5033730885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,10/18/2022 09:30:00 AM,10/18/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,05/27/2014 09:30:00 AM,05/27/2013 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,http://www.puc.state.or.us/Pages/meetings/pmemos/2014/052714/agenda.aspx,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,03/17/2014 09:30:00 AM,03/17/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting UM 2178 Natural Gas Fact Finding 1,,07/12/2022 01:30:00 PM,07/12/2022 04:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,04/01/2014 09:30:00 AM,04/01/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,Administrative Issues,09/13/2016 01:30:00 PM,09/13/2016 02:30:00 PM,"201 High Street SE, Commission Conference Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,10/28/2014 09:30:00 AM,10/28/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,LC 57 & LC 58 PacifiCorp & Idaho Power IRPs,05/28/2014 09:00:00 AM,05/28/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/01/2022 09:30:00 AM,11/01/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/17/2022 01:30:00 PM,11/17/2022 03:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,11/29/2022 09:30:00 AM,11/29/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/13/2022 09:30:00 AM,12/13/2022 11:30:00 AM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,02/04/2014 09:30:00 AM,02/04/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting - UM 1633 Hearing - Canceled,pension costs in utility rates,03/02/2015 09:30:00 AM,03/02/2015 05:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,Becky Beier,5033786611,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,,12/27/2022 01:30:00 PM,12/27/2022 04:30:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,– NW Natural’s Pipeline System Integrity Program,05/29/2014 09:30:00 AM,05/29/2014 11:30:00 AM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1716 Workshop,01/19/2016 01:30:00 PM,01/19/2016 03:30:00 PM,"201 High Street SE, Hearing Room",Salem,OR,,,Kristi Collins,503-373-0885,kristi.collins@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Public Meeting,Regularly Scheduled Public Meeting,04/15/2014 09:30:00 AM,04/15/2014 12:00:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,09/25/2012 09:30:00 AM,09/25/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,http://www.oregon.gov/puc/Pages/meetings/pmemos/2012/092512/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting & possible Executive Session,DR 46 & UM 1535 and possible Executive Session per ORS 192.660(2)(f) - exempt records,09/19/2013 01:30:00 PM,09/19/2013 05:00:00 PM,"3930 Fairview Industrial Drive, Main Hearing Room", Salem,OR,Troutdale Energy Center's Request for Declaratory Ruling and Grays Harbor Energy's Request for Investigation into RFP for Capacity and Baseload Energy Resources,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,11/06/2012 09:30:00 AM,11/06/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,1-855-463-3863,6782#,http://www.oregon.gov/puc/Pages/meetings/pmemos/2012/110612/agenda.aspx,,,,
Public Utility Commission,Regular Public Meeting,regularly scheduled public meeting,09/17/2013 09:30:00 AM,09/17/2013 12:00:00 PM,"3930 Fairview Industrial Drive, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Regular Public Meeting,Regularly-scheduled meeting,07/17/2012 09:30:00 AM,07/17/2012 12:00:00 PM,"550 Capitol Street NE, Main Hearing Room", Salem,OR,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,Becky Beier,503-373-1571,becky.beier@state.or.us,,,,http://www.puc.state.or.us/puc/Pages/meetings/pmemos/2012/071712/agenda.aspx,,,,
Public Utility Commission,Special Public Meeting,PacifiCorp Update,10/16/2013 01:30:00 PM,10/16/2013 03:30:00 PM,"3930 Fairview Industrial Drive, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
Public Utility Commission,Special Public Meeting,UM 1667 - PacifiCorp 2013 Smart Grid Report,10/15/2013 01:00:00 PM,10/03/2013 02:30:00 PM,"3930 Fairview Industrial Drive SE, Main Hearing Room", Salem,OR,,,bbeier,,becky.beier@state.or.us,,,,,,,,,,,,,,
