"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,Agenda Download,2010 House Districts,2010 Senate Districts,Counties
Land Conservation & Development Department,Citizen Involvement Advisory Committee (CIAC,,09/22/2016 08:00:00 AM,09/22/2016 05:00:00 PM,"Agriculture Building - Basement Hearing Room, 635 Capitol St. NE", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,http://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,,,,,,,,,,,,,http://www.oregon.gov/LCD/Pages/meetings.aspx#LCDC,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee (CIAC),,08/03/2016 09:00:00 AM,08/03/2016 11:00:00 AM,"Agriculture Building - Ste. 250 Conference Room, 635 Capitol St. NE", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,http://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,,,,,,,,,,,,,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee (CIAC,,06/01/2016 09:00:00 AM,06/01/2016 11:00:00 AM,"Agriculture Building - Ste. 250 Conference Room, 635 Capitol St. NE", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,http://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,,,,,,,,,,,,,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,
Land Conservation & Development Department,Citizen Invovlement Advisory Committee (CIAC),,04/06/2016 09:00:00 AM,04/06/2016 11:00:00 AM,"Agriculture Building - Ste. 250 Conference Room, 635 Capitol St. NE", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,http://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,,,,,,,,,,,,,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee (CIAC),,02/03/2016 09:00:00 AM,02/03/2016 11:00:00 AM,"Agriculture Building, Ste. 250 Conference Room, 635 Capitol St.", Salem,OR,,Yes,Casaria Taylor,503-934-0065,casaria.taylor@state.or.us,,http://www.oregon.gov/ODA/shared/Documents/Publications/Administration/DirectionsODA.pdf,,,,,,,,,,,,,http://www.oregon.gov/LCD/pages/citizeninvolvement.aspx#Meeting_Schedule,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,December meeting of the CIAC,12/11/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,November meeting of the CIAC,11/06/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,September meeting of the CIAC,09/20/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,Auguest meeting of the CIAC,08/07/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,June meeting of the CIAC,06/12/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,May meeting of the CIAC,05/08/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,March meeting of the CIAC,03/06/2012 10:00:00 AM,,"635 Capitol St NE, Basement Conf Room D", Salem,OR,,,Casaria Tuttle,,casaria.r.tuttle@state.or.us,,,,,,,,,,,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,February meeting of the CIAC,02/07/2012 10:00:00 AM,02/07/2012 03:00:00 PM,"635 Capitol Street, Basement Hearing Room", Salem,OR,,,Casaria Tuttle,503-373-0050 x322,casaria.r.tuttle@state.or.us,http://www.oregon.gov/LCD/meetings.shtml#Citizen_Involvement,,,,,,,,1-877-771-7176,792566,,jon.dunsmore@state.or.us,,,,,,,
Land Conservation & Development Department,Citizen Involvement Advisory Committee,January meeting of the CIAC,01/10/2012 10:00:00 AM,01/10/2012 03:00:00 PM,"635 Capitol Street, 3rd floor conference room", Salem,OR,,Yes,Casaria Tuttle,503-373-0050 x322,casaria.r.tuttle@state.or.us,http://www.oregon.gov/LCD/meetings.shtml#Citizen_Involvement,,,Casaria Tuttle,503-373-0050 x322,casaria.r.tuttle@state.or.us,,,1-877-771-7176,492566,http://www.oregon.gov/LCD/docs/CIAC/Agenda_CIAC_2012-01-10.pdf,casaria.r.tuttle@state.or.us,,"635 Capitol Street
conference room Salem, OR
(44.943435635527, -123.026159605452)",,,21,11,2409
