"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,Weblink to Meeting Minutes/Summaries,2010 House Districts,2010 Senate Districts,Counties
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,"Soil and Water Conservation Commission Meeting, in conjunction the 2015 Gathering for Conservation Conference. ",11/02/2015 02:00:00 PM,11/02/2015 04:30:00 PM,"Valley River Inn, 1000 Valley River Way",Eugene,OR,,,Sandi Hiatt,503/986-4704,shiatt@oda.state.or.us,,,,,,,,,,,,,,,http://oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Oregon Soil and Water Conservation Commission (SWCC) quarterly meeting,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its regular quarterly meeting on July 17, 2014, from 8:00 a.m. to 10:30 a.m. at the Best Western Sunridge Inn, 1 Sunridge Lane, Baker City, Oregon. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Management Program updates, and other agenda items. There will be a tour of local conservation projects on July 16 at 8:30 a.m. Please contact Manette Simpson at (503) 986-4715 to participate in the tour.",07/17/2014 08:00:00 AM,07/17/2014 10:30:00 AM,"Best Western Sunridge Inn, 1 Sunridge Lane", Baker City,OR,,,Manette Simpson,,manette.simpson@state.or.us,,,,,,,,,,,,andrew.zimmerman@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,02/10/2014 12:00:00 PM,02/11/2014 12:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Rd., Keizer, OR 97303", Keizer,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its regular quarterly meeting Monday, February 10, 2014, from 12:00 pm to 5:00 pm, and Tuesday, February 11, 2014, from 8:30 am to 12:00 pm. The meeting agenda covers SWCC reports, advisor reports, district programs and funding, Agriculture Water Quality Program updates, and other agenda items. ODA complies with the Americans with Disability Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",Yes,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,,,heather.rickenbach@state.or.us,,,http://www.oregon.gov/ODA/SWCD/Pages/swcc.aspx,,,
Agriculture Department,Oregon Soil and Water Conservation Commission work session and meeting,SWCC work session and meeting,07/30/2013 08:30:00 AM,07/31/2013 12:00:00 PM,Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N, Keizer,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold a work session to update its Strategic Plan from 8:30 a.m. to 1:00 p.m. on Tuesday, July 30, 2013. The SWCC will then hold its regular quarterly meeting Tuesday, July 30, 2013, from 1:00 p.m. to 5:00 p.m. and Wednesday, July 31, 2013, from 8:00 a.m. to 12:00 p.m. The work session and quarterly meeting will be held at the Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N., Keizer, OR 97303. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Management Program updates, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,Heather Rickenbach,,heather.rickenbach@state.or.us,,,,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,11/07/2012 11:30:00 AM,11/07/2012 04:30:00 PM,Valley River Inn located at 1000 Valley River Way, Eugene,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Wednesday, November 7, 2012, from 11:30 a.m. to 4:30 p.m. The meeting will be held at the Valley River Inn located at 1000 Valley River Way in Eugene, Oregon 97401. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",Yes,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Meeting,SWCC Quarterly Meeting,07/25/2012 08:00:00 AM,07/25/2012 05:00:00 PM,"650 Hawthorne Ave. SE, Suite 130, Salem, OR 97301", Salem,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Wednesday, July 25, 2012, from 8:00 a.m. to 5:00 p.m. The meeting will be held at the Marion SWCD Conference Room located at 650 Hawthorne Ave. SE, Suite 130, Salem, OR 97301. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",Yes,Heather Rickenbach,503-986-4775,hrickenbach@oda.state.or.us,,,,Heather Rickenbach,503-986-4775,hrickenbach@oda.state.or.us,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission,SWCC Quarterly Meeting,04/12/2012 01:00:00 PM,04/13/2012 12:00:00 PM,"650 Hawthorne Ave. SE, Suite 130, Salem, OR  97301", Salem,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Thursday, April 12, 2012, from 1:00 p.m. to 5:00 p.m. and Friday, April 13, 2012, from 8:00 a.m. to 12:00 p.m. The meeting will be held at the Marion SWCD Conference Rooms located at 650 Hawthorne Ave. SE, Suite 130, Salem, OR  97301. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",Yes,Heather Rickenbach,503 986-4775,heather.rickenbach@state.or.us,,,,Heather Rickenbach,503 986-4775,heather.rickenbach@state.or.us,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,11/05/2013 02:30:00 PM,11/05/2013 05:00:00 PM, Best Western Agate Beach Inn located at 3019 N Coast Hwy., Newport,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Tuesday, November 5, 2013, from 3:00 p.m. to 5:00 p.m. The meeting will be held at the Best Western Agate Beach Inn located at 3019 N Coast Hwy. Newport, OR 97365. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,Heather Rickenbach,,heather.rickenbach@state.or.us,,,,,,,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission work session and meeting,SWCC work session and meeting,04/11/2013 08:30:00 AM,04/12/2013 12:00:00 PM,"Willow Lake Water Pollution Control Facility, 5915 Windsor Island Road N., Keizer, OR 97303", Keizer,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold a work session to update its Strategic Plan from 8:30 a.m. to 1:00 p.m. on Thursday, April 11, 2013. The SWCC will then hold its regular quarterly meeting Thursday, April 11, 2013, from 1:00 p.m. to 5:00 p.m. and Friday, April 12, 2013, from 8:00 a.m. to 12:00 p.m. The work session and quarterly meeting will be held at the Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N., Keizer, OR 97303. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Program updates, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,Heather Rickenbach,,heather.rickenbach@state.or.us,,,,,,,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,02/05/2013 01:00:00 PM,02/06/2013 12:30:00 PM,4760 Portland Rd. NE, Salem,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Tuesday, February 5, 2013, from 1:00 p.m. to 5:00 p.m. and Wednesday, January 6, 2013, from 8:30 a.m. to 12:30 p.m. The meeting will be held at the Office of the State Fire Marshal Mt. Hood Conference Room, 4760 Portland Rd. NE, Salem, OR 97305. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,Heather Rickenbach,503-986-4775,heather.rickenbach@state.or.us,,,,,,heather.rickenbach@state.or.us,,,,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) meeting,Quarterly meeting,05/01/2017 12:30:00 PM,05/01/2017 04:30:00 PM,304 SE Nye Ave. , Pendleton,OR,,Yes,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) meeting,Quarterly meeting,05/24/2016 08:30:00 AM,05/24/2016 12:30:00 PM,"Oregon Association of Nurseries, 29751 SW Town Center Loop West", Wilsonville,OR,,Yes,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,Regularly scheduled quarterly meeting,10/20/2016 08:30:00 AM,10/20/2016 11:30:00 AM,"Monarch Hotel, 12566 SW 93rd Ave.",Clackamas,OR,,,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,01/29/2019 08:00:00 AM,01/29/2019 05:00:00 PM,"Oregon Department of Forestry, Tillamook Conference Room, 2600 State St.", Salem,OR,,Yes,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,08/07/2018 08:00:00 AM,08/07/2018 04:00:00 PM,"Yamhill Valley Heritage Center Museum, 11275 SW Durham Lane, McMinnville, OR 97128. ", McMinnville,OR,,,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,,,,,,,,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2018/1808SWCCAgendaFinal.pdf",,,,https://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,11/14/2017 08:00:00 AM,11/14/2017 04:00:00 PM,"Oregon Department of Fish and Wildlife, 4034 Fairview Industrial Drive SE", Salem,OR,,,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,,,,,,,,"http://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2017/1711SWCCAgendaFinal.pdf",,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,Regular quarterly meeting. ,02/13/2018 11:30:00 AM,02/13/2018 04:30:00 PM,"Willow Lake Pollution Control Facility, 5915 Windsor Island Road, N", Keizer,OR,,,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,Regular quarterly meeting. ,04/16/2018 12:00:00 PM,04/16/2018 04:00:00 PM,"Seaside Civic & Convention Center, 415 First Ave.", Seaside,OR,,,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) meeting,Quarterly meeting,02/08/2017 12:00:00 PM,02/08/2017 04:30:00 PM,1201 NE Lloyd Blvd. , Portland,OR,,Yes,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) meeting,,08/16/2016 08:30:00 AM,08/16/2016 12:30:00 PM,"Hilton Garden Inn, 3528 Gateway St.", Springfield,OR,,Yes,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,08/10/2017 12:00:00 PM,08/10/2017 04:30:00 PM,Jackson Soil and Water Conservation District office, Central Point,OR,,Yes,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) meeting,Work session,05/23/2016 01:00:00 PM,05/23/2016 04:00:00 PM,"Oregon Association of Nurseries, 29751 SW Town Center Loop West", Wilsonville,OR,,,Manette Simpson,503-986-4715,msimpson@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,,,http://www.oregon.gov/ODA/programs/NaturalResources/Pages/Meetings.aspx,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,11/13/2018 11:00:00 AM,11/13/2018 05:00:00 PM,"Agate Beach Best Western Conference Room, 3019 North Coast Highway", Newport,OR,,Yes,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,,,,,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2018/1811SWCCAgendaFinal.pdf",,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,07/23/2019 08:30:00 AM,07/23/2019 01:00:00 PM,"Oregon Department of Fish and Wildlife, 4034 Fairview Industrial Drive SE",Salem,OR,,Yes,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,,,,,,,,https://oda.direct/Meetings,,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,04/08/2019 03:00:00 PM,04/09/2019 11:30:00 AM,"Sunriver Resort, 17600 Center Drive",Sunriver,OR,"On Monday, April 8, the SWCC will hold a work session, in conjunction with the CONNECT conference; no public comment will be taken that day. On Tuesday, April 9, the SWCC will hold its regular meeting; public comment will be taken that day. ",Yes,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,(503) 986-4704,shiatt@oda.state.or.us,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,11/05/2019 08:30:00 AM,11/08/2019 04:30:00 PM,"Eagle Crest Conference Center, 1522 Cline Falls Road", Redmond,OR,,Yes,Sandi Hiatt,5039864704,shiatt@oda.state.or.us,,,,,,,,,,,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Oregon Soil and Water Conservation Commission Quarterly Meeting,SWCC quarterly meeting,01/31/2012 08:00:00 AM,01/31/2012 05:00:00 PM,"650 Hawthorne Ave. SE, Suite 130, Salem, OR  97301", Salem,OR,"The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Tuesday, January 31, 2012, from 8:00 a.m. to 5:00 p.m. The meeting will be held at the Marion SWCD Conference Room located at 650 Hawthorne Ave. SE, Suite 130, Salem, OR 97301. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,Heather Rickenbach,503 986-4775,hrickenbach@oda.state.or.us,,,,Heather Rickenbach,503 986-4775,hrickenbach@oda.state.or.us,,,,,,heather.rickenbach@state.or.us,,"650 Hawthorne Ave. Suite 130 Salem OR Salem OR, SE 97301
(44.92247998554, -122.994973832742)",,21,11,2409
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,04/14/2020 09:00:00 AM,04/14/2020 12:00:00 PM,"Western Meadowlark Conference Room, Oregon Department of Agriculture, 635 Capitol St. NE", Salem,OR,Joining the meeting remotely is encouraged. ,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,,,,true,https://global.gotomeeting.com/join/912217661, 1-877-336-1829,4017151#,,,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,07/06/2020 03:00:00 PM,07/06/2020 05:00:00 PM,Virtual meeting , Salem,OR,"Meeting to be held remotely; to participate, see the directions for joining the meeting",No ,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,https://global.gotomeeting.com/join/344836413%20,1-877-336-1829,4017151# ,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda070620.pdf",,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Meeting,,07/07/2020 09:00:00 AM,07/07/2020 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,https://global.gotomeeting.com/join/986314157  (https://global.gotomeeting.com/join/986314157%20),1-877-336-1829,4017151# ,"https://www.oregon.gov/ODA/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2020/SWCCAgenda070720.pdf",,,,https://oda.direct/Meetings,,,
Agriculture Department,Soil and Water Conservation Commission Meeting,,08/24/2021 03:00:00 PM,08/24/2021 05:00:00 PM,Virtual meeting, Salem,OR,SWCC work session. ,No,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,true,,1 866 899 4679,970-738-893,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda082421.pdf",,,,https://oda.direct/meetings,,,
Agriculture Department,Soil and Water Conservation Commission Meeting,,08/25/2021 08:45:00 AM,08/25/2021 12:00:00 PM,Virtual meeting, Salem,OR,,Yes,Sandi Hiatt,,shiatt@oda.state.or.us,,,,,,,true,https://global.gotomeeting.com/join/349567077,1 866 899 4679,349-567-077,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda082521.pdf",,,,https://oda.direct/meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Work Session,,03/23/2021 03:00:00 PM,03/23/2021 05:00:00 PM,Virtual meeting, Salem,OR,,No,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,https://global.gotomeeting.com/join/947466197,1 866 899 4679 ,947-466-197,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032321.pdf",,,,https://oda.direct/meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Board Meeting,,03/24/2021 08:45:00 AM,03/24/2021 12:00:00 PM,Virtual meeting,Salem,OR,,Yes,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,,,,Sandi Hiatt,503-986-4704,shiatt@oda.state.or.us,true,https://global.gotomeeting.com/join/309726773  (https://global.gotomeeting.com/join/309726773%20),1 866 899 4679,309-726-773,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda032421.pdf",,,,https://oda.direct/meetings,,,
Agriculture Department,Soil and Water Conservation Commission (SWCC) Board Meeting,,05/05/2021 08:45:00 AM,05/05/2021 12:00:00 PM,Virtual meeting,Salem,OR,,Yes,Eric Nusbaum,503-510-8930,enusbaum@oda.state.or.us,,,,,,,true,https://global.gotomeeting.com/join/309840333,1 866 899 4679 ,309-840-333,"https://www.oregon.gov/oda/programs/NaturalResources/Documents/Meetings,%20minutes,%20agendas/SWCC2021/SWCCAgenda050521.pdf",,,,https://oda.direct/meetings,,,
