"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"120001010","2012-01-05T00:00:00.000","10:09","2011-07-01T00:00:00.000","0:01","2011-12-29T00:00:00.000","0:01","650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","KANSAS CITY",,"PKC000","PD1","U","1","VIC","B","M","22","9900 UNKNOWN ST
KANSAS CITY, MO 
(39.10295319700049, -94.5830775179997)","N"
"120000045","2012-01-01T00:00:00.000","1:30","2012-01-01T00:00:00.000","1:28","2012-01-01T00:00:00.000","1:45","801","13B","Non Aggravated Assau","113","100  E 13 ST","KANSAS CITY","64106","PJ1177","CPD","U","1","VIC","W","M","27","100 13 ST
KANSAS CITY, MO 64106
(39.098579058000496, -94.58204310599967)","N"
"120007897","2012-02-02T00:00:00.000","17:56","2012-01-31T00:00:00.000","12:00","2012-02-02T00:00:00.000","17:56","501","220","Burglary - Residence","125","3200  BROOKLYN AV","KANSAS CITY","64109","PJ2643","CPD","U","1","SUS","U","U",,"3200 BROOKLYN AV
KANSAS CITY, MO 64109
(39.06811528300045, -94.55759749899966)","N"
"120000853","2012-01-04T00:00:00.000","14:39","2012-01-04T00:00:00.000","14:39",,,"630","23C","Stealing Shoplifting","114","400  SOUTHWEST BL ","KANSAS CITY","64106","PJ1777","CPD","U","2","SUS","B","M","17","400 BL
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)","N"
"120000503","2012-01-03T00:00:00.000","10:19","2011-12-31T00:00:00.000","16:00","2012-01-03T00:00:00.000","9:00","502","220","Burglary - Non Resid","213","8600  E 61 TE","KANSAS CITY","64129","PJ4889","MPD","U","1","SUS","U","U",,"8600 61
TE KANSAS CITY, MO 64129
(39.079310601000486, -94.4907291189997)","N"
"120000022","2012-01-01T00:00:00.000","1:17","2012-01-01T00:00:00.000","0:16",,,"2601","90Z","Misc Violation","324","2400  KENSINGTON AV","KANSAS CITY","64127","PJ2053","EPD","U","1","VIC","U","U",,"2400 KENSINGTON AV
KANSAS CITY, MO 64127
(39.08211223100045, -94.53174610699966)","N"
"120001094","2012-01-05T00:00:00.000","14:17","2012-01-04T00:00:00.000","13:30",,,"670","23D","Stealing from Buildi","412","6200  N PENNSYLVANIA DR","KANSAS CITY","64118","PC0599","NPD","N","1","VIC","W","F","19","6200 PENNSYLVANIA DR
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)","N"
"120000294","2012-01-02T00:00:00.000","11:54","2011-12-31T00:00:00.000","23:00","2012-01-02T00:00:00.000","10:00","1401","290","Property Damage","224","E 63 ST/OAK ST","KANSAS CITY","64114","PJ4863","MPD","U","1","VIC","W","F","20","63 ST OAK ST
KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)","N"
"120000769","2012-01-04T00:00:00.000","10:36","2011-12-05T00:00:00.000","12:00","2012-01-04T00:00:00.000","10:36","501","220","Burglary - Residence","211","3100  E 52 ST","KANSAS CITY","64130","PJ4147","MPD","N","1","VIC","W","M",,"3100 52 ST
KANSAS CITY, MO 64130
(39.03175824300047, -94.54887977499965)","N"
"120000212","2012-01-01T00:00:00.000","20:58","2012-01-01T00:00:00.000","20:36","2012-01-01T00:00:00.000","20:56","401","13A","Aggravated Assault (","212","5900  JACKSON AV","KANSAS CITY","64130","PJ4745","MPD","N","1","SUS","U","U",,"5900 JACKSON AV
KANSAS CITY, MO 64130
(39.018538211000475, -94.5371760379997)","Y"
"120000884","2012-01-04T00:00:00.000","16:41","2012-01-04T00:00:00.000","14:55",,,"802","13B","Non Agg Assault Dome","544","9500  DITMAN WA","KANSAS CITY","64134","PJ6563","SPD","Y","2","VIC","B","F","56","9500 DITMAN
WA KANSAS CITY, MO 64134
(38.951038362000475, -94.48787320799966)","N"
"120025472","2012-04-15T00:00:00.000","15:25","2012-04-15T00:00:00.000","9:00","2012-04-15T00:00:00.000","10:00","1401","290","Property Damage","213","6400  MANCHESTER AV","KANSAS CITY","64133","PJ5063","MPD","U","1","VIC","B","F","22","6400 MANCHESTER AV
KANSAS CITY, MO 64133
(39.00809137100049, -94.49599588899969)","N"
"120064434","2012-09-09T00:00:00.000","14:27","2012-09-09T00:00:00.000","14:27",,,"2601","90Z","Misc Violation","331","4000  E 31 ST","KANSAS CITY","64128","PJ2598","EPD","U","1","ARR","B","M","45","4000 31 ST
KANSAS CITY, MO 64128
(39.069358509000494, -94.53641978699966)","N"
"120000199","2012-01-01T00:00:00.000","19:43","2012-01-01T00:00:00.000","3:00",,,"403","13A","Agg Assault - Domest","222","5000  MICHIGAN AV","KANSAS CITY","64130","PJ4039","MPD","U","1","VIC","B","M","25","5000 MICHIGAN AV
KANSAS CITY, MO 64130
(39.03578286600049, -94.5628261979997)","N"
"120000406","2012-01-02T00:00:00.000","19:17","2012-01-02T00:00:00.000","19:00",,,"801","13B","Non Aggravated Assau","331","3200  E 29 ST","KANSAS CITY","64127","PJ2441","EPD","U","1","VIC","B","F","21","3200 29 ST
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"120000704","2012-01-03T00:00:00.000","23:54","2012-01-03T00:00:00.000","23:54",,,"302","120","Armed Robbery","232","E 71 TE/BROOKLYN AV","KANSAS CITY","64130","PJ5409","MPD","U","1","VIC","B","M","33","71 TE BROOKLYN AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","Y"
"120058948","2012-08-20T00:00:00.000","14:02","2012-08-15T00:00:00.000","13:00","2012-08-20T00:00:00.000","10:00","690","23H","Stealing All Other","113","100  E 16 ST","KANSAS CITY","64108","PJ1352","CPD","U","1","VIC",,,,"100 16 ST
KANSAS CITY, MO 64108
(39.09459651500049, -94.58470199099969)","N"
"120000606","2012-01-03T00:00:00.000","15:36","2012-01-03T00:00:00.000","15:36",,,"630","23C","Stealing Shoplifting","532","5600  E BANNISTER RD","KANSAS CITY","64137","PJ6529","SPD","U","1","VIC",,,,"5600 BANNISTER RD
KANSAS CITY, MO 64137
(38.95294125400045, -94.52187861399966)","N"
"120000953","2012-01-05T00:00:00.000","1:53","2012-01-05T00:00:00.000","1:53",,,"2601","90Z","Misc Violation","332","E 35 ST/PROSPECT AV","KANSAS CITY","64109","PJ2799","EPD","U","2","SUS","B","F","32","35 ST PROSPECT AV
KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"120000325","2012-01-02T00:00:00.000","12:45","2012-01-02T00:00:00.000","12:15",,,"1201","270","Embezzlement","134","1200  W 47 ST","KANSAS CITY","64111","PJ3747","CPD","U","1","ARR","W","F","21","1200 47 ST
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)","N"
"120000757","2012-01-04T00:00:00.000","9:57","2011-12-23T00:00:00.000","16:00","2012-01-03T00:00:00.000","9:00","1401","290","Property Damage","113","1700  MAIN ST","KANSAS CITY","64108","PJ1466","CPD","U","1","VIC",,,,"1700 MAIN ST
KANSAS CITY, MO 64108
(39.09330253200045, -94.58354625899966)","N"
"120000664","2012-01-03T00:00:00.000","19:41","2011-12-31T00:00:00.000","23:30","2012-01-03T00:00:00.000","17:30","702","240","Auto Theft","115","2700  GILLHAM RD","KANSAS CITY","64108","PJ2255","CPD","U","1","VIC","W","M","27","2700 GILLHAM RD
KANSAS CITY, MO 64108
(39.07789217900046, -94.57856581699969)","N"
"120000291","2012-01-02T00:00:00.000","11:08","2012-01-02T00:00:00.000","11:00","2012-01-02T00:00:00.000","11:10","302","120","Armed Robbery","232","E 79 ST/TROOST AV","KANSAS CITY","64113","PJ5832","MPD","U","1","SUS","B","M","20","79 ST TROOST AV
KANSAS CITY, MO 64113
(39.013360573000455, -94.59306944999969)","Y"
"120000119","2012-01-01T00:00:00.000","11:25","2012-01-01T00:00:00.000","0:10","2012-01-01T00:00:00.000","1:00","670","23D","Stealing from Buildi","112","900  WYANDOTTE ST","KANSAS CITY","64105","PJ0856","CPD","U","1","SUS","U","U",,"900 WYANDOTTE ST
KANSAS CITY, MO 64105
(39.10356477100049, -94.58543897999965)","N"
"120000646","2012-01-03T00:00:00.000","17:58","2012-01-03T00:00:00.000","17:53",,,"690","23H","Stealing All Other","241","2600  E GREGORY BL","KANSAS CITY","64130","PJ5341","MPD","U","1","VIC","B","M","49","2600 GREGORY
BL KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","N"
"120025162","2012-04-14T00:00:00.000","4:11","2012-04-14T00:00:00.000","4:11",,,"302","120","Armed Robbery","342","BONITA AV/VAN BRUNT BL","KANSAS CITY","64128","PJ2357","EPD","U","1","SUS","B","M","20","
BONITA AV VAN BRUNT BL KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)","N"
"120000841","2012-01-04T00:00:00.000","15:30","2012-01-04T00:00:00.000","15:30",,,"2100","90D","Driving Under Influe","243","E 87 ST/BLUE RIDGE BL","KANSAS CITY","64138","PJ6229","MPD","U","1","ARR","W","F","32","87 ST BLUE RIDGE
BL KANSAS CITY, MO 64138
(38.97011038800048, -94.47911733499967)","N"
"120077667","2012-10-29T00:00:00.000","20:20","2012-10-29T00:00:00.000","20:20",,,"302","120","Armed Robbery","532","BLUE RIDGE BL/LONGVIEW RD","KANSAS CITY","64134","PJ7111","SPD","U","1","VIC","W","F","59","
BLUE RIDGE BL LONGVIEW RD KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","Y"
"120000353","2012-01-02T00:00:00.000","15:36","2012-01-02T00:00:00.000","15:36",,,"802","13B","Non Agg Assault Dome","323","E 21 ST/PROSPECT AV","KANSAS CITY","64127","PJ1745","EPD","U","1","VIC","B","F","17","21 ST PROSPECT AV
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"120000432","2012-01-03T00:00:00.000","0:07","2012-01-03T00:00:00.000","0:07",,,"702","240","Auto Theft","142","3900  WABASH AV","KANSAS CITY","64130","PJ3182","CPD","U","1","VIC","B","M","66","3900 WABASH AV
KANSAS CITY, MO 64130
(39.05536234100049, -94.5547153609997)","N"
"120000941","2012-01-05T00:00:00.000","0:06","2012-01-05T00:00:00.000","0:06","2012-01-05T00:00:00.000","0:06","1849","35A","Possession/Sale/Dist","133","100  W 39 ST","KANSAS CITY","64111","PJ3132","CPD","U","1","VIC",,,,"100 39 ST
KANSAS CITY, MO 64111
(39.05664153200047, -94.58742262699968)","N"
"120000014","2012-01-01T00:00:00.000","0:14","2012-01-01T00:00:00.000","0:14",,,"2402","90C","Disorderly Conduct","632","4800  NE 44 TE","KANSAS CITY","64119","PC1095","SCP","N","1","ARR","B","M","27","4800 44
TE KANSAS CITY, MO 64119
(39.20301137400048, -94.52456609299969)","N"
"120000800","2012-01-04T00:00:00.000","12:46","2011-12-21T00:00:00.000","12:00",,,"1198","26C","Impersonation","415","200  NE 80 ST","KANSAS CITY","64118","PC0412","NPD","N","1","SUS","U","U",,"200 80 ST
KANSAS CITY, MO 64118
(39.23919810300049, -94.57886073399965)","N"
