"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","city","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"90052425","2009-07-11T00:00:00.000","20:09","2009-07-11T00:00:00.000","18:45",,,"650","23G","Stealing Auto Parts/","113","UNKNOWN","KANSAS CITY","0","PJ1337","CPD","U","1","VIC","W","M","31",,"N"
"90065043","2009-08-22T00:00:00.000","16:42","2009-08-22T00:00:00.000","14:00","2009-08-22T00:00:00.000","16:42","640","23F","Stealing From Auto",,"3ST/BROADWAY","KANSAS CITY","64101",,,"U","1","VIC","W","M","27",,"N"
"90066460","2009-08-27T00:00:00.000","13:48","2009-08-27T00:00:00.000","13:48",,,"670","23D","Stealing from Buildi",,"UNKNOWN","KANSAS CITY","99999",,,"U","1","SUS","U","U",,"
UNKNOWN KANSAS CITY, MO 99999
(39.52368635500045, -99.11415045099966)","N"
"90066460","2009-08-27T00:00:00.000","13:48","2009-08-27T00:00:00.000","13:48",,,"670","23D","Stealing from Buildi",,"UNKNOWN","KANSAS CITY","99999",,,"U","1","VIC","W","F","31","
UNKNOWN KANSAS CITY, MO 99999
(39.52368635500045, -99.11415045099966)","N"
"90080770","2009-10-14T00:00:00.000","17:33","2009-10-14T00:00:00.000","14:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","KANSAS CITY","0","PKC000","CPD","U","1","SUS","U","U",,,"N"
"90081897","2009-10-18T00:00:00.000","20:33","2009-10-18T00:00:00.000","20:30",,,"2601","90Z","Misc Violation","999","9300  E 90 TE","KANSAS CITY",,"PJ6474","SPD","U","2","SUS","B","F","53","9300 90
TE KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90086363","2009-11-02T00:00:00.000","18:59","2009-11-02T00:00:00.000","18:59",,,"2601","90Z","Misc Violation","233","8000  PASEO","KANSAS CITY","64131","PJ5897","MPD","U","1","SUS","W","M","30","8000 PASEO
KANSAS CITY, MO 64131
(38.98274444500049, -94.56692891399967)","N"
"90086426","2009-11-03T00:00:00.000","3:57","2009-11-03T00:00:00.000","3:57",,,"2601","90Z","Misc Violation","534","5700  LONGVIEW RD","KANSAS CITY","64137","PJ7168","SPD","U","1","VIC",,,,"5700 LONGVIEW RD
KANSAS CITY, MO 64137
(38.916290957000456, -94.52471627099965)","N"
"90086925","2009-11-04T00:00:00.000","17:27","2009-10-31T00:00:00.000","18:57",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","KANSAS CITY","0","PKC000","CPD","U","1","SUS","U","U",,,"N"
"90087179","2009-11-05T00:00:00.000","14:55","2009-11-05T00:00:00.000","14:55",,,"1401","290","Property Damage","234","8500  STATE LINE RD","KANSAS CITY",,"PJ6076","MPD","U","1","VIC",,,,"8500 STATE LINE RD
KANSAS CITY, MO 
(38.88255154400048, -94.60829919799966)","N"
"90091372","2009-11-21T00:00:00.000","5:03","2009-11-21T00:00:00.000","4:00",,,"2601","90Z","Misc Violation","111","400  W 7 ST","KANSAS CITY","64110","PJ0646","CPD","U","3","VIC","W","F","51","400 7 ST
KANSAS CITY, MO 64110
(39.31758165100047, -94.66426997799965)","N"
"90091600","2009-11-22T00:00:00.000","3:47","2009-11-22T00:00:00.000","0:30",,,"403","13A","Agg Assault - Domest","415","1000  NW BARRY RD","KANSAS CITY","64118","PC0410","NPD","Y","1","VIC","W","F","47","1000 BARRY RD
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)","N"
"90091695","2009-11-22T00:00:00.000","15:08","2009-11-22T00:00:00.000","14:50",,,"630","23C","Stealing Shoplifting","232","1100  E MEYER BL","KANSAS CITY",,"PJ4934","MPD","U","1","SUS","B","F",,"1100 MEYER
BL KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90091829","2009-11-23T00:00:00.000","6:46","2009-11-23T00:00:00.000","6:45",,,"2655","90J","Trespassing","113","600  E 13 ST","KANSAS CITY","64106","PJ1194","CPD","U","1","VIC",,,,"600 13 ST
KANSAS CITY, MO 64106
(39.098426718000496, -94.5761607609997)","N"
"90093515","2009-11-30T00:00:00.000","4:50","2009-11-30T00:00:00.000","4:45",,,"302","120","Armed Robbery","142","3500  HIGHLAND AV","KANSAS CITY",,"PJ2859","CPD","U","1","SUS","B","M","17","3500 HIGHLAND AV
KANSAS CITY, MO 
(39.06289425100044, -94.56361599099966)","Y"
"90093549","2009-11-30T00:00:00.000","9:03","2009-11-30T00:00:00.000","9:03",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","KANSAS CITY","0","PKC000","CPD","U","1","SUS","U","U",,,"N"
"90094424","2009-12-03T00:00:00.000","1:44","2009-12-03T00:00:00.000","1:40",,,"702","240","Auto Theft","342","9000  E 39 ST","KANSAS CITY","64133","PJ3266","EPD","U","1","SUS","U","U",,"9000 39 ST
KANSAS CITY, MO 64133
(39.05254021500048, -94.47339229999966)","N"
"90095825","2009-12-08T00:00:00.000","17:40","2009-12-08T00:00:00.000","17:20",,,"302","120","Armed Robbery","412","700  NW 51 TE","KANSAS CITY","64118","PC0801","NPD","U","1","SUS","B","M",,"700 51
TE KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)","Y"
"90097420","2009-12-14T00:00:00.000","15:58","2009-12-14T00:00:00.000","15:05",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","KANSAS CITY","0","PKC000","CPD","U","1","SUS","U","U",,,"N"
"90097467","2009-12-14T00:00:00.000","18:11","2009-12-14T00:00:00.000","18:11",,,"630","23C","Stealing Shoplifting","421","7200  NW 86 TE","KANSAS CITY","64152","PP0317","NPD","U","1","VIC",,,,"7200 86
TE KANSAS CITY, MO 64152
(39.219070513000474, -94.69702805099968)","N"
"90099636","2009-12-23T00:00:00.000","10:27","2009-12-23T00:00:00.000","10:00",,,"302","120","Armed Robbery","132","36TH ST/BALTIMORE","KANSAS CITY","64111","PJ2827","CPD","U","1","SUS","B","M","20",,"Y"
"90100447","2009-12-27T00:00:00.000","17:59","2009-12-25T00:00:00.000","17:30",,,"201","11A","Rape","231","77TH &TERRACE","KANSAS CITY","64108","PJ0673","CPD","U","1","SUS","B","M",,,"N"
"90100899","2009-12-29T00:00:00.000","16:13","2009-12-28T00:00:00.000","15:30",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","KANSAS CITY","0","PKC000","CPD","U","1","SUS","U","U",,,"N"
"90100911","2009-12-29T00:00:00.000","16:52","2003-07-01T00:00:00.000","12:00","2009-12-29T00:00:00.000",,"1198","26C","Impersonation","224","6100  FOREST AV","KANSAS CITY",,"PJ4824","MPD","U","1","VIC","B","M","38","6100 FOREST AV
KANSAS CITY, MO 
(39.01649688200047, -94.57327697999966)","N"
"90019302","2009-03-17T00:00:00.000","13:15","2009-03-17T00:00:00.000","12:15",,,"1120","26A","Fraud","323","2000  AGNES AV","KANSAS CITY","64127","PJ1683","EPD","U","1","SUS","B","M","25","2000 AGNES AV
KANSAS CITY, MO 64127
(39.08805322900048, -94.5473056949997)","N"
"90016978","2009-03-08T00:00:00.000","12:23","2009-03-08T00:00:00.000","12:23",,,"2601","90Z","Misc Violation","141","500  E ARMOUR BL ","KANSAS CITY",,"PJ2763","CPD","U","1","VIC","B","M","1","500 ARMOUR
BL KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90022499","2009-03-29T00:00:00.000","3:12","2009-03-29T00:00:00.000","2:45",,,"1401","290","Property Damage","999","4000  NE 77 ST","KCMO","64119","PCX001","NPD","U","1","SUS","B","M","23","4000 77 ST
KCMO, MO 64119
(39.233497539000496, -94.53262967599966)","N"
"90022499","2009-03-29T00:00:00.000","3:12","2009-03-29T00:00:00.000","2:45",,,"1401","290","Property Damage","999","4000  NE 77 ST","KCMO","64119","PCX001","NPD","U","2","SUS","B","M","21","4000 77 ST
KCMO, MO 64119
(39.233497539000496, -94.53262967599966)","N"
"90029786","2009-04-20T00:00:00.000","14:25","2009-04-20T00:00:00.000","14:25",,,"2601","90Z","Misc Violation","222","E 49 ST/PASEO","KANSAS CITY",,"PJ3879","MPD","U","1","VIC",,,,"49 ST
PASEO KANSAS CITY, MO 
(39.182510462000494, -94.65669738299965)","N"
"90028999","2009-04-21T00:00:00.000","10:50","2009-04-21T00:00:00.000","9:30",,,"630","23C","Stealing Shoplifting","132","100  E LINWOOD BL","KANSAS CITY",,"PJ2650","CPD","U","1","SUS","A","M",,"100 LINWOOD
BL KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90044344","2009-06-14T00:00:00.000","23:42","2009-06-14T00:00:00.000","23:38",,,"302","120","Armed Robbery",,"31/PENN","KANSAS CITY","64108",,,"U","1","VIC","W","M","21","31 PENN
KANSAS CITY, MO 64108
(39.07131287700048, -94.59222846799969)","Y"
"90052675","2009-07-14T00:00:00.000","18:00",,,,,"831","13C","Intimidation",,,,,,,"U","2","SUS","B","M","21","
, MO 
(38.63579372300046, -92.56629737199967)","N"
"90057508","2009-07-28T00:00:00.000","23:01","2009-07-28T00:00:00.000","23:00",,,"831","13C","Intimidation","242","2500  E 77 ST","KANSAS CITY",,"PJ5789","MPD","U","1","VIC","B","M","37","2500 77 ST
KANSAS CITY, MO 
(39.23348806400048, -94.54992916199967)","N"
"90059248","2009-08-03T00:00:00.000","20:31","2009-08-03T00:00:00.000","20:31",,,"1401","290","Property Damage","543","6800  E 114 TE","KANSAS CITY",,"PJ7173","SPD","U","1","VIC","B","M","29","6800 114
TE KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90062933","2009-08-15T00:00:00.000","19:18","2009-08-15T00:00:00.000","19:10",,,"630","23C","Stealing Shoplifting","999","11600  E US 40 HW E","INDEPENDENCE",,"PJX007","EPD","U","1","VIC",,,,"11600 US 40
HW E INDEPENDENCE, MO 
(39.52368635500045, -99.11415045099966)","N"
"80070176","2009-01-12T00:00:00.000","12:50",,,,,"101","09A","HOMICIDE","314","ANDERSON AV/LAWN AV","KANSAS CITY",,"PJ0342","EPD","U","1","SUS","U","U",,"
ANDERSON AV LAWN AV KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","Y"
"90096948","2009-12-12T00:00:00.000","18:43","2009-12-12T00:00:00.000","18:40",,,"302","120","Armed Robbery","133","600  W 39 TE","KANSAS CITY","64111","PJ3091","CPD","U","2","VIC",,,,"600 39
TE KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)","Y"
"90071306","2009-09-12T00:00:00.000","3:15","2009-09-12T00:00:00.000","3:15",,,"1546","520","Weapons Law Violatio","999","4000  MAIN ST","GRANDVIEW","64111","PJX005","SPD","U","1","VIC",,,,"4000 MAIN ST
GRANDVIEW, MO 64111
(38.889947702000484, -94.54674902299968)","Y"
"90047292","2009-06-24T00:00:00.000","18:36","2009-06-19T00:00:00.000","12:00",,,"1198","26C","Impersonation","415","1400  NW 80 TE","KANSAS CITY","64118","PC0431","NPD","U","1","SUS","U","U",,"1400 80
TE KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)","N"
"90068182","2009-09-02T00:00:00.000","8:04","2009-09-02T00:00:00.000","7:15",,,"650","23G","Stealing Auto Parts/","143","4100  PASEO","KANSAS CITY",,"PJ3322","CPD","U","1","SUS","U","U",,"4100 PASEO
KANSAS CITY, MO 
(39.052202337000494, -94.56773557599968)","N"
"90003866","2009-01-16T00:00:00.000","13:14","2009-01-16T00:00:00.000","13:14",,,"302","120","Armed Robbery","341","1700  NEWTON AV","KANSAS CITY",,"PJ1660","EPD","U","3","SUS","B","M","17","1700 NEWTON AV
KANSAS CITY, MO 
(39.090004998000495, -94.50462493199967)","Y"
"90072310","2009-09-15T00:00:00.000","15:37","2009-09-15T00:00:00.000","15:37",,,"501","220","Burglary - Residence","242","8000  PARK AV","KANSAS CITY",,"PJ5904","MPD","U","1","SUS","B","M",,"8000 PARK AV
KANSAS CITY, MO 
(38.981901707000475, -94.5613054159997)","N"
"90089365","2009-11-13T00:00:00.000","17:16","2009-11-12T00:00:00.000","14:00",,,"1198","26C","Impersonation","543","7400  E 109 TE","KANSAS CITY","64134","PJ6982","SPD","U","1","VIC","B","M","31","7400 109
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"90056211","2009-07-24T00:00:00.000","15:38","2009-07-09T00:00:00.000","9:00","2009-07-24T00:00:00.000","16:00","690","23H","Stealing All Other","112","00  W 10 ST","KANSAS CITY",,"PJ0865","CPD","U","1","VIC",,,,"00 10 ST
KANSAS CITY, MO 
(39.194183773000475, -94.68616850699965)","N"
"90080566","2009-10-13T00:00:00.000","23:02","2009-10-13T00:00:00.000","23:00",,,"1352","280","Stolen Property OFFE","211","3800  E 56 ST","KANSAS CITY","64130","PJ4568","MPD","U","1","VIC","U","U",,"3800 56 ST
KANSAS CITY, MO 64130
(39.024238427000455, -94.54085895399965)","N"
"90071171","2009-09-11T00:00:00.000","15:59","2009-09-11T00:00:00.000","6:30","2009-09-11T00:00:00.000","15:30","501","220","Burglary - Residence","542","7200  E 87 TE ","KANSAS CITY",,"PJ6346","SPD","U","1","SUS","U","U",,"7200 87
TE KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90004288","2009-01-17T00:00:00.000","21:23","2009-01-17T00:00:00.000","21:23",,,"1849","35A","Possession/Sale/Dist","415","NW 68 ST/US 169 S TO NW 68 ST RA","KANSAS CITY",,"PC0507","NPD","U","1","VIC",,,,"68 ST
RA KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90081244","2009-10-16T00:00:00.000","12:23","2009-10-16T00:00:00.000","10:20",,,"1120","26A","Fraud","535","700  W 131 TE","KANSAS CITY","64113","PJ7404","SPD","U","1","SUS","U","U",,"700 131
TE KANSAS CITY, MO 64113
(39.013360573000455, -94.59306944999969)","N"
"90014291","2009-02-25T00:00:00.000","23:39","2009-02-25T00:00:00.000","22:48",,,"2601","90Z","Misc Violation","142","3800  WAYNE AV","KCMO","64109","PJ3090","CPD","U","1","SUS","U","U",,"3800 WAYNE AV
KCMO, MO 64109
(39.05688312300049, -94.5651263209997)","N"
"90001346","2009-01-06T00:00:00.000","14:48","2009-01-06T00:00:00.000","14:48",,,"840","90Z","Resisting an Officer","121","BROOKLYN AV/MINNIE ST","KANSAS CITY",,"PJ0390","CPD","U","1","VIC",,,,"
BROOKLYN AV MINNIE ST KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"90004445","2009-01-18T00:00:00.000","16:26","2009-01-18T00:00:00.000","16:20",,,"302","120","Armed Robbery","234","1200  E 89 ST ","KANSAS CITY","64133","PJ6197","MPD","U","2","SUS","B","M",,"1200 89 ST
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)","Y"
"90075866","2009-09-27T00:00:00.000","3:24","2009-09-27T00:00:00.000","0:05",,,"201","11A","Rape","324","4700  E 24 ST","KANSAS CITY","64127","PJ2012","EPD","U","1","SUS","B","M",,"4700 24 ST
KANSAS CITY, MO 64127
(39.082158423000465, -94.52845937099966)","N"
"90000446","2009-01-02T00:00:00.000","17:43","2009-01-02T00:00:00.000","17:40",,,"2655","90J","Trespassing","543","7000  LONGVIEW RD","KANSAS CITY","64134","PJ7247","SPD","U","1","ARR","B","M","19","7000 LONGVIEW RD
KANSAS CITY, MO 64134
(38.9152469550005, -94.5099676539997)","N"
"90000629","2009-01-03T00:00:00.000","12:17","2009-01-03T00:00:00.000","12:17",,,"2601","90Z","Misc Violation","999","N 43 ST/STATE AV","KANSAS CITY","66103","PWX001","CPD","U","1","SUS","B","M","20","43 ST STATE AV
KANSAS CITY, MO 66103
(39.05655427300047, -94.62730809299967)","N"
"80074411","2009-01-24T00:00:00.000","9:01","2009-01-24T00:00:00.000","0:28",,,"831","13C","Intimidation","123","1200  HIGHLAND AV ","KANSAS CITY","64127","PJ1180","CPD","U","2","SUS","B","F","23","1200 HIGHLAND AV
KANSAS CITY, MO 64127
(39.098314623000476, -94.56175123499969)","N"
"90001023","2009-01-05T00:00:00.000","12:30","2009-01-05T00:00:00.000","12:30",,,"2601","90Z","Misc Violation","211","5100  SWOPE PK","KANSAS CITY","64130","PJ4185","MPD","U","1","SUS","U","U",,"5100 SWOPE PK
KANSAS CITY, MO 64130
(39.033267460000445, -94.54329635899967)","N"
"90000767","2009-01-04T00:00:00.000","7:54","2009-01-03T00:00:00.000","20:00","2009-01-04T00:00:00.000","7:45","1401","290","Property Damage","322","4300  E 17 ST","KANSAS CITY",,"PJ1508","EPD","U","1","SUS","U","U",,"4300 17 ST
KANSAS CITY, MO 
(39.09090765600047, -94.5321097209997)","N"
"90001174","2009-01-05T00:00:00.000","22:05","2009-01-05T00:00:00.000","21:30","2009-01-05T00:00:00.000","21:35","402","13A","Agg Assault - Drive-","341","2000  DRURY AV","KANSAS CITY","64127","PJ1807","EPD","U","4","VIC","W","F","10","2000 DRURY AV
KANSAS CITY, MO 64127
(39.08680225900048, -94.51859205899967)","Y"
"90000567","2009-01-03T00:00:00.000","6:48","2009-01-03T00:00:00.000","6:30","2009-01-03T00:00:00.000","6:35","702","240","Auto Theft","633","5000  N BROOKLYN AV","KANSAS CITY","64118","PC0844","SCP","N","1","VIC","W","F","27","5000 BROOKLYN AV
KANSAS CITY, MO 64118
(39.184741320000455, -94.55353568999965)","N"
"90001027","2009-01-05T00:00:00.000","13:14","2009-01-05T00:00:00.000","13:14",,,"799",,"Auto Theft Outside S","322","1900  SPRUCE AV","KANSAS CITY","64126","PJ1719","EPD","U","1","SUS","U","U",,"1900 SPRUCE AV
KANSAS CITY, MO 64126
(39.08859213600044, -94.5324354339997)","N"
"90053143","2009-07-14T00:00:00.000","9:57","2009-07-13T00:00:00.000","17:30","2009-07-14T00:00:00.000","9:45","1401","290","Property Damage","134","E EMANUEL CLEAVER II BL/OAK ST","KANSAS CITY","64110","PJ3653","CPD","U","1","VIC","W","F","19","
E EMANUEL CLEAVER II BL OAK ST KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)","N"
"90000428","2009-01-02T00:00:00.000","16:48","2009-01-02T00:00:00.000","16:30","2009-01-02T00:00:00.000","17:03","802","13B","Non Agg Assault Dome","224","1400  E 66 ST","KANSAS CITY","64131","PJ5025","MPD","Y","1","SUS","B","F","26","1400 66 ST
KANSAS CITY, MO 64131
(39.00828798300046, -94.57004991199966)","N"
"90000756","2009-01-04T00:00:00.000","4:03","2009-01-04T00:00:00.000","3:50",,,"1401","290","Property Damage","635","4100  N BELMONT AV","KANSAS CITY","64117","PC1230","SCP","U","3","VIC","W","F","18","4100 BELMONT AV
KANSAS CITY, MO 64117
(39.16853160700049, -94.5080423019997)","N"
"90001159","2009-01-05T00:00:00.000","21:27","2009-01-05T00:00:00.000","18:00",,,"640","23F","Stealing From Auto","221","200  E EMANUEL CLEAVER II BL","KANSAS CITY","64112","PJ3772","MPD","U","1","SUS","U","U",,"200 EMANUEL
CLEAVER II BL KANSAS CITY, MO 64112
(39.039812967000444, -94.5913966229997)","N"
"90000196","2009-01-01T00:00:00.000","17:12","2009-01-01T00:00:00.000","17:12",,,"801","13B","Non Aggravated Assau","233","1300  E 82 TE ","KANSAS CITY","64131","PJ5955","MPD","N","1","ARR","B","M","19","1300 82
TE KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"90001060","2009-01-05T00:00:00.000","14:51","2008-12-31T00:00:00.000","17:30","2009-01-01T00:00:00.000","13:30","650","23G","Stealing Auto Parts/","334","4300  NORTON AV","KANSAS CITY","64130","PJ3574","EPD","U","1","SUS","U","U",,"4300 NORTON AV
KANSAS CITY, MO 64130
(39.047481280000454, -94.53671588899965)","N"
"90000042","2009-01-01T00:00:00.000","2:29","2009-01-01T00:00:00.000","2:29",,,"502","220","Burglary - Non Resid","312","5900  WILSON AV","KANSAS CITY",,"PJ0608","EPD","U","1","SUS","U","U",,"5900 WILSON AV
KANSAS CITY, MO 
(39.105276913000466, -94.51317930299967)","N"
"90000891","2009-01-04T00:00:00.000","21:15","2009-01-02T00:00:00.000","17:00","2009-01-04T00:00:00.000","21:00","501","220","Burglary - Residence","543","11300  SYCAMORE TE","KANSAS CITY","64134","PJ7122","SPD","U","1","VIC","B","F","33","11300 SYCAMORE
TE KANSAS CITY, MO 64134
(38.92230027900047, -94.49829708099969)","N"
"90000887","2009-01-04T00:00:00.000","22:05","2009-01-04T00:00:00.000","22:04",,,"302","120","Armed Robbery","125","E 33 ST/WABASH AV","KANSAS CITY",,"PJ2648","CPD","U","3","SUS","B","M",,"33 ST WABASH AV
KANSAS CITY, MO 
(39.10295319700049, -94.5830775179997)","Y"
"90000536","2009-01-03T00:00:00.000","1:44","2009-01-03T00:00:00.000","1:40",,,"1401","290","Property Damage","114","1800  HOLLY ST","KANSAS CITY","64108","PJ1630","CPD","U","1","VIC","W","M","14","1800 HOLLY ST
KANSAS CITY, MO 64108
(39.09129259000048, -94.59812633999968)","N"
"90000009","2009-01-01T00:00:00.000","0:30","2009-01-01T00:00:00.000","0:10",,,"3010",,"Casualty (includes a","422","3400  NW 85 TE","KANSAS CITY","64154","PP0324","NPD","U","1","VIC","W","F","29","3400 85
TE KANSAS CITY, MO 64154
(39.25757160700044, -94.6361588689997)","N"
"90001141","2009-01-05T00:00:00.000","19:05","2009-01-05T00:00:00.000","19:00",,,"401","13A","Aggravated Assault (","315","500  N LAWNDALE AV","KANSAS CITY","64123","PJ0166","EPD","U","2","VIC","W","F","14","500 LAWNDALE AV
KANSAS CITY, MO 64123
(39.10681309200049, -94.51554575299969)","Y"
"90000280","2009-01-02T00:00:00.000","7:57","2009-01-01T00:00:00.000","22:30","2009-01-02T00:00:00.000","5:30","502","220","Burglary - Non Resid","343","3300  SPRUCE AV","KANSAS CITY","64128","PJ2787","EPD","U","1","VIC","W","F","34","3300 SPRUCE AV
KANSAS CITY, MO 64128
(39.06550207100048, -94.53350613899966)","N"
"90001100","2009-01-05T00:00:00.000","16:11","2009-01-05T00:00:00.000","16:11",,,"2402","90C","Disorderly Conduct","112","E 8 ST/GRAND AV","KANSAS CITY","64105","PJ0721","CPD","U","1","VIC",,,,"8 ST GRAND AV
KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)","N"
"90000842","2009-01-04T00:00:00.000","17:26","2009-01-04T00:00:00.000","14:00","2009-01-04T00:00:00.000","17:00","702","240","Auto Theft","543","11800  FOOD LN","KANSAS CITY","64134","PJ7284","SPD","U","1","VIC","B","M","20","11800 FOOD LN
KANSAS CITY, MO 64134
(38.91024256000048, -94.50565593299967)","N"
"90035770","2009-05-15T00:00:00.000","9:27","2009-05-15T00:00:00.000","1:00","2009-05-15T00:00:00.000","2:00","670","23D","Stealing from Buildi","113","1300  WALNUT ST","KANSAS CITY","64106","PJ1177","CPD","U","1","SUS","U","U",,"1300 WALNUT ST
KANSAS CITY, MO 64106
(39.09848930800047, -94.58218853099964)","N"
"90000933","2009-01-05T00:00:00.000","8:35","2009-01-03T00:00:00.000","20:00","2009-01-04T00:00:00.000","8:00","650","23G","Stealing Auto Parts/","134","4300  LOCUST ST","KANSAS CITY","64110","PJ3488","CPD","U","1","SUS","U","U",,"4300 LOCUST ST
KANSAS CITY, MO 64110
(39.04794408000049, -94.58080772899967)","N"
"90000603","2009-01-03T00:00:00.000","10:51","2008-12-22T00:00:00.000","5:30","2009-01-02T00:00:00.000","9:45","1401","290","Property Damage","221","5300  SUNSET DR","KANSAS CITY","64112","PJ4196","MPD","U","1","VIC","W","M","52","5300 SUNSET DR
KANSAS CITY, MO 64112
(39.03115609000048, -94.6026021299997)","N"
"90000643","2009-01-03T00:00:00.000","14:28","2009-01-03T00:00:00.000","14:28",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HWY","KANSAS CITY","64135","PJ3601","EPD","U","1","VIC",,,,"11600 US 40 HWY
KANSAS CITY, MO 64135
(39.068133273000456, -94.51602867299965)","N"
"90000176","2009-01-01T00:00:00.000","16:29","2009-01-01T00:00:00.000","11:30",,,"650","23G","Stealing Auto Parts/","224","2300  E 63 ST","KANSAS CITY","64118","PJ4898","MPD","U","1","VIC","W","F","30","2300 63 ST
KANSAS CITY, MO 64118
(39.20842113800046, -94.58336720299968)","N"
"90000423","2009-01-02T00:00:00.000","14:29","2009-01-02T00:00:00.000","5:30","2009-01-02T00:00:00.000","7:45","670","23D","Stealing from Buildi","112","900  MCGEE ST ","KANSAS CITY","64106","PJ0877","CPD","U","1","VIC","W","F","53","900 MCGEE ST
KANSAS CITY, MO 64106
(39.10336547100047, -94.5795978169997)","N"
"90000768","2009-01-04T00:00:00.000","7:56","2009-01-03T00:00:00.000","21:30","2009-01-04T00:00:00.000","7:45","702","240","Auto Theft","344","3900  TOPPING AV","KANSAS CITY","64129","PJ3374","EPD","U","1","SUS","U","U",,"3900 TOPPING AV
KANSAS CITY, MO 64129
(39.05376169100049, -94.51675424899969)","N"
