Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
716,TEXAS A&M ENGINEERING EXTENSION SERVICE (TEEX),,450,,,1,ea,12 x 12 Canopy replacement,100.00,Yvette Tschirhart,979/458-6794,yvette.tschirhart@teex.tamu.edu,ESTI JOHN BURGE,,,https://data.texas.gov/views/qwhy-c2kk/files/88beeaa2-2547-4667-9c3f-2593602bc3fd?filename=ESTI+BURGE+SPOT+BIDS.docx
711,Texas A&M University,711-17-1702-CHEM,175,33,Commodities,75,Pack,"15 cm Filter Paper, 100/pack, VWR #28310-128",468.00,Cindy Gillar,979-845-9010,c-gillar@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/cd826e40-c9ed-4cf4-8b76-2b4d59f9cc39?filename=711-17-1702-CHEM.pdf
757,WEST TEXAS A&M UNIVERSITY,17-Z1004,420,59,,45,ea,"15 each - Hammered 30"" round copper top bistro tables. Oak base 42"" high. Ebony/black distressed finish with high grade finish to withstand high traffic use & 30 each Oak bar stools 30"" tall, with ebony/black finish -distressed & high grade finish to with stand heavy use. Leather seating.",,Bryan Glenn,806-651-2105,bglenn@wtamu.edu,,https://data.texas.gov/views/qwhy-c2kk/files/87e3d45b-20fd-44c3-86c9-8f8937f90f69?filename=BID+Furniture.pdf,,https://data.texas.gov/views/qwhy-c2kk/files/5c3d0ea5-3983-483a-81d3-8803d0c026f2?filename=BID+Furniture.pdf
362,TEXAS LOTTERY COMMISION, RQ17-0765 ,204,32,Office Supplies,1,Package,"16GB USB 2.0 FLASH DRIVE, BLACK/ BLUE/GREEN/RED/SILVER, TOPSELL, ASIN #B01LWE0KHK, 5 PER PACK",,SCOTT MERRYMAN,(512) 344-5402,SCOTT.MERRYMAN@LOTTERY.STATE.TX.US,,,,https://data.texas.gov/views/qwhy-c2kk/files/05b1b32c-b87c-4461-8a27-d82722c6ffcf?filename=2017+RFQ+17-0765.pdf
327,ERS,327-17-25788,037,52,Commodities,500,Each,16 oz. big game stadium cups w/ERS Logo,,Andrew Ortegon,512-867-7562,purchasing-all@ers.state.tx.us,,https://data.texas.gov/views/qwhy-c2kk/files/f6f58efb-9070-49b5-9570-e5449101d228?filename=327-17-25788+ERS+BLK+LOGO.png,,https://data.texas.gov/views/qwhy-c2kk/files/2185ebce-5f8d-4d9a-b66a-2daa1bad7d77?filename=327-17-25788+16+OZ+Stadium+Cup.pdf
320,TEXAS WORKFORCE COMMISSION,8290E,615,62,Office Supplies,2,PACKAGE," 172460,Canary Yellow 1-1/2 X 2 100/pad 12 Pads/pack",4.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/39cf7d5a-b0c2-4cf1-8dae-3c65f367d91a?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/52770dbd-5259-45a1-b54c-2b90f1ff70d6?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
320,TEXAS WORKFORCE COMMISSION,8004B,785,30,Office Supplies,2,PACKAGES,"1783278, CHALK MARKERS SILVER AND GOLD",8.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,https://data.texas.gov/views/qwhy-c2kk/files/c83a83fe-d07b-4cb0-a038-5bdd99e733c0?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx,https://data.texas.gov/views/qwhy-c2kk/files/ca72df0d-3d4b-4e43-8f79-9b62a6ae981a?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,
320,TEXAS WORKFORCE COMMISSION,8114B,785,30,Office Supplies,2,PACKAGES,"1783278, CHALK MARKERS SILVER AND GOLD",8.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,https://data.texas.gov/views/qwhy-c2kk/files/bf508887-a178-4b5a-8b27-1f5a6b1e9b4a?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx,https://data.texas.gov/views/qwhy-c2kk/files/5d830330-f1cd-4b56-8b9c-167a70266de5?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,
716,TEXAS A&M ENGINEERING EXTENSION SERVICE (TEEX),,201,,,1,CASE,"187100 GLOVES, NITRILE, POWDER FREE, SMALL",,Yvette Tschirhart,979/458-6794,yvette.tschirhart@teex.tamu.edu,ESTI EMS Mike Schuler,,,https://data.texas.gov/views/qwhy-c2kk/files/e13a4ebd-9465-46c2-a160-0ccea4e765d0?filename=ESTI+EMS+SPOT+BID+1.docx
716,TEXAS A&M ENGINEERING EXTENSION SERVICE (TEEX),,201,,,1,CASE,"187200 GLOVES NITRILE POWDER FREE, MEDIUM",,Yvette Tschirhart,979/458-6794,yvette.tschirhart@teex.tamu.edu,ESTI EMS Mike Schuler,,,https://data.texas.gov/views/qwhy-c2kk/files/211b0b07-aeb0-47e3-9c17-6352f1a9f558?filename=ESTI+EMS+SPOT+BID+1.docx
716,TEXAS A&M ENGINEERING EXTENSION SERVICE (TEEX),,201,,,1,CASE,"187300 GLOVES NITRILE POWDER FREE, LARGE",,Yvette Tschirhart,979/458-6794,yvette.tschirhart@teex.tamu.edu,ESTI EMS Mike Schuler,,,https://data.texas.gov/views/qwhy-c2kk/files/8ec49c0a-5a09-487e-a559-8825a5d4b387?filename=ESTI+EMS+SPOT+BID+1.docx
320,TEXAS WORKFORCE COMMISSION,8290B,485,16,Office Supplies,1,CARTON,"19200-77182,Disinfecting Wipes Lemon And Lime Blossom White 7 X 8 80/can 6 Cans/ct",40.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/304ae18a-f9a2-4018-b1f3-ed8746a59ee8?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/5f5fb562-8f87-4e10-8d07-f33f8b41bbc7?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
320,TEXAS WORKFORCE COMMISSION,7994G,485,40,Office Supplies,6,EA,"19200-79329, DISINFECTANT SPRAY",8.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/42f4329b-ff07-4739-9a97-e1fc98e543c3?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/5468be4a-d4d2-4689-99de-10c3e68c911f?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
757,WEST TEXAS A&M UNIVERSITY,17-Z1002,616,60,Other,,ea,1. Calendar refill (SK E717-50 ) 2017 year 20 EA 2. Desk Calendar Pad (SK 24-00) 2017 year 48 EA 3. White Out (BIC WOELP-11) 60 EA 4. Scissors (Fiskars 01-004249J) 24 EA 5. Erasers (PAP 70520) 12 EA 6. White Legal Pad Letter Size (UNV 20630 or equal) 144 EA,,Bryan Glenn,806-651-2105,bglenn@wtamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/b4ce0fcf-3483-4838-b978-7b70869a4bb6?filename=BID+OFFICE+SUPPLIES.pdf
711,Texas A&M University,711-17-1708-SSC,285,50,Commodities,10,Case,"1E337  / INCANDESCENT LIGHT BULB, B10,40W  (10 PER CASE)",,Cindy Gillar,979-845-9010,c-gillar@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/753be459-f981-46a6-9d90-9075271721f2?filename=711-17-1708-SSC.pdf
551,Texas Department of Agriculture,551-7-06428,557,62,Other Services,3,,"1 ea Full Color removable vinuyl with 3420 laminate, 108.00 inches verticle and 130.00 inches horizontal for Store Vendor Doors, 1 ea full  color, removable vinyl with 3420 laminate, 108.00 inches vertical and 134.00 inches horizontal for TDA Office Doors, and 1 ea full color, removable vinyl with 3420 laminate, 80.00 inches vertical and 72.00 inches horizontal for the Pavilionâs Kitchen Door.",,Dinita Caldwell,512-463-8496,dinita.caldwell@texasagriculture.gov,"Includes production, installation and removal",,https://data.texas.gov/views/qwhy-c2kk/files/349a65db-c456-452d-ac06-012a41d3c6d2?filename=TDA+Solicitation+Terms+and+Conditions.docx,https://data.texas.gov/views/qwhy-c2kk/files/1d9a4454-f92f-4415-9d13-00e767d422d8?filename=7-06428+State+Fair17++Indoor+Graphic+Signage+Request.pdf
551,Texas Department of Agriculture,551-7-06429,557,62,Other Services,4,ea,"1 ea Mesh Banner (8âX37â8â) at West Entrance, 1 ea 16âX16â Banner - Digitally printed on 196â 8 oz. Mesh 70/30 at Wine Garden East Entrance. Finished 2â webbing, corner patches & grommets across top & both bottom corners, 1 ea 4mm Coroplast 3âX8â digitally printed and Trimmed to size, mounted on posts in Front of Pavilion on the West Side and 1 ea âX7â digitally printed on 3M IJ8624 Rough Wall Graphic material with 3M 8524 Luster Overlaminate applied. Trimmed to size. Applied to the column wall outside the East Entrance to the Pavilion.",,Dinita Caldwell,512-463-8496,dinita.caldwell@texasagriculture.gov,"Includes production, installation and removal and delivery costs",,https://data.texas.gov/views/qwhy-c2kk/files/74fe30c6-ff3c-4cbe-b95f-521c80ccd203?filename=TDA+Solicitation+Terms+and+Conditions.docx,https://data.texas.gov/views/qwhy-c2kk/files/8729e82f-ade3-4ac8-9fe4-4f4ed0615b5d?filename=7-06429+State+Fair17+Outdoor+Signage+Request+%282%29.pdf
530,Department of Family and Protective Services,530-A170105505,615,73,Office Supplies,300,Each,"1-inch Binder: Round, Three Ring â¢ Color: Green â¢ Opaque cover  â¢ Inside front and back pockets â¢ Recycled content post-consumer: 60% - total recycled: 68%",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/8830cf10-76c9-4df5-8b93-057838842ce4?filename=530-A170105505+binders.pdf
737,Angelo State University,737-17-SBFBallast,285,06,Commodities,200,each,1 or 2 Lamp Flourescent Ballast,2150.00,Michelle Michaelis,,mmichaelis@angelo.edu,,https://data.texas.gov/views/qwhy-c2kk/files/f7236fbd-f5d8-4d88-8c68-109c683b547b?filename=1-2ballast+image.jpg,https://data.texas.gov/views/qwhy-c2kk/files/fc3a2b8b-1e61-4150-bc42-bce5b9839028?filename=terms-and-conditions.pdf,https://data.texas.gov/views/qwhy-c2kk/files/91bccfd6-8c44-4a87-84b1-602e90ff88a4?filename=1-2+ballast_IFB.pdf
696,Texas Department of Criminal Justice,IT869601,450,76,Commodities,6,EA,1# Silvabright 100 Lead Free Sold Silvabright 100 SKU #56761,,Ruby Cowan,9364373128,ruby.cowan@tdcj.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/4b0bec2c-3ec3-494e-8555-43a4d573a1f9?filename=IT869601.pdf
716,TEXAS A&M ENGINEERING EXTENSION SERVICE (TEEX),,465,,,1,CASE,1SR*FF2025 20G ANGIOCATH,,Yvette Tschirhart,979/458-6794,yvette.tschirhart@teex.tamu.edu,ESTI EMS Mike Schuler,,,https://data.texas.gov/views/qwhy-c2kk/files/17f611e8-4667-450f-8e09-3656d3c46d15?filename=ESTI+EMS+SPOT+BID+1.docx
55555,Test Juliana,555,5555,555,Commodities,5555555,5,2,5.00,Juliana,5552555555,juliana.dierker@dir.texas.gov,,https://data.texas.gov/views/qwhy-c2kk/files/5c6d23dc-5d2f-4bef-9570-72f1825a1d29?filename=poodle.jpg,,
537,Department State Health Services,537-0000176754  ,615,77,Office Supplies,2,Each,"2000 PLUSÂ® Self-inking Stamp Re-Ink Fluid, 1 Oz., Red. Mfg P/N 1SA676 ",,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,,,,https://data.texas.gov/views/qwhy-c2kk/files/8829cb6b-e4e6-4978-85d1-5f66658ef7fa?filename=Solictation+Form+537-0000176754.pdf
320,TEXAS WORKFORCE COMMISSION,8290C,620,80,Office Supplies,2,PACKAGES,"20124 ,Foray Advanced Ink Retractable Ballpoint Pens, Needle Point, 0.7 mm, Blue ink",6.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/b1c38616-3c5b-40b6-b0a7-a756c4ece3a1?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/f895bd17-e066-45b1-93ae-90496792efd2?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
454,Texas Department of Insurance,17-18033-1,615,19,,2,EA,2018 2 Sided Wall Calendar,75.00,Frank Brown,512-676-6148,frank.brown@tdi.texas.gov,A1152_18  reversible and erasable,,,https://data.texas.gov/views/qwhy-c2kk/files/02107dbc-7b8d-4290-b404-cf5033e445a6?filename=17-18033+PRICING+REQUEST+.docx
734,Lamar University,734-17-0002,646,33,Commodities,20,CN,20lb Bond White Paper,600.00,Tabitha Evans,409.880.8387,trlewis@lamar.edu,500 Sheets per ream/10 carton reams/5000 sheets per carton,,,https://data.texas.gov/views/qwhy-c2kk/files/b90bf15f-be6f-4462-8d2d-666636beaf5b?filename=734-17-0002_copypaper.pdf
362,TEXAS LOTTERY COMMISSION,RQ17-0718 ,600,82,Commodities,2,Each,"225MI MICRO CUT SHREDDER, FELLOWS, MODEL # FEL4620001 ",,SCOTT MERRYMAN, (512) 344-5402 ,SCOTT.MERRYMAN@LOTTERY.STATE.TX.US ,,,,https://data.texas.gov/views/qwhy-c2kk/files/e27fe000-4da3-42ce-a306-67b592b9f730?filename=2017+RFQ+17-0718.pdf
808,Texas Historical Commission,808-17-SS3,037,52,,150,,24 oz soup cup with THC logo,,Charlotte Craig,512-936-4198,charlotte.craig@thc.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/a469e6d5-de55-4148-ac9b-fc93304ab6d0?filename=PO+T%26Cs+%28Updated+3-10-2017%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/e5584ad7-4abb-4c05-a644-a9ad60f3fa23?filename=808-17-SS3.docx
808,Texas Historical Commission,808-17-HSD0079,615,14,Office Supplies,2,EA,"24 X 26 INCH DRY EASE BOARD, ALUMINUM FRAME",,Charlotte Craig,512-936-4198,charlotte.craig@thc.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/4a977aa2-b207-431f-be9a-e59791406c2c?filename=PO+T%26Cs+%28Updated+3-10-2017%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/2ae94c72-c102-4731-8523-90d22bf57f53?filename=808-17-HSD0079.pdf
305,General Land Office,X0012218B,838,85,Commodities,60,EACH,"2.5 binaural headset for desk phones, 6FT PChero, hands free noise cancelling headphones with mic & cable knob, comfort fit headband",,Sandy Grimes,512-475-3504,sandy.grimes@glo.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/f85352f0-8108-4489-b2c0-ffe4f60ece9a?filename=PO+Terms+and+Conditions.pdf,https://data.texas.gov/views/qwhy-c2kk/files/06c5e9ee-36c4-4684-9efa-89d2ce5ca12a?filename=Headsets+for+Desk+Phones+X0012218B-SG.pdf
711,Texas A&M University,711-17-1708-SSC,285,50,Commodities,10,Case,"26 WATT SCREW-IN CFL, NON-DIMMABLE, 2700K, T3  100 INCANDESCENT EQUIVALENT (WATTS  (10 PER CASE)",,Cindy Gillar,979-845-9010,c-gillar@tamu.edu,,,,https://data.texas.gov/views/qwhy-c2kk/files/b057bff5-7e4f-4a78-910f-a638424ca4aa?filename=711-17-1708-SSC.pdf
764,Texas A&M University-Texarkana,764-17-206300-0036,207,72,Office Supplies,3,ea,(2) Canon toner cartridges; (1) HP Toner Cartridge,,Cynthia E Henderson,903-223-3053,cynthia.henderson@tamut.edu,,https://data.texas.gov/views/qwhy-c2kk/files/bfd8e720-b3a3-4bb5-8295-3260fb74e98c?filename=TAMUT_terms_conditions.071315.pdf,https://data.texas.gov/views/qwhy-c2kk/files/5e86a9dc-c056-4331-821a-c17d3a6ee626?filename=ACCESS.2017.CoverPage.033117.doc,https://data.texas.gov/views/qwhy-c2kk/files/5ebde59a-2369-48a1-b3e2-56ef3a29255d?filename=764-17-206300-0036_toner.pdf
529,Health and Human Services ,529-2000173399,655,15,Commodities,4,Each, 2-Pack of VW-VBT190 Batteries and Battery Charger (Or Equal) â¢ Compatible with Panasonic HCV380 â¢ Battery Specifications: Energy Storage Capacity: 1940mAh ; Voltage: 3.6 volts; Chemistry: Li-ion â¢ Battery has a one-year warranty â¢ Includes Qty 2 VW-VBT190 Batteries + Rapid AC/DC Battery Charger + Micro Fiber Cleaning Cloth,,Debra Burns,512-406-2564,debra.burns@hhsc.state.tx.us,"IF BIDDING ALTERNATE PRODUCT, PLEASE PROVIDE DESCRIPTIVE LITERATURE WITH YOUR RESPONSE OR BID MAY NOT BE ACCEPTED",,,https://data.texas.gov/views/qwhy-c2kk/files/f04226a8-93fa-40f9-8bac-763625809b29?filename=529-2000173399+Office+supplies.pdf
733 ,Texas Tech University,2017-803,285,54,Commodities,5,each,2 pin Halogen Mogul End Prong Light Socket Connector,2.23,Paula Ann Pitifer,(806) 834-7508,paula.ann.pitifer@ttu.ed,Specifications and T&C's located on Solicitation Document,,,https://data.texas.gov/views/qwhy-c2kk/files/89bfbdec-2a23-4c8d-8031-c0492aa6462d?filename=Bid%23+2017-803_Central+WH+Stock_4-27-17pap.docx
8022,Texas Parks and Wildlife Department,802-17-39593,910,36,Other Services,1,Lot,2 Ton Wall Pac Unit,,Dominik Mendoza,5123894914,dominik.mendoza@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/a36c7192-5adf-48ef-bba3-87800f8033e4?filename=910-36_39593_SP.pdf
802,Texas Parks and Wildlife Department,802-17-39777,803,40,Commodities,8,Each,2 wire Surveillance Mic for DPH radios,,Dominik Mendoza,5123894914,dominik.mendoza@tpwd.texas.gov,,,,https://data.texas.gov/views/qwhy-c2kk/files/41c121fb-695e-4c5c-a08a-0be1b4a9c719?filename=803-40_39777_SP.pdf
320,TEXAS WORKFORCE COMMISSION,8114D,605,30,Office Supplies,4,BOX,"30320, ADDRESS LABELS 1-1/8 X 3-1/2 WHITE",17.50,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,https://data.texas.gov/views/qwhy-c2kk/files/56173b3c-92e1-4491-bc43-41a264486e91?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx,https://data.texas.gov/views/qwhy-c2kk/files/bb6e4f36-f90c-42c4-acff-4d1b903586d5?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,
320,TEXAS WORKFORCE COMMISSION,8114B,605,30,Office Supplies,2,PACKAGES,"30320, CHALK MARKERS IN SILVER AND GOLD",14.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,https://data.texas.gov/views/qwhy-c2kk/files/b085c65e-0a34-4222-be13-6ac2dab96562?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx,https://data.texas.gov/views/qwhy-c2kk/files/5c582f7a-990a-49be-8fa6-3087ef3a4153?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,
320,TEXAS WORKFORCE COMMISSION,8124A,605,30,Office Supplies,4,EA,"30327, DYNO LABELWRITER,  3.44in x 0.56in",2.50,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,https://data.texas.gov/views/qwhy-c2kk/files/eac1c926-4b5a-4eb9-91a6-4247c2f2b0fa?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx,https://data.texas.gov/views/qwhy-c2kk/files/69e6cd00-ae7f-47b5-8635-b18880cfdbe1?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,
327,Employees Retirement System of Texas,327-17-25755,080,25,Commodities,250,Ea,"30"" Square shaped retractable badge reel with a metal swivel alligator clip on the back with ERS Logo Imprint area 3/4"" w x 3/4"" H, item size 1 2/8"" w x 1 3/8H.  Include the set up fee.",,Andrew Ortegon,512-867-7562,Andrew.Ortegon@ers.state.tx.us,Please let me know if you have any questions,https://data.texas.gov/views/qwhy-c2kk/files/db76faa1-e47c-436f-9907-f4b954b00e3e?filename=327-17-25755+Square+badge.pdf,,
320,TEXAS WORKFORCE COMMISSION,7994C,310,09,Office Supplies,1,BOX,"310309300036, ENVELOPE SEAL AND PEEL #10",47.00,MELANIE BUSBY,512-936-3123,melanie.busby@twc.state.tx.us,,,https://data.texas.gov/views/qwhy-c2kk/files/03c8d339-b2a6-40c5-bca5-0f99899efd77?filename=Terms+and+Conditions+08-22-2016+%283%29.docx,https://data.texas.gov/views/qwhy-c2kk/files/8d68d62f-f7a3-4212-a72f-ce7d060ee5e4?filename=TWC+RFQ-DFW+Spot+Bid+Fair.docx
302,Office of the Attorney General,302-17-9838SB,966,86,Commodities,1,each,"32.5"" x 82"" Warp Proof Retractable Banner",,Evan Kelley,512-475-4523,evan.kelley@oag.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/2ac4945b-786d-4461-ac26-0dc7b51c8893?filename=OAG+Terms+and+Conditions.docx,https://data.texas.gov/views/qwhy-c2kk/files/c3f8ecaf-4a94-4c87-baa3-dec353307476?filename=302-17-9838SB.pdf
305,General Land Office,305-17-X0012090,966,86,Commodities,4,EACH,"33"" X 80"" wide base banner stand, with hard canvas tote, hardware stand color: Silver-compact and portable",,Shelia Kirk,512-463-5186,shelia.kirk@glo.texas.gov,,,https://data.texas.gov/views/qwhy-c2kk/files/7a2d57b9-653f-4080-9e87-7e186d4a3539?filename=PO+Terms+and+Conditions.pdf,https://data.texas.gov/views/qwhy-c2kk/files/3ebf3016-becf-4f8f-8126-a25788499be4?filename=Banner+stand_X0012090.pdf
737,Angelo State University,737-17-3to4Ballast,285,06,Commodities,100,each,3-4 Lamp Flourescent Ballast,1380.00,Michelle Michaelis,,mmichaelis@angelo.edu,,https://data.texas.gov/views/qwhy-c2kk/files/c428fc1f-cf30-4f5a-8beb-65c062256fc8?filename=3-4Ballast+Image.jpg,https://data.texas.gov/views/qwhy-c2kk/files/5838c811-dded-4d3d-94a4-82eab07f2043?filename=terms-and-conditions.pdf,https://data.texas.gov/views/qwhy-c2kk/files/8a6405e6-e5ce-416c-b8dd-fcb06709cce8?filename=3-4Ballast_IFB.pdf
701,Texas Education Agency ,701-17-SBID18,425,21,Commodities,2,each,"36""x72"" Conference Table-Wood",1000.00,Valerie Francis,512-936-1367,valerie.francis@tea.texas.gov,,,,
