"mastertradenameid","tradenamedescription","tradenameform","effectivedate","firstname","middlename","lastname","suffix","registrantorganization","address1","address2","city","state","zipcode","zipcode4","country","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","mailingcountry","dateadded","entitystatus","entityformdate"
"20221653576","Cookbooks Restaurant Financials","Entity Type","2022-07-01T00:00:00.000",,,,,"Books On Time, LLC","39 Horton St",,"Eagle","CO",,,"US",,,"Eagle","CO",,,"US","2022-07-01T00:00:00.000","GOOD",
"20221654750","Tower Cafe","Entity Type","2022-07-01T00:00:00.000",,,,,"1968 Youkang Inc","950 S Cherry St Suite G-14",,"Denver","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-07-01T00:00:00.000","GOOD",
"20221643506","Hillbilly Grill Catering Co.","Entity Type","2022-06-29T00:00:00.000",,,,,"The Hillbilly Grill LLC","PO Box 207",,"Fruita","CO",,,"US",,,"Fruita","CO",,,"US","2022-06-29T00:00:00.000","GOOD",
"20221635615","Telluride Community Cafeteria","Individual","2022-06-27T00:00:00.000","Jordan","Cambria","Perkins",,,"860 Black Bear Road","D11","Telluride","CO",,,"US",,,"Telluride","CO",,,"US","2022-06-27T00:00:00.000",,
"20221621222","Rendezvous Cafe","Entity Type","2022-06-24T00:00:00.000",,,,,"Occasions Denver, Inc.","1789 W. Warren Ave.",,"Englewood","CO",,,"US",,,,,,,,"2022-06-24T00:00:00.000","GOOD",
"20221589619","Bullpen Bar and Grill","Entity Type","2022-06-16T00:00:00.000",,,,,"E&J Hospitality LLC","27280 E. Maple Ave.",,"Aurora","CO",,,"US",,,,,,,,"2022-06-16T00:00:00.000","GOOD",
"20221589562","Frank's Tavern & Grille","Entity Type","2022-06-16T00:00:00.000",,,,,"Boulder Chop House, LLC","1240 Pine St.","c/o Concept Restaurants, Inc.","Boulder","CO",,,"US",,,,,,,,"2022-06-16T00:00:00.000","GOOD",
"20221584529","Frank's Tavern & Grill","Entity Type","2022-06-14T00:00:00.000",,,,,"Boulder Chop House, LLC","1240 Pine St.","c/o Concept Restaurants, Inc.","Boulder","CO",,,"US",,,,,,,,"2022-06-14T00:00:00.000","GOOD",
"20221579903","Dozens Restaurant","Entity Type","2022-06-10T00:00:00.000",,,,,"King Business Group llc","22540 E Ridge Trail dr",,"Aurora","CO",,,"US",,,,,,,,"2022-06-10T00:00:00.000","GOOD",
"20221572925","Fuego Azteca Mexican Restaurant and Cantina","Entity Type","2022-06-07T00:00:00.000",,,,,"Azteca Mexican Restaurant Cuatro LLC","PO BOX 270387",,"Louisville","CO",,,"US",,,"Louisville","CO",,,"US","2022-06-07T00:00:00.000","GOOD",
"20221554220","Vista Vino Modern Grill","Entity Type","2022-06-01T00:00:00.000",,,,,"IGNAZIO'S KITCHEN, LLC","611 Willcox street",,"Castle Rock","CO",,,"US",,,"Highlands Ranch","CO",,,"US","2022-06-01T00:00:00.000","GOOD",
"20221547574","All Saints Grille","Individual","2022-05-31T00:00:00.000","Deborah","Joanne","Hodgson",,,"3001 Purdy Mesa Rd",,"Whitewater","CO",,,"US",,,"Whitewater","CO",,,"US","2022-05-31T00:00:00.000",,
"20221538572","The Excelsior Cafe","Individual","2022-05-26T00:00:00.000","Dirk","A","Depagter",,,"126 West Colorado Ave","Suite100","Telluride","CO",,,"US",,,"Telluride","CO",,,"US","2022-05-26T00:00:00.000",,
"20221538615","Excelsior Cafe","Individual","2022-05-26T00:00:00.000","Dirk","A","Depagter",,,"126 West Colorado Ave.","Suite 100","Telluride","CO",,,"US",,,"Telluride","CO",,,"US","2022-05-26T00:00:00.000",,
"20221533009","Lost Mesa Grill","Individual","2022-05-25T00:00:00.000","Evan","C","Symmes",,,"130 W Main St",,"Cedaredge","CO",,,"US",,,"Cedaredge","CO",,,"US","2022-05-25T00:00:00.000",,
"20221519391","Kai Island Grill","Entity Type","2022-05-24T00:00:00.000",,,,,"Ekahi Grill To Go","1016 Whistlers Court",,"Gypsum","CO",,,"US",,,"Gypsum","CO",,,"US","2022-05-24T00:00:00.000","GOOD",
"20221499268","El Pinito Family Restaurant","Entity Type","2022-05-20T00:00:00.000",,,,,"Salvador LLC","17225 E. Wagontrail Pkwy",,"Aurora","CO",,,"US",,,,,,,,"2022-05-20T00:00:00.000","GOOD",
"20221497845","Stellina Pizza Cafe","Entity Type","2022-05-19T00:00:00.000",,,,,"749 E Willamette, Inc","749 E Willamette Ave",,"Colorado Springs","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-05-19T00:00:00.000","GOOD",
"20221498273","Taz Indian Restaurant","Entity Type","2022-05-19T00:00:00.000",,,,,"NAIVEDYAM LLC","10731 E Alameda Ave",,"Aurora","CO",,,"US",,,,,,,,"2022-05-19T00:00:00.000","GOOD",
"20221494347","Casa Mata Mexican Restaurant","Entity Type","2022-05-18T00:00:00.000",,,,,"Mata Properties LLC","17225 E Wagontrail Pkwy",,"Aurora","CO",,,"US",,,,,,,,"2022-05-18T00:00:00.000","GOOD",
"20221494754","Casa Mata Mexican Restaurant","Entity Type","2022-05-18T00:00:00.000",,,,,"La Gavilana LLC","17225 E Wagontrail Pkwy",,"Aurora","CO",,,"US",,,,,,,,"2022-05-18T00:00:00.000","GOOD",
"20221490813","Tullio's Pedaling Cafe","Individual","2022-05-17T00:00:00.000","Allison","L","Lawson",,,"1760 Herd Street",,"Colorado Springs","CO",,,"US",,,,,,,,"2022-05-17T00:00:00.000",,
"20221491433","The Old Blinking Light Restaurant","Entity Type","2022-05-17T00:00:00.000",,,,,"TLH of Colorado, Inc.","9344 Dorchester Street","Suite 104","Highlands Ranch","CO",,,"US",,,,,,,,"2022-05-17T00:00:00.000","GOOD",
"20221486145","Fuego Azteca Mexican Restaurant and Cantina","Entity Type","2022-05-13T00:00:00.000",,,,,"AZTECA MEXICAN RESTAURANT","PO BOX 270387",,"Louisville","CO",,,"US",,,"Louisville","CO",,,"US","2022-05-13T00:00:00.000","GOOD",
"20221484882","PHO TANK VIETNAMESE RESTAURANT","Entity Type","2022-05-13T00:00:00.000",,,,,"ANNA THUY, LLC","9866 Grant St",,"Thornton","CO",,,"US",,,,,,,,"2022-05-13T00:00:00.000","GOOD",
"20221477045","Rio Grande Mexican Restaurant","Entity Type","2022-05-10T00:00:00.000",,,,,"RIO GRANDE MEXICAN RESTAURANTS, INC.","149 W. Mountain Avenue",,"Fort Collins","CO",,,"US",,,"Fort Collins","CO",,,"US","2022-05-10T00:00:00.000","GOOD",
"20221475529","EL MEX-KAL MEXICAN RESTAURANT","Entity Type","2022-05-09T00:00:00.000",,,,,"APOLUNA LLC","160 1st St",,"Estes Park","CO",,,"US",,,,,,,,"2022-05-09T00:00:00.000","GOOD",
"20221475226","Tandoori Inc DBA Tandoori Grill","Entity Type","2022-05-09T00:00:00.000",,,,,"TANDOORI INC.","619 S BROADWAY",,"Boulder","CO",,,"US",,,,,,,,"2022-05-09T00:00:00.000","GOOD",
"20221470546","Arp's Restaurant","Entity Type","2022-05-06T00:00:00.000",,,,,"Spar City Capital 2, LLC","2514 Armstrong Ave",,"Dallas","TX",,,"US",,,"Dallas","TX",,,"US","2022-05-06T00:00:00.000","GOOD",
"20221469503","European Cafe & Restaurant Jurisdiction:","Individual","2022-05-06T00:00:00.000","Bozena",,"Jakubczyk",,,"1015 W COLORADO AVE",,"Colorado Springs","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-05-06T00:00:00.000",,
"20221469591","Pagecafe Digital Marketing","Entity Type","2022-05-06T00:00:00.000",,,,,"PAGE CAFE INTERNET CONSULTING, INC.","37 Raven Hills Ct",,"Colorado Springs","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-05-06T00:00:00.000","GOOD",
"20221466907","Cafecito Cultural","Individual","2022-05-05T00:00:00.000","Guillermo","Jose","Estrada",,,"5107 Williams Fork Trl","Apt 213","Boulder","CO",,,"US",,"Apt 213","Boulder","CO",,,"US","2022-05-05T00:00:00.000",,
"20221467703","Boulder County Cafecito Cultural","Individual","2022-05-05T00:00:00.000","Guillermo","Jose","Estrada",,,"5107 Williams Fork Trl","Apt 213","Boulder","CO",,,"US",,"Apt 213","Boulder","CO",,,"US","2022-05-05T00:00:00.000",,
"20221377826","Coco Loco Cafe","Entity Type","2022-05-02T00:00:00.000",,,,,"CocoLoco LLC","2353 S Havana Street #D14",,"Aurora","CO",,,"US",,,,,,,,"2022-05-02T00:00:00.000","GOOD",
"20221448627","Blue Moose Restaurant","Entity Type","2022-04-30T00:00:00.000",,,,,"Blue Moose At Breck LLC","540 S. Main Street",,"Breckenridge","CO",,,"US",,"PO Box 8491","Breckenridge","CO",,,"US","2022-04-30T00:00:00.000","GOOD",
"20221447999","Persephone Grae's Cafe and Juice Bar","Entity Type","2022-04-29T00:00:00.000",,,,,"Fryman L.L.C.","802 N. 24th St.",,"Colorado Springs","CO",,,"US",,,,,,,,"2022-04-29T00:00:00.000","GOOD",
"20221447555","Lakeview Cafe","Entity Type","2022-04-29T00:00:00.000",,,,,"Vega Lodge & Resort, LLC.","67270 64 6/10 Rd.",,"Collbran","CO",,,"US",,,"Collbran","CO",,,"US","2022-04-29T00:00:00.000","GOOD",
"20221432486","West End Sports Grill","Entity Type","2022-04-26T00:00:00.000",,,,,"1106 Lincoln Ave LLC","1106 Lincoln Ave",,"Steamboat Springs","CO",,,"US",,,"Oak Creek","CO",,,"US","2022-04-26T00:00:00.000","GOOD",
"20221424469","Coopers Bar and Grill","Individual","2022-04-25T00:00:00.000","Shawnee","Renee","Mccoy",,,"981 La Garita Ave",,"Creede","CO",,,"US",,"PO box 3","Mosca","CO",,,"US","2022-04-25T00:00:00.000",,
"20221416970","YUMMY CHINESE RESTAURANT","Entity Type","2022-04-25T00:00:00.000",,,,,"CHINA KITCHEN CORP.","2028 35th Ave",,"Greeley","CO",,,"US",,,,,,,,"2022-04-25T00:00:00.000","GOOD",
"20221401233","Balance Grille","Entity Type","2022-04-23T00:00:00.000",,,,,"Freedom Street BG Arvada LLC","15177 Candelas Pkwy",,"Arvada","CO",,,"US",,,"Arvada","CO",,,"US","2022-04-23T00:00:00.000","GOOD",
"20221393445","Cafe La Romana","Individual","2022-04-21T00:00:00.000","Francisco",,"Javier",,,"3000 Inca Street","730A","Denver","CO",,,"US",,"730A","Denver","CO",,,"US","2022-04-21T00:00:00.000",,
"20221390530","4C Grill","Entity Type","2022-04-20T00:00:00.000",,,,,"Crave Wings LLC","1589 West Victory Way",,"Craig","CO",,,"US",,,"Craig","CO",,,"US","2022-04-20T00:00:00.000","GOOD",
"20221389479","TIKKA & GRILL 2","Entity Type","2022-04-20T00:00:00.000",,,,,"TIKKA & GRILL INC","1120 E 6TH AVE",,"Denver","CO",,,"US",,,,,,,,"2022-04-20T00:00:00.000","GOOD",
"20221387053","4th Street Grille","GP","2022-04-19T00:00:00.000",,,,,"Kehr & Company, LLC","408 4th ST",,"Alamosa","CO",,,"US",,,"Del Norte","CO",,,"US","2022-04-19T00:00:00.000",,
"20221384546","Bogeys Pub & Grill","Entity Type","2022-04-18T00:00:00.000",,,,,"Bogeys COS LLC","3214 Muirfield Dr.",,"Colorado Springs","CO",,,"US",,,,,,,,"2022-04-18T00:00:00.000","GOOD",
"20221372549","Wild Horses Cafe","Entity Type","2022-04-12T00:00:00.000",,,,,"Dawn of Hope Ministries","178 Palmer Drive",,"Florissant","CO",,,"US",,,"Florissant","CO",,,"US","2022-04-12T00:00:00.000","GOOD",
"20221368718","JKQ BBQ & Grill","Entity Type","2022-04-11T00:00:00.000",,,,,"JKQ Consolidated, LLC","215 W. 1st High Street",,"Central City","CO",,,"US",,,"Central City","CO",,,"US","2022-04-11T00:00:00.000","GOOD",
"20221370822","Jennys Mexican Restaurant LLC","Individual","2022-04-11T00:00:00.000","Edna",,"Galvan Gonzalez",,,"441 J ave",,"Limon","CO",,,"US",,,"Limon","CO",,,"US","2022-04-11T00:00:00.000",,
"20221360884","Dog Bar & Grill","Entity Type","2022-04-06T00:00:00.000",,,,,"Cuchara DBG LLC","34 Cuchara Ave","Unit 36","Cuchara","CO",,,"US",,"Unit 36","Cuchara","CO",,,"US","2022-04-06T00:00:00.000","GOOD",
"20221349452","Cafe Kush","Entity Type","2022-04-02T00:00:00.000",,,,,"Backstage Grass LLC","1512 Larimer St Ste 600",,"Denver","CO",,,"US",,,"Denver","CO",,,"US","2022-04-02T00:00:00.000","GOOD",
"20221341106","TOTAL VEGAN Indian Restaurant","Entity Type","2022-03-31T00:00:00.000",,,,,"Curry Carft Inc","549 W 130th Ave",,"Westminster","CO",,,"US",,,,,,,,"2022-03-31T00:00:00.000","GOOD",
"20221341138","The Mermaid Cafe","Entity Type","2022-03-31T00:00:00.000",,,,,"7 Healing Stars","120 Spring St","Box 34","Central City","CO",,,"US",,"Box 34","Central City","CO",,,"US","2022-03-31T00:00:00.000","GOOD",
"20221336389","Nalinis Restaurant","Individual","2022-03-30T00:00:00.000","Luis","Adolfo","Garcia",,,"257 E 1st street",,"Parachute","CO",,,"US",,,"Parachute","CO",,,"US","2022-03-30T00:00:00.000",,
"20221332840","Col Kitchen and Cafe","Entity Type","2022-03-29T00:00:00.000",,,,,"HP Kitchen Concepts, LLC","540 Grant Avenue",,"Loveland","CO",,,"US",,,,,,,,"2022-03-29T00:00:00.000","GOOD",
"20221330377","LA FIESTA RESTAURANT","Entity Type","2022-03-29T00:00:00.000",,,,,"PINK ADOBE, INC.","2340 CHAMPA ST",,"Denver","CO",,,"US",,,,,,,,"2022-03-29T00:00:00.000","GOOD",
"20221169127","The Parkside Art Gallery & Cafe","Entity Type","2022-03-28T00:00:00.000",,,,,"BLANCA PEAK, LLC","306 E Field street","Box 133","La Veta","CO",,,"US",,"Box 133","La Veta","CO",,,"US","2022-03-28T00:00:00.000","GOOD",
"20221309940","Ranch Restaurant","Individual","2022-03-24T00:00:00.000","Ioanna",,"Bastianos",,,"249 E 19th Street",,"Greeley","CO",,,"US",,,,,,,,"2022-03-24T00:00:00.000",,
"20221284396","Thai Gold Restaurant","Entity Type","2022-03-21T00:00:00.000",,,,,"LOTUS M&M LLC, Dissolved June 20, 2022","714 14th St",,"Golden","CO",,,"US",,,"Lakewood","CO",,,"US","2022-03-21T00:00:00.000","VDISS",
"20221281116","FREE Cafe","Entity Type","2022-03-20T00:00:00.000",,,,,"FREE Spiritual Community, Corp.","10524 Hyacinth Pl",,"Highlands Ranch","CO",,,"US",,,"Highlands Ranch","CO",,,"US","2022-03-20T00:00:00.000","GOOD",
"20221281021","HONG'S GARDEN CHINESE RESTAURANT","Individual","2022-03-20T00:00:00.000","Jiahao",,"Zhan",,,"820 CASTLE VALLEY BLVD.  STE 106",,"New Castle","CO",,,"US",,,,,,,,"2022-03-20T00:00:00.000",,
"20221275234","Page Cafe Media","Entity Type","2022-03-17T00:00:00.000",,,,,"Cloud Modus Inc.","5350 TOMAH DR","Suite 2800","Colorado Springs","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-03-17T00:00:00.000","GOOD",
"20221275284","KODIAC BREWERY AND RESTAURANT","Entity Type","2022-03-17T00:00:00.000",,,,,"KODIAC BREWING COMPANY LLC","7685 E Arapahoe Rd",,"Centennial","CO",,,"US",,,,,,,,"2022-03-17T00:00:00.000","GOOD",
"20221272822","Red Bear Cafe","Entity Type","2022-03-16T00:00:00.000",,,,,"Beary Hungry LLC","1477 E Eisenhower Blvd",,"Loveland","CO",,,"US",,,"Loveland","CO",,,"US","2022-03-16T00:00:00.000","GOOD",
"20221266399","Lakeside Cafe & Eatery","Entity Type","2022-03-14T00:00:00.000",,,,,"Lakeside Restaurant  LLC","604 South Union Blvd",,"Colorado Springs","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-03-14T00:00:00.000","GOOD",
"20221267488","One Concept Restaurant Group","Entity Type","2022-03-14T00:00:00.000",,,,,"Poke Concept Distribution Center, LLC","6555 S Kenton St Ste 306",,"Englewood","CO",,,"US",,,,,,,,"2022-03-14T00:00:00.000","GOOD",
"20221261378","Blackbird Cafe and Tavern","Entity Type","2022-03-11T00:00:00.000",,,,,"Blackbird Cafe, LLC","25940 State Highway 74",,"Evergreen","CO",,,"US",,,"Indian Hills","CO",,,"US","2022-03-11T00:00:00.000","GOOD",
"20221261368","Blackbird Cafe","Entity Type","2022-03-11T00:00:00.000",,,,,"Blackbird Cafe, LLC","25940 State Highway 74",,"Evergreen","CO",,,"US",,,"Indian Hills","CO",,,"US","2022-03-11T00:00:00.000","GOOD",
"20221261052","Colorado Restaurant Promotions","Individual","2022-03-11T00:00:00.000","Judy","A","Wilkens",,,"11343 Bradbury Ranch Drive",,"Parker","CO",,,"US",,,,,,,,"2022-03-11T00:00:00.000",,
"20221257628","The Back in the Day Cafe","Entity Type","2022-03-10T00:00:00.000",,,,,"Back in the Day Cafe LLC","1716 E Yampa St",,"Colorado Springs","CO",,,"US",,,,,,,,"2022-03-10T00:00:00.000","GOOD",
"20221257422","Back in the Day Cafe","Entity Type","2022-03-09T00:00:00.000",,,,,"Purple Mountain Group LLC","1716 E Yampa St","Colorado Springs","Colorado Springs","CO",,,"US",,,,,,,,"2022-03-09T00:00:00.000","GOOD",
"20221241129","George Cafe","Entity Type","2022-03-09T00:00:00.000",,,,,"Pikes Pollo Inc","5150 W 120th Avenue","Suite #100","Westminster","CO",,,"US",,,,,,,,"2022-03-09T00:00:00.000","GOOD",
"20221241304","CAMPUS CAFE","Individual","2022-03-03T00:00:00.000","Fidella",,"Gibbs",,,"435 PONCHA AVE",,"Alamosa","CO",,,"US",,,"Alamosa","CO",,,"US","2022-03-03T00:00:00.000",,
"20221239244","Lucile's Creole Cafe","Entity Type","2022-03-03T00:00:00.000",,,,,"Team First Chair LLC","3485 W. 115th Ave",,"Westminster","CO",,,"US",,,,,,,,"2022-03-03T00:00:00.000","GOOD",
"20221236835","Silk Road Grill And Market","Entity Type","2022-03-02T00:00:00.000",,,,,"CASPIAN DELI AND GROCERY LLC","2607 Pearl St",,"Boulder","CO",,,"US",,,,,,,"US","2022-03-02T00:00:00.000","GOOD",
"20221235305","Aspen American Grill","Entity Type","2022-03-02T00:00:00.000",,,,,"Aspen Concepts, LLC","2540 Tenderfoot Hill St",,"Colorado Springs","CO",,,"US",,,"Colorado Springs","CO",,,"US","2022-03-02T00:00:00.000","GOOD",
"20221231749","Santiagos Mexican Restaurant","Entity Type","2022-03-01T00:00:00.000",,,,,"LAMADI, INC","95 S SHERIDAN BLVD STE B",,"Lakewood","CO",,,"US",,,,,,,,"2022-03-01T00:00:00.000","GOOD",
