"lastname","firstname","middlename","suffix","entityname","city","state","mailzipcode","licensetype","subcategory","licensenumber","licensefirstissuedate","licenselastreneweddate","licenseexpirationdate","licensestatusdescription","specialty","title","degrees","casenumber","programaction","disciplineeffectivedate","disciplinecompletedate","linktoverifylicense","linktoviewhealthcareprofile"
,,,,"N R G Systems","LONGMONT","CO","80503","EC",,"994","1975-04-08T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337322&contact=392054",
,,,,"Better-Way Electric & Data Comm, Inc.","LONGMONT","CO","80501","EC",,"515","1976-10-19T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=327385&contact=429292",
,,,,"Mountain View Electric Co","Longmont","CO","80504","EC",,"395","1977-01-18T00:00:00.000","2005-06-22T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=327041&contact=391662",
,,,,"Hanson Electric Inc","LONGMONT","CO","80501","EC",,"201","1977-03-31T00:00:00.000","1989-02-28T00:00:00.000","1989-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=327176&contact=378402",
,,,,"Hoyt Electric Company","LONGMONT","CO","80501","EC",,"192","1977-04-13T00:00:00.000","1978-01-15T00:00:00.000","1978-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326947&contact=379944",
,,,,"Willis Electric","LONGMONT","CO","80501","EC",,"176","1977-04-22T00:00:00.000","1981-01-15T00:00:00.000","1981-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=324652&contact=417581",
,,,,"Epe Systems/Itt Controls","LONGMONT","CO","80501","EC",,"129","1977-05-16T00:00:00.000","1978-01-15T00:00:00.000","1978-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=324701&contact=374282",
,,,,"Norman Einspahr","LONGMONT","CO","80501","EC",,"65","1977-06-14T00:00:00.000","1993-02-28T00:00:00.000","1993-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=324751&contact=393067",
,,,,"Nichols Electric","LONGMONT","CO","80501","EC",,"1152","1978-01-13T00:00:00.000","1980-01-15T00:00:00.000","1980-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337981&contact=392774",
,,,,"Bauer's Electric, Inc","Longmont","CO","80501","EC",,"1154","1978-01-17T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=371579&contact=421557",
,,,,"Kastile Electric Co","LONGMONT","CO","80501","EC",,"1155","1978-01-25T00:00:00.000","1979-01-15T00:00:00.000","1979-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337971&contact=382984",
,,,,"Hoyt Electric Company","LONGMONT","CO","80501","EC",,"1178","1978-03-22T00:00:00.000","1980-01-15T00:00:00.000","1980-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337954&contact=379935",
,,,,"R P M Electric","LONGMONT","CO","80501","EC",,"1302","1978-12-26T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=337804&contact=402194",
,,,,"Star Lake Electric","LONGMONT","CO","80501","EC",,"1352","1979-04-13T00:00:00.000","1987-02-28T00:00:00.000","1987-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=335859&contact=411440",
,,,,"Kennedy Electrical Serv Inc","LONGMONT","CO","80501","EC",,"1355","1979-04-19T00:00:00.000","1987-02-28T00:00:00.000","1987-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=335883&contact=383221",
,,,,"Le Roux Electric","LONGMONT","CO","80501","EC",,"1360","1979-05-03T00:00:00.000","1980-01-15T00:00:00.000","1980-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=335876&contact=384893",
,,,,"St Vrain Electric","LONGMONT","CO","80501","EC",,"1394","1979-07-11T00:00:00.000","2014-10-01T00:00:00.000","2017-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=336197&contact=411258",
,,,,"Peterson Electric Of Longmont","LONGMONT","CO","80501","EC",,"1432","1979-09-11T00:00:00.000","1981-01-15T00:00:00.000","1981-01-15T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=335948&contact=396861",
,,,,"Camco Electric Co","LONGMONT","CO","80501","EC",,"1534","1980-06-03T00:00:00.000","1987-02-28T00:00:00.000","1987-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=336023&contact=365797",
,,,,"Ralph's Services","LONGMONT","CO","80501","EC",,"1605","1980-12-17T00:00:00.000","1999-07-20T00:00:00.000","2001-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=336394&contact=402852",
,,,,"Rawhide Electric","LONGMONT","CO","80501","EC",,"1629","1981-02-06T00:00:00.000","1993-02-28T00:00:00.000","1993-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=336370&contact=403145",
,,,,"Front Range Electrical    Contractors, Inc.","LONGMONT","CO","80501","EC",,"1642","1981-03-10T00:00:00.000","2005-03-01T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=336303&contact=376038",
,,,,"Willis Snyder","LONGMONT","CO","80501","EC",,"1675","1981-05-28T00:00:00.000","1987-02-28T00:00:00.000","1987-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365196&contact=417586",
,,,,"Class One Electric, Inc.","LONGMONT","CO","80501","EC",,"1697","1981-08-07T00:00:00.000","1991-02-28T00:00:00.000","1991-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365089&contact=367784",
,,,,"Electrical Contracting Engineers","LONGMONT","CO","80501","EC",,"1777","1982-03-23T00:00:00.000","1989-02-28T00:00:00.000","1989-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365137&contact=373609",
,,,,"Ron's Electric","LONGMONT","CO","80501","EC",,"1799","1982-04-29T00:00:00.000","1983-02-28T00:00:00.000","1983-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365207&contact=406994",
,,,,"Bruce's Electric Service","LONGMONT","CO","80501","EC",,"1882","1982-10-14T00:00:00.000","1985-02-28T00:00:00.000","1985-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365256&contact=365075",
,,,,"Price Electric","LONGMONT","CO","80501","EC",,"2014","1983-06-13T00:00:00.000","1985-02-28T00:00:00.000","1985-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365440&contact=400259",
,,,,"Koldeway Electric","Longmont","CO","80504","EC",,"2130","1983-12-15T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Need Master Hire - Cannot Practice",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365622&contact=384180",
,,,,"Garzone Electric","Longmont","CO","80504","EC",,"2147","1984-01-09T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365641&contact=376586",
,,,,"John's Electric","LONGMONT","CO","80501","EC",,"2159","1984-01-24T00:00:00.000","1993-02-28T00:00:00.000","1993-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365654&contact=382122",
,,,,"Fisher-Montague Elec, Inc Of Colorado","LONGMONT","CO","80501","EC",,"2209","1984-03-20T00:00:00.000","1985-02-28T00:00:00.000","1985-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365576&contact=375324",
,,,,"Oakley Electric","LONGMONT","CO","80501","EC",,"2217","1984-03-20T00:00:00.000","1985-02-28T00:00:00.000","1985-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365568&contact=394226",
,,,,"Lm Electric, Inc","LONGMONT","CO","80501","EC",,"2216","1984-03-30T00:00:00.000","1985-02-28T00:00:00.000","1985-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365569&contact=385478",
,,,,"J.R. Electrical Systems, Ltd","LONGMONT","CO","80501","EC",,"2230","1984-03-30T00:00:00.000","1985-02-28T00:00:00.000","1985-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365554&contact=381399",
,,,,"Rudolph J. Adolf, Jr.","LONGMONT","CO","80501","EC",,"2252","1984-04-18T00:00:00.000","1989-02-28T00:00:00.000","1989-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364613&contact=407682",
,,,,"C N M  Electric","LONGMONT","CO","80501","EC",,"2280","1984-05-24T00:00:00.000","1989-02-28T00:00:00.000","1989-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364813&contact=365555",
,,,,"Martin Electric Corp.","LONGMONT","CO","80501","EC",,"2316","1984-08-28T00:00:00.000","1993-02-28T00:00:00.000","1993-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364797&contact=386600",
,,,,"Rainbow Electric Co.","Longmont","CO","80501","EC",,"2371","1985-02-07T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364767&contact=402737",
,,,,"Associated Electric Co","Longmont","CO","80503","EC",,"2463","1985-06-10T00:00:00.000","2017-10-01T00:00:00.000","2020-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364841&contact=412115",
,,,,"Stewart Electric","LONGMONT","CO","80503","EC",,"2553","1986-02-19T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365052&contact=411699",
,,,,"Dorman Electric","Longmont","CO","80501","EC",,"2573","1986-03-21T00:00:00.000","2005-06-09T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364907&contact=372185",
,,,,"Ace Electric","Longmont","CO","80504","EC",,"2603","1986-05-06T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=365000&contact=370665",
,,,,"Excel Electric, Inc.","LONGMONT","CO","80503","EC",,"2638","1986-07-07T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,"1994-3995001150","CLS Letter of Admonition","07/11/1994",,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364971&contact=374690",
,,,,"Premiere Electric","Longmont","CO","80501","EC",,"2663","1986-08-21T00:00:00.000","2000-01-24T00:00:00.000","2000-01-24T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364943&contact=400074",
,,,,"Ruble Electric","LONGMONT","CO","80501","EC",,"2660","1986-08-21T00:00:00.000","1987-02-28T00:00:00.000","1987-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=364946&contact=407640",
,,,,"Jlb Electric","LONGMONT","CO","80501","EC",,"2727","1987-02-03T00:00:00.000","1989-02-28T00:00:00.000","1989-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=371644&contact=381963",
,,,,"Hobard Electric Service","LONGMONT","CO","80502","EC",,"2777","1987-04-16T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=371706&contact=379554",
,,,,"Larson Electric Inc","Longmont","CO","80503","EC",,"2921","1988-04-01T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372259&contact=384814",
,,,,"Havel Electric","LONGMONT","CO","80501","EC",,"2961","1988-06-22T00:00:00.000","1991-02-28T00:00:00.000","1991-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372235&contact=378611",
,,,,"Electric Contractors, Incorporated","Longmont","CO","80504","EC",,"3113","1989-07-03T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,"1997-3998000390","CLS Citation Issued","12/22/1997","01/05/1998","https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286023&contact=373420",
,,,,"Flatiron Structures Company","LONGMONT","CO","80504","EC",,"3139","1989-09-29T00:00:00.000","1997-04-22T00:00:00.000","1997-04-22T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=324802&contact=375399",
,,,,"Old West Electric","LONGMONT","CO","80501","EC",,"3173","1990-02-13T00:00:00.000","1993-02-28T00:00:00.000","1993-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286374&contact=394433",
,,,,"Wolf Electric","LONGMONT","CO","80501","EC",,"3224","1990-06-11T00:00:00.000","2003-03-01T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286320&contact=417898",
,,,,"Teco Electric","Longmont","CO","80504","EC",,"3227","1990-06-15T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286140&contact=412929",
,,,,"Docheff Electric Service","Longmont","CO","80504","EC",,"3253","1990-08-07T00:00:00.000","2021-01-28T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,"1995-3995000070","CLS Letter of Admonition","10/10/1995",,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286278&contact=371982","https://www.colorado.gov/dora/licensing/SnapshotViewer.aspx?cid=286278&Key=93D07341-22AE-46E7-A722-DE41D55B502E"
,,,,"St Vrain Valley School District Re-1j","Longmont","CO","80501","EC",,"3256","1990-08-20T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286273&contact=411271",
,,,,"Maxtor Colorado Corp.","LONGMONT","CO","80501","EC",,"3266","1990-09-14T00:00:00.000","1991-02-28T00:00:00.000","1991-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=286258&contact=386820",
,,,,"Electric Electric Co.","Longmont","CO","80502","EC",,"3444","1991-10-17T00:00:00.000","2007-03-01T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372437&contact=373447",
,,,,"Maxtor Corporation","LONGMONT","CO","80501","EC",,"3498","1992-02-27T00:00:00.000","2005-03-01T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372387&contact=386825",
,,,,"Rose Electric, LLC","Longmont","CO","80501","EC",,"3530","1992-05-11T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372354&contact=407133",
,,,,"Kee Electric Company Ltd.","Longmont","CO","80503","EC",,"3631","1993-01-19T00:00:00.000","2005-08-22T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372543&contact=383034",
,,,,"C & C Sales & Electric","Longmont","CO","80502","EC",,"3653","1993-02-22T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372664&contact=365416",
,,,,"Yarbrough Electric","LONGMONT","CO","80503","EC",,"3651","1993-02-22T00:00:00.000","1997-02-28T00:00:00.000","1997-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372552&contact=418229",
,,,,"Pratt Management Company, Llc","LONGMONT","CO","80501","EC",,"3692","1993-04-19T00:00:00.000","2001-08-03T00:00:00.000","2001-08-03T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372632&contact=399837",
,,,,"Foothills Electric","LONGMONT","CO","80503","EC",,"3748","1993-07-06T00:00:00.000","2005-03-01T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372575&contact=375488",
,,,,"Long's Peak Electric Inc","LONGMONT","CO","80501","EC",,"3755","1993-07-20T00:00:00.000","2012-10-11T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372720&contact=385538",
,,,,"B-A Electric","LONGMONT","CO","80501","EC",,"3864","1994-02-28T00:00:00.000","2001-02-28T00:00:00.000","2001-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372775&contact=417282",
,,,,"Ben's Electric","LONGMONT","CO","80504","EC",,"3909","1994-05-10T00:00:00.000","2009-03-01T00:00:00.000","2011-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372853&contact=426073",
,,,,"J.L.B. Electric","LONGMONT","CO","80501","EC",,"3916","1994-05-25T00:00:00.000","1997-02-28T00:00:00.000","1997-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=372846&contact=381379",
,,,,"Dave Sharpe Electric","LONGMONT","CO","80501","EC",,"4097","1995-03-17T00:00:00.000","2001-02-28T00:00:00.000","2001-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=373087&contact=370788",
,,,,"M.B. Electric","LONGMONT","CO","80501","EC",,"4139","1995-05-12T00:00:00.000","2004-09-13T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=373046&contact=386085",
,,,,"Gage Electrical Contracting, Inc.","Longmont","CO","80504","EC",,"4182","1995-07-19T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=283759&contact=376401",
,,,,"Eddy Service","LONGMONT","CO","80503","EC",,"4225","1995-09-08T00:00:00.000","2007-03-01T00:00:00.000","2009-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326305&contact=373108",
,,,,"Jefferson Electric","Longmont","CO","80501","EC",,"4268","1995-11-20T00:00:00.000","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326454&contact=381689",
,,,,"Broes Electric","Longmont","CO","80504","EC",,"4305","1996-02-02T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326432&contact=364929",
,,,,"Ecco Electric","LONGMONT","CO","80501","EC",,"4358","1996-04-09T00:00:00.000","2001-02-28T00:00:00.000","2001-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=326374&contact=372964",
,,,,"Marshall Electric Service","LONGMONT","CO","80501","EC",,"4448","1996-08-22T00:00:00.000","2005-03-01T00:00:00.000","2007-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325552&contact=386569",
,,,,"Sierra Vista Electric, LLC","Longmont","CO","80504","EC",,"4454","1996-09-10T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,"2008-79","CLS Citation Issued","07/16/2007","07/31/2007","https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325544&contact=407852",
,,,,"T & D Electrical Systems","LONGMONT","CO","80501","EC",,"4574","1997-04-23T00:00:00.000","2003-03-01T00:00:00.000","2005-02-28T00:00:00.000","Expired",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325597&contact=412434",
"mcelhinney","colton","steven",,"Roy's Electric","Longmont","CO","80504","EC",,"4654","1997-08-07T00:00:00.000","2020-10-01T00:00:00.000","2023-09-30T00:00:00.000","Active",,,,,,,,"https://www.colorado.gov/dora/licensing/Lookup/PrintLicenseDetails.aspx?cred=325806&contact=407360",
