"entityid","entityname","principaladdress1","principaladdress2","principalcity","principalstate","principalzipcode","principalcountry","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingcountry","entitystatus","jurisdictonofformation","entitytype","agentfirstname","agentmiddlename","agentlastname","agentsuffix","agentorganizationname","agentprincipaladdress1","agentprincipaladdress2","agentprincipalcity","agentprincipalstate","agentprincipalzipcode","agentprincipalcountry","agentmailingaddress1","agentmailingaddress2","agentmailingcity","agentmailingstate","agentmailingzipcode","agentmailingcountry","entityformdate"
"20161606509","Bonfire Engineering & Consulting Inc.","3700 E. 41st Avenue",,"Denver","CO","80216","US",,,,,,,"Good Standing","DE","Foreign Corporation","Christopher",,"Terch",,,"3700 E. 41st Avenue",,"Denver","CO","80216","US","3700 E. 41st Ave",,"Denver","CO","80216","US","2016-09-06T00:00:00.000"
"20161606658","Jess Kugler Photography, LLC","40 W Bayaud Ave",,"Denver","CO","80223-1822","US",,,,,,,"Good Standing","CO","Corporation","Jess",,"Kugler",,,"40 W Bayaud Ave",,"Denver","CO","80223-1822","US","40 W Bayaud Ave",,"Denver","CO","80223-1822","US","2016-09-06T00:00:00.000"
"20161606654","G and N Corporation","400 E Colfax Ave",,"Denver","CO","80203","US",,,,,,,"Good Standing","CO","Corporation","Gebre",,"Haile",,,"400 E Colfax Ave",,"Denver","CO","80203","US",,,,,,,"2016-09-06T00:00:00.000"
"20161607162","KIDS ABOVE EVERYTHING","2840 Fairfax St Ste 260",,"Denver","CO","80207-2708","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","Dane",,"Washington","Sr.",,"2840 Fairfax St Ste 260",,"Denver","CO","80207-2708","US","2840 Fairfax St Ste 260",,"Denver","CO","80207-2708","US","2016-09-06T00:00:00.000"
"20161607110","Nikki Beach, LLC","44 Cook St Ste 100",,"Denver","CO","80206-5823","US","4121 Napier St",,"San Diego","CA","92110-3442","US","Good Standing","CO","Limited Liability Company",,,,,"Pacific Registered Agents, Inc.","44 Cook St Ste 100",,"Denver","CO","80206-5823","US",,,,,,,"2016-09-06T00:00:00.000"
"20161607166","Capital Smith LLC","5200 east smith rd",,"Denver","CO","80216","US","5200 east smith rd",,"Denver","CO","80216","US","Good Standing","CO","Limited Liability Company","Marcela",,"Uribe",,,"5200 east smith rd",,"Denver","CO","80216","US","8244 Arapahoe peak st",,"Littleton","CO","80125","US","2016-09-06T00:00:00.000"
"20161607251","Lawson Automotive, LLC","2056 S. Huron Street",,"Denver","CO","80223","US","10759 W. Marlowe Drive",,"Littleton","CO","80127","US","Good Standing","CO","Limited Liability Company","Cheryl",,"Lawson",,,"10759 W. Marlowe Drive",,"Littleton","CO","80127","US",,,,,,,"2016-09-06T00:00:00.000"
"20161607461","Zavadil Law Offices LLC","5618 S. Eaton Street",,"Denver","CO","80123","US",,,,,,,"Good Standing","CO","Limited Liability Company","Lawrence","Michael","Zavadil",,,"5618 S. Eaton Street",,"Denver","CO","80123","US","5618 S. Eaton Street",,"Denver","CO","80123","US","2016-09-06T00:00:00.000"
"20161607630","Pinnacle Stainless, LLC","PO Box 7124",,"Denver","CO","80207","US","PO Box 7124",,"Denver","CO","80207","US","Good Standing","CO","Limited Liability Company","Dustin",,"Richardson",,,"1450 Wynkoop St.","2i","Denver","CO","80202","US","PO Box 7124",,"Denver","CO","80207","US","2016-09-06T00:00:00.000"
"20161607874","Colorado Construction LLC","2080 S. Holly St. #22459",,"Denver","CO","80222","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Kenve Law LLC","2080 S. Holly St. #22459",,"Denver","CO","80222","US",,,,,,,"2016-09-06T00:00:00.000"
"20161607883","Colorado Development and Construction LLC","2080 S. Holly St. #22459",,"Denver","CO","80222","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Kenve Law LLC","2080 S. Holly St. #22459",,"Denver","CO","80222","US",,,,,,,"2016-09-06T00:00:00.000"
"20161607927","Amanda Testa LLC","3366 W 36th Ave.",,"Denver","CO","80211","US",,,,,,"US","Good Standing","CO","Limited Liability Company","Helen","Amanda","Testa",,,"3366 W 36th Ave",,"Denver","CO","80211","US",,,,,,,"2016-09-06T00:00:00.000"
"20161608776","3637 Alcott, LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Fusion Legal, Bookkeeping, & Tax LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"2016-09-07T00:00:00.000"
"20161608801","4046 Vallejo, LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Fusion Legal, Bookkeeping, & Tax LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"2016-09-07T00:00:00.000"
"20161608888","Sun Chaser Holdings, LLC","44 Cook Street","Suite 255","Denver","CO","80206","US","PO Box 6831",,"Denver","CO","80206","US","Good Standing","CO","Limited Liability Company",,,,,"Fusion Legal, Bookkeeping, & Tax LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609018","Century Oak Land Co","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"Good Standing","CO","Corporation",,,,,"Fusion Legal, Bookkeeping, & Tax LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"2016-09-07T00:00:00.000"
"20161608464","Sanctuary Wealth Advisors, LLC","1901 Wazee Street","Unit 607","Denver","CO","80202","US",,,,,,,"Good Standing","CO","Limited Liability Company","Martin","Joel","Erzinger",,,"1901 Wazee Street","Unit 607","Denver","CO","80202","US",,,,,,,"2016-09-07T00:00:00.000"
"20161610127","1584 Myrtle LLC","2525 s columbine st",,"Denver","CO","80210","US",,,,,,,"Good Standing","CO","Limited Liability Company","Jon",,"Cerf",,,"2525 s columbine st",,"Denver","CO","80210","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609904","KBat Communications LLC","3266 W Fairview Pl",,"Denver","CO","80211-3210","US","3266 W Fairview Pl",,"Denver","CO","80211-3210","US","Good Standing","CO","Limited Liability Company","Kristin","Marie","Battenfield",,,"3266 W Fairview Pl",,"Denver","CO","80211-3210","US",,,,,,,"2016-09-07T00:00:00.000"
"20161607953","Boice Enterprises LLC","2880 Magnolia St",,"Denver","CO","80207","US",,,,,,,"Good Standing","CO","Limited Liability Company","Laurah",,"Limbrick",,,"4792 Pearl St",,"Denver","CO","80216","US","2880 Magnolia Street",,"Denver","CO","80207","US","2016-09-07T00:00:00.000"
"20161608380","Harvest Therapeutic Services LLC","1780 S Bellaire St","Suite 801","Denver","CO","80222","US",,,,,,,"Good Standing","CO","Limited Liability Company","Kelli",,"Henderson",,,"2685 S Dayton Way 254",,"Denver","CO","80231","US","2685 S Dayton Way 254",,"Denver","CO","80231","US","2016-09-07T00:00:00.000"
"20161608528","Sharonas Inc","4640 W Cedar Ave",,"Denver","CO","80219","US","4640 W Cedar Ave",,"Denver","CO","80219","US","Good Standing","CO","Corporation",,,,,"sharonas Inc","4640 W Cedar Ave",,"Denver","CO","80219","US","4640 w cedar ave",,"Denver","CO","80219","US","2016-09-07T00:00:00.000"
"20161608548","Covenco Applied Technologies LLC","4100 E. Mississippi","Floor 17","Denver","CO","80246-3048","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Mallgren Law, P.C.","5105 DTC Parkway","Suite 475","Greenwood Village","CO","80111","US","5105 DTC Parkway","Suite 475","Greenwood Village","CO","80111","US","2016-09-07T00:00:00.000"
"20161608579","SERRANO'S CARPET LLC","5561 Halifax St",,"Denver","CO","80249-7561","US",,,,,,,"Good Standing","CO","Limited Liability Company","SERGIO",,"SERRANO ENRIQUEZ",,,"5561 Halifax St",,"Denver","CO","80249-7561","US",,,,,,,"2016-09-07T00:00:00.000"
"20161608785","7700 Depew street LLC","3650 EAST 50TH AVE",,"Denver","CO","80216","US","3650 EAST 50TH AVE",,"Denver","CO","80216","US","Good Standing","CO","Limited Liability Company","FARZAD",,"NAZEMI",,,"3650 EAST 50TH  AVE",,"DENVER","CO","80216","US","3650 E 50TH AVE",,"DENVER","CO","80216","US","2016-09-07T00:00:00.000"
"20161608751","960 Sherman, LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Fusion Legal, Bookkeeping, & Tax LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"2016-09-07T00:00:00.000"
"20161608767","2800 Benton, LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Fusion Legal, Bookkeeping, & Tax LLC","44 Cook Street","Suite 255","Denver","CO","80206","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609026","1499 Blake Street 3B, LLC","1499 Blake St Apt 3B",,"Denver","CO","80202-1356","US",,,,,,,"Good Standing","CO","Limited Liability Company","Robert","W","Gnaegy",,,"1499 Blake St Apt 3B",,"Denver","CO","80202-1356","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609025","CC Investment Holdings LLC","2719 E Third Ave",,"Denver","CO","80206","US","PO Box 61020",,"Denver","CO","80206","US","Good Standing","CO","Limited Liability Company",,,,,"IWP Wealth Management","2719 E Third Ave",,"Denver","CO","80206","US","PO Box 61020",,"Denver","CO","80206","US","2016-09-07T00:00:00.000"
"20161609223","Wholesale Granite Direct, Ltd.","730 S. Jason Street","Unit 30","Denver","CO","80223","US",,,,,,"US","Good Standing","CO","Corporation","Michael",,"Bullock",,,"730 S. Jason Street","Unit 30","Denver","CO","80223","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609226","DNVPROP3, LLC","574 Santa Fe Dr Ste 110",,"Denver","CO","80204-5051","US","574 Santa Fe Dr Ste 110 Denver, CO 80204-5051 US",,"Denver","CO","80204-5051","US","Good Standing","DE","Foreign Limited Liability Company","Zvi",,"Rudawsky",,,"574 Santa Fe Dr Ste 110",,"Denver","CO","80204-5051","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609253","Grind Line Development LLC","4705 W 38th Ave",,"Denver","CO","80212","US","PO BOX 12025",,"Denver","CO","80212","US","Good Standing","CO","Limited Liability Company","David",,"Pagano",,,"4705 W 38th Ave",,"Denver","CO","80212","US","PO BOX 12025",,"Denver","CO","80212","US","2016-09-07T00:00:00.000"
"20161609378","15 LLC","5040 Acoma St",,"Denver","CO","80216-2010","US",,,,,,,"Good Standing","CO","Limited Liability Company","Fred","J","Orr",,,"5040 Acoma St",,"Denver","CO","80216-2010","US","5040 Acoma St",,"Denver","CO","80216-2010","US","2016-09-07T00:00:00.000"
"20161609410","Asgari Inc.","441 Acoma",,"Denver","CO","80204","US","441 ACOMA ST",,"Denver","CO","80204","US","Good Standing","CO","Corporation","Ferydoon",,"Asgari",,,"441 Acoma",,"Denver","CO","80204","US","4435 South Santa Fe Drive",,"Englewood","CO","80110","US","2016-09-07T00:00:00.000"
"20161609536","VailSki&Golf LLC","2500 E Cherry Creek South Drive","Unit 504","Denver","CO","80209","US","2500 E Cherry Creek south Drive uni",,"Denver","CO","80209","US","Good Standing","CO","Limited Liability Company","Donald","Raymond","Geiser",,,"2500 E Cherry Creek South Drive","Unit 504","Denver","CO","80209","US","2500 E Cherry Creek south Drive uni","Unit 504","Denver","CO","80209","US","2016-09-07T00:00:00.000"
"20161609594","#YOURSELF LLC","1855 Blake Street","Suite 100","Denver","CO","80202","US",,,,,,,"Good Standing","CO","Limited Liability Company","Julie","Marie","Watson",,,"4680 W Hanoverian Way",,"littleton","CO","80128","US","4680 W Hanoverian Way","2F","Littleton","CO","80128","US","2016-09-07T00:00:00.000"
"20161609573","Martinez & Partners LLC","1228 15th St Ste 213",,"Denver","CO","80202-1947","US",,,,,,,"Good Standing","CO","Limited Liability Company","David",,"Martinez",,,"1228 15th St Ste 213",,"Denver","CO","80202-1947","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609662","Epic Permian Management LLC","1050 17th Street","Suite 2460","Denver","CO","80265","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Epic Permian Management LLC","1050 17th Street","Suite 2460","Denver","CO","80265","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609667","Real Life Property Solutions, LLC","3570 Holly Street",,"Denver","CO","80207","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Real Life Property Solutions, LLC","3570 Holly Street",,"Denver","CO","80207","US",,,,,,,"2016-09-07T00:00:00.000"
"20161610004","LPB Enterprises, LLC","2370 Forest Street",,"Denver","CO","80207","US",,,,,,"US","Good Standing","CO","Limited Liability Company","Lisa","Paige","Beatty",,,"2370 Forest Street",,"Denver","CO","80207","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609990","CBBAK, LLC","PO Box 370285",,"Denver","CO","80237-0285","US",,,,,,,"Good Standing","CO","Limited Liability Company","Valdemar",,"Alekson",,,"5035 S Dunkirk Way",,"Centennial","CO","80015-3469","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609924","Alliance Auto Brokers, Inc.","1385 S Huron Street",,"Denver","CO","80223","US",,,,,,,"Good Standing","CO","Corporation-Public Benefit Corporation","John",,"Maldonado",,,"1385 S Huron Street",,"Denver","CO","80223","US","1385 S Huron Street",,"Denver","CO","80223","US","2016-09-07T00:00:00.000"
"20161609952","Soigne Holdings LLC","1801 Blake St Suite 10",,"Denver","CO","80202","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Soigne Holdings LLC","1801 Blake St Suite 10",,"Denver","CO","80202","US",,,,,,,"2016-09-07T00:00:00.000"
"20161609998","Full House Building Systems,INC","1666 So Albion #1002",,"Denver","CO","80222","US","2803 s0 Locust St",,"Denver","NH","80222","US","Good Standing","CO","Corporation","David","Drew","Hill",,,"2803 So Locust st",,"Denvet","CO","80222","US","2803 s0 Locust St",,"Denver","CO","80222","US","2016-09-07T00:00:00.000"
"20161610003","NCS Analytics, LLC","2433 Curtis Street",,"Denver","CO","80205","US",,,,,,,"Good Standing","CO","Limited Liability Company","Paige","K","Reimers",,,"2433 Curtis Street",,"Denver","CO","80205","US",,,,,,,"2016-09-07T00:00:00.000"
"20161610029","USA RISEN FOOD INC","501 S. Cherry Street","11th Floor","Denver","CO","80246","US",,,,,,,"Good Standing","CO","Corporation","QUANGHAI",,"DONG",,,"501 S. Cherry Street","11th Floor","Denver","CO","80246","US",,,,,,,"2016-09-07T00:00:00.000"
"20161610046","Dreadnought","1207 S Wabash Ct",,"Denver","CO","80247","US",,,,,,,"Good Standing","CO","Limited Liability Company","Jordan","A","Clancy",,,"1902 S Oneida St",,"Denver","CO","80224","US",,,,,,,"2016-09-07T00:00:00.000"
"20161610182","FUTURE FLYING GROUP INC","1312 17th Street #692",,"Denver","CO","80202","US",,,,,,,"Good Standing","CO","Corporation",,,,,"ZHONGTENG ACCOUNTING CO., LTD","1312 17th Street #692",,"Denver","CO","80202","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611241","AIM Ministries, Inc.","8750 E. Yale Ave.","Unit #F","Denver","CO","80231","US","PO Box 101554",,"Denver","CO","80250-1554","US","Good Standing","CO","Corporation",,,,,"Thomas Law LLC","3773 E Cherry Creek North Dr Ste 717",,"Denver","CO","80209-3827","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611743","Lean Consulting Limited","15701 Bolling Dr",,"Denver","CO","80239-5536","US",,,,,,,"Good Standing","CO","Limited Liability Company","Brandon",,"Buckley",,,"15701 Bolling Dr",,"Denver","CO","80239-5536","US","15701 Bolling Dr",,"Denver","CO","80239-5536","US","2016-09-08T00:00:00.000"
"20161610165","M & E STREET EATZ  LLC","4594 Eureka Ct",,"Denver","CO","80239","US","4594 Eureka Ct",,"Denver","CO","80239","US","Good Standing","CO","Limited Liability Company","Mack","William","Shead","Jr.",,"4594 EUREKA CT",,"DENVER","CO","80239","US","4594 Eureka Ct",,"Denver","CO","80239","US","2016-09-08T00:00:00.000"
"20161610234","Prosthetic & Orthotic Group - Southern Colorado, LLC","1474 S. Acoma St .",,"Denver","CO","80223","US",,,,,,,"Good Standing","CO","Limited Liability Company","Eric",,"Neufeld",,,"1474 S. Acoma St .",,"Denver","CO","80223","US",,,,,,,"2016-09-08T00:00:00.000"
"20161610203","Our Studio, LLC","210 S. Ivy Street",,"Denver","CO","80224","US",,,,,,,"Good Standing","CO","Limited Liability Company","Noelle",,"Whitestone",,,"210 S Ivy St",,"Denver","CO","80224","US",,,,,,,"2016-09-08T00:00:00.000"
"20161610266","Taylor Rae Hair","910 16th street suite 820","16th Street","Denver","CO","80202","US","910 16th street suite 820","16th Street","Denver","CO","80202","US","Good Standing","CO","Limited Liability Company","Taylor","Rae","Foreman",,,"910 16th street suite 820","16th Street","Denver","CO","80202","US","910 16th street suite 820","16th Street","Denver","CO","80202","US","2016-09-08T00:00:00.000"
"20161610340","RiverFlow Collective, LLC","1885 S. Williams St.",,"Denver","CO","80210","US",,,,,,,"Good Standing","CO","Limited Liability Company","Neal",,"Dunning",,,"2000 S. Colorado Blvd.","#2-700","Denver","CO","80222","US",,,,,,,"2016-09-08T00:00:00.000"
"20161610444","Adela's cleaning","2418 Federal Blvd","Apt 301","Denver","CO","80211","US",,,,,,"US","Good Standing","CO","Limited Liability Company","Maria",,"Medina",,,"2418 Federal Blvd","Apt 301","Denver","CO","80211","US",,,,,,,"2016-09-08T00:00:00.000"
"20161610580","Athletes for CARE, Inc.","1627 Albion St",,"Denver","CO","80220","US","PO Box 7108",,"Denver","CO","80207","US","Good Standing","CO","Nonprofit Corporation",,,,,"COGENCY GLOBAL INC.","7700 E. Arapahoe Road","Suite 220","Centennial","CO","80112","US",,,,,,,"2016-09-08T00:00:00.000"
"20161610793","Rapidan Partners, LLC","3570 E 12th Ave Ste 201",,"Denver","CO","80206-3447","US","PO Box 6622",,"Denver","CO","80206-0622","US","Good Standing","DE","Foreign Limited Liability Company",,,,,"Rapidan Partners, LLC","3570 E 12th Ave Ste 201",,"Denver","CO","80206-3447","US","PO Box 6622",,"Denver","CO","80206","US","2016-09-08T00:00:00.000"
"20161610960","PEAK FUTURE LLC","523 S Gilpin St",,"Denver","CO","80209-4509","US",,,,,,,"Good Standing","CO","Limited Liability Company","JAMES","G","DAVIDSON",,,"523 S Gilpin St",,"Denver","CO","80209-4509","US",,,,,,,"2016-09-08T00:00:00.000"
"20161610980","Victor RE Group LLC","1554 S Columbine St",,"Denver","CO","80210","US","1554 S Columbine St",,"Denver","CO","80210","US","Good Standing","CO","Limited Liability Company","Connie",,"Purdy",,,"1554 S Columbine St",,"Denver","CO","80210","US","1554 S COLUMBINE ST",,"DENVER","CO","80210","US","2016-09-08T00:00:00.000"
"20161610994","Westhafer RE Group LLC","1554 S Columbine St",,"Denver","CO","80210","US",,,,,,,"Good Standing","CO","Limited Liability Company","Connie",,"Purdy",,,"1554 S Columbine St",,"Denver","CO","80210","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611034","Platte River Gathering, Inc.","1600 Broadway Ste 2400",,"Denver","CO","80202-4921","US",,,,,,,"Good Standing","CO","Corporation",,,,,"C T Corporation System","7700 E Arapahoe Rd Ste 220",,"Centennial","CO","80112-1268","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611095","Auto Hunter Sales","PO BOX100928",,"Denver","CO","80250","US",,,,,,,"Good Standing","CO","Limited Liability Company","Miloud",,"Haddou",,,"PO BOX100928",,"Denver","CO","80250","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611152","Gravity Aerial Arts LLC","5925 E Evans Ave","125","Denver","CO","80222","US","1449 S Dale Ct",,"Denver","CO","80219","US","Good Standing","CO","Limited Liability Company","Megan",,"McMaster",,,"1449 S Dale Ct",,"Denver","CO","80219","US","1449 S DALE CT",,"DENVER","CO","80219","US","2016-09-08T00:00:00.000"
"20161611429","The Leadon Company","3640 Elm Street",,"Denver","CO","80207","US",,,,,,"US","Good Standing","CO","Limited Liability Company","Natasha","Neambe","Leadon",,,"3640 Elm Street",,"Denver","CO","80207","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611419","East 78th Ave. Office Warehouse Condominium Association, Inc.","1001 Bannock Street","Suite 24","Denver","CO","80204","US","1001 Bannock Street","Suite 24","Denver","CO","80204","US","Good Standing","CO","Nonprofit Corporation",,,,,"Dynamic Property Management LLC","1001 Bannock Street","Suite 24","Denver","CO","80204","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611444","Hund's Transport, LLC","3367 S Tulare Ct",,"Denver","CO","80231","US",,,,,,,"Good Standing","CO","Limited Liability Company","Keykhosrow","M","Hund",,,"3367 S Tulare Ct",,"Denver","CO","80231","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611515","Malipeg Group, LLC","3539 Alcott St.",,"Denver","CO","80211","US","3539 Alcott St.",,"Denver","CO","80211","US","Good Standing","CO","Limited Liability Company","Tarl",,"Ford",,,"3539 Alcott St.",,"Denver","CO","80211","US","3539 Alcott St.",,"Denver","CO","80211","US","2016-09-08T00:00:00.000"
"20161611536","Presta Holdings, LLC","300 Vine Street",,"Denver","CO","80206","US",,,,,,,"Good Standing","CO","Limited Liability Company","David",,"Koff",,,"300 Vine Street",,"Denver","CO","80206","US","300 Vine Street",,"DENVER","CO","80206","US","2016-09-08T00:00:00.000"
"20161611637","Boudreaux Psychotherapy","1676 S. Sherman St.",,"Denver","CO","80210","US","1676 S. Sherman St.",,"Denver","CO","80210","US","Good Standing","CO","Limited Liability Company","Michael","Gary","Boudreaux",,,"1676 S. Sherman St.",,"Denver","CO","80210","US","1676 S. Sherman St.",,"Denver","CO","80210","US","2016-09-08T00:00:00.000"
"20161611670","Livingston Peak, LLC","4582 South Ulster Street Parkway","Suite 1200","Denver","CO","80237","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Corporation Service Company","1900 W. Littleton Boulevard",,"Littleton","CO","80120","US",,,,,,,"2016-09-08T00:00:00.000"
"20161611993","Ferguson Farm Preserve, LLC","400 South Steele Street, #38",,"Denver","CO","80209","US",,,,,,,"Good Standing","CO","Limited Liability Company","John","A.","Ferguson","III",,"400 South Steele Street, #38",,"Denver","CO","80209","US",,,,,,,"2016-09-08T00:00:00.000"
"20161612023","LIFE'S GRAND LLC","1401 WEWATTA ST UNIT 505",,"Denver","CO","80202-1332","US","1401 WEWATTA ST UNIT 505",,"Denver","CO","80202","US","Good Standing","CO","Limited Liability Company","THOMAS","S","McKINLEY",,,"1401 WEWATTA ST UNIT 505",,"DENVER","CO","80202-1332","US",,,,,,,"2016-09-08T00:00:00.000"
"20161612056","Water You Drinking? LLC","3825 Tejon St.",,"Denver","CO","80211","US",,,,,,,"Good Standing","CO","Limited Liability Company","Max","Oliver","Ben-Hamoo",,,"3825 Tejon St.",,"Denver","CO","80211","US",,,,,,,"2016-09-08T00:00:00.000"
"20161612042","Lunapparel, LLC","355 Forest St",,"Denver","CO","80220-5752","US",,,,,,,"Good Standing","CO","Limited Liability Company","Susan","M.","Luna",,,"355 Forest St",,"Denver","CO","80220-5752","US",,,,,,,"2016-09-08T00:00:00.000"
"20161612238","19th Hole Productions, LLC","2 Adams St #302",,"Denver","CO","80206","US",,,,,,,"Good Standing","CO","Limited Liability Company","Desmond",,"Briones",,,"2 Adams St #302",,"Denver","CO","80206","US",,,,,,,"2016-09-08T00:00:00.000"
"20161612584","Write Connection LLC","352 Steele Street",,"Denver","CO","80206","US","Post Office Box 61002",,"Denver","CO","80206","US","Good Standing","CO","Limited Liability Company","Doriana","Rosaria","Fontanella",,,"352 Steele Street",,"Denver","CO","80206","US","Post Office Box 61002",,"Denver","CO","80206","US","2016-09-09T00:00:00.000"
"20161613538","Lisa Nelson, LCSW, PLLC","5353 West Dartmouth Avenue","#203","Denver","CO","80227-5516","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Lisa Nelson, LCSW, PLLC","5353 West Dartmouth Avenue","#203","Denver","CO","80227-5516","US","5353 West Dartmouth Avenue","#203","Denver","CO","80227-5516","US","2016-09-09T00:00:00.000"
