"rec_no","fiscal_year","fiscal_year_period","accounting_period","service","department","fund_code","fund_name","appropriation_code","appropriation_name","program","expense_category","vendor","vendor_id","payment_id","payment_date","invoice_id","invoice_line","invoice_distribution_line","invoice_date","amount","description"
"185274116","2014","6","DECEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","INTER-LIBRARY LOAN REIMBURSEMENT","STATE AID","FAYETTE CITY OF","00002128912","GAX-282-120313OA152-1-0","2013-12-04T00:00:00.000","GAX-282-120313OA152-1-0","1","1","2013-12-04T00:00:00.000","414.7","STATE AID"
"185274112","2014","6","DECEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","FAYETTE CITY OF","00002128912","GAX-282-120313OA152-1-0","2013-12-04T00:00:00.000","GAX-282-120313OA152-1-0","2","1","2013-12-04T00:00:00.000","799.43","STATE AID"
"185895940","2014","6","DECEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2013351T1202940-1-0","2013-12-12T00:00:00.000","GAX-655-GAXRU2013351T1202940-1-0","1","1","2013-12-12T00:00:00.000","10543.66","REFUND"
"186593846","2014","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY347130128-1-0","2013-12-24T00:00:00.000","GAX-212-212CY347130128-1-0","1","1","2013-12-24T00:00:00.000","1080","CITIES-LIQUOR SALES DIST."
"186730076","2014","6","DECEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ361336201300336-1-0","2013-12-27T00:00:00.000","GAX-625-625JJ361336201300336-1-0","1","1","2013-12-27T00:00:00.000","8059.37","REFUND - LOCAL OPTION SLS TAX"
"187804604","2014","7","JANUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU201421T0102940-1-0","2014-01-16T00:00:00.000","GAX-655-GAXRU201421T0102940-1-0","1","1","2014-01-16T00:00:00.000","10446.31","REFUND"
"188432068","2014","7","JANUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ029336201400336-1-0","2014-01-29T00:00:00.000","GAX-625-625JJ029336201400336-1-0","1","1","2014-01-29T00:00:00.000","8059.38","REFUND - LOCAL OPTION SLS TAX"
"189307486","2014","8","FEBRUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU201449T0202940-1-0","2014-02-13T00:00:00.000","GAX-655-GAXRU201449T0202940-1-0","1","1","2014-02-13T00:00:00.000","12702.47","REFUND"
"189849304","2014","8","FEBRUARY","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-14BHGAX471-9-0","2014-02-20T00:00:00.000","GAX-269-14BHGAX471-9-0","1","1","2014-02-20T00:00:00.000","79945","FEDERAL PASS THROUGH"
"190090114","2014","8","FEBRUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ057336201400336-1-0","2014-02-26T00:00:00.000","GAX-625-625JJ057336201400336-1-0","1","1","2014-02-26T00:00:00.000","7075.78","REFUND - LOCAL OPTION SLS TAX"
"190954596","2014","9","MARCH","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU201477T0302940-1-0","2014-03-13T00:00:00.000","GAX-655-GAXRU201477T0302940-1-0","1","1","2014-03-13T00:00:00.000","12554.11","REFUND"
"191801796","2014","9","MARCH","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ086336201400336-1-0","2014-03-27T00:00:00.000","GAX-625-625JJ086336201400336-1-0","1","1","2014-03-27T00:00:00.000","7075.78","REFUND - LOCAL OPTION SLS TAX"
"192608062","2014","10","APRIL","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014105T0402940-1-0","2014-04-10T00:00:00.000","GAX-655-GAXRU2014105T0402940-1-0","1","1","2014-04-10T00:00:00.000","8512.87","REFUND"
"192845282","2014","10","APRIL","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY101140160-1-0","2014-04-15T00:00:00.000","GAX-212-212CY101140160-1-0","1","1","2014-04-15T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"193554790","2014","10","APRIL","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ118336201400336-1-0","2014-04-28T00:00:00.000","GAX-625-625JJ118336201400336-1-0","1","1","2014-04-28T00:00:00.000","7075.78","REFUND - LOCAL OPTION SLS TAX"
"194889088","2014","11","MAY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014140T0502940-1-0","2014-05-15T00:00:00.000","GAX-655-GAXRU2014140T0502940-1-0","1","1","2014-05-15T00:00:00.000","6275.69","REFUND"
"195047462","2014","11","MAY","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-14BHGAX669-4-0","2014-05-20T00:00:00.000","GAX-269-14BHGAX669-4-0","1","1","2014-05-20T00:00:00.000","13279","FEDERAL PASS THROUGH"
"195046254","2014","11","MAY","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY128140100-1-0","2014-05-20T00:00:00.000","GAX-212-212CY128140100-1-0","1","1","2014-05-20T00:00:00.000","565","CITIES-LIQUOR SALES DIST."
"195453916","2014","11","MAY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ148336201400336-1-0","2014-05-28T00:00:00.000","GAX-625-625JJ148336201400336-1-0","1","1","2014-05-28T00:00:00.000","7625.85","REFUND - LOCAL OPTION SLS TAX"
"196404444","2014","12","JUNE","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014168T0602940-1-0","2014-06-12T00:00:00.000","GAX-655-GAXRU2014168T0602940-1-0","1","1","2014-06-12T00:00:00.000","12314.24","REFUND"
"197256232","2014","12","JUNE","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ177336201400336-1-0","2014-06-26T00:00:00.000","GAX-625-625JJ177336201400336-1-0","1","1","2014-06-26T00:00:00.000","7625.85","REFUND - LOCAL OPTION SLS TAX"
"198441650","2014","12","JUNE +30","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014196T0702940-1-0","2014-07-10T00:00:00.000","GAX-655-GAXRU2014196T0702940-1-0","1","1","2014-07-10T00:00:00.000","10323.15","REFUND"
"199467776","2014","12","JUNE +30","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ210336201400336-1-0","2014-07-29T00:00:00.000","GAX-625-625JJ210336201400336-1-0","1","1","2014-07-29T00:00:00.000","7625.87","REFUND - LOCAL OPTION SLS TAX"
"199651118","2014","12","JUNE +60","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY209140103-1-0","2014-08-04T00:00:00.000","GAX-212-212CY209140103-1-0","1","1","2014-08-04T00:00:00.000","75","CITIES-LIQUOR SALES DIST."
"200227710","2014","12","JUNE +60","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-14BHGAX871-1-0","2014-08-11T00:00:00.000","GAX-269-14BHGAX871-1-0","1","1","2014-08-11T00:00:00.000","88938","FEDERAL PASS THROUGH"
"221075994","2015","1","JUNE +30","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-15BHGAX767-1-0","2015-07-06T00:00:00.000","GAX-269-15BHGAX767-1-0","1","1","2015-07-06T00:00:00.000","78148","FEDERAL PASS THROUGH"
"222000508","2015","1","JUNE +30","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY187150112-1-0","2015-07-10T00:00:00.000","GAX-212-212CY187150112-1-0","1","1","2015-07-10T00:00:00.000","75","CITIES-LIQUOR SALES DIST."
"222318034","2015","1","JUNE +30","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2015202T0702940-1-0","2015-07-16T00:00:00.000","GAX-655-GAXRU2015202T0702940-1-0","1","1","2015-07-16T00:00:00.000","13757.82","REFUND"
"222973454","2015","1","JUNE +30","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ209336201500336-1-0","2015-07-28T00:00:00.000","GAX-625-625JJ209336201500336-1-0","1","1","2015-07-28T00:00:00.000","8368.59","REFUND - LOCAL OPTION SLS TAX"
"200467642","2015","2","AUGUST","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014231T0802940-1-0","2014-08-14T00:00:00.000","GAX-655-GAXRU2014231T0802940-1-0","1","1","2014-08-14T00:00:00.000","15178.14","REFUND"
"201359614","2015","2","AUGUST","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ239336201400336-1-0","2014-08-27T00:00:00.000","GAX-625-625JJ239336201400336-1-0","1","1","2014-08-27T00:00:00.000","8303.19","REFUND - LOCAL OPTION SLS TAX"
"202555018","2015","3","SEPTEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY246140085-1-0","2014-09-09T00:00:00.000","GAX-212-212CY246140085-1-0","1","1","2014-09-09T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"202946248","2015","3","SEPTEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014259T0902940-1-0","2014-09-11T00:00:00.000","GAX-655-GAXRU2014259T0902940-1-0","1","1","2014-09-11T00:00:00.000","10670.26","REFUND"
"203600286","2015","3","SEPTEMBER","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-15BHGAX109-1-0","2014-09-18T00:00:00.000","GAX-269-15BHGAX109-1-0","1","1","2014-09-18T00:00:00.000","57155","FEDERAL PASS THROUGH"
"203929048","2015","3","SEPTEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ269336201400336-1-0","2014-09-26T00:00:00.000","GAX-625-625JJ269336201400336-1-0","1","1","2014-09-26T00:00:00.000","8303.19","REFUND - LOCAL OPTION SLS TAX"
"205469576","2015","4","OCTOBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014294T1002940-1-0","2014-10-16T00:00:00.000","GAX-655-GAXRU2014294T1002940-1-0","1","1","2014-10-16T00:00:00.000","14818.55","REFUND"
"206796258","2015","4","OCTOBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ302336201400336-1-0","2014-10-29T00:00:00.000","GAX-625-625JJ302336201400336-1-0","1","1","2014-10-29T00:00:00.000","8303.19","REFUND - LOCAL OPTION SLS TAX"
"207470602","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY307140090-1-0","2014-11-06T00:00:00.000","GAX-212-212CY307140090-1-0","1","1","2014-11-06T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"207480452","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ310336201400336-1-0","2014-11-06T00:00:00.000","GAX-625-625JJ310336201400336-1-0","1","1","2014-11-06T00:00:00.000","7223.55","REFUND - LOCAL OPTION SLS TAX"
"207578322","2015","5","NOVEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","ENRICH IOWA","STATE AID","FAYETTE CITY OF","00002128912","GAX-282-111014AC158-1-0","2014-11-10T00:00:00.000","GAX-282-111014AC158-1-0","1","1","2014-11-10T00:00:00.000","1302.47","STATE AID"
"207996610","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014322T1102940-1-0","2014-11-13T00:00:00.000","GAX-655-GAXRU2014322T1102940-1-0","1","1","2014-11-13T00:00:00.000","11470.73","REFUND"
"208222492","2015","5","NOVEMBER","ECONOMIC DEVELOPMENT","IOWA ECONOMIC DEVELOPMENT AUTHORITY","0340","CDBG SUBGRANTS",,,"SUB-GRANTS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-269-15BHGAX275-2-0","2014-11-18T00:00:00.000","GAX-269-15BHGAX275-2-0","1","1","2014-11-18T00:00:00.000","17138","FEDERAL PASS THROUGH"
"208744358","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ329335201400335-1-0","2014-11-25T00:00:00.000","GAX-625-625JJ329335201400335-1-0","1","1","2014-11-25T00:00:00.000","8433.94","REFUND - LOCAL OPTION SLS TAX"
"209065544","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY337140083-1-0","2014-12-04T00:00:00.000","GAX-212-212CY337140083-1-0","1","1","2014-12-04T00:00:00.000","300","CITIES-LIQUOR SALES DIST."
"209648970","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU2014350T1202940-1-0","2014-12-11T00:00:00.000","GAX-655-GAXRU2014350T1202940-1-0","1","1","2014-12-11T00:00:00.000","10049.24","REFUND"
"210510998","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ363335201400335-1-0","2014-12-29T00:00:00.000","GAX-625-625JJ363335201400335-1-0","1","1","2014-12-29T00:00:00.000","8433.94","REFUND - LOCAL OPTION SLS TAX"
"210505102","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","FAYETTE, CITY OF","00002128911","GAX-212-212CY357140091-1-0","2014-12-29T00:00:00.000","GAX-212-212CY357140091-1-0","1","1","2014-12-29T00:00:00.000","390","CITIES-LIQUOR SALES DIST."
"210789056","2015","7","JANUARY","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","FAYETTE CITY OF","00002128912","GAX-282-010515OA151-1-0","2015-01-06T00:00:00.000","GAX-282-010515OA151-1-0","1","1","2015-01-06T00:00:00.000","1210.23","STATE AID"
"211129110","2015","7","JANUARY","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0491","DIST # 1518/PUB ASST",,,"PA DR 4184 FEDERAL 97.036","STATE AID","FAYETTE, CITY OF","00002128911","GAX-583-15583358003-3-0","2015-01-07T00:00:00.000","GAX-583-15583358003-3-0","1","1","2015-01-07T00:00:00.000","10447.84","FEDERAL PASS THROUGH"
"211484994","2015","7","JANUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","FAYETTE, CITY OF","00002128911","GAX-655-GAXRU201520T0102940-1-0","2015-01-15T00:00:00.000","GAX-655-GAXRU201520T0102940-1-0","1","1","2015-01-15T00:00:00.000","12019.91","REFUND"
"212150138","2015","7","JANUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","FAYETTE, CITY OF","00002128911","GAX-625-625JJ027335201500335-1-0","2015-01-28T00:00:00.000","GAX-625-625JJ027335201500335-1-0","1","1","2015-01-28T00:00:00.000","8433.96","REFUND - LOCAL OPTION SLS TAX"
