"rec_no","fiscal_year","fiscal_year_period","accounting_period","service","department","fund_code","fund_name","appropriation_code","appropriation_name","program","expense_category","vendor","vendor_id","payment_id","payment_date","invoice_id","invoice_line","invoice_distribution_line","invoice_date","amount","description"
"225722582","2016","3","SEPTEMBER","JUSTICE SYSTEM","DEPT OF HOMELAND SECURITY AND EMERGENCY MANAGEMENT","0491","DIST # 1518/PUB ASST",,,"PA DR 1763 FEDERAL FUNDS","STATE AID","VINTON, CITY OF","00002130718","GAX-583-165830090041-9-0","2015-09-11T00:00:00.000","GAX-583-165830090041-9-0","2","1","2015-09-11T00:00:00.000","23063.5","FEDERAL PASS THROUGH"
"224585594","2016","2","AUGUST","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016038478550-1-0","2015-08-24T00:00:00.000","GAX-645-6452016038478550-1-0","1","1","2015-08-24T00:00:00.000","42.67","ELECTRICITY"
"224014884","2016","2","AUGUST","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY224150249-1-0","2015-08-14T00:00:00.000","GAX-212-212CY224150249-1-0","1","1","2015-08-14T00:00:00.000","2017.5","CITIES-LIQUOR SALES DIST."
"228351578","2016","4","OCTOBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ300039201500039-1-0","2015-10-27T00:00:00.000","GAX-625-625JJ300039201500039-1-0","1","1","2015-10-27T00:00:00.000","28137.88","REFUND - LOCAL OPTION SLS TAX"
"228218188","2016","4","OCTOBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY295150254-1-0","2015-10-26T00:00:00.000","GAX-212-212CY295150254-1-0","1","1","2015-10-26T00:00:00.000","225","CITIES-LIQUOR SALES DIST."
"227923710","2016","4","OCTOBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2015292T1008860-1-0","2015-10-15T00:00:00.000","GAX-655-GAXRU2015292T1008860-1-0","1","1","2015-10-15T00:00:00.000","49403.47","REFUND"
"270028830","2018","4","OCTOBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-101217OA446-1-0","2017-10-12T00:00:00.000","GAX-282-101217OA446-1-0","1","1","2017-10-12T00:00:00.000","1181.53","STATE AID"
"228557910","2016","4","OCTOBER","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016085518049-1-0","2015-10-29T00:00:00.000","GAX-645-6452016085518049-1-0","1","1","2015-10-29T00:00:00.000","43.71","ELECTRICITY"
"230197162","2016","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ329039201500039-1-0","2015-11-25T00:00:00.000","GAX-625-625JJ329039201500039-1-0","1","1","2015-11-25T00:00:00.000","22530.95","REFUND - LOCAL OPTION SLS TAX"
"228875276","2016","5","NOVEMBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-110415OA442-1-0","2015-11-05T00:00:00.000","GAX-282-110415OA442-1-0","1","1","2015-11-05T00:00:00.000","2120.71","STATE AID"
"229384836","2016","5","NOVEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2015321T1108860-1-0","2015-11-12T00:00:00.000","GAX-655-GAXRU2015321T1108860-1-0","1","1","2015-11-12T00:00:00.000","56196.87","REFUND"
"230141376","2016","5","NOVEMBER","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016102539125-1-0","2015-11-24T00:00:00.000","GAX-645-6452016102539125-1-0","1","1","2015-11-24T00:00:00.000","42.35","ELECTRICITY"
"231381382","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY351150225-1-0","2015-12-18T00:00:00.000","GAX-212-212CY351150225-1-0","1","1","2015-12-18T00:00:00.000","617.5","CITIES-LIQUOR SALES DIST."
"231895280","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ363039201500039-1-0","2015-12-29T00:00:00.000","GAX-625-625JJ363039201500039-1-0","1","1","2015-12-29T00:00:00.000","28986.01","REFUND - LOCAL OPTION SLS TAX"
"231024304","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2015349T1208860-1-0","2015-12-10T00:00:00.000","GAX-655-GAXRU2015349T1208860-1-0","1","1","2015-12-10T00:00:00.000","56724.15","REFUND"
"291240924","2019","4","OCTOBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","ENRICH IOWA","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-101818AC445-1-0","2018-10-18T00:00:00.000","GAX-282-101818AC445-1-0","1","1","2018-10-18T00:00:00.000","2360.56","STATE AID"
"231522401","2016","6","DECEMBER","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016119555521-1-0","2015-12-21T00:00:00.000","GAX-645-6452016119555521-1-0","1","1","2015-12-21T00:00:00.000","51.91","ELECTRICITY"
"231728474","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","IPERS","0791","IPERS FUND",,,"IPERS TRUST FUND","EMPLOYMENT BENEFITS","VINTON, CITY OF","00002130718","GAX-553-553BP352151-1-0","2015-12-22T00:00:00.000","GAX-553-553BP352151-1-0","1","1","2015-12-22T00:00:00.000","34.91","IPERS II - AFTER 1953"
"230451814","2016","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY335150225-1-0","2015-12-03T00:00:00.000","GAX-212-212CY335150225-1-0","1","1","2015-12-03T00:00:00.000","75","CITIES-LIQUOR SALES DIST."
"291816190","2019","4","OCTOBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","OPEN ACCESS","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-102918OA437-1-0","2018-10-29T00:00:00.000","GAX-282-102918OA437-1-0","1","1","2018-10-29T00:00:00.000","844.23","STATE AID"
"232746386","2016","7","JANUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU201619T0108860-1-0","2016-01-14T00:00:00.000","GAX-655-GAXRU201619T0108860-1-0","1","1","2016-01-14T00:00:00.000","47277.48","REFUND"
"233559654","2016","7","JANUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ028039201600039-1-0","2016-01-28T00:00:00.000","GAX-625-625JJ028039201600039-1-0","1","1","2016-01-28T00:00:00.000","28986.03","REFUND - LOCAL OPTION SLS TAX"
"233451612","2016","7","JANUARY","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016142573958-1-0","2016-01-26T00:00:00.000","GAX-645-6452016142573958-1-0","1","1","2016-01-26T00:00:00.000","47.37","ELECTRICITY"
"235134650","2016","8","FEBRUARY","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016163596871-1-0","2016-02-24T00:00:00.000","GAX-645-6452016163596871-1-0","1","1","2016-02-24T00:00:00.000","42.62","ELECTRICITY"
"235172136","2016","8","FEBRUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ056039201600039-1-0","2016-02-25T00:00:00.000","GAX-625-625JJ056039201600039-1-0","1","1","2016-02-25T00:00:00.000","24509.64","REFUND - LOCAL OPTION SLS TAX"
"234364154","2016","8","FEBRUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU201647T0208860-1-0","2016-02-11T00:00:00.000","GAX-655-GAXRU201647T0208860-1-0","1","1","2016-02-11T00:00:00.000","54336.53","REFUND"
"236806596","2016","9","MARCH","TRANSPORTATION","TRANSPORTATION, DEPT OF","0137","PRIMARY ROAD FUND",,,"PRIMARY ROAD ROAD FUND","UTILITIES","VINTON, CITY OF","00002130718","GAX-645-6452016185615810-1-0","2016-03-25T00:00:00.000","GAX-645-6452016185615810-1-0","1","1","2016-03-25T00:00:00.000","50.51","ELECTRICITY"
"235980434","2016","9","MARCH","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU201675T0308860-1-0","2016-03-10T00:00:00.000","GAX-655-GAXRU201675T0308860-1-0","1","1","2016-03-10T00:00:00.000","55743.05","REFUND"
"236187542","2016","9","MARCH","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY074160238-1-0","2016-03-15T00:00:00.000","GAX-212-212CY074160238-1-0","1","1","2016-03-15T00:00:00.000","917.5","CITIES-LIQUOR SALES DIST."
"236973052","2016","9","MARCH","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ089039201600039-1-0","2016-03-29T00:00:00.000","GAX-625-625JJ089039201600039-1-0","1","1","2016-03-29T00:00:00.000","24509.64","REFUND - LOCAL OPTION SLS TAX"
"310913884","2020","4","OCTOBER","EDUCATION","EDUCATION, DEPT OF","0001","GENERAL FUND","I98","ENRICH IOWA LIBRARIES","ENRICH IOWA","STATE AID","VINTON PUBLIC LIBRARY","00002130719","GAX-282-100419LA438-1-0","2019-10-04T00:00:00.000","GAX-282-100419LA438-1-0","1","1","2019-10-04T00:00:00.000","2071.52","STATE AID"
"235627386","2016","9","MARCH","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY061160214-1-0","2016-03-02T00:00:00.000","GAX-212-212CY061160214-1-0","1","1","2016-03-02T00:00:00.000","300","CITIES-LIQUOR SALES DIST."
"184954112","2014","5","NOVEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ330039201300039-1-0","2013-11-26T00:00:00.000","GAX-625-625JJ330039201300039-1-0","1","1","2013-11-26T00:00:00.000","27908.51","REFUND - LOCAL OPTION SLS TAX"
"207998844","2015","5","NOVEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014322T1108860-1-0","2014-11-13T00:00:00.000","GAX-655-GAXRU2014322T1108860-1-0","1","1","2014-11-13T00:00:00.000","45068.48","REFUND"
"190053614","2014","8","FEBRUARY","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428DT0552001-3-0","2014-02-25T00:00:00.000","GAX-428-428DT0552001-3-0","1","1","2014-02-25T00:00:00.000","45","VIDEO PRODUCTION/DUPLICATION"
"186728914","2014","6","DECEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ361039201300039-1-0","2013-12-27T00:00:00.000","GAX-625-625JJ361039201300039-1-0","1","1","2013-12-27T00:00:00.000","27908.51","REFUND - LOCAL OPTION SLS TAX"
"187807424","2014","7","JANUARY","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU201421T0108860-1-0","2014-01-16T00:00:00.000","GAX-655-GAXRU201421T0108860-1-0","1","1","2014-01-16T00:00:00.000","41043.55","REFUND"
"190088954","2014","8","FEBRUARY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ057039201400039-1-0","2014-02-26T00:00:00.000","GAX-625-625JJ057039201400039-1-0","1","1","2014-02-26T00:00:00.000","24502.49","REFUND - LOCAL OPTION SLS TAX"
"180918386","2014","3","SEPTEMBER","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428DC260801-14-0","2013-09-18T00:00:00.000","GAX-428-428DC260801-14-0","1","1","2013-09-18T00:00:00.000","15","VIDEO PRODUCTION/DUPLICATION"
"197305500","2014","12","JUNE","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY174140292-1-0","2014-06-27T00:00:00.000","GAX-212-212CY174140292-1-0","1","1","2014-06-27T00:00:00.000","1235","CITIES-LIQUOR SALES DIST."
"196406746","2014","12","JUNE","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014168T0608860-1-0","2014-06-12T00:00:00.000","GAX-655-GAXRU2014168T0608860-1-0","1","1","2014-06-12T00:00:00.000","48382.62","REFUND"
"202555706","2015","3","SEPTEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY246140267-1-0","2014-09-09T00:00:00.000","GAX-212-212CY246140267-1-0","1","1","2014-09-09T00:00:00.000","942.5","CITIES-LIQUOR SALES DIST."
"186594654","2014","6","DECEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY347130336-1-0","2013-12-24T00:00:00.000","GAX-212-212CY347130336-1-0","1","1","2013-12-24T00:00:00.000","1235","CITIES-LIQUOR SALES DIST."
"179529894","2014","2","AUGUST","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ240039201300039-1-0","2013-08-28T00:00:00.000","GAX-625-625JJ240039201300039-1-0","1","1","2013-08-28T00:00:00.000","26975.2","REFUND - LOCAL OPTION SLS TAX"
"195046930","2014","11","MAY","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY128140276-1-0","2014-05-20T00:00:00.000","GAX-212-212CY128140276-1-0","1","1","2014-05-20T00:00:00.000","725","CITIES-LIQUOR SALES DIST."
"205596240","2015","4","OCTOBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014294T1008860-1-0","2014-10-16T00:00:00.000","GAX-655-GAXRU2014294T1008860-1-0","1","1","2014-10-16T00:00:00.000","58222.05","REFUND"
"206795090","2015","4","OCTOBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ302039201400039-1-0","2014-10-29T00:00:00.000","GAX-625-625JJ302039201400039-1-0","1","1","2014-10-29T00:00:00.000","28998.15","REFUND - LOCAL OPTION SLS TAX"
"192944466","2014","10","APRIL","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428BC104140200-11-0","2014-04-15T00:00:00.000","GAX-428-428BC104140200-11-0","3","1","2014-04-15T00:00:00.000","45","VIDEO PRODUCTION/DUPLICATION"
"210509850","2015","6","DECEMBER","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ363039201400039-1-0","2014-12-29T00:00:00.000","GAX-625-625JJ363039201400039-1-0","1","1","2014-12-29T00:00:00.000","29454.75","REFUND - LOCAL OPTION SLS TAX"
"200524708","2015","2","AUGUST","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428DT225307-5-0","2014-08-15T00:00:00.000","GAX-428-428DT225307-5-0","1","1","2014-08-15T00:00:00.000","45","VIDEO PRODUCTION/DUPLICATION"
"192610374","2014","10","APRIL","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014105T0408860-1-0","2014-04-10T00:00:00.000","GAX-655-GAXRU2014105T0408860-1-0","1","1","2014-04-10T00:00:00.000","33447.05","REFUND"
"192846434","2014","10","APRIL","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY101140458-1-0","2014-04-15T00:00:00.000","GAX-212-212CY101140458-1-0","1","1","2014-04-15T00:00:00.000","1635","CITIES-LIQUOR SALES DIST."
"192944462","2014","10","APRIL","ADMINISTRATION AND REGULATION","STATE PUBLIC DEFENDER/DIA","0001","GENERAL FUND","Q60","PUBLIC DEFENDER","CEDAR RAPIDS OFFICE","OUTSIDE SERVICES","VINTON POLICE DEPT","00002130720","GAX-428-428BC104140200-11-0","2014-04-15T00:00:00.000","GAX-428-428BC104140200-11-0","1","1","2014-04-15T00:00:00.000","15","VIDEO PRODUCTION/DUPLICATION"
"195452758","2014","11","MAY","ADMINISTRATION AND REGULATION","REVENUE","0815","LOCAL SALES & SERV TAX FUND",,,"SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","REFUNDS-LOCAL OPTION","VINTON, CITY OF","00002130718","GAX-625-625JJ148039201400039-1-0","2014-05-28T00:00:00.000","GAX-625-625JJ148039201400039-1-0","1","1","2014-05-28T00:00:00.000","26407.36","REFUND - LOCAL OPTION SLS TAX"
"202948554","2015","3","SEPTEMBER","ADMINISTRATION AND REGULATION","TREASURER OF STATE","0812","STREET CONSTR FUND CITIES",,,"STREET CONSTR. FUND CITIES","REFUNDS-OTHER","VINTON, CITY OF","00002130718","GAX-655-GAXRU2014259T0908860-1-0","2014-09-11T00:00:00.000","GAX-655-GAXRU2014259T0908860-1-0","1","1","2014-09-11T00:00:00.000","41923.43","REFUND"
"184169334","2014","5","NOVEMBER","ADMINISTRATION AND REGULATION","ALCOHOLIC BEVERAGES","0631","LIQUOR CONTROL ACT FUND",,,"LICENSE OPERATIONS","STATE AID","VINTON, CITY OF","00002130718","GAX-212-212CY311130393-1-0","2013-11-13T00:00:00.000","GAX-212-212CY311130393-1-0","1","1","2013-11-13T00:00:00.000","1319.69","CITIES-LIQUOR SALES DIST."
