"date","transaction_type","committee_cd","committee_type","committee_nm","rec_committee_cd","organization_nm","first_nm","last_nm","address_line_1","address_line_2","city","state_cd","zip","amount","check_number"
"2010-12-22T00:00:00.000","EXP","9645","Iowa PAC","Linn Phoenix Club",,"Postmaster",,,"Main Post Office",,"Cedar Rapids","IA","52401","264.00","1599"
"2004-10-22T00:00:00.000","EXP","1243","State Senate","Mark Zieman for Senate Committee",,"Waukon Standard Newspaper",,,"15 1st NW",,"Waukon","IA","52172","332.22","400"
"2004-09-28T00:00:00.000","EXP","1243","State Senate","Mark Zieman for Senate Committee",,"Waukon Standard Newspaper",,,"15 1st NW",,"Waukon","IA","52172","94.92","379"
"2004-10-20T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","49.70","2101"
"2005-07-28T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","70.96","2144"
"2004-06-18T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","106.32","2060"
"2004-12-16T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","42.89","2118"
"2006-11-28T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","192.33","2206"
"2003-07-15T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","87.86","2045"
"2006-06-21T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","144.09","2164"
"2006-08-21T00:00:00.000","EXP","119","State House","Committee to Re-elect Don Shoultz",,,"Dianne","Shoultz","295  Kenilworth",,"Waterloo","IA","50701","97.09","2177"
"2004-09-24T00:00:00.000","EXP","1567","State Senate","Drury for Iowa Senate",,"Globe Gazette",,,"300 N. Washington",,"Mason City","IA","50401","53.10",
"2004-10-14T00:00:00.000","EXP","1567","State Senate","Drury for Iowa Senate",,"Globe Gazette",,,"300 N. Washington",,"Mason City","IA","50401","439.50",
"2004-06-04T00:00:00.000","EXP","1550","State Senate","Dowie for Senate",,"Karen's Print-Rite",,,"2515 Falls Ave",,"Waterloo","IA","50701","182.01","1009"
"2004-09-15T00:00:00.000","EXP","1550","State Senate","Dowie for Senate",,"Karen's Print-Rite",,,"2515 Falls Ave",,"Waterloo","IA","50701","52.22",
"2006-10-18T00:00:00.000","EXP","1504","State House","Kressig for Iowa House 59",,"Cedar Falls Times",,,"311 W Bremer Ave",,"Waverly","IA","50677","567.00",
"2012-12-06T00:00:00.000","EXP","1504","State House","Kressig for Iowa House 59",,"Cedar Falls Times",,,"311 W Bremer Ave",,"Waverly","IA","50677","354.00","1019"
"2014-10-23T00:00:00.000","EXP","1504","State House","Kressig for Iowa House 59",,"Cedar Falls Times",,,"311 W Bremer Ave",,"Waverly","IA","50677","1410.00","929"
"2012-10-24T00:00:00.000","EXP","1504","State House","Kressig for Iowa House 59",,"Cedar Falls Times",,,"311 W Bremer Ave",,"Waverly","IA","50677","690.00","915"
"2004-10-12T00:00:00.000","EXP","9116","County Central Committee","Linn County Republican Central Committee",,,"Don","Hatfield","3930 Knollcrest Ct NE",,"Cedar Rapids","IA","52402","204.80","1592"
"2004-11-05T00:00:00.000","EXP","9116","County Central Committee","Linn County Republican Central Committee",,,"Don","Hatfield","3930 Knollcrest Ct NE",,"Cedar Rapids","IA","52402","31.91","1609"
"2004-10-13T00:00:00.000","EXP","9116","County Central Committee","Linn County Republican Central Committee",,,"Don","Hatfield","3930 Knollcrest Ct NE",,"Cedar Rapids","IA","52402","54.76","1593"
"2004-10-31T00:00:00.000","EXP","9116","County Central Committee","Linn County Republican Central Committee",,,"Don","Hatfield","3930 Knollcrest Ct NE",,"Cedar Rapids","IA","52402","293.38","1605"
"2004-09-30T00:00:00.000","EXP","9116","County Central Committee","Linn County Republican Central Committee",,,"Don","Hatfield","3930 Knollcrest Ct NE",,"Cedar Rapids","IA","52402","331.81","1580"
"2004-10-31T00:00:00.000","EXP","9116","County Central Committee","Linn County Republican Central Committee",,,"Don","Hatfield","3930 Knollcrest Ct NE",,"Cedar Rapids","IA","52402","53.53","1606"
"2006-12-19T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","36.10","1073"
"2006-10-12T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","7904.33","1059"
"2006-11-02T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","3720.00","1069"
"2006-09-25T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","250.00","1047"
"2006-08-31T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","753.29","1037"
"2006-10-27T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","1032.10","1066"
"2006-11-21T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","2.00","1071"
"2006-10-10T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","780.00","1054"
"2006-09-12T00:00:00.000","EXP","1610","State Senate","Caviness for Senate",,"Victory Enterprises",,,"5200 SW 30th St",,"Davenport","IA","52802","2245.00","1039"
"2006-08-03T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-09-05T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-06-05T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1458.58",
"2006-09-20T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-07-14T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","273.00","2773"
"2006-08-18T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-05-19T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1458.58",
"2006-07-21T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-08-30T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","317.09","2802"
"2006-06-30T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","445.22","2765"
"2006-05-05T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1458.58",
"2006-06-20T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-07-05T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2006-10-05T00:00:00.000","EXP","9098","State Central Committee","Iowa Democratic Party",,,"Kevin","Boyd","722 18th St",,"Des Moines","IA","50314-1020","1519.93",
"2004-08-20T00:00:00.000","EXP","987","State House","Huser for State Representative",,"unitemized",,,"n/a",,"n/a","IA","50009","50.00","646"
"2006-02-01T00:00:00.000","EXP","1627","State House","Nolte for Iowa Committee",,"Hollywood Graphics",,,"23 Imperial CT",,"Iowa CIty","IA","52246","328.91",
"2006-05-07T00:00:00.000","EXP","5117","Governor","Blouin for Governor",,"Veda A Stougard",,,"420 Pleasant Circle",,"Pleasant Hill","IA","50327","318.46",
"2004-11-01T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","8.78",
"2004-08-02T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","1.21",
"2004-09-08T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","29.00",
"2014-01-15T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","28.94",
"2015-12-15T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2011-08-31T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","19.70",
"2017-01-10T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2018-07-17T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","8.48",
"2017-04-18T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2020-01-21T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.70",
"2015-01-02T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2015-11-06T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2018-06-18T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","63.60",
"2019-12-17T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.70",
"2016-01-08T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2016-10-07T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2016-02-05T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2017-06-16T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","10.60",
"2010-07-15T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","19.10",
"2020-09-30T00:00:00.000","EXP","9659","Iowa PAC","Federation of Iowa Insurers PAC",,"Bankers Trust Company, NA",,,"453 7th Street",,"Des Moines","IA","50309","44.39",
"2007-08-02T00:00:00.000","EXP","6419","Iowa PAC","Berkshire Hathaway Energy Company PAC",,"The Grassley Committee",,,"P.O. Box 1000",,"Des Moines","IA","50304","2000.00","1437"
"2003-07-08T00:00:00.000","EXP","9105","County Central Committee","Johnson County Democratic Central Committee",,"Evert Conner Center",,,"730 S. Dubuque St.",,"Iowa City","IA","52240","50.00",
"2007-10-20T00:00:00.000","EXP","13722","City Candidate - City Council","People for Flattery",,"The Messenger",,,"P. O. Box 659",,"Fort Dodge","IA","50501","1084.40","1019"
"2007-09-21T00:00:00.000","EXP","13722","City Candidate - City Council","People for Flattery",,"The Messenger",,,"P. O. Box 659",,"Fort Dodge","IA","50501","1359.00","1003"
"2016-10-12T00:00:00.000","EXP","9042","County Central Committee","Clayton County Democratic Central Committee",,"guttenberg press",,,"10 schiller st",,"guttenberg","IA","52052","149.60","743"
"2004-03-24T00:00:00.000","EXP","9042","County Central Committee","Clayton County Democratic Central Committee",,"guttenberg press",,,"10 schiller st",,"guttenberg","IA","52052","54.50",
"2004-05-04T00:00:00.000","EXP","9042","County Central Committee","Clayton County Democratic Central Committee",,"guttenberg press",,,"10 schiller st",,"guttenberg","IA","52052","22.00",
"2006-03-13T00:00:00.000","EXP","9042","County Central Committee","Clayton County Democratic Central Committee",,"guttenberg press",,,"10 schiller st",,"guttenberg","IA","52052","176.75","568"
"2006-10-30T00:00:00.000","EXP","1097","State Senate","MILLER FOR SENATE",,"Miller Law Office",,,"119 N. Court",,"Fairfield","IA","52556","1200.00","2282"
"2003-08-27T00:00:00.000","EXP","1097","State Senate","MILLER FOR SENATE",,"Miller Law Office",,,"119 N. Court",,"Fairfield","IA","52556","846.90","2166"
"2012-07-11T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","300.00","2038"
"2016-08-08T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","451.20","2055"
"2017-07-11T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","200.00","2061"
"2016-10-03T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","81.62","2058"
"2015-08-27T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","165.48","2051"
"2016-08-23T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","190.25","2057"
"2012-05-24T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","413.07","2037"
"2014-06-30T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","200.00","2043"
"2010-07-20T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","50.00","2032"
"2016-08-23T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","29.10","2056"
"2016-08-08T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","58.12","2054"
"2015-08-17T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","159.01","2048"
"2008-10-03T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","101.16",
"2008-08-01T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","125.00","2028"
"2016-10-03T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","168.38","2059"
"2015-08-05T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","150.00","2044"
"2008-05-28T00:00:00.000","EXP","9691","Iowa PAC","Iowa Green Party",,,"Holly","Hart","PO Box 2473",,"Iowa City","IA","52244","53.18","2026"
"2003-09-19T00:00:00.000","EXP","1441","State House","Jim Van Fossen for State House",,,"Jim","VanFossen","#13 Enchanted Island",,"Davenport","IA","52802","647.92","1198"
"2004-01-09T00:00:00.000","EXP","1441","State House","Jim Van Fossen for State House",,,"Jim","VanFossen","#13 Enchanted Island",,"Davenport","IA","52802","351.84","1214"
"2004-05-01T00:00:00.000","EXP","1441","State House","Jim Van Fossen for State House",,,"Jim","VanFossen","#13 Enchanted Island",,"Davenport","IA","52802","147.00","1217"
"2006-10-31T00:00:00.000","EXP","1441","State House","Jim Van Fossen for State House",,,"Jim","VanFossen","#13 Enchanted Island",,"Davenport","IA","52802","200.08","1327"
"2006-12-31T00:00:00.000","EXP","1441","State House","Jim Van Fossen for State House",,,"Jim","VanFossen","#13 Enchanted Island",,"Davenport","IA","52802","692.19","1337"
"2006-07-13T00:00:00.000","EXP","1441","State House","Jim Van Fossen for State House",,,"Jim","VanFossen","#13 Enchanted Island",,"Davenport","IA","52802","453.77","1299"
"2004-03-17T00:00:00.000","EXP","9169","County Central Committee","Shelby County Republican Central Committee",,"Republican Party of Iowa",,,"621 E. 9th",,"Des Moines","IA","50309","560.00","688"
"2006-08-20T00:00:00.000","EXP","1627","State House","Nolte for Iowa Committee",,"Consumers Coop",,,"Highway 6",,"Coralville","IA","52241","66.96","1053"
"2006-09-22T00:00:00.000","EXP","1627","State House","Nolte for Iowa Committee",,"Consumers Coop",,,"Highway 6",,"Coralville","IA","52241","60.90","1063"
"2006-09-07T00:00:00.000","EXP","1627","State House","Nolte for Iowa Committee",,"Consumers Coop",,,"Highway 6",,"Coralville","IA","52241","66.65","1055"
"2010-05-19T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","50.00","1044"
"2015-06-07T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","35.00","1010"
"2009-04-21T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","50.00","1034"
"2019-10-14T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","300.00","1050"
"2016-07-01T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","70.00","1019"
"2017-06-23T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","100.00","1029"
"2011-06-16T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","50.00","1050"
"2012-06-21T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","60.00","1063"
"2017-06-20T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","75.00","1028"
"2013-06-19T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","40.00","1069"
"2017-08-19T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","300.00","1033"
"2013-06-19T00:00:00.000","EXP","9097","County Central Committee","Iowa County Republican Central Committee",,"Iowa County Fair",,,"800 E. Marion St.",,"Marengo","IA","52301","40.00","1069"
"2008-12-03T00:00:00.000","EXP","1535","State House","Citizens for Zirkelbach",,"Tri-County Bank & Trust",,,"PO Box 309",,"Monticello","IA","52310","3.00",
"2009-01-12T00:00:00.000","EXP","1535","State House","Citizens for Zirkelbach",,"Tri-County Bank & Trust",,,"PO Box 309",,"Monticello","IA","52310","16.00",
"2019-03-25T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","32606.09",
"2014-04-23T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","1645.12",
"2014-04-24T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","1682.67",
"2014-04-25T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","2596.91",
"2014-03-21T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","475.17",
"2012-03-29T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","37068.78",
"2012-03-01T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","27668.60",
"2019-09-21T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","36330.82","0"
"2011-03-25T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","25000.00",
"2014-04-22T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","5226.63",
"2013-04-30T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","24660.73",
"2012-09-07T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","10438.38",
"2014-04-14T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","10665.00",
"2019-05-03T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","597.56","0"
"2014-04-22T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","4074.95",
"2014-03-24T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","7087.46",
"2019-05-03T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","71.32","0"
"2012-09-07T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","3552.44",
"2014-04-23T00:00:00.000","EXP","9161","State Central Committee","Republican Party of Iowa",,"Republican Party of Iowa - Federal Account",,,"521 E. Locust Street",,"Des Moines","IA","50309","1118.96",
