Date,Start Time,End Time,Event Title,Description,Location,County,Contact,Contact Title,Phone,Email,Directions,Registration Link,Location 1,Counties,Zip Codes
02/10/2020 12:00:00 AM,9:30 am,11:00 am,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
02/14/2020 12:00:00 AM,7:00 am,7:00 am,LinkedIn 101,Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.,Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
07/04/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Independence Day - LWD closed,ALL,ALL,,,,,,,,,
02/21/2020 12:00:00 AM,9:30 am,11:00 am,Acing the Job Interview,"An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
02/24/2020 12:00:00 AM,9:30 am,11:00 am,Top Notch Resume - II,"Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
12/23/2019 12:00:00 AM,9:30 am,11:00 am,LinkedIn 101,Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.,Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
01/17/2020 12:00:00 AM,9:30 am,11:00 am,LinkedIn 101,Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.,Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
10/25/2019 12:00:00 AM,1899-12-31T09:30:00.000,1899-12-31T11:00:00.000,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
12/30/2019 12:00:00 AM,9:30 am,11:00 am,Top Notch Resume - II,"Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
01/24/2020 12:00:00 AM,9:30 am,11:00 am,Acing the Job Interview,"An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
04/25/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T13:00:00.000,Employer recruiting for dietary aides and dishwashers,Healthcare Services Group is hiring for dietary aides and dishwashers for Andover Subacute and Rehab Center.  Pay: $12/hour for 30 hours/week.  HS diploma or GED required.,Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
04/19/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Good Friday - LWD closed,ALL,ALL,,,,,,,,,
11/15/2019 12:00:00 AM,9:30 am,11:00 am,Acing the Job Interview,"An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
11/14/2019 12:00:00 AM,2:00 pm,3:30 pm,Path to Employment-Starting Your Job Search,"An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
11/18/2019 12:00:00 AM,9:30 am,11:00 am,LinkedIn 101,Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.,Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
11/22/2019 12:00:00 AM,9:30 am,11:00 am,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",Sussex - Newton OSCC,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818",,
01/08/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,,Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
12/25/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Christmas Holiday - LWD closed,ALL,ALL,,,,,,,,,
06/25/2018 12:00:00 AM,1899-12-31T14:00:00.000,1899-12-31T15:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
11/22/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Thanksgiving Day - LWD closed,ALL,ALL,,,,,,,,,
11/06/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Election Day - LWD closed,ALL,ALL,,,,,,,,,
05/14/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
08/16/2018 12:00:00 AM,830am,1899-12-31T16:30:00.000,Calendar Presentation,Show the capabilities of Calendar in Open Data,Sussex-Newton OSCC,Sussex,Frank Kloepping,web guy,609.633.6599,franklin.kloepping@dol.nj.gov,,,,,
08/10/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Path to Employment-Starting Your Job Search,"An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
02/19/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Presidents Day - LWD closed,ALL,ALL,,,,,,,,,
01/15/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Martin Luther King Day - LWD closed,ALL,ALL,,,,,,,,,
10/15/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
06/17/2019 12:00:00 AM,1899-12-31T14:00:00.000,1899-12-31T15:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
11/17/2017 12:00:00 AM,1899-12-31T12:00:00.000,1899-12-31T15:00:00.000,UPS Positive Recruitment,"<p><strong>UPS</strong> is hosting a Positive Recruitment for both Part Time and Full Time positions starting at $18.75 per hour and $34.00 per hour for Truck Drivers with CDL.<br />All applicants interested in Career Opportunities / Immediate Openings are encouraged to attend Career Event / Job Fair with UPS. </p>
<p>Please bring a copy of your resume.</p>
<p>For more information, logon to our website at: <a href=""https://www.upsjobs.com"">https://www.upsjobs.com</a></p>
<p><em>UPS is an Equal Opportunity Employer. race/color/religion/sex/national origin/veteran/disability/sexual orientation/gender identity</em></p>",Sussex County OSCC,Sussex,Orlando Ruiz,,(201) 841-3763,oruiz@ups.com,"https://www.mapquest.com/search/results?slug=%2Fus%2Fnew-jersey%2Fsussex-county-mall-286171658&query=Sussex%20County%20Mall,%2015%20Hampton%20House%20Rd,%20Newton,%20NJ%2007860&page=0",,,,
11/05/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Top Notch Resume,"The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.",Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
02/15/2019 12:00:00 AM,1899-12-31T09:30:00.000,1899-12-31T11:00:00.000,Acing the Job Interview,"An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.",Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
12/25/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Christmas Holiday - LWD closed,ALL,ALL,,,,,,,,,
03/18/2019 12:00:00 AM,1899-12-31T09:30:00.000,1899-12-31T11:00:00.000,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
01/01/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,New Year's Day - LWD closed,ALL,ALL,,,,,,,,,
09/07/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Acing the Job Interview,"An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview.  There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
07/27/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Top Notch Resume - I,"The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
03/26/2018 12:00:00 AM,1899-12-31T12:00:00.000,1899-12-31T14:00:00.000,Top Notch Resume - I,"The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.",,Sussex,,,,,,,,,
10/26/2018 12:00:00 AM,1899-12-31T01:00:00.000,1899-12-31T03:00:00.000,Job Seeker Meet and Greet,"The road to a new job can be long and overwhelming, but you don¿t have to travel it alone. Come meet other job seekers just like you. Hone your networking skills and build relationships that could lead to employment as you share your experiences, advice, feedback and support.

For ages 16+. Registration preferred and begins October 12.",,Sussex,Julie Knapp,Library Associate,(973) 948-3660,jknapp@sussexcountylibrary.org,"https://www.google.com/maps/dir//Sussex+County+Main+Library,+125+Morris+Turnpike,+Newton,+NJ+07860/@",,,,
10/12/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Top Notch Resume,"The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. Participants will learn the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.",Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
07/23/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientaion,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
09/09/2019 12:00:00 AM,1899-12-31T09:30:00.000,1899-12-31T11:00:00.000,LinkedIn 101,Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.,Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
04/19/2018 12:00:00 AM,10am,2pm,Project Self-Sufficiency</br>Career Fair,"<p>You're Invited to Project Self-Sufficiency's Career Fair</p>
<p>Presentations on: Resume development & Job Searching  <br />Meet with a Professional to Practice Your Interview Skills</p>
<p>Meet with over 30 Employers, Educational Institutes, and Employment Services<br /> <br /><em>Come dressed for success and interview ready!</em></p>
<p>Don't Forget to Bring Your Resume! <br />For more information contact Project Self-Sufficiency 973-940-3500</p>
<p> </p>",,Sussex,Kyersten Gieger,,(973) 940-3500,pss@projectselfsufficiency.org,"https://www.google.com/maps/place/127+Mill+St,+Newton,+NJ+07860/@41.0673862,-74.7559467,17z/data=!3m1!4b1!4m5!3m4!1s0x89c36fdc05a3bf81:0x7ba8aec39f82b0da!8m2!3d41.0673862!4d-74.753758",,,,
04/07/2018 12:00:00 AM,11am,2pm,TOMAHAWK LAKE WATERPARK SUMMER JOB FAIR,"<p>Hiring up to <strong>50 positions</strong> for:</p>
<p>Guest Services, Lifeguards, Ride & Boat Dispatchers, Parking, Snack Bar, Ice Cream attendants, Catering Workers, Park Services, Cleaning, Maintenance and more...Jobs for all!</p>
<ul>
<li>Must be age 15 or older</li>
<li>Retirees & Seniors Welcome</li>
<li>No Experience necessary</li>
<li>Drug Free Workplace</li>
<li>2 Forms ID-Social Security Card & Passport or Drivers License(Photo ID)... Birth Certificate and working papers if under age 18</li>
</ul>
<p> </p>",,Sussex,LYNNE GALLO,,(914) 850-0296,tklake@ptd.net,,,,,
03/14/2018 12:00:00 AM,10am,2pm,Adecco Open Recruitment,"<p>Bring a friend/family <br />Do not miss out on these great job Opportunities!<br />Adecco will be conducting Interviews at<br />Kolmar, 20 West King Street, Port Jervis, NY<br />Wednesday, March 14, 2018<br />10:00 am to 2:00 pm</p>
<p>Please bring 2 forms of ID and previous work history.</p>
<p>We're proud to partner with Kolmar for production jobs in Port Jervis, NY.</p>
<p>Responsibilities include:<br />- Assemble make up and personal care products<br />- Package product<br />- Working in a team environment <br />Requirements include:<br />- Drug Screen and Background Check<br />- Ability to be accurate in a fast paced environment <br />- Previous experience in manufacturing is not required <br />Why work for Kolmar?<br />- 1st and 2nd Shifts available<br />- Temporary to hire opportunities<br />- Overtime Opportunity <br />- No heavy lifting <br />- $10.40/hour<br />Come and see us or visit Adeccousa.com for an online application! Please bring 2 forms of valid ID and work history!</p>",,Sussex,Rosa Santiago,,(845) 858-1994,rosa.santiago@adeccona.com,https://www.mapquest.com/search/results?slug=%2Fus%2Fnew-york%2Fkolmar-laboratories-inc-366226363&query=Kolmar%20Laboratories%20Inc&page=0,,,,
08/06/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
09/03/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
06/15/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Path to Employment-Starting Your Job Search,"An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
06/25/2019 12:00:00 AM,1899-12-31T14:00:00.000,1899-12-31T15:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
10/01/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
08/22/2018 12:00:00 AM,11am,2pm,Devereux Advanced Behavioral Health  Job Fair,"<p>Devereux Advanced Behavioral Health, the largest behavioral healthcare organization in the nation, is hosting an interview day for open Direct Support Professional roles in group homes for the developmentally disabled.</p>
<p>A qualified candidate will be 18 years or older, possess a Valid Driver's License, and have a minimum of a HS diploma/GED.  Experience working with the developmentally disabled population, as a CNA/ Home Health Aide or personal/volunteer experience with this population is preferred, but not required.</p>
<p>Qualified candidates will receive <strong>on the spot interviews</strong> with hiring managers.</p>
<p>What to bring:</p>
<p>Please bring your resume and valid Driver's License</p>
<p>Can't Attend???  Please apply online at jobs.devereux.org.</p>",,Sussex,Sara Ralph,,(732) 786-5573,sralph@devereux.org,,,,,
12/13/2017 12:00:00 AM,1899-12-31T12:00:00.000,1899-12-31T13:00:00.000,Top Notch Resume - I,"The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.",,Sussex,,,,,,,,,
10/08/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Columbus Day - LWD closed,ALL,ALL,,,,,,,,,
09/17/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,"Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.",Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
07/15/2019 12:00:00 AM,1899-12-31T09:30:00.000,1899-12-31T11:00:00.000,Path to Employment-Starting Your Job Search,"An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.",Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
03/05/2019 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Training Orientation,Customers interested in training must be registered with this One-Stop.,Sussex-Newton OSCC,Sussex,Paula Genschow,Employment Counselor,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
04/23/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Path to Employment-Starting Your Job Search,"An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
02/27/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",,Sussex,,,,,http://careerconnections.nj.gov/careerconnections/plan/support/njccsites/sussex_oscc.shtml?menu=sussex_oscc.shtml,,,,
10/15/2018 12:00:00 AM,1899-12-31T09:00:00.000,1899-12-31T10:30:00.000,Master the Art of Networking,"An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.",Sussex - Newton,Sussex,Paula Genschow,JJC Coordinator,973-383-2775,Paula.Genschow@dol.nj.gov,,,,,
