Date,Start Time,End Time,Event Title,Description,Location,County,Contact,Contact Title,Phone,Email,Directions,Registration Link,Location 1,Counties,Zip Codes
10/08/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Columbus Day - LWD closed,ALL,ALL,,,,,,,,,
08/20/2018 12:00:00 AM,10.00am,12.00noon,Hiring Event - Majestic Apparel,,Phillipsburg OSCC,Warren,Anand Sumaithangi,Manager,9083299190,anand.sumaithangi@dol.nj.gov,,,,,
11/28/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Thanksgiving Day - LWD closed,ALL,ALL,,,,,,,,,
08/08/2018 12:00:00 AM,1899-12-31T08:30:00.000,1899-12-31T16:30:00.000,Training information session,Pharmacy Technician,Phillipsburg OSCC,Warren,Anand Sumaithangi,Manager,(908) 329-9190,JSAPhillipsburg@dol.nj.gov,,,,,
07/24/2018 12:00:00 AM,10.00am,12.00n,Hiring event,Fanatics Apparel manufacturing,Phillipsburg OSCC,Warren,Anand Sumaithangi,Manager,(908) 329-9190,JSAPhillipsburg@dol.nj.gov,,,,,
08/22/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,JSAPhillipsburg@dol.nj.gov,,,,,
08/20/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,9083299190,JSAPhillipsburg@dol.nj.gov,,,,,
08/15/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,JSAPhillipsburg@dol.nj.gov,,,,,
08/21/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329  9190,JSAPhillipsburg@dol.nj.gov,,,,,
08/18/2018 12:00:00 AM,1899-12-31T11:00:00.000,1899-12-31T12:00:00.000,Jersey Job Club Online Webinar: Path to Employment: Starting Your Job Search,Learn how to start your job search. Go to the calendar at www.warrenlib.org for a link to register.,,Warren,Nancy,Library Associate,(908) 475-6322,npropsner@warrenlib.org,,,,,
09/03/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Labor Day - LWD closed,ALL,ALL,,,,,,,,,
11/12/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Veterans Day - LWD closed,ALL,ALL,,,,,,,,,
11/11/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Veterans Day - LWD closed,ALL,ALL,,,,,,,,,
08/08/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,christine.widgren@dol.nj.gov,,,,,
05/28/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Memorial Day - LWD closed,ALL,ALL,,,,,,,,,
05/27/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Memorial Day - LWD closed,ALL,ALL,,,,,,,,,
08/23/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
08/29/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,JSAPhillipsburg@dol.nj.gov,,,,,
01/01/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,New Year's Day - LWD closed,ALL,ALL,,,,,,,,,
08/09/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,christine.widgren@dol.nj.gov,,,,,
10/25/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
07/04/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Independence Day - LWD closed,ALL,ALL,,,,,,,,,
08/21/2018 12:00:00 AM,1899-12-31T08:30:00.000,1899-12-31T16:30:00.000,Fork lift Certification,Fork lift Certification class,Phillipsburg OSCC,Warren,Anand Sumaithangi,Manager,(908) 329-9190,Anand.Sumaithangi@dol.nj.gov,,,,,
09/06/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
11/01/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
08/15/2018 12:00:00 AM,11.00am,4.00pm,Hiring Event  -  Aerotek,,Phillipsburg OSCC,Warren,,,,,,,,,
11/29/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
11/05/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Election Day - LWD closed,ALL,ALL,,,,,,,,,
09/27/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
08/07/2018 12:00:00 AM,1899-12-31T08:30:00.000,1899-12-31T16:30:00.000,Training information session,Pharmacy Technician Training,Phillipsburg OSCC,Warren,Anand Sumaithangi,Manager,(908) 329-9190,JSAPhillipsburg@dol.nj.gov,,,,,
01/21/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Martin Luther King Day - LWD closed,ALL,ALL,,,,,,,,,
08/14/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,christine.widgren@dol.nj.gov,,,,,
08/28/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,JSAPhillipsburg@dol.nj.gov,,,,,
12/06/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
10/14/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Columbus Day - LWD closed,ALL,ALL,,,,,,,,,
07/11/2018 12:00:00 AM,0,0,Warren Skype Technical Assistance,,Warren One Stop,Warren,Debbie Cusanno,,609-292-7819,Debra.Cusanno@dol.nj.gov,,,,,
08/09/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
03/30/2018 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Good Friday - LWD closed,ALL,ALL,,,,,,,,,
09/02/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Labor Day - LWD closed,ALL,ALL,,,,,,,,,
10/04/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
08/21/2018 12:00:00 AM,10.00am,11.30am,Reopening of Building,,Phillipsburg OSCC,Warren,Anand Sumaithangi,Manager,9083529190,anand.sumaithangi@dol.nj.gov,,,,,
09/06/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
09/13/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
08/07/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,Reemployment,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,christine.wdgren@dol.nj.gov,,,,,
11/08/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWEP Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
08/16/2018 12:00:00 AM,9.30am,10.30am,Reemployment Orientation,,Phillipsburg OSCC,Warren,Christine Widgren,Interviewer,908 329 9190,JSAPhillipsburg@dol.nj.gov,,,,,
08/14/2018 12:00:00 AM,1899-12-31T10:00:00.000,1899-12-31T11:00:00.000,Jersey Job Club Online Webinar: Volunteering: A Doorway to Employment,An online webinar about how volunteering can help you find a job. Go to the calendar at www.warrenlib.org for a link to register.,,Warren,Nancy,Library Associate,(908) 475-6322,npropsner@warrenlib.org,http://www.warrenlib.org,,,,
08/02/2018 12:00:00 AM,10.00am,11.00am,GA/SNAP Orientation,,Phillipsburg OSCC,Warren,Brad Schmitt,CWER Coordinator,908 329 9156,JSAPhillipsburg@dol.nj.gov,,,,,
02/18/2019 12:00:00 AM,1899-12-31T07:00:00.000,1899-12-31T19:00:00.000,Holiday,Presidents Day - LWD closed,ALL,ALL,,,,,,,,,
