"fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","authority","fund_name","account_name","data_source","authority_name","zip","payment_method","po_num","description","detailed_item_description","unit_price","unit_of_measure","quantity","sales_tax_percent","sales_tax","discount","po_date","supplier_city","supplier_country","item_code_name","currency","value_of_spend"
"2017","POLICE","NEWCO DISTRIBUTORS","2017-04-04T00:00:00.000","3068.64","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001815579","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","60","8.75","251.53","57.49","2017-03-21T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","2874.6"
"2014","POLICE","NEWCO DISTRIBUTORS","2014-05-27T00:00:00.000","4858.65","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001506505","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.6","BG","88","9","408.67","90.82","2014-05-06T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4540.8"
"2015","POLICE","NEWCO DISTRIBUTORS","2014-12-02T00:00:00.000","2050.55","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001554329","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.6","BG","40","9","172.48","38.33","2014-10-24T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","2064"
"2015","POLICE","NEWCO DISTRIBUTORS","2015-04-22T00:00:00.000","4818.78","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001533982","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","94","9","405.31","90.07","2014-08-14T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4503.54"
"2015","POLICE","NEWCO DISTRIBUTORS","2014-07-31T00:00:00.000","5047.25","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001450475","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.45","BG","90","9","416.75","92.61","2013-10-09T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4630.5"
"2015","POLICE","NEWCO DISTRIBUTORS","2014-12-19T00:00:00.000","184.47","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001533974","FOOD, DOG, FISH / SWEET POTATO","FOOD, DOG, FISH / SWEET POTATO, 26 LB BAG, UPC# 723633420372, ITEM# 42037, ""NATURAL BALANCE"" (NEWCO# 998408","43.1","BG","4","9","15.52","3.45","2014-08-14T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","172.4"
"2014","POLICE","NEWCO DISTRIBUTORS","2013-12-02T00:00:00.000","3303.09","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001450450","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.45","BG","60","9","277.83","61.74","2013-10-09T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","3087"
"2016","POLICE","NEWCO DISTRIBUTORS","2016-01-20T00:00:00.000","4921.31","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001635506","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","96","9","413.94","91.99","2015-12-29T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4599.36"
"2016","POLICE","NEWCO DISTRIBUTORS","2016-05-10T00:00:00.000","3075.82","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001710167","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.6","BG","60","9","258.71","57.49","2016-04-14T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","3096"
"2017","POLICE","NEWCO DISTRIBUTORS","2016-08-09T00:00:00.000","5741.53","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001635511","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","112","9","482.93","107.32","2015-07-30T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","5365.92"
"2017","POLICE","NEWCO DISTRIBUTORS","2016-12-13T00:00:00.000","428","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001778424","FOOD, DRY DOG, ALS, 44 LB BAG","FOOD, DRY DOG, ALS, 44 LB BAG, ITEM# 1044, ""CANIDAE","40","BG","10","9","36","8","2016-11-17T00:00:00.000","RANCHO CUCAMONGA","USA","ANIMAL FEED","USD","400"
"2017","POLICE","NEWCO DISTRIBUTORS","2017-01-31T00:00:00.000","3068.64","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001793258","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","60","8.75","251.53","57.49","2017-01-12T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","2874.6"
"2015","POLICE","TLC PET MEDICAL CENTERS, INC","2014-09-22T00:00:00.000","158.1",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","TLC PET MEDICAL CENTERS, INC","91030","CHECK","0001540305","ROYAL K9 LG BREED DOG FOOD - I","ROYAL K9 LG BREED DOG FOOD - INV# 252046","79.05","EA","2","9","0","0","2014-09-05T00:00:00.000","SOUTH PASADENA","USA","MISCELLANEOUS OR UNCLASSIFIED","USD","158.1"
"2015","POLICE","NEWCO DISTRIBUTORS","2014-10-14T00:00:00.000","184.47","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001533958","FOOD, DOG, FISH / SWEET POTATO","FOOD, DOG, FISH / SWEET POTATO, 26 LB BAG, UPC# 723633420372, ITEM# 42037, ""NATURAL BALANCE"" (NEWCO# 998408","43.1","BG","4","9","15.52","3.45","2014-08-14T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","172.4"
"2014","POLICE","NEWCO DISTRIBUTORS","2014-04-28T00:00:00.000","3578.34","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001450459","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.45","BG","65","9","300.98","66.89","2013-10-09T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","3344.25"
"2013","POLICE","GOT PET FOOD","2013-03-08T00:00:00.000","286.07",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","GOT PET FOOD","90404","CHECK","0001381607","CANIDAE ALS ADULT DRY DOG FOOD","CANIDAE ALS ADULT DRY DOG FOOD - 44 LBS","52.49","EA","5","9","23.62","0","2013-02-08T00:00:00.000","SANTA MONICA","USA","MISCELLANEOUS OR UNCLASSIFIED","USD","262.45"
"2016","POLICE","NEWCO DISTRIBUTORS","2016-03-22T00:00:00.000","5126.37","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001635508","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","100","9","431.19","95.82","2016-02-29T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4791"
"2016","POLICE","NEWCO DISTRIBUTORS","2016-06-01T00:00:00.000","5126.37","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001635510","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","100","9","431.19","95.82","2016-05-10T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4791"
"2017","POLICE","NEWCO DISTRIBUTORS","2016-12-23T00:00:00.000","4921.31","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001739481","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","96","9","413.94","91.99","2016-07-15T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4599.36"
"2017","POLICE","NEWCO DISTRIBUTORS","2017-01-06T00:00:00.000","3075.82","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001776034","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","60","9","258.71","57.49","2016-11-09T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","2874.6"
"2017","POLICE","NEWCO DISTRIBUTORS","2017-04-11T00:00:00.000","5114.39","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001739484","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","100","8.75","419.21","95.82","2016-07-15T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4791"
"2017","POLICE","NEWCO DISTRIBUTORS","2017-06-05T00:00:00.000","5114.39","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001739485","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","100","8.75","419.21","95.82","2016-07-15T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4791"
"2017","POLICE","NEWCO DISTRIBUTORS","2017-06-02T00:00:00.000","3068.64","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001835319","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","60","8.75","251.53","57.49","2017-05-16T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","2874.6"
"2015","POLICE","NEWCO DISTRIBUTORS","2015-02-17T00:00:00.000","184.47","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001533978","FOOD, DOG, FISH / SWEET POTATO","FOOD, DOG, FISH / SWEET POTATO, 26 LB BAG, UPC# 723633420372, ITEM# 42037, ""NATURAL BALANCE"" (NEWCO# 998408","43.1","BG","4","9","15.52","3.45","2014-08-14T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","172.4"
"2014","POLICE","NEWCO DISTRIBUTORS","2014-04-08T00:00:00.000","1211.13","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001490389","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.45","BG","22","9","101.87","22.64","2014-03-12T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","1131.9"
"2016","POLICE","NEWCO DISTRIBUTORS","2015-11-17T00:00:00.000","3075.82","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001660022","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.6","BG","60","9","258.71","57.49","2015-10-22T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","3096"
"2014","POLICE","NEWCO DISTRIBUTORS","2014-02-04T00:00:00.000","1101.03","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001473554","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 28 LB BAG, UPC# 723633886284, ""NATURAL BALANCE"" (ITEM# 42888; NEWCO# 7752","51.45","BG","20","9","92.61","20.58","2014-01-09T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","1029"
"2015","POLICE","TLC PET MEDICAL CENTERS, INC","2014-09-22T00:00:00.000","158.1",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","TLC PET MEDICAL CENTERS, INC","91030","CHECK","0001540305","ROYAL K9 LG BREED DOG FOOD - I","ROYAL K9 LG BREED DOG FOOD - INV# 252575","79.05","EA","2","9","0","0","2014-09-05T00:00:00.000","SOUTH PASADENA","USA","MISCELLANEOUS OR UNCLASSIFIED","USD","158.1"
"2015","POLICE","NEWCO DISTRIBUTORS","2015-02-17T00:00:00.000","4818.78","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001533978","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","94","9","405.31","90.07","2014-08-14T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","4503.54"
"2015","POLICE","NEWCO DISTRIBUTORS","2014-08-19T00:00:00.000","184.47","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001528676","FOOD, DOG, FISH / SWEET POTATO","FOOD, DOG, FISH / SWEET POTATO, 26 LB BAG, UPC# 723633420372, ITEM# 42037, ""NATURAL BALANCE"" (NEWCO# 998408","43.1","BG","4","9","15.52","3.45","2014-07-24T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","172.4"
"2015","POLICE","TLC PET MEDICAL CENTERS, INC","2014-09-22T00:00:00.000","158.1",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","TLC PET MEDICAL CENTERS, INC","91030","CHECK","0001540305","ROYAL K9 LG BREED DOG FOOD - I","ROYAL K9 LG BREED DOG FOOD - INV# 250083","79.05","EA","2","9","0","0","2014-09-05T00:00:00.000","SOUTH PASADENA","USA","MISCELLANEOUS OR UNCLASSIFIED","USD","158.1"
"2013","POLICE","GOT PET FOOD","2012-12-03T00:00:00.000","2800.79",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","GOT PET FOOD","90404","CHECK","0001356119","DOG FOOD, LARGE BREED, ADULT C","DOG FOOD, LARGE BREED, ADULT CHICKEN RICE OATMEAL 30#, (UPC# 079105109475), NATURAL CHOICE, ""NUTRO","45.99","BG","56","8.75","225.35","0","2013-01-28T00:00:00.000","SANTA MONICA","USA","DOG AND CAT FOOD","USD","2575.44"
"2014","POLICE","NEWCO DISTRIBUTORS","2013-10-15T00:00:00.000","496.7","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001446356","FOOD, DOG, FISH / SWEET POTATO","FOOD, DOG, FISH / SWEET POTATO, 28 LB BAG, UPC# 723633505307, ""NATURAL BALANCE"" (ITEM# 42570; NEWCO# 7869","46.42","BG","10","9","41.78","9.28","2013-09-25T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","464.2"
"2014","POLICE","NEWCO DISTRIBUTORS","2014-03-11T00:00:00.000","252.99","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91730","CHECK","0001450457","FOOD, DOG, FISH / SWEET POTATO","FOOD, DOG, FISH / SWEET POTATO, 28 LB BAG, UPC# 723633505307, ""NATURAL BALANCE"" (ITEM# 42570; NEWCO# 7869","46.42","BG","5","9","20.89","4.64","2013-10-09T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","232.1"
"2013","POLICE","GOT PET FOOD","2013-04-12T00:00:00.000","2857.36",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","GOT PET FOOD","90404","CHECK","0001356119","DOG FOOD, LARGE BREED, ADULT C","DOG FOOD, LARGE BREED, ADULT CHICKEN RICE OATMEAL 30#, (UPC# 079105109475), NATURAL CHOICE, ""NUTRO","45.99","BG","57","9","235.93","0","2013-01-28T00:00:00.000","SANTA MONICA","USA","DOG AND CAT FOOD","USD","2621.43"
"2013","POLICE","GOT PET FOOD","2013-02-06T00:00:00.000","3208.26",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","GOT PET FOOD","90404","CHECK","0001356119","DOG FOOD, LARGE BREED, ADULT C","DOG FOOD, LARGE BREED, ADULT CHICKEN RICE OATMEAL 30#, (UPC# 079105109475), NATURAL CHOICE, ""NUTRO","45.99","BG","64","9","264.9","0","2013-01-28T00:00:00.000","SANTA MONICA","USA","DOG AND CAT FOOD","USD","2943.36"
"2015","POLICE","NEWCO DISTRIBUTORS","2015-05-18T00:00:00.000","1537.91","59380","GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","NEWCO DISTRIBUTORS","91729","CHECK","0001601960","FOOD, DOG, VENISON / SWEET POT","FOOD, DOG, VENISON / SWEET POTATO, 26 LB BAG, UPC# 723633420754, ITEM# 42075, ""NATURAL BALANCE"" (NEWCO# 998411","47.91","BG","30","9","129.36","28.75","2015-04-15T00:00:00.000","RANCHO CUCAMONGA","USA","MOIST FOOD FOR DOGS OR CATS","USD","1437.3"
"2013","POLICE","GOT PET FOOD","2013-03-21T00:00:00.000","501.29",,"GENERAL FUND (GENERAL BUDGET)","OPERATING SUPPLIES","SMS","GOT PET FOOD","90404","CHECK","0001356119","DOG FOOD, LARGE BREED, ADULT C","DOG FOOD, LARGE BREED, ADULT CHICKEN RICE OATMEAL 30#, (UPC# 079105109475), NATURAL CHOICE, ""NUTRO","45.99","BG","10","9","41.39","0","2013-01-28T00:00:00.000","SANTA MONICA","USA","DOG AND CAT FOOD","USD","459.9"
